row_index,year,poll_type,geography_level,state,voter_group_type,voter_group,party_or_alliance,vote_share,source_table,source_page,confidence,is_valid,quality_flags,valid,missing_party,missing_group_type,missing_vote_share,invalid_vote_share,duplicate_key,low_confidence,needs_manual_review
164,2019,post_poll,national,,caste,,Regional,4.0,2019_post_poll_table_771.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
165,2019,post_poll,national,,gender,,BJP,32.0,2019_post_poll_table_786.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
166,2019,post_poll,national,,gender,,Regional,7.0,2019_post_poll_table_786.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
167,2019,post_poll,national,,other,Valid,INC,32.0,2019_post_poll_table_839.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
168,2019,post_poll,national,,other,Valid,INC,44.0,2019_post_poll_table_867.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
169,2019,pre_poll,national,,age,,INC,15.3,2019_pre_poll_table_016.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
170,2019,pre_poll,national,,age,,INC,17.4,2019_pre_poll_table_017.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
171,2019,pre_poll,national,,age,,Regional,2.6,2019_pre_poll_table_017.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
172,2019,pre_poll,national,,age,,Others,1.1,2019_pre_poll_table_025.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
173,2019,pre_poll,national,,religion,,Others,1.5,2019_pre_poll_table_027.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
174,2019,pre_poll,national,,religion,,Regional,3.1,2019_pre_poll_table_027.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
175,2019,pre_poll,national,,gender,,INC,63.0,2019_pre_poll_table_034.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
176,2019,pre_poll,national,,gender,,Regional,19.0,2019_pre_poll_table_035.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
177,2019,pre_poll,national,,gender,,BJP,40.0,2019_pre_poll_table_035.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
178,2019,pre_poll,national,,gender,,INC,9.0,2019_pre_poll_table_035.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
179,2019,pre_poll,national,,gender,,Others,33.0,2019_pre_poll_table_035.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
180,2019,pre_poll,national,,gender,,Regional,18.0,2019_pre_poll_table_036.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
181,2019,pre_poll,national,,gender,,Others,13.0,2019_pre_poll_table_036.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
182,2019,pre_poll,national,,gender,,Regional,35.0,2019_pre_poll_table_037.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
183,2019,pre_poll,national,,age,,INDIA,6.0,2019_pre_poll_table_038.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
184,2019,pre_poll,national,,gender,,Regional,3.3,2019_pre_poll_table_041.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
185,2019,pre_poll,national,,gender,,Others,3.4,2019_pre_poll_table_043.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
186,2019,pre_poll,national,,gender,,Regional,4.7,2019_pre_poll_table_057.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
187,2019,pre_poll,national,,caste,,Regional,8.2,2019_pre_poll_table_062.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
188,2019,pre_poll,national,,gender,,Regional,2.0,2019_pre_poll_table_070.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
189,2019,pre_poll,national,,gender,,Others,1.6,2019_pre_poll_table_076.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
190,2019,pre_poll,national,,gender,,Regional,18.5,2019_pre_poll_table_076.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
191,2019,pre_poll,national,,gender,,INDIA,4.3,2019_pre_poll_table_084.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
192,2019,pre_poll,national,,gender,,Others,2.7,2019_pre_poll_table_084.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
193,2019,pre_poll,national,,gender,,Regional,6.8,2019_pre_poll_table_084.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
194,2019,pre_poll,national,,gender,,Others,20.0,2019_pre_poll_table_086.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
195,2019,pre_poll,national,,caste,,Others,10.0,2019_pre_poll_table_088.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
196,2019,pre_poll,national,,gender,,Others,34.0,2019_pre_poll_table_089.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
197,2019,pre_poll,national,,gender,,Regional,48.0,2019_pre_poll_table_089.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
198,2019,pre_poll,national,,gender,,Others,88.0,2019_pre_poll_table_091.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
199,2019,pre_poll,national,,gender,,UPA,44.0,2019_pre_poll_table_091.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
200,2019,pre_poll,national,,caste,,Others,7.0,2019_pre_poll_table_093.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
201,2019,pre_poll,national,,age,,Others,36.0,2019_pre_poll_table_094.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
202,2019,pre_poll,national,,age,,Regional,41.0,2019_pre_poll_table_094.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
203,2019,pre_poll,national,,caste,,Others,72.0,2019_pre_poll_table_095.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
204,2019,pre_poll,national,,religion,,Others,30.0,2019_pre_poll_table_102.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
205,2019,pre_poll,national,,caste,,Others,42.6,2019_pre_poll_table_105.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
206,2019,pre_poll,national,,religion,,NDA,6.0,2019_pre_poll_table_106.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
207,2019,pre_poll,national,,gender,,NDA,73.0,2019_pre_poll_table_107.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
208,2019,pre_poll,national,,gender,,Others,42.0,2019_pre_poll_table_107.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
209,2019,pre_poll,national,,gender,,Others,2.0,2019_pre_poll_table_110.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
210,2019,pre_poll,national,,caste,,NDA,22.0,2019_pre_poll_table_111.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
211,2019,pre_poll,national,,caste,,Others,50.0,2019_pre_poll_table_113.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
212,2019,pre_poll,national,,caste,,NDA,33.0,2019_pre_poll_table_113.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
213,2019,pre_poll,national,,caste,,NDA,100.0,2019_pre_poll_table_114.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
214,2019,pre_poll,national,,caste,,Others,38.0,2019_pre_poll_table_114.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
215,2019,pre_poll,national,,religion,,Others,2.0,2019_pre_poll_table_115.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
216,2019,pre_poll,national,,religion,,Others,7.0,2019_pre_poll_table_120.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
217,2019,pre_poll,national,,gender,,Others,10.0,2019_pre_poll_table_128.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
218,2024,post_poll,national,,caste,,INDIA,45.0,2024_post_poll_table_004.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
219,2024,post_poll,national,,caste,,Regional,6.0,2024_post_poll_table_004.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
220,2024,post_poll,national,,religion,,INDIA,67.0,2024_post_poll_table_005.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
221,2024,post_poll,national,,religion,,INC,57.0,2024_post_poll_table_005.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
222,2024,post_poll,national,,religion,,Others,76.0,2024_post_poll_table_005.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
223,2024,post_poll,national,,age,,Others,53.0,2024_post_poll_table_009.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
224,2024,post_poll,national,,gender,,INDIA,1.8,2024_post_poll_table_017.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
225,2024,post_poll,national,,gender,,Others,2.6,2024_post_poll_table_018.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
226,2024,post_poll,national,,gender,,INC,11.2,2024_post_poll_table_019.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
227,2024,post_poll,national,,gender,,INDIA,70.0,2024_post_poll_table_019.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
228,2024,post_poll,national,,gender,,INC,21.0,2024_post_poll_table_020.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
229,2024,post_poll,national,,caste,,INDIA,3.0,2024_post_poll_table_024.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
230,2024,post_poll,national,,caste,,INC,29.0,2024_post_poll_table_024.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
231,2024,post_poll,national,,caste,,Regional,47.0,2024_post_poll_table_024.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
232,2024,post_poll,national,,religion,,INDIA,73.0,2024_post_poll_table_025.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
233,2024,post_poll,national,,religion,,Regional,88.0,2024_post_poll_table_025.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
234,2024,post_poll,national,,religion,,INC,88.0,2024_post_poll_table_025.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
235,2024,post_poll,national,,gender,,Regional,6.9,2024_post_poll_table_028.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
236,2024,post_poll,national,,gender,,Regional,9.8,2024_post_poll_table_047.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
237,2024,post_poll,national,,caste,,Regional,3.1,2024_post_poll_table_052.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
238,2024,post_poll,national,,caste,,Regional,4.1,2024_post_poll_table_053.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
239,2024,post_poll,national,,caste,,Regional,5.9,2024_post_poll_table_054.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
240,2024,post_poll,national,,caste,,Regional,6.0,2024_post_poll_table_055.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
241,2024,post_poll,national,,caste,,Regional,5.6,2024_post_poll_table_056.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
242,2024,post_poll,national,,caste,,Regional,6.8,2024_post_poll_table_057.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
243,2024,post_poll,national,,gender,,Regional,61.0,2024_post_poll_table_063.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
244,2024,post_poll,national,,gender,,Others,87.0,2024_post_poll_table_063.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
245,2024,post_poll,national,,gender,,INDIA,1.5,2024_post_poll_table_065.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
246,2024,post_poll,national,,gender,,Others,40.0,2024_post_poll_table_065.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
247,2024,post_poll,national,,gender,,Others,40.0,2024_post_poll_table_067.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
248,2024,post_poll,national,,gender,,NDA,12.8,2024_post_poll_table_068.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
249,2024,post_poll,national,,caste,,Others,74.0,2024_post_poll_table_069.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
250,2024,post_poll,national,,caste,,Others,2.7,2024_post_poll_table_072.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
251,2024,post_poll,national,,age,,Others,1.6,2024_post_poll_table_075.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
252,2024,post_poll,national,,caste,,NDA,2.0,2024_post_poll_table_080.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
253,2024,post_poll,national,,age,,Others,100.0,2024_post_poll_table_083.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
254,2024,post_poll,national,,age,,NDA,100.0,2024_post_poll_table_083.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
255,2024,post_poll,national,,caste,,NDA,8.0,2024_post_poll_table_084.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
256,2024,post_poll,national,,religion,,Others,39.2,2024_post_poll_table_088.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
257,2024,post_poll,national,,religion,,Others,25.0,2024_post_poll_table_089.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
258,2024,post_poll,national,,gender,,Others,24.4,2024_post_poll_table_093.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
259,2024,post_poll,national,,gender,,Regional,70.0,2024_post_poll_table_093.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
260,2024,pre_poll,national,,caste,,INC,70.7,2024_pre_poll_table_010.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
261,2024,pre_poll,national,,gender,Valid,INDIA,11.0,2024_pre_poll_table_014.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
262,2024,pre_poll,national,,gender,,NDA,6.0,2024_pre_poll_table_014.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
263,2024,pre_poll,national,,gender,,Others,20.0,2024_pre_poll_table_014.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
264,2024,pre_poll,national,,religion,,INC,24.1,2024_pre_poll_table_016.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
265,2024,pre_poll,national,,caste,,INC,23.6,2024_pre_poll_table_019.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
266,2024,pre_poll,national,,caste,,INC,55.1,2024_pre_poll_table_020.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
267,2024,pre_poll,national,,age,,INC,28.0,2024_pre_poll_table_023.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
268,2024,pre_poll,national,,gender,,Regional,15.9,2024_pre_poll_table_031.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
269,2024,pre_poll,national,,religion,,Others,49.4,2024_pre_poll_table_032.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
270,2024,pre_poll,national,,caste,,INDIA,1.7,2024_pre_poll_table_037.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
271,2024,pre_poll,national,,caste,,Others,50.0,2024_pre_poll_table_037.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
272,2024,pre_poll,national,,caste,,Regional,2.3,2024_pre_poll_table_037.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
273,2024,pre_poll,national,,gender,,Regional,38.0,2024_pre_poll_table_039.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
274,2024,pre_poll,national,,gender,,Others,54.0,2024_pre_poll_table_039.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
275,2024,pre_poll,national,,gender,,INDIA,7.7,2024_pre_poll_table_041.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
276,2024,pre_poll,national,,gender,,Regional,4.9,2024_pre_poll_table_041.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
277,2024,pre_poll,national,,gender,,Others,1.4,2024_pre_poll_table_041.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
278,2024,pre_poll,national,,gender,,INC,22.6,2024_pre_poll_table_042.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
279,2024,pre_poll,national,,gender,,Regional,1.5,2024_pre_poll_table_042.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
280,2024,pre_poll,national,,gender,,Others,96.0,2024_pre_poll_table_043.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
281,2024,pre_poll,national,,religion,,INDIA,10.9,2024_pre_poll_table_045.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
282,2024,pre_poll,national,,religion,,Others,56.5,2024_pre_poll_table_046.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
283,2024,pre_poll,national,,religion,,Others,21.2,2024_pre_poll_table_047.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
284,2024,pre_poll,national,,caste,,INDIA,21.0,2024_pre_poll_table_055.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
285,2024,pre_poll,national,,caste,,INC,15.0,2024_pre_poll_table_055.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
286,2024,pre_poll,national,,caste,,INC,48.0,2024_pre_poll_table_056.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
287,2024,pre_poll,national,,caste,,Regional,69.0,2024_pre_poll_table_056.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
288,2024,pre_poll,national,,caste,,INDIA,15.0,2024_pre_poll_table_056.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
289,2024,pre_poll,national,,caste,,Others,71.0,2024_pre_poll_table_056.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
290,2024,pre_poll,national,,age,,INC,2.4,2024_pre_poll_table_059.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
291,2024,pre_poll,national,,caste,,Regional,7.7,2024_pre_poll_table_062.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
292,2024,pre_poll,national,,region,,Others,56.0,2024_pre_poll_table_072.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
293,2024,pre_poll,national,,age,,INC,21.5,2024_pre_poll_table_074.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
294,2024,pre_poll,national,,caste,,BJP,24.3,2024_pre_poll_table_077.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
295,2024,pre_poll,national,,other,Valid,Others,21.1,2024_pre_poll_table_078.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
296,2024,pre_poll,national,,age,,BJP,20.7,2024_pre_poll_table_079.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
297,2024,pre_poll,national,,gender,,INDIA,1.8,2024_pre_poll_table_081.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
298,2024,pre_poll,national,,gender,,Others,5.5,2024_pre_poll_table_081.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
299,2024,pre_poll,national,,gender,,Others,0.0,2024_pre_poll_table_083.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
300,2024,pre_poll,national,,age,,Others,30.0,2024_pre_poll_table_084.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
301,2024,pre_poll,national,,gender,,Others,4.4,2024_pre_poll_table_088.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
302,2024,pre_poll,national,,gender,,Others,2.7,2024_pre_poll_table_091.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
303,2024,pre_poll,national,,caste,,Others,8.1,2024_pre_poll_table_092.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
304,2024,pre_poll,national,,caste,,NDA,30.0,2024_pre_poll_table_092.csv,,medium,False,low_confidence|needs_manual_review,False,False,False,False,False,False,True,True
305,2024,pre_poll,national,,caste,,Regional,1.2,2024_pre_poll_table_092.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
306,2024,pre_poll,national,,religion,,Others,46.1,2024_pre_poll_table_093.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
307,2024,pre_poll,national,,gender,,Others,28.1,2024_pre_poll_table_097.csv,,medium,False,duplicate_key|low_confidence|needs_manual_review,False,False,False,False,False,True,True,True
