year,poll_type,page,reason,suggested_action
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_367.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_368.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_369.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_370.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_371.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_372.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_373.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_374.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_375.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_376.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_377.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_378.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_379.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_380.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_381.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_382.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_383.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_384.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_385.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_386.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_387.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_388.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_389.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_390.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_391.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_392.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_393.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_394.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_395.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_396.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_397.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_398.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_399.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_400.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_401.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_402.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_403.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_404.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_405.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_406.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_407.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_408.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_409.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_410.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_411.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_412.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_413.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_414.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_415.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_416.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_417.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_418.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_419.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_420.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_421.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_423.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_424.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_425.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_426.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_427.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_428.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_429.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_430.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_431.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_432.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_433.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_434.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_435.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_436.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_437.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_438.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_439.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_440.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_441.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_442.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_443.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_444.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_445.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_446.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_447.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_449.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_450.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_451.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_452.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_453.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_454.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_455.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_456.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_457.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_458.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_459.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_461.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_463.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_464.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_465.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_466.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_467.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_468.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_469.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_470.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_471.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_472.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_473.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_474.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_475.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_476.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_477.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_478.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_479.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_480.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_481.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_482.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_483.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_485.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_486.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_487.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_488.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_489.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_490.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_491.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_493.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_494.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_495.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_496.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_497.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_498.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_499.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_500.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_501.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_502.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_503.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_504.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_505.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_506.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_507.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_508.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_509.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_510.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_511.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_512.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_513.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_514.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_515.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_517.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_518.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_519.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_520.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_521.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_523.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_524.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_526.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_527.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_528.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_529.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_530.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_531.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_532.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_533.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_534.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_535.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_536.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_537.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_538.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_539.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_540.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_541.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_542.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_543.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_544.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_545.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_546.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_547.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_548.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_549.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_550.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_551.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_552.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_553.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_554.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_555.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_556.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_557.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_558.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_559.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_560.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_561.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_562.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_563.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_564.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_565.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_566.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_567.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_568.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_569.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_571.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_572.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_573.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_574.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_575.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_576.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_577.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_578.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_579.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_580.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_581.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_582.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_583.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_584.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_585.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_586.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_587.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_588.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_589.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_590.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_591.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_592.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_593.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_594.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_595.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_596.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_597.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_599.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_600.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_601.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_602.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_603.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_604.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_605.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_606.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_607.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_608.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_609.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_610.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_611.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_612.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_613.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_614.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_615.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_616.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_617.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_618.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_619.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_620.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_621.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_622.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_624.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_625.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_626.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_627.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_628.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_629.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_630.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_631.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_632.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_633.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_634.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_635.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_636.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_638.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_639.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_640.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_641.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_642.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_643.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_644.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_645.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_646.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_647.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_648.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_649.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_650.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_651.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_652.csv,inspect extracted CSV and add manual mapping
2019,post_poll,,table structure unrecognized: 2019_post_poll_table_653.csv,inspect extracted CSV and add manual mapping
