election_year,election_type,constituency,candidate,party,votes,vote_share,rank,winner,margin_votes,party_raw,party_clean,party_id,candidate_raw,candidate_clean,candidate_election_id,alliance,state,constituency_id,swing,sim_vote_share_raw,sim_vote_share,sim_rank
2024,lok_sabha,Gaya,JITAN RAM MANJHI,HAMS,494960.0,51.36166097319016,1.0,True,101812.0,HAMS,HAMS,HAMS,JITAN RAM MANJHI,JITAN RAM MANJHI,CAND_2024_BIHAR_GAYA_HAMS_JITAN_RAM_MANJHI,UNKNOWN,Bihar,BIHAR__GAYA,0.0,51.36166097319016,51.36166097319016,1.0
2024,lok_sabha,Gopalganj,DR. ALOK KUMAR SUMAN,JD(U),511866.0,48.15174026623971,1.0,True,127180.0,JD(U),JD(U),JDU,DR. ALOK KUMAR SUMAN,DR. ALOK KUMAR SUMAN,CAND_2024_BIHAR_GOPALGANJ_JDU_DR_ALOK_KUMAR_SUMAN,NDA,Bihar,BIHAR__GOPALGANJ,0.0,48.15174026623971,48.15174026623972,1.0
2024,lok_sabha,Hajipur,CHIRAG PASWAN,LJPRV,615718.0,53.29396775276892,1.0,True,170105.0,LJPRV,LJPRV,LJPRV,CHIRAG PASWAN,CHIRAG PASWAN,CAND_2024_BIHAR_HAJIPUR_LJPRV_CHIRAG_PASWAN,UNKNOWN,Bihar,BIHAR__HAJIPUR,0.0,53.29396775276892,53.29396775276892,1.0
2024,lok_sabha,Jahanabad,SURENDRA PRASAD YADAV,RJD,443035.0,47.87652506564942,1.0,True,142591.0,RJD,RJD,RJD,SURENDRA PRASAD YADAV,SURENDRA PRASAD YADAV,CAND_2024_BIHAR_JAHANABAD_RJD_SURENDRA_PRASAD_YADAV,INDIA,Bihar,BIHAR__JAHANABAD,0.0,47.87652506564942,47.87652506564942,1.0
2024,lok_sabha,Jamui,ARUN BHARTI,LJPRV,509046.0,51.98415494575856,1.0,True,112482.0,LJPRV,LJPRV,LJPRV,ARUN BHARTI,ARUN BHARTI,CAND_2024_BIHAR_JAMUI_LJPRV_ARUN_BHARTI,UNKNOWN,Bihar,BIHAR__JAMUI,0.0,51.98415494575856,51.98415494575856,1.0
2024,lok_sabha,Jhanjharpur,RAMPRIT MANDAL,JD(U),533032.0,48.734755303129354,1.0,True,184169.0,JD(U),JD(U),JDU,RAMPRIT MANDAL,RAMPRIT MANDAL,CAND_2024_BIHAR_JHANJHARPUR_JDU_RAMPRIT_MANDAL,NDA,Bihar,BIHAR__JHANJHARPUR,0.0,48.734755303129354,48.73475530312936,1.0
2024,lok_sabha,Karakat,RAJA RAM SINGH FATHER-LATE DIPAN SINGH,CPI(ML)(L),380581.0,36.89165950962469,1.0,True,105858.0,CPI(ML)(L),CPI(ML)(L),CPI(ML)(L),RAJA RAM SINGH FATHER-LATE DIPAN SINGH,RAJA RAM SINGH FATHER-LATE DIPAN SINGH,CAND_2024_BIHAR_KARAKAT_CPIMLL_RAJA_RAM_SINGH_FATHER_LATE_DIPAN_SINGH,UNKNOWN,Bihar,BIHAR__KARAKAT,0.0,36.89165950962469,36.89165950962468,1.0
2024,lok_sabha,Katihar,TARIQ ANWAR,INC,567092.0,48.4054403326886,1.0,True,49863.0,INC,INC,INC,TARIQ ANWAR,TARIQ ANWAR,CAND_2024_BIHAR_KATIHAR_INC_TARIQ_ANWAR,INDIA,Bihar,BIHAR__KATIHAR,0.0,48.4054403326886,48.4054403326886,1.0
2024,lok_sabha,Khagaria,RAJESH VERMA,LJPRV,538657.0,50.72606116994728,1.0,True,161131.0,LJPRV,LJPRV,LJPRV,RAJESH VERMA,RAJESH VERMA,CAND_2024_BIHAR_KHAGARIA_LJPRV_RAJESH_VERMA,UNKNOWN,Bihar,BIHAR__KHAGARIA,0.0,50.72606116994728,50.72606116994728,1.0
2024,lok_sabha,Kishanganj,MOHAMMAD JAWED,INC,402850.0,34.99698983319419,1.0,True,59692.0,INC,INC,INC,MOHAMMAD JAWED,MOHAMMAD JAWED,CAND_2024_BIHAR_KISHANGANJ_INC_MOHAMMAD_JAWED,INDIA,Bihar,BIHAR__KISHANGANJ,0.0,34.99698983319419,34.996989833194185,1.0
2024,lok_sabha,Madhepura,DINESH CHANDRA YADAV,JD(U),640649.0,52.95954765457409,1.0,True,174534.0,JD(U),JD(U),JDU,DINESH CHANDRA YADAV,DINESH CHANDRA YADAV,CAND_2024_BIHAR_MADHEPURA_JDU_DINESH_CHANDRA_YADAV,NDA,Bihar,BIHAR__MADHEPURA,0.0,52.95954765457409,52.95954765457408,1.0
2024,lok_sabha,Madhubani,ASHOK KUMAR YADAV,BJP,553428.0,53.84965671850917,1.0,True,151945.0,BJP,BJP,BJP,ASHOK KUMAR YADAV,ASHOK KUMAR YADAV,CAND_2024_BIHAR_MADHUBANI_BJP_ASHOK_KUMAR_YADAV,NDA,Bihar,BIHAR__MADHUBANI,0.0,53.84965671850917,53.84965671850917,1.0
2024,lok_sabha,Maharajganj,"JANARDAN SINGH ""SIGRIWAL""",BJP,529533.0,52.21657632463571,1.0,True,102651.0,BJP,BJP,BJP,"JANARDAN SINGH ""SIGRIWAL""",JANARDAN SINGH SIGRIWAL,CAND_2024_BIHAR_MAHARAJGANJ_BJP_JANARDAN_SINGH_SIGRIWAL,NDA,Bihar,BIHAR__MAHARAJGANJ,0.0,52.21657632463571,52.216576324635724,1.0
2024,lok_sabha,Munger,RAJIV RANJAN SINGH ALIAS LALAN SINGH,JD(U),550146.0,48.29735549974058,1.0,True,80870.0,JD(U),JD(U),JDU,RAJIV RANJAN SINGH ALIAS LALAN SINGH,RAJIV RANJAN SINGH ALIAS LALAN SINGH,CAND_2024_BIHAR_MUNGER_JDU_RAJIV_RANJAN_SINGH_ALIAS_LALAN_SINGH,NDA,Bihar,BIHAR__MUNGER,0.0,48.29735549974058,48.29735549974058,1.0
