state_2019,constituency_id_2019,constituency_id,constituency_2019,party_2019,winner_2019,vote_share_2019,state_2024,constituency_id_2024,constituency_2024,party_2024,winner_2024,vote_share_2024,state,constituency,seat_flipped,max_positive_swing,max_negative_swing,avg_abs_swing,swing_range,top2_margin_pct,effective_num_parties,winner_vote_share,margin_votes,winner_vote_share_change,flip_score,close_margin_score,fragmentation_score,swing_score,volatility_score
Odisha,ODISHA__KENDRAPARA,ODISHA__KENDRAPARA,Kendrapara,BJD,Anubhav Mohanty,50.894191149510505,Odisha,ODISHA__KENDRAPARA,Kendrapara,BJP,BAIJAYANT PANDA,48.21087958105345,Odisha,Kendrapara,True,9.720117887194384,-7.8932076774783795,1.3094074823385133,17.613325564672763,5.209896109021322,2.3647024219824653,48.21087958105345,66536.0,-2.683311568457057,40,14.790103890978678,11.823512109912325,2.6188149646770267,69.23243096556803
Odisha,ODISHA__CUTTACK,ODISHA__CUTTACK,Cuttack,BJD,BHARTRUHARI MAHTAB,49.513633918205926,Odisha,ODISHA__CUTTACK,Cuttack,BJP,BHARTRUHARI MAHTAB,47.43070766732543,Odisha,Cuttack,True,9.35663429239976,-7.175472166949007,1.0505109669829311,16.532106459348768,5.092545916068509,2.4394363778799923,47.43070766732543,57077.0,-2.0829262508804973,40,14.90745408393149,12.197181889399962,2.1010219339658622,69.20565790729732
West Bengal,WEST_BENGAL__HOOGHLY,WEST_BENGAL__HOOGHLY,Hooghly,BJP,LOCKET CHATTERJEE,46.05766605708986,West Bengal,WEST_BENGAL__HOOGHLY,Hooghly,AITC,RACHNA BANERJEE,46.30898886400164,West Bengal,Hooghly,True,5.283555380812103,-4.81308858779969,0.7664052185542184,10.096643968611794,5.06441139471147,2.543067971904918,46.30898886400164,76853.0,0.2513228069117801,40,14.93558860528853,12.71533985952459,1.5328104371084368,69.18373890192156
Uttar Pradesh,UTTAR_PRADESH__ETAWAH,UTTAR_PRADESH__ETAWAH,Etawah,BJP,Dr RAM SHANKAR KATHERIA,50.79892782261399,Uttar Pradesh,UTTAR_PRADESH__ETAWAH,Etawah,SP,JITENDRA KUMAR DOHARE,47.47094170542396,Uttar Pradesh,Etawah,True,9.338604582775512,-8.978973170578364,1.2697017331428821,18.317577753353874,5.650987053388334,2.4449075812651446,47.47094170542396,58419.0,-3.3279861171900293,40,14.349012946611666,12.224537906325724,2.5394034662857643,69.11295431922315
Karnataka,KARNATAKA__KOLAR,KARNATAKA__KOLAR,Kolar,BJP,S. MUNISWAMY,56.34773640480203,Karnataka,KARNATAKA__KOLAR,Kolar,JD(S),M. MALLESH BABU,51.02322266068883,Karnataka,Kolar,True,51.02322266068883,-56.34773640480203,1.7916563424439282,107.37095906549087,5.2676007284383175,2.1285829653076487,51.02322266068883,71388.0,-5.324513744113197,40,14.732399271561682,10.642914826538243,3.5833126848878565,68.95862678298778
Manipur,MANIPUR__INNER_MANIPUR,MANIPUR__INNER_MANIPUR,Inner manipur,BJP,DR RAJKUMAR RANJAN SINGH,34.72035464196676,Manipur,MANIPUR__INNER_MANIPUR,Inner Manipur,INC,ANGOMCHA BIMOL AKOIJAM,46.93417091543826,Manipur,Inner Manipur,True,17.021020282420437,-17.623182374315324,4.317483195131952,34.64420265673576,13.778568623046644,2.7815360450094713,46.93417091543826,109801.0,12.213816273471501,40,6.2214313769533565,13.907680225047356,8.634966390263903,68.76407799226462
Bihar,BIHAR__ARRAH,BIHAR__ARRAH,Arrah,BJP,R. K. Singh,52.41865337138331,Bihar,BIHAR__ARRAH,Arrah,CPI(ML)(L),SUDAMA PRASAD,48.27656646552266,Bihar,Arrah,True,9.486781477496557,-9.596229447862411,1.079619624705159,19.08301092535897,5.454142542001769,2.395066836493657,48.27656646552266,59808.0,-4.142086905860644,40,14.545857457998231,11.975334182468284,2.159239249410318,68.68043088987683
Odisha,ODISHA__BHADRAK,ODISHA__BHADRAK,Bhadrak,BJD,MANJULATA MANDAL,41.87589172317648,Odisha,ODISHA__BHADRAK,Bhadrak,BJP,AVIMANYU SETHI,44.19062462183313,Odisha,Bhadrak,True,4.664719349361704,-4.741350259900962,0.9275364171712904,9.406069609262666,7.0560831585576125,2.7588103045903036,44.19062462183313,91544.0,2.3147328986566507,40,12.943916841442388,13.794051522951518,1.8550728343425809,68.59304119873649
Maharashtra,MAHARASHTRA__PARBHANI,MAHARASHTRA__PARBHANI,Parbhani,SHS,JADHAV SANJAY (BANDU) HARIBHAU,43.01953572129868,Maharashtra,MAHARASHTRA__PARBHANI,Parbhani,SHSUBT,JADHAV SANJAY ( BANDU ) HARIBHAU,45.17381623466769,Maharashtra,Parbhani,True,45.17381623466769,-43.01953572129868,1.7914237244957252,88.19335195596636,10.0708696671214,3.0012546637328334,45.17381623466769,134061.0,2.1542805133690095,40,9.9291303328786,15.006273318664167,3.5828474489914504,68.51825110053421
Maharashtra,MAHARASHTRA__JALNA,MAHARASHTRA__JALNA,Jalna,BJP,Danve Raosaheb Dadarao,57.77638169117958,Maharashtra,MAHARASHTRA__JALNA,Jalna,INC,KALYAN VAIJINATHRAO KALE,44.58654739700266,Maharashtra,Jalna,True,14.357906487306014,-21.25476565373227,0.9964819162806567,35.61267214103829,8.064931359555352,2.8886169067321643,44.58654739700266,109958.0,-13.189834294176919,40,11.935068640444648,14.443084533660821,1.9929638325613135,68.37111700666678
West Bengal,WEST_BENGAL__BARRACKPORE,WEST_BENGAL__BARRACKPUR,Barrackpore,BJP,ARJUN SINGH,42.823605250077634,West Bengal,WEST_BENGAL__BARRACKPUR,Barrackpur,AITC,PARTHA BHOWMICK,45.55996356821327,West Bengal,Barrackpur,True,4.081471159314177,-2.906890416385231,0.3329501366600694,6.9883615756994075,5.643248734520867,2.65562637310964,45.55996356821327,64438.0,2.736358318135636,40,14.356751265479133,13.2781318655482,0.6659002733201388,68.30078340434747
Uttar Pradesh,UTTAR_PRADESH__FAIZABAD,UTTAR_PRADESH__FAIZABAD,Faizabad,BJP,LALLU SINGH,48.66256838015271,Uttar Pradesh,UTTAR_PRADESH__FAIZABAD,Faizabad,SP,AWADHESH PRASAD,48.59366630401144,Uttar Pradesh,Faizabad,True,5.954070527644319,-4.910768902449681,0.7059307979257055,10.864839430094001,4.7838051796283025,2.325713396564593,48.59366630401144,54567.0,-0.06890207614127064,40,15.216194820371697,11.628566982822965,1.411861595851411,68.25662339904606
Karnataka,KARNATAKA__RAICHUR,KARNATAKA__RAICHUR,Raichur,BJP,RAJA AMARESHWARA NAIK,53.214601760073286,Karnataka,KARNATAKA__RAICHUR,Raichur,INC,G. KUMAR NAIK.,51.627900176898,Karnataka,Raichur,True,8.882666115611165,-7.725500723538737,1.8714550053801737,16.608166839149902,6.138799140363453,2.111390876137466,51.627900176898,79781.0,-1.5867015831752838,40,13.861200859636547,10.55695438068733,3.7429100107603475,68.16106525108421
Andhra Pradesh,ANDHRA_PRADESH__ONGOLE,ANDHRA_PRADESH__ONGOLE,Ongole,YSRCP,MAGUNTA SREENIVASULU REDDY,55.06701590025984,Andhra Pradesh,ANDHRA_PRADESH__ONGOLE,Ongole,TDP,MAGUNTA SREENIVASULU REDDY,49.352207192447835,Andhra Pradesh,Ongole,True,10.290563887482278,-9.244446301029342,0.3283755396815673,19.53501018851162,3.5296375932173376,2.2025808595469316,49.352207192447835,50199.0,-5.714808707812004,40,16.470362406782662,11.012904297734657,0.6567510793631346,68.14001778388045
Bihar,BIHAR__SAMASTIPUR_(SC),BIHAR__SAMASTIPUR,Samastipur (SC),LJP,Ramchandra Paswan,55.19422977846471,Bihar,BIHAR__SAMASTIPUR,Samastipur,LJPRV,SHAMBHAVI,52.96822925802491,Bihar,Samastipur,True,52.96822925802491,-55.19422977846471,6.458384500295834,108.16245903648962,17.106922031222602,2.43204333274627,52.96822925802491,187251.0,-2.226000520439797,40,2.8930779687773978,12.16021666373135,12.916769000591668,67.97006363310041
Maharashtra,MAHARASHTRA__HINGOLI,MAHARASHTRA__HINGOLI,Hingoli,SHS,Hemant Patil,50.652604370047584,Maharashtra,MAHARASHTRA__HINGOLI,Hingoli,SHSUBT,AASHTIKAR PATIL NAGESH BAPURAO,42.485624921288576,Maharashtra,Hingoli,True,42.485624921288576,-26.648098168837407,0.5682265440085392,69.13372309012598,9.367910580368466,3.2227987665267768,42.485624921288576,108602.0,-8.166979448759008,40,10.632089419631534,16.113993832633884,1.1364530880170784,67.8825363402825
Maharashtra,MAHARASHTRA__LATUR,MAHARASHTRA__LATUR,Latur,BJP,Sudhakar Tukaram Shrangare,56.223662223703016,Maharashtra,MAHARASHTRA__LATUR,Latur,INC,DR. KALGE SHIVAJI BANDAPPA,49.151103359834195,Maharashtra,Latur,True,17.500384558465445,-12.066671426506067,0.7198868137958702,29.56705598497151,4.994112562637248,2.28417063132148,49.151103359834195,61881.0,-7.072558863868821,40,15.005887437362752,11.4208531566074,1.4397736275917403,67.86651422156189
Maharashtra,MAHARASHTRA__NANDED,MAHARASHTRA__NANDED,Nanded,BJP,Prataprao Patil Chikhalikar,43.104971886483376,Maharashtra,MAHARASHTRA__NANDED,Nanded,INC,CHAVAN VASANTRAO BALWANTRAO,46.87721027357315,Maharashtra,Nanded,True,7.327203632584968,-6.516503536545745,0.2640872848481905,13.843707169130713,5.268494505669821,2.5019431639805942,46.87721027357315,59442.0,3.7722383870897715,40,14.731505494330179,12.509715819902972,0.528174569696381,67.76939588392952
Rajasthan,RAJASTHAN__GANGANAGAR,RAJASTHAN__GANGANAGAR,Ganganagar,BJP,NIHAL CHAND,61.79905149938178,Rajasthan,RAJASTHAN__GANGANAGAR,GANGANAGAR,INC,KULDEEP INDORA,51.396893089040354,Rajasthan,GANGANAGAR,True,17.63116654238852,-16.63869001217349,1.6642523085421046,34.26985655456201,6.236531601832063,2.135098261647966,51.396893089040354,88153.0,-10.402158410341428,40,13.763468398167937,10.675491308239831,3.328504617084209,67.76746432349198
Karnataka,KARNATAKA__KOPPAL,KARNATAKA__KOPPAL,Koppal,BJP,KARADI SANGANNA AMARAPPA,49.29512150658589,Karnataka,KARNATAKA__KOPPAL,Koppal,INC,K. RAJASHEKAR BASAVARAJ HITNAL,49.927987502784184,Karnataka,Koppal,True,3.8585640489509743,-2.855413349082447,0.24859439079738083,6.713977398033421,3.4882793452807377,2.150216355731352,49.927987502784184,46357.0,0.6328659961982908,40,16.511720654719262,10.75108177865676,0.49718878159476165,67.75999121497078
Maharashtra,MAHARASHTRA__WARDHA,MAHARASHTRA__WARDHA,Wardha,BJP,Ramdas Chandrabhanji Tadas,53.92319382417931,Maharashtra,MAHARASHTRA__WARDHA,Wardha,NCPSP,AMAR SHARADRAO KALE,48.6849459184009,Maharashtra,Wardha,True,48.6849459184009,-36.47062662576801,1.472362273318827,85.1555725441689,7.45635664266694,2.45071717094881,48.6849459184009,81648.0,-5.238247905778408,40,12.54364335733306,12.253585854744049,2.944724546637654,67.74195375871477
Rajasthan,RAJASTHAN__TONK-SAWAI_MADHOPUR,RAJASTHAN__TONK-SAWAI_MADHOPUR,TONK-SAWAI MADHOPUR,BJP,Sukhbir Singh Jaunapuria,52.23680092877099,Rajasthan,RAJASTHAN__TONK-SAWAI_MADHOPUR,TONK-SAWAI MADHOPUR,INC,HARISH CHANDRA MEENA,50.85367166048147,Rajasthan,TONK-SAWAI MADHOPUR,True,7.63955330379644,-6.678241547595299,1.1429330839001968,14.317794851391739,5.295112279305776,2.1441310364886026,50.85367166048147,64949.0,-1.3831292682895224,40,14.704887720694224,10.720655182443013,2.2858661678003935,67.71140907093763
Nagaland,NAGALAND__NAGALAND,NAGALAND__NAGALAND,Nagaland,NDPP,Tokheho Yepthomi,49.73483564977438,Nagaland,NAGALAND__NAGALAND,Nagaland,INC,S SUPONGMEREN JAMIR,52.83295390617195,Nagaland,Nagaland,True,4.722194006851929,-3.603283959176636,2.037404235397626,8.325477966028565,6.7014022155742055,2.032454691011468,52.83295390617195,50984.0,3.0981182563975693,40,13.298597784425795,10.16227345505734,4.074808470795252,67.53567971027839
Punjab,PUNJAB__KHADOOR_SAHIB,PUNJAB__KHADOOR_SAHIB,Khadoor Sahib,INC,JASBIR SINGH GILL (DIMPA),43.94798629487434,Punjab,PUNJAB__KHADOOR_SAHIB,Khadoor Sahib,IND,AMRITPAL SINGH,38.621420693013995,Punjab,Khadoor Sahib,True,38.520850155974976,-24.15072416330959,2.626791694305667,62.67157431928457,18.824158561449245,4.221218532132589,38.621420693013995,197120.0,-5.326565601860345,40,1.175841438550755,21.106092660662945,5.253583388611334,67.53551748782503
Assam,ASSAM__KALIABOR,ASSAM__KAZIRANGA,Kaliabor,INC,Gaurav Gogoi,55.17647034050286,Assam,ASSAM__KAZIRANGA,Kaziranga,BJP,KAMAKHYA PRASAD TASA,55.0354400200744,Assam,Kaziranga,True,55.0354400200744,-40.436811734788066,5.904961273682331,95.47225175486247,15.273412407964235,2.16731251427466,55.0354400200744,248947.0,-0.14103032042846309,40,4.726587592035765,10.8365625713733,11.809922547364662,67.37307271077373
Haryana,HARYANA__HISAR,HARYANA__HISAR,Hisar,BJP,BRIJENDRA SINGH,51.13186294410651,Haryana,HARYANA__HISAR,HISAR,INC,JAI PARKASH (J P) S/O HARIKESH,48.58331594434958,Haryana,HISAR,True,32.9570896429551,-22.636498416626623,0.4120156200070163,55.59358805958172,5.398193533001461,2.359751032123116,48.58331594434958,63381.0,-2.5485469997569297,40,14.60180646699854,11.79875516061558,0.8240312400140326,67.22459286762816
Meghalaya,MEGHALAYA__TURA,MEGHALAYA__TURA,Tura,NPEP,AGATHA K. SANGMA,52.21845461982948,Meghalaya,MEGHALAYA__TURA,Tura,INC,SALENG A SANGMA,56.95654366996214,Meghalaya,Tura,True,15.720164067155473,-18.29278672280015,7.990518547643198,34.012950789955624,23.03087577293281,2.2476864574045115,56.95654366996214,155241.0,4.738089050132658,40,0.0,11.238432287022558,15.981037095286396,67.21946938230896
Rajasthan,RAJASTHAN__CHURU,RAJASTHAN__CHURU,Churu,BJP,RAHUL KASWAN,59.694810835713355,Rajasthan,RAJASTHAN__CHURU,CHURU,INC,RAHUL KASWAN,51.115260292915075,Rajasthan,CHURU,True,16.593323739621013,-13.685173347075832,0.7975072969689134,30.278497086696845,5.105622804277552,2.1137466902838074,51.115260292915075,72737.0,-8.57955054279828,40,14.894377195722448,10.568733451419037,1.5950145939378269,67.05812524107932
Odisha,ODISHA__DHENKANAL,ODISHA__DHENKANAL,Dhenkanal,BJD,MAHESH SAHOO,46.210679067662845,Odisha,ODISHA__DHENKANAL,Dhenkanal,BJP,RUDRA NARAYAN PANY,50.24205465761161,Odisha,Dhenkanal,True,7.16096564652743,-4.186576557262046,1.0977847799454508,11.347542203789477,6.425168649453333,2.2448826099822248,50.24205465761161,76567.0,4.031375589948766,40,13.574831350546667,11.224413049911124,2.1955695598909015,66.9948139603487
Uttar Pradesh,UTTAR_PRADESH__KAIRANA,UTTAR_PRADESH__KAIRANA,Kairana,BJP,Pradeep Kumar,50.43926099175569,Uttar Pradesh,UTTAR_PRADESH__KAIRANA,Kairana,SP,IQRA CHOUDHARY,48.898876279628006,Uttar Pradesh,Kairana,True,7.05682317008796,-7.941164111390137,0.7943324401599346,14.997987281478096,6.400779399262454,2.354446139428712,48.898876279628006,69116.0,-1.5403847121276826,40,13.599220600737546,11.77223069714356,1.5886648803198693,66.96011617820098
Rajasthan,RAJASTHAN__KARAULI-DHOLPUR,RAJASTHAN__KARAULI-DHOLPUR,KARAULI-DHOLPUR,BJP,MANOJ RAJORIA,52.747474059259915,Rajasthan,RAJASTHAN__KARAULI-DHOLPUR,KARAULI-DHOLPUR,INC,BHAJAN LAL JATAV,53.638214714377376,Rajasthan,KARAULI-DHOLPUR,True,10.678084700069393,-9.1226989808789,3.2153133647000516,19.800783680948292,10.013439635996365,2.090696291837944,53.638214714377376,98945.0,0.8907406551174617,40,9.986560364003635,10.45348145918972,6.430626729400103,66.87066855259346
Bihar,BIHAR__KHAGARIA,BIHAR__KHAGARIA,Khagaria,LJP,Choudhary Mehboob Ali Kaiser,52.77059783019054,Bihar,BIHAR__KHAGARIA,Khagaria,LJPRV,RAJESH VERMA,50.72606116994728,Bihar,Khagaria,True,50.72606116994728,-52.77059783019054,4.504390566584691,103.49665900013781,15.173925081034454,2.5877155160741525,50.72606116994728,161131.0,-2.04453666024326,40,4.826074918965546,12.938577580370762,9.008781133169382,66.77343363250569
Jharkhand,JHARKHAND__SINGHBHUM,JHARKHAND__SINGHBHUM,Singhbhum,INC,GEETA KORA,49.10733070329763,Jharkhand,JHARKHAND__SINGHBHUM,Singhbhum,JMM,JOBA MAJHI,51.62421087002046,Jharkhand,Singhbhum,True,51.62421087002046,-49.10733070329763,5.345712130319404,100.73154157331808,16.71322959476855,2.553163966736589,51.62421087002046,168402.0,2.516880166722835,40,3.286770405231451,12.765819833682945,10.691424260638808,66.7440144995532
Maharashtra,MAHARASHTRA__RAMTEK,MAHARASHTRA__RAMTEK,Ramtek,SHS,Krupal Balaji Tumane,49.89588416570294,Maharashtra,MAHARASHTRA__RAMTEK,Ramtek,INC,Shyamkumar (Babalu) Daulat Barve,48.943642855317954,Maharashtra,Ramtek,True,9.64175372948987,-7.081364224975815,0.5252213608884937,16.723117954465685,6.12912291459083,2.3595859840443034,48.943642855317954,76768.0,-0.9522413103849843,40,13.87087708540917,11.797929920221517,1.0504427217769874,66.71924972740767
Maharashtra,MAHARASHTRA__YAVATMAL-WASHIM,MAHARASHTRA__YAVATMAL-_WASHIM,Yavatmal-Washim,SHS,Bhavana Pundlikrao Gawali,46.16664679531944,Maharashtra,MAHARASHTRA__YAVATMAL-_WASHIM,Yavatmal- Washim,SHSUBT,SANJAY UTTAMRAO DESHMUKH,48.5346747937627,Maharashtra,Yavatmal- Washim,True,48.5346747937627,-36.12261756740645,1.011882119842804,84.65729236116914,7.708746419916281,2.4705570193868684,48.5346747937627,94473.0,2.36802799844326,40,12.291253580083719,12.352785096934342,2.023764239685608,66.66780291670366
Uttar Pradesh,UTTAR_PRADESH__GHOSI,UTTAR_PRADESH__GHOSI,Ghosi,BSP,ATUL KUMAR SINGH,50.30141631040489,Uttar Pradesh,UTTAR_PRADESH__GHOSI,Ghosi,SP,RAJEEV RAI,43.728087329109414,Uttar Pradesh,Ghosi,True,43.728087329109414,-39.55719809498931,2.2960729310638115,83.28528542409873,14.161690958551702,3.1888499600443136,43.728087329109414,162943.0,-6.573328981295475,40,5.838309041448298,15.944249800221568,4.592145862127623,66.37470470379749
West Bengal,WEST_BENGAL__BARDHAMAN_DURGAPUR,WEST_BENGAL__BARDHAMAN-DURGAPUR,Bardhaman Durgapur,BJP,S.S AHLUWALIA,41.756669716198175,West Bengal,WEST_BENGAL__BARDHAMAN-DURGAPUR,Bardhaman-Durgapur,AITC,AZAD KIRTI JHA,47.98774515189713,West Bengal,Bardhaman-Durgapur,True,6.401276976933573,-2.956797831432631,1.3854892186870658,9.358074808366204,9.187873267131586,2.5537561951064225,47.98774515189713,137981.0,6.231075435698955,40,10.812126732868414,12.768780975532113,2.7709784373741315,66.35188614577466
Uttar Pradesh,UTTAR_PRADESH__ROBERTSGANJ,UTTAR_PRADESH__ROBERTSGANJ,Robertsganj,ADAL,PAKAURI LAL KOL,45.32225962701118,Uttar Pradesh,UTTAR_PRADESH__ROBERTSGANJ,Robertsganj,SP,CHHOTELAL,46.14435215864573,Uttar Pradesh,Robertsganj,True,11.765498318549446,-11.979119895746102,2.012503407605063,23.74461821429555,12.801212427380657,2.948613347359074,46.14435215864573,129234.0,0.8220925316345529,40,7.198787572619343,14.74306673679537,4.025006815210126,65.96686112462484
Uttar Pradesh,UTTAR_PRADESH__BAGHPAT,UTTAR_PRADESH__BAGHPAT,Baghpat,BJP,Dr. SATYAPAL SINGH,50.31984105564775,Uttar Pradesh,UTTAR_PRADESH__BAGHPAT,Baghpat,RLD,DR RAJKUMAR SANGWAN,52.36465393623504,Uttar Pradesh,Baghpat,True,35.28780549448313,-50.31984105564775,5.402874912620197,85.60764655013088,17.076848441751906,2.447276763419556,52.36465393623504,159459.0,2.044812880587287,40,2.923151558248094,12.23638381709778,10.805749825240394,65.96528520058627
Telangana,TELANGANA__PEDDAPALLE,TELANGANA__PEDDAPALLE,Peddapalle,TRS,Venkatesh Netha Borlakunta,45.49461832419121,Telangana,TELANGANA__PEDDAPALLE,Peddapalle,INC,VAMSI KRISHNA GADDAM,43.420904870377385,Telangana,Peddapalle,True,21.880915282662087,-45.49461832419121,1.0162847463633482,67.3755336068533,11.99348120825896,3.1378876534996984,43.420904870377385,131364.0,-2.0737134538138235,40,8.00651879174104,15.689438267498492,2.0325694927266964,65.72852655196623
Bihar,BIHAR__HAJIPUR_(SC),BIHAR__HAJIPUR,Hajipur (SC),LJP,PASHU PATI KUMAR PARAS,53.76448748878892,Bihar,BIHAR__HAJIPUR,Hajipur,LJPRV,CHIRAG PASWAN,53.29396775276892,Bihar,Hajipur,True,53.29396775276892,-53.76448748878892,4.365515772220347,107.05845524155785,14.723575377989206,2.303110500835646,53.29396775276892,170105.0,-0.47051973602000174,40,5.2764246220107935,11.515552504178231,8.731031544440693,65.52300867062972
Bihar,BIHAR__PATALIPUTRA,BIHAR__PATLIPUTRA,Pataliputra,BJP,RAM KRIPAL YADAV,47.27974695406815,Bihar,BIHAR__PATLIPUTRA,Patliputra,RJD,MISHA BHARTI,49.85639367237921,Bihar,Patliputra,True,6.225084341542441,-4.34751141855434,0.4188131538490962,10.572595760096782,6.924158136865401,2.307681236547387,49.85639367237921,85174.0,2.5766467183110606,40,13.075841863134599,11.538406182736935,0.8376263076981924,65.45187435356972
Maharashtra,MAHARASHTRA__SOLAPUR,MAHARASHTRA__SOLAPUR,Solapur,BJP,SHRI. SHA. BRA. DR. JAI SIDHESHWAR SHIVACHARY MAHASWAMIJI,48.407397230464525,Maharashtra,MAHARASHTRA__SOLAPUR,Solapur,INC,PRANITI SUSHILKUMAR SHINDE,51.49296172222984,Maharashtra,Solapur,True,17.71036417162192,-15.67586956000568,0.4895018934663789,33.3862337316276,6.160060108677165,2.1241030957852214,51.49296172222984,74197.0,3.085564491765318,40,13.839939891322835,10.620515478926107,0.9790037869327578,65.4394591571817
Karnataka,KARNATAKA__CHIKKODI,KARNATAKA__CHIKKODI,Chikkodi,BJP,ANNASAHEB SHANKAR JOLLE,52.97667691402974,Karnataka,KARNATAKA__CHIKKODI,Chikkodi,INC,PRIYANKA SATISH JARKIHOLI,51.21416875973105,Karnataka,Chikkodi,True,8.001123535267801,-8.282819432870909,0.5187005790266188,16.28394296813871,6.520311278572223,2.162469580314216,51.21416875973105,90834.0,-1.7625081542986862,40,13.479688721427777,10.81234790157108,1.0374011580532376,65.3294377810521
Uttar Pradesh,UTTAR_PRADESH__KAUSHAMBI,UTTAR_PRADESH__KAUSHAMBI,Kaushambi,BJP,VINOD KUMAR SONKAR,39.30563052754511,Uttar Pradesh,UTTAR_PRADESH__KAUSHAMBI,Kaushambi,SP,PUSHPENDRA SAROJ,50.50751538893661,Uttar Pradesh,Kaushambi,True,15.17566256710495,-16.050892924947508,1.7465652572537136,31.22655549205246,10.29832690827272,2.380355100790005,50.50751538893661,103944.0,11.201884861391498,40,9.70167309172728,11.901775503950025,3.493130514507427,65.09657911018473
Andhra Pradesh,ANDHRA_PRADESH__KURNOOL,ANDHRA_PRADESH__KURNOOLU,Kurnool,YSRCP,AYUSHMAN DOCTOR SANJEEV KUMAR,50.95079048107129,Andhra Pradesh,ANDHRA_PRADESH__KURNOOLU,Kurnoolu,TDP,BASTIPATI NAGARAJU PANCHALINGALA,49.51336809991133,Andhra Pradesh,Kurnoolu,True,11.106852048353131,-9.800788226754271,0.6624809389529039,20.907640275107404,8.363365845594316,2.3954748955669185,49.51336809991133,111298.0,-1.437422381159955,40,11.636634154405684,11.977374477834593,1.3249618779058079,64.93897051014609
Karnataka,KARNATAKA__BELLARY,KARNATAKA__BELLARY,Bellary,BJP,Y. DEVENDRAPPA,50.44397123884753,Karnataka,KARNATAKA__BELLARY,Bellary,INC,E. TUKARAM,52.58203025510931,Karnataka,Bellary,True,6.697009394598936,-4.9841082545190005,0.8346958523288679,11.681117649117937,7.122167270780778,2.0694790424525995,52.58203025510931,98992.0,2.138059016261778,40,12.877832729219222,10.347395212262997,1.6693917046577358,64.89461964613996
Madhya Pradesh,MADHYA_PRADESH__CHHINDWARA,MADHYA_PRADESH__CHHINDWARA,CHHINDWARA,INC,NAKUL KAMAL NATH,47.05852659108628,Madhya Pradesh,MADHYA_PRADESH__CHHINDWARA,CHHINDWARA,BJP,BUNTY VIVEK SAHU,49.411761099364135,Madhya Pradesh,CHHINDWARA,True,5.360852107520181,-6.354279974484996,0.5471696248473044,11.715132082005177,8.707514482762853,2.4271316551898097,49.411761099364135,113618.0,2.3532345082778576,40,11.292485517237147,12.135658275949048,1.0943392496946087,64.52248304288081
Assam,ASSAM__JORHAT,ASSAM__JORHAT,Jorhat,BJP,TOPON KUMAR GOGOI,51.35217138563185,Assam,ASSAM__JORHAT,Jorhat,INC,GAURAV GOGOI,54.039147186520594,Assam,Jorhat,True,10.499427063454142,-7.692347928948216,2.239564722061418,18.191774992402358,10.379323729836962,2.071125424797762,54.039147186520594,144393.0,2.686975800888746,40,9.620676270163038,10.35562712398881,4.479129444122836,64.45543283827469
Andhra Pradesh,ANDHRA_PRADESH__NANDYAL,ANDHRA_PRADESH__NANDYAL,Nandyal,YSRCP,POCHA . BRAHMANANDA REDDY,55.491639166710925,Andhra Pradesh,ANDHRA_PRADESH__NANDYAL,Nandyal,TDP,DR BYREDDY SHABARI,49.92324222560519,Andhra Pradesh,Nandyal,True,13.684959054192518,-13.541450547653064,0.3169002970679147,27.22640960184558,7.973053606547332,2.3419849624805176,49.92324222560519,111975.0,-5.568396941105732,40,12.026946393452668,11.709924812402587,0.6338005941358295,64.37067179999109
Maharashtra,MAHARASHTRA__GADCHIROLI-CHIMUR,MAHARASHTRA__GADCHIROLI_-_CHIMUR,Gadchiroli-Chimur,BJP,ASHOK MAHADEORAO NETE,45.50353636743917,Maharashtra,MAHARASHTRA__GADCHIROLI_-_CHIMUR,Gadchiroli - Chimur,INC,DR. KIRSAN NAMDEO,52.96752289173155,Maharashtra,Gadchiroli - Chimur,True,14.248456261703318,-8.389706673192531,2.6736498515896003,22.63816293489585,12.148564765595538,2.232682503827995,52.96752289173155,141696.0,7.46398652429238,40,7.8514352344044624,11.163412519139975,5.347299703179201,64.36214745672363
Odisha,ODISHA__PURI,ODISHA__PURI,Puri,BJD,PINAKI MISRA,47.40326869903665,Odisha,ODISHA__PURI,Puri,BJP,SAMBIT PATRA,52.57832903625752,Odisha,Puri,True,6.206567355413576,-3.5730118269179627,1.1334210014580413,9.779579182331538,8.748072164138833,2.132038317674944,52.57832903625752,104709.0,5.17506033722087,40,11.251927835861167,10.660191588374719,2.2668420029160825,64.17896142715196
Maharashtra,MAHARASHTRA__MADHA,MAHARASHTRA__MADHA,Madha,BJP,Ranjeetsinha Hindurao Naik- Nimbalkar,48.203966229254,Maharashtra,MAHARASHTRA__MADHA,Madha,NCPSP,MOHITE-PATIL DHAIRYASHEEL RAJSINH,48.86164637220457,Maharashtra,Madha,True,48.86164637220457,-41.15285545979303,0.3635034848385982,90.01450183199759,9.489185797593557,2.52346171851069,48.86164637220457,120837.0,0.6576801429505679,40,10.510814202406443,12.61730859255345,0.7270069696771964,63.85512976463709
