state_2019,constituency_id_2019,constituency_id,constituency_2019,party_2019,winner_2019,vote_share_2019,state_2024,constituency_id_2024,constituency_2024,party_2024,winner_2024,vote_share_2024,state,constituency,seat_flipped,max_positive_swing,max_negative_swing,avg_abs_swing,swing_range,top2_margin_pct,effective_num_parties,winner_vote_share,margin_votes,winner_vote_share_change,flip_score,close_margin_score,fragmentation_score,swing_score,volatility_score
Andhra Pradesh,ANDHRA_PRADESH__RAJAMPET,ANDHRA_PRADESH__RAJAMPET,Rajampet,YSRCP,P.V.MIDHUN REDDY,57.353592180039435,Andhra Pradesh,ANDHRA_PRADESH__RAJAMPET,Rajampet,YSRCP,P V MIDHUN REDDY,48.377607677470614,Andhra Pradesh,Rajampet,False,42.670594828420505,-35.441302107070335,2.884727769392285,78.11189693549085,5.707012849050109,2.3924617542843527,48.377607677470614,76071.0,-8.97598450256882,0,14.292987150949891,11.962308771421764,5.76945553878457,32.02475146115623
West Bengal,WEST_BENGAL__BALURGHAT,WEST_BENGAL__BALURGHAT,Balurghat,BJP,Sukanta Majumdar,45.02378847417329,West Bengal,WEST_BENGAL__BALURGHAT,Balurghat,BJP,SUKANTA MAJUMDAR,46.47153336113563,West Bengal,Balurghat,False,3.387740663954403,-3.070754327131383,0.557731084233358,6.458494991085786,0.8394029619140895,2.345992080346723,46.47153336113563,10386.0,1.4477448869623402,0,19.16059703808591,11.729960401733614,1.115462168466716,32.00601960828624
Chhattisgarh,CHHATTISGARH__KANKER,CHHATTISGARH__KANKER,KANKER,BJP,MOHAN MANDAVI,47.12183389651249,Chhattisgarh,CHHATTISGARH__KANKER,KANKER,BJP,BHOJRAJ NAG,47.22698784364828,Chhattisgarh,KANKER,False,0.707191000048205,-0.9876698703322052,0.42435036175006435,1.6948608703804102,0.148882315799625,2.2462329102624223,47.22698784364828,1884.0,0.10515394713578985,0,19.851117684200375,11.231164551312112,0.8487007235001287,31.930982959012617
West Bengal,WEST_BENGAL__DUM_DUM,WEST_BENGAL__DUM_DUM,Dum dum,AITC,SOUGATA RAY,42.50676539438514,West Bengal,WEST_BENGAL__DUM_DUM,Dum dum,AITC,SOUGATA RAY,41.949182807611784,West Bengal,Dum dum,False,18.745638579070423,-2.4153703119552405,1.3730656381082171,21.161008891025663,5.607731781220686,2.9011775254139676,41.949182807611784,70660.0,-0.557582586773357,0,14.392268218779314,14.505887627069837,2.7461312762164343,31.644287122065588
Haryana,HARYANA__KURUKSHETRA,HARYANA__KURUKSHETRA,Kurukshetra,BJP,NAYAB SINGH,55.97690460591025,Haryana,HARYANA__KURUKSHETRA,KURUKSHETRA,BJP,NAVEEN JINDAL,44.96123966722836,Haryana,KURUKSHETRA,False,42.55459949314687,-24.71447778494914,0.5583304546105904,67.269077278096,2.4066401740814953,2.57785030820335,44.96123966722836,29021.0,-11.015664938681887,0,17.593359825918505,12.889251541016751,1.1166609092211808,31.599272276156437
Telangana,TELANGANA__ADILABAD,TELANGANA__ADILABAD,Adilabad,BJP,SOYAM BAPU RAO,35.47648369417051,Telangana,TELANGANA__ADILABAD,Adilabad,BJP,GODAM NAGESH,45.98327771919161,Telangana,Adilabad,False,11.1120373390353,-29.971327310501728,2.761736980605555,41.08336464953703,7.336696350023509,2.67815785715965,45.98327771919161,90652.0,10.506794025021101,0,12.663303649976491,13.39078928579825,5.52347396121111,31.57756689698585
Kerala,KERALA__CHALAKUDY,KERALA__CHALAKUDY,Chalakudy,INC,BENNY BEHANAN,47.811808237328115,Kerala,KERALA__CHALAKUDY,Chalakudy,INC,BENNY BEHANAN,41.435549944443686,Kerala,Chalakudy,False,11.18484747505222,-15.568093683853352,1.257586911453708,26.75294115890557,6.701868100793973,3.152011785436468,41.435549944443686,63754.0,-6.37625829288443,0,13.298131899206027,15.76005892718234,2.515173822907416,31.573364649295783
West Bengal,WEST_BENGAL__MALDAHA_UTTAR,WEST_BENGAL__MALDAHA_UTTAR,Maldaha Uttar,BJP,KHAGEN MURMU,37.61140793648216,West Bengal,WEST_BENGAL__MALDAHA_UTTAR,Maldaha Uttar,BJP,KHAGEN MURMU,37.17741884283809,West Bengal,Maldaha Uttar,False,4.608100038294062,-3.720438235307144,0.42313162440765467,8.328538273601206,5.481701677989882,3.1998382440718873,37.17741884283809,77708.0,-0.43398909364407245,0,14.518298322010118,15.999191220359437,0.8462632488153093,31.36375279118486
Assam,ASSAM__KARIMGANJ,ASSAM__KARIMGANJ,Karimganj,BJP,KRIPANATH MALLAH,44.62395007131591,Assam,ASSAM__KARIMGANJ,Karimganj,BJP,KRIPANATH MALLAH,47.52825486841715,Assam,Karimganj,False,34.56476827923136,-38.456122805611,0.6903067570346543,73.02089108484236,1.6008621636750675,2.285208812876554,47.52825486841715,18360.0,2.90430479710124,0,18.399137836324932,11.42604406438277,1.3806135140693085,31.205795414777015
West Bengal,WEST_BENGAL__RAIGANJ,WEST_BENGAL__RAIGANJ,Raiganj,BJP,DEBASREE CHAUDHURI,40.06329921721638,West Bengal,WEST_BENGAL__RAIGANJ,Raiganj,BJP,KARTICK CHANDRA PAUL,40.987130892799335,West Bengal,Raiganj,False,12.687589016572671,-14.253677642237273,0.604483087044573,26.941266658809944,4.983445027333424,2.987298795721778,40.987130892799335,68197.0,0.923831675582953,0,15.016554972666576,14.936493978608889,1.208966174089146,31.162015125364608
Bihar,BIHAR__ARARIA,BIHAR__ARARIA,Araria,BJP,PRADEEP KUMAR SINGH,52.874327778870246,Bihar,BIHAR__ARARIA,Araria,BJP,PRADEEP KUMAR SINGH,47.91355304336719,Bihar,Araria,False,5.168701397445915,-4.960774735503058,0.6905573844387827,10.129476132948973,1.6042345276872965,2.249568261338357,47.91355304336719,20094.0,-4.960774735503058,0,18.395765472312704,11.247841306691786,1.3811147688775653,31.024721547882056
Bihar,BIHAR__VALMIKI_NAGAR,BIHAR__VALMIKI_NAGAR,Valmiki Nagar,JDU,BAIDYANATH PRASAD MAHTO,58.39219447916364,Bihar,BIHAR__VALMIKI_NAGAR,Valmiki Nagar,JDU,SUNIL KUMAR,47.50478748990316,Bihar,Valmiki Nagar,False,38.54923173266293,-24.03317540137003,3.2770372632069695,62.58240713403296,8.955555757240226,2.654409978244596,47.50478748990316,98675.0,-10.887406989260484,0,11.044444242759774,13.272049891222979,6.554074526413939,30.87056866039669
Tamil Nadu,TAMIL_NADU__KALLAKURICHI,TAMIL_NADU__KALLAKURICHI,Kallakurichi,DMK,Gautham Sigamani Pon,59.92427607680332,Tamil Nadu,TAMIL_NADU__KALLAKURICHI,KALLAKURICHI,DMK,MALAIYARASAN D,44.94265218059361,Tamil Nadu,KALLAKURICHI,False,40.63844464646982,-26.718754540736896,0.7583765843464135,67.35719918720672,4.30420753412379,2.674140715876711,44.94265218059361,53784.0,-14.981623896209705,0,15.69579246587621,13.370703579383555,1.516753168692827,30.58324921395259
Andhra Pradesh,ANDHRA_PRADESH__KADAPA,ANDHRA_PRADESH__KADAPA,Kadapa,YSRCP,Y.S.Avinash Reddy,63.79027911437648,Andhra Pradesh,ANDHRA_PRADESH__KADAPA,Kadapa,YSRCP,Y. S. AVINASH REDDY,45.77567654456401,Andhra Pradesh,Kadapa,False,9.989709226148143,-18.014602569812475,1.1858446750354812,28.004311795960618,4.742525388150305,2.5675140943282067,45.77567654456401,62695.0,-18.014602569812475,0,15.257474611849695,12.837570471641033,2.3716893500709624,30.46673443356169
West Bengal,WEST_BENGAL__KRISHNANAGAR,WEST_BENGAL__KRISHNANAGAR,Krishnanagar,AITC,MAHUA MOITRA,44.997998452917535,West Bengal,WEST_BENGAL__KRISHNANAGAR,Krishnanagar,AITC,MAHUA MOITRA,44.10350758077367,West Bengal,Krishnanagar,False,3.84119735770588,-2.803263656076397,0.47281859660495135,6.644461013782276,3.977310985668907,2.6909148550508237,44.10350758077367,56705.0,-0.8944908721438622,0,16.022689014331092,13.454574275254119,0.9456371932099027,30.42290048279511
Bihar,BIHAR__UJIARPUR,BIHAR__UJIARPUR,Ujiarpur,BJP,Nityanand Rai,56.11420388658019,Bihar,BIHAR__UJIARPUR,Ujiarpur,BJP,NITYANAND RAI,49.513563414287745,Bihar,Ujiarpur,False,43.74599354360752,-27.507727353386624,2.3376016748175403,71.25372089699414,5.7675698706802265,2.286156969120543,49.513563414287745,60102.0,-6.600640472292447,0,14.232430129319773,11.430784845602716,4.675203349635081,30.33841832455757
Goa,GOA__SOUTH_GOA,GOA__SOUTH_GOA,South Goa,INC,COSME FRANCISCO CAITANO SARDINHA,47.47359123829712,Goa,GOA__SOUTH_GOA,South Goa,INC,CAPTAIN VIRIATO FERNANDES,48.35212643167895,Goa,South Goa,False,4.191822782562372,-4.920449861626333,0.8789240033775763,9.112272644188705,3.0043061351327296,2.265858619860696,48.35212643167895,13535.0,0.8785351933818291,0,16.99569386486727,11.329293099303479,1.7578480067551525,30.0828349709259
Tamil Nadu,TAMIL_NADU__SALEM,TAMIL_NADU__SALEM,Salem,DMK,PARTHIBAN.S.R,48.293253702430746,Tamil Nadu,TAMIL_NADU__SALEM,SALEM,DMK,SELVAGANAPATHI T M,43.383346974810785,Tamil Nadu,SALEM,False,9.743616861479229,-4.909906727619962,0.4255333187144299,14.65352358909919,5.391985555361408,2.893437989216444,43.383346974810785,70357.0,-4.909906727619962,0,14.608014444638592,14.46718994608222,0.8510666374288598,29.926271028149674
Uttar Pradesh,UTTAR_PRADESH__KUSHI_NAGAR,UTTAR_PRADESH__KUSHI_NAGAR,Kushi Nagar,BJP,VIJAY KUMAR DUBEY,56.69256122539091,Uttar Pradesh,UTTAR_PRADESH__KUSHI_NAGAR,Kushi Nagar,BJP,VIJAY KUMAR DUBAY,47.78835021004495,Uttar Pradesh,Kushi Nagar,False,15.579444768667235,-13.87794518557767,2.3992287864253488,29.457389954244903,7.569762782015083,2.529922363130536,47.78835021004495,81790.0,-8.904211015345957,0,12.430237217984917,12.64961181565268,4.7984575728506975,29.878306606488295
West Bengal,WEST_BENGAL__JANGIPUR,WEST_BENGAL__JANGIPUR,Jangipur,AITC,KHALILUR RAHAMAN,43.14574734918406,West Bengal,WEST_BENGAL__JANGIPUR,Jangipur,AITC,KHALILUR RAHAMAN,39.749845396540536,West Bengal,Jangipur,False,11.622169332867848,-7.320866781550689,1.3064832842872727,18.943036114418536,8.515930909959092,3.147242710320531,39.749845396540536,116637.0,-3.395901952643527,0,11.484069090040908,15.736213551602656,2.6129665685745453,29.83324921021811
Chhattisgarh,CHHATTISGARH__KORBA,CHHATTISGARH__KORBA,KORBA,INC,JYOTSNA CHARANDAS MAHANT,46.02943259011543,Chhattisgarh,CHHATTISGARH__KORBA,KORBA,INC,JYOTSNA CHARANDAS MAHANT,46.53357958333911,Chhattisgarh,KORBA,False,0.6741386504805669,-1.2004468980000471,0.440971856216046,1.874585548480614,3.5324035572951544,2.479415663782298,46.53357958333911,43283.0,0.5041469932236851,0,16.467596442704846,12.39707831891149,0.881943712432092,29.74661847404843
Madhya Pradesh,MADHYA_PRADESH__MORENA,MADHYA_PRADESH__MORENA,MORENA,BJP,NARENDRA SINGH TOMAR,47.6298041836295,Madhya Pradesh,MADHYA_PRADESH__MORENA,MORENA,BJP,SHIVMANGAL SINGH TOMAR,43.41476808067843,Madhya Pradesh,MORENA,False,3.756008450651183,-4.215036102951075,0.16394190773612208,7.971044553602258,4.424208582105578,2.7511294483278457,43.41476808067843,52530.0,-4.215036102951075,0,15.575791417894422,13.755647241639227,0.32788381547224416,29.659322475005894
Uttar Pradesh,UTTAR_PRADESH__JHANSI,UTTAR_PRADESH__JHANSI,Jhansi,BJP,Anurag Sharma,58.6051025063546,Uttar Pradesh,UTTAR_PRADESH__JHANSI,Jhansi,BJP,ANURAG SHARMA,50.00456354409181,Uttar Pradesh,Jhansi,False,36.33355839559303,-32.12341316107727,2.7720769875937803,68.45697155667031,7.43307164184727,2.306510588937909,50.00456354409181,102614.0,-8.600538962262789,0,12.56692835815273,11.532552944689545,5.544153975187561,29.643635278029834
Bihar,BIHAR__SITAMARHI,BIHAR__SITAMARHI,Sitamarhi,JDU,Sunil Kumar Pintu,54.65134971492488,Bihar,BIHAR__SITAMARHI,Sitamarhi,JDU,DEVESH CHANDRA THAKUR,47.14102114092242,Bihar,Sitamarhi,False,11.91228383872632,-7.510328574002465,0.9282871192551074,19.422612412728785,4.6943670520442495,2.4735741002025806,47.14102114092242,51356.0,-7.510328574002465,0,15.30563294795575,12.367870501012902,1.8565742385102149,29.53007768747887
Odisha,ODISHA__BHUBANESWAR,ODISHA__BHUBANESWAR,Bhubaneswar,BJP,APARAJITA SARANGI,48.446451754102355,Odisha,ODISHA__BHUBANESWAR,Bhubaneswar,BJP,APARAJITA SARANGI,47.35833452687312,Odisha,Bhubaneswar,False,6.13205324265511,-1.9647378624230356,0.4508423601632001,8.096791105078147,3.248153093424129,2.3657095596351234,47.35833452687312,35152.0,-1.0881172272292332,0,16.75184690657587,11.828547798175617,0.9016847203264002,29.482079425077888
Uttar Pradesh,UTTAR_PRADESH__KANPUR,UTTAR_PRADESH__KANPUR,Kanpur,BJP,Satyadev Pachauri,55.62756081300697,Uttar Pradesh,UTTAR_PRADESH__KANPUR,Kanpur,BJP,RAMESH AWASTHI,49.92754080478163,Uttar Pradesh,Kanpur,False,10.43475210683561,-5.7266125263050505,0.661024150359949,16.16136463314066,2.362868437540847,2.1020329299577725,49.92754080478163,20968.0,-5.700020008225344,0,17.637131562459153,10.510164649788862,1.322048300719898,29.469344512967915
Bihar,BIHAR__BEGUSARAI,BIHAR__BEGUSARAI,Begusarai,BJP,Giriraj Singh,56.47816487352255,Bihar,BIHAR__BEGUSARAI,Begusarai,BJP,GIRIRAJ SINGH,50.15405434422438,Bihar,Begusarai,False,21.832397562214435,-16.174442760000456,2.2247934507193157,38.00684032221489,6.293481056606581,2.249721086599416,50.15405434422438,81480.0,-6.324110529298174,0,13.70651894339342,11.248605432997081,4.449586901438631,29.404711277829133
Bihar,BIHAR__BHAGALPUR,BIHAR__BHAGALPUR,Bhagalpur,JDU,AJAY KUMAR MANDAL,59.30391609545352,Bihar,BIHAR__BHAGALPUR,Bhagalpur,JDU,AJAY KUMAR MANDAL,50.37501844314484,Bihar,Bhagalpur,False,40.519753665369464,-32.67320084641224,3.6058972349087655,73.1929545117817,9.855264777775377,2.3848481327055615,50.37501844314484,104868.0,-8.928897652308684,0,10.144735222224623,11.924240663527808,7.211794469817531,29.28077035556996
Kerala,KERALA__PATHANAMTHITTA,KERALA__PATHANAMTHITTA,Pathanamthitta,INC,ANTO ANTONY,37.10738753868529,Kerala,KERALA__PATHANAMTHITTA,Pathanamthitta,INC,ANTO ANTONY,39.97775044613291,Kerala,Pathanamthitta,False,2.870362907447621,-3.479495333906371,0.6236051466826162,6.349858241353992,7.19021628610794,3.0083404261364195,39.97775044613291,66119.0,2.870362907447621,0,12.80978371389206,15.041702130682097,1.2472102933652325,29.09869613793939
Gujarat,GUJARAT__PATAN,GUJARAT__PATAN,Patan,BJP,DABHI BHARATSINHJI SHANKARJI,56.23659274623176,Gujarat,GUJARAT__PATAN,Patan,BJP,DABHI BHARATSINHJI SHANKARJI,49.613158721843895,Gujarat,Patan,False,7.919396263342904,-6.623434024387862,0.5229228106693541,14.542830287730766,2.6716396018858006,2.142427936215503,49.613158721843895,31876.0,-6.623434024387862,0,17.3283603981142,10.712139681077515,1.0458456213387082,29.086345700530423
Bihar,BIHAR__MUNGER,BIHAR__MUNGER,Munger,JDU,RAJIV RANJAN SINGH ALIAS LALAN SINGH,51.02560341533271,Bihar,BIHAR__MUNGER,Munger,JDU,RAJIV RANJAN SINGH ALIAS LALAN SINGH,48.29735549974058,Bihar,Munger,False,41.19777259036013,-34.81966055113156,1.9067065220359405,76.0174331414917,7.099582909380452,2.4732195768064456,48.29735549974058,80870.0,-2.728247915592128,0,12.900417090619548,12.366097884032229,3.813413044071881,29.079928018723656
Chhattisgarh,CHHATTISGARH__RAJNANDGAON,CHHATTISGARH__RAJNANDGAON,RAJNANDGAON,BJP,SANTOSH PANDEY,50.6786745246677,Chhattisgarh,CHHATTISGARH__RAJNANDGAON,RAJNANDGAON,BJP,SANTOSH PANDEY,49.264379792428144,Chhattisgarh,RAJNANDGAON,False,4.079510432613986,-1.4142947322395545,0.45749944282324484,5.493805164853541,3.0726197073570276,2.1915604010609098,49.264379792428144,44411.0,-1.4142947322395543,0,16.927380292642972,10.957802005304549,0.9149988856464897,28.800181183594013
Telangana,TELANGANA__SECUNDRABAD,TELANGANA__SECUNDERABAD,Secundrabad,BJP,G . KISHAN REDDY,42.047587929704314,Telangana,TELANGANA__SECUNDERABAD,Secunderabad,BJP,G. KISHAN REDDY,45.14942361970832,Telangana,Secunderabad,False,21.452285434102663,-35.25995895557455,0.2202864449280002,56.71224438967721,4.767200014508539,2.61604606418013,45.14942361970832,49944.0,3.101835690004009,0,15.23279998549146,13.08023032090065,0.4405728898560004,28.75360319624811
Tamil Nadu,TAMIL_NADU__CHIDAMBARAM,TAMIL_NADU__CHIDAMBARAM,Chidambaram,VCK,THIRUMAAVALAVAN THOL,43.377772305045475,Tamil Nadu,TAMIL_NADU__CHIDAMBARAM,CHIDAMBARAM,VCK,THIRUMAAVALAVAN THOL,43.27791539674964,Tamil Nadu,CHIDAMBARAM,False,14.437253603251216,-8.69370067631823,1.1757827575681186,23.130954279569444,8.872982020802503,3.032562247075754,43.27791539674964,103554.0,-0.09985690829583405,0,11.127017979197497,15.16281123537877,2.351565515136237,28.641394729712502
Rajasthan,RAJASTHAN__ALWAR,RAJASTHAN__ALWAR,Alwar,BJP,Balak Nath,60.06293879782629,Rajasthan,RAJASTHAN__ALWAR,ALWAR,BJP,BHUPENDER YADAV,50.4206829536044,Rajasthan,ALWAR,False,12.576551960538254,-9.642255844221893,0.9394304171475991,22.218807804760146,3.851965553940431,2.121478763237541,50.4206829536044,48282.0,-9.642255844221893,0,16.14803444605957,10.607393816187704,1.8788608342951982,28.63428909654247
Uttar Pradesh,UTTAR_PRADESH__KAISERGANJ,UTTAR_PRADESH__KAISERGANJ,Kaiserganj,BJP,Brijbhusan Sharan Singh,59.23761972692072,Uttar Pradesh,UTTAR_PRADESH__KAISERGANJ,Kaiserganj,BJP,KARAN BHUSHAN SINGH,53.78622896735615,Uttar Pradesh,Kaiserganj,False,39.77218696185572,-28.41271126478998,5.756419051704652,68.1848982266457,14.014042005500428,2.224749013726083,53.78622896735615,148843.0,-5.451390759564568,0,5.9859579944995716,11.123745068630415,11.512838103409305,28.62254116653929
West Bengal,WEST_BENGAL__ALIPURDUARS,WEST_BENGAL__ALIPURDUARS,Alipurduars,BJP,JOHN BARLA,54.397533141527745,West Bengal,WEST_BENGAL__ALIPURDUARS,Alipurduars,BJP,MANOJ TIGGA,48.91792464976161,West Bengal,Alipurduars,False,6.889997175724218,-5.479608491766136,1.1545733797029596,12.369605667490355,5.307976915538255,2.3219499822756355,48.91792464976161,75447.0,-5.479608491766136,0,14.692023084461745,11.609749911378177,2.309146759405919,28.610919755245842
Chhattisgarh,CHHATTISGARH__SARGUJA,CHHATTISGARH__SURGUJA,SARGUJA,BJP,Renuka Singh Saruta,51.82452570452312,Chhattisgarh,CHHATTISGARH__SURGUJA,SURGUJA,BJP,CHINTAMANI MAHARAJ,49.00812152255013,Chhattisgarh,SURGUJA,False,5.056491680617462,-2.8164041819729917,0.8320729810249271,7.872895862590454,4.454296765752588,2.2758524247843166,49.00812152255013,64822.0,-2.8164041819729917,0,15.545703234247412,11.379262123921583,1.6641459620498542,28.58911132021885
Rajasthan,RAJASTHAN__KOTA,RAJASTHAN__KOTA,Kota,BJP,OM BIRLA,58.52458680618039,Rajasthan,RAJASTHAN__KOTA,KOTA,BJP,OM BIRLA,50.027830420415995,Rajasthan,KOTA,False,9.163941642071611,-8.496756385764392,0.38152388004614385,17.660698027836006,2.797973812074339,2.112163828044918,50.027830420415995,41974.0,-8.496756385764392,0,17.20202618792566,10.560819140224591,0.7630477600922877,28.52589308824254
Jharkhand,JHARKHAND__GODDA,JHARKHAND__GODDA,Godda,BJP,Nishikant Dubey,53.39956249225316,Jharkhand,JHARKHAND__GODDA,Godda,BJP,NISHIKANT DUBEY,49.57359584152241,Jharkhand,Godda,False,42.29189731970442,-37.97063070125189,2.0094654137224275,80.26252802095631,7.281698521817994,2.3509253114285023,49.57359584152241,101813.0,-3.8259666507307486,0,12.718301478182006,11.754626557142512,4.018930827444855,28.491858862769373
Karnataka,KARNATAKA__BANGALORE_CENTRAL,KARNATAKA__BANGALORE_CENTRAL,Bangalore central,BJP,P. C. Mohan,50.35381554483084,Karnataka,KARNATAKA__BANGALORE_CENTRAL,Bangalore central,BJP,P C MOHAN,50.05013254741704,Karnataka,Bangalore central,False,3.1396087082745368,-2.402245177098002,0.23665623899265553,5.5418538853725385,2.484371558134775,2.0970776573959156,50.05013254741704,32707.0,-0.30368299741379445,0,17.515628441865225,10.485388286979578,0.47331247798531106,28.474329206830113
Chhattisgarh,CHHATTISGARH__JANJGIR-CHAMPA,CHHATTISGARH__JANJGIR-CHAMPA,JANJGIR-CHAMPA,BJP,GUHARAM AJGALLEY,45.90950987857171,Chhattisgarh,CHHATTISGARH__JANJGIR-CHAMPA,JANJGIR-CHAMPA,BJP,KAMLESH JANGDE,48.71279377118888,Chhattisgarh,JANJGIR-CHAMPA,False,5.166627236680107,-7.047091215505146,0.6534550475293205,12.213718452185253,4.309601792794346,2.294717313758818,48.71279377118888,60000.0,2.8032838926171664,0,15.690398207205654,11.47358656879409,1.306910095058641,28.470894871058384
Kerala,KERALA__PALAKKAD,KERALA__PALAKKAD,Palakkad,INC,V K SREEKANDAN,38.83047783173142,Kerala,KERALA__PALAKKAD,Palakkad,INC,V K SREEKANDAN,40.65981487416927,Kerala,Palakkad,False,3.051580635403493,-4.306782542386905,0.4137681869678275,7.358363177790398,7.267849350669408,2.976291197032795,40.65981487416927,75283.0,1.8293370424378494,0,12.732150649330592,14.881455985163976,0.827536373935655,28.44114300843022
Uttar Pradesh,UTTAR_PRADESH__BAREILLY,UTTAR_PRADESH__BAREILLY,Bareilly,BJP,SANTOSH KUMAR GANGWAR,52.91095922466775,Uttar Pradesh,UTTAR_PRADESH__BAREILLY,Bareilly,BJP,CHHATRA PAL SINGH GANGWAR,50.65633044469335,Uttar Pradesh,Bareilly,False,10.294738888502216,-6.945903090957764,0.5862626375098001,17.24064197945998,3.1087268368409653,2.071519325785251,50.65633044469335,34804.0,-2.2546287799743965,0,16.891273163159035,10.357596628926256,1.1725252750196002,28.42139506710489
Haryana,HARYANA__BHIWANI-MAHENDRAGARH,HARYANA__BHIWANI-MAHENDRAGARH,Bhiwani-Mahendragarh,BJP,Dharambir Singh S/o Bhale Ram,63.44754826180008,Haryana,HARYANA__BHIWANI-MAHENDRAGARH,BHIWANI-MAHENDRAGARH,BJP,DHARAMBIR SINGH,49.7436612458224,Haryana,BHIWANI-MAHENDRAGARH,False,21.067390296679104,-13.703887015977678,0.5436142615725569,34.77127731265678,3.5077045280738943,2.1669618860329134,49.7436612458224,41510.0,-13.703887015977678,0,16.492295471926106,10.834809430164567,1.0872285231451138,28.41433342523579
Tamil Nadu,TAMIL_NADU__TIRUPPUR,TAMIL_NADU__TIRUPPUR,Tiruppur,CPI,"SUBBARAYAN, K.",45.438752250836025,Tamil Nadu,TAMIL_NADU__TIRUPPUR,TIRUPPUR,CPI,"SUBBARAYAN, K.",41.37581845505095,Tamil Nadu,TIRUPPUR,False,16.22004833053112,-6.745079404324226,1.2941177205609595,22.965127734855347,11.021671718237034,3.367182935298956,41.37581845505095,125928.0,-4.062933795785078,0,8.978328281762966,16.83591467649478,2.588235441121919,28.402478399379667
West Bengal,WEST_BENGAL__MURSHIDABAD,WEST_BENGAL__MURSHIDABAD,Murshidabad,AITC,ABU TAHER KHAN,41.5713789462461,West Bengal,WEST_BENGAL__MURSHIDABAD,Murshidabad,AITC,ABU TAHER KHAN,44.269599801240176,West Bengal,Murshidabad,False,21.180794978621257,-25.9967463568483,2.2614059823895034,47.177541335469556,10.652527733288188,2.8980950244998347,44.269599801240176,164215.0,2.6982208549940765,0,9.347472266711812,14.490475122499173,4.522811964779007,28.36075935398999
West Bengal,WEST_BENGAL__BARASAT,WEST_BENGAL__BARASAT,Barasat,AITC,Dr. Kakoli Ghoshdastidar,46.46915034731255,West Bengal,WEST_BENGAL__BARASAT,Barasat,AITC,Dr. KAKOLI GHOSH DASTIDAR,45.1526522558709,West Bengal,Barasat,False,7.923784468364564,-2.67136486342193,0.8932332871033244,10.595149331786494,7.450667199094873,2.80326411217579,45.1526522558709,114189.0,-1.3164980914416518,0,12.549332800905127,14.016320560878949,1.7864665742066488,28.352119935990725
West Bengal,WEST_BENGAL__BANGAON,WEST_BENGAL__BANGAON,Bangaon,BJP,SHANTANU THAKUR,48.84518503890584,West Bengal,WEST_BENGAL__BANGAON,Bangaon,BJP,SHANTANU THAKUR,48.18840967967488,West Bengal,Bangaon,False,2.7584547600382625,-6.401810538459025,0.7036771544701322,9.160265298497288,4.935543845455257,2.372585009485152,48.18840967967488,73693.0,-0.6567753592309558,0,15.064456154544743,11.862925047425762,1.4073543089402645,28.334735510910768
Odisha,ODISHA__KALAHANDI,ODISHA__KALAHANDI,Kalahandi,BJP,BASANTA KUMAR PANDA,35.25822849941219,Odisha,ODISHA__KALAHANDI,Kalahandi,BJP,MALVIKA DEVI,40.794862109179434,Odisha,Kalahandi,False,5.536633609767243,-3.263064545872872,1.1490198726364864,8.799698155640115,10.029125107551543,3.193196825508355,40.794862109179434,133813.0,5.536633609767243,0,9.970874892448457,15.965984127541775,2.298039745272973,28.234898765263203
Karnataka,KARNATAKA__HAVERI,KARNATAKA__HAVERI,Haveri,BJP,UDASI. S.C.,53.972632371737426,Karnataka,KARNATAKA__HAVERI,Haveri,BJP,BASAVARAJ BOMMAI,50.54677850598791,Karnataka,Haveri,False,4.578904098756702,-3.425853865749517,0.3985775265539713,8.004757964506219,3.1173968987227383,2.0810089121354904,50.54677850598791,43513.0,-3.4258538657495166,0,16.88260310127726,10.405044560677453,0.7971550531079425,28.084802715062658
Jharkhand,JHARKHAND__RANCHI,JHARKHAND__RANCHI,Ranchi,BJP,SANJAY SETH,57.210715459873704,Jharkhand,JHARKHAND__RANCHI,Ranchi,BJP,SANJAY SETH,45.91385023011077,Jharkhand,Ranchi,False,9.042892697151732,-11.296865229762936,1.247966638002358,20.339757926914668,8.323910867734824,2.7717599676649147,45.91385023011077,120512.0,-11.296865229762936,0,11.676089132265176,13.858799838324574,2.495933276004716,28.030822246594465
Assam,ASSAM__DIBRUGARH,ASSAM__DIBRUGARH,Dibrugarh,BJP,RAMESWAR TELI,64.93569271118427,Assam,ASSAM__DIBRUGARH,Dibrugarh,BJP,SARBANANDA SONOWAL,54.27130253566786,Assam,Dibrugarh,False,32.42070464249227,-29.044310202924343,7.933254918274369,61.46501484541661,21.85059789317559,2.427682864232478,54.27130253566786,279321.0,-10.664390175516417,0,0.0,12.13841432116239,15.866509836548738,28.00492415771113
Uttar Pradesh,UTTAR_PRADESH__GONDA,UTTAR_PRADESH__GONDA,Gonda,BJP,KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA,55.009872095742,Uttar Pradesh,UTTAR_PRADESH__GONDA,Gonda,BJP,KIRTIVARDHAN SINGH,49.77080106287859,Uttar Pradesh,Gonda,False,7.917886239066284,-5.239071032863407,0.8775558422230062,13.156957271929691,4.850957724130119,2.21940062536121,49.77080106287859,46224.0,-5.239071032863407,0,15.149042275869881,11.097003126806051,1.7551116844460124,28.001157087121946
