state,party_id,avg_vote_share_2019,avg_vote_share_2024,avg_swing,max_swing,min_swing,constituencies_seen,seats_2019,seats_2024,seat_change,alliance_2024
Dadra & Nagar Haveli and Daman & Diu,NOTA,1.5912847887079775,1.7819117253189476,0.1906269366109702,1.0229577204157314,-0.641703847193791,2,0,0,0,NONE
Daman & Diu,BSP,0.9054636499788496,0.0,-0.9054636499788496,-0.9054636499788496,-0.9054636499788496,1,0,0,0,OTHER
Goa,BJP,51.14936299785688,50.89226949761742,-0.2570935002394634,0.1718207676055101,-0.686007768084437,2,1,1,0,NDA
Goa,INC,42.93724449323051,39.6689808768067,-3.2682636164238126,0.8785351933818291,-7.415062426229454,2,1,1,0,INDIA
Goa,RVLTGONP,0.0,7.103245498162111,7.103245498162111,10.01466821376185,4.191822782562372,2,0,0,0,UNKNOWN
Goa,BSP,0.0,0.3540001519962528,0.3540001519962528,0.3570724872474111,0.3509278167450945,2,0,0,0,OTHER
Goa,AKBRPRVP,0.0,0.310659631762156,0.310659631762156,0.310659631762156,0.310659631762156,1,0,0,0,UNKNOWN
Goa,COAP,0.0,0.1112048299742519,0.1112048299742519,0.1112048299742519,0.1112048299742519,1,0,0,0,UNKNOWN
Goa,NOTA,1.46407749216849,1.2301708753086449,-0.2339066168598452,-0.2066909339786171,-0.2611222997410733,2,0,0,0,NONE
Goa,IND,0.44950192706577097,0.18013362308022365,-0.2693683039855473,-0.040474527203588,-0.4025385625548012,2,0,0,0,OTHER
Goa,SHS,0.4152387681799446,0.0,-0.4152387681799446,-0.4152387681799446,-0.4152387681799446,1,0,0,0,NDA
Goa,RPI(KM),0.6553468275520964,0.0,-0.6553468275520964,-0.6553468275520964,-0.6553468275520964,1,0,0,0,UNKNOWN
Goa,AAAP,3.015018364746554,0.0,-3.015018364746554,-1.1095868678667749,-4.920449861626333,2,0,0,0,UNKNOWN
Gujarat,BJP,62.05992217592894,59.54220760948587,-2.517714566443073,8.790623139000473,-74.47042901053152,26,25,24,-1,NDA
Gujarat,INC,32.256773790009575,29.883960958452448,-2.372812831557125,20.62986600561092,-31.860241107330506,26,0,1,1,INDIA
Gujarat,AAAP,0.0,34.27780124487378,34.27780124487378,43.576037312212875,24.97956517753468,2,0,0,0,UNKNOWN
Gujarat,DHBHP,0.0,0.7414071800455503,0.7414071800455503,0.7414071800455503,0.7414071800455503,1,0,0,0,UNKNOWN
Gujarat,BHRTADVSIP,0.0,0.5857183179507646,0.5857183179507646,0.8352210741940542,0.336215561707475,2,0,0,0,UNKNOWN
Gujarat,APKAWZP,0.0,0.5812465623663142,0.5812465623663142,0.5812465623663142,0.5812465623663142,1,0,0,0,UNKNOWN
Gujarat,GBLRPBP,0.0,0.5715257192278641,0.5715257192278641,0.5715257192278641,0.5715257192278641,1,0,0,0,UNKNOWN
Gujarat,MLCNG,0.0,0.5554662556862201,0.5554662556862201,0.8804001517686489,0.2305323596037913,2,0,0,0,UNKNOWN
Gujarat,VKVIP,0.0,0.452655003720392,0.452655003720392,0.6660737132991196,0.3412257016534171,3,0,0,0,UNKNOWN
Gujarat,AKLVJYP,0.0,0.360503590641765,0.360503590641765,0.360503590641765,0.360503590641765,1,0,0,0,UNKNOWN
Gujarat,SWNTRABYKT,0.0,0.3244614125603375,0.3244614125603375,0.7275369736600867,0.1133524587911966,3,0,0,0,UNKNOWN
Gujarat,RANP,0.0,0.3220999224483909,0.3220999224483909,0.3649535035624729,0.279246341334309,2,0,0,0,UNKNOWN
Gujarat,BBC,0.01899820950476215,0.32909501238050387,0.3100968028757417,0.6581900247610077,-0.0379964190095243,2,0,0,0,UNKNOWN
Gujarat,HS,0.0,0.2848659694476504,0.2848659694476504,0.2848659694476504,0.2848659694476504,1,0,0,0,UNKNOWN
Gujarat,AMJNMTP,0.0,0.2832530709316949,0.2832530709316949,0.2832530709316949,0.2832530709316949,1,0,0,0,UNKNOWN
Gujarat,NIUP,0.0,0.26615820826693753,0.26615820826693753,0.620015431155656,0.067355644607126,3,0,0,0,UNKNOWN
Gujarat,BHYUJEP,0.0,0.2553232313615131,0.2553232313615131,0.2553232313615131,0.2553232313615131,1,0,0,0,UNKNOWN
Gujarat,GJRTLKTNTP,0.0,0.2542812984277595,0.2542812984277595,0.2542812984277595,0.2542812984277595,1,0,0,0,UNKNOWN
Gujarat,DBSP,0.0,0.2471432147859712,0.2471432147859712,0.2471432147859712,0.2471432147859712,1,0,0,0,UNKNOWN
Gujarat,STHSHKRVP,0.0,0.2390248002761349,0.2390248002761349,0.2390248002761349,0.2390248002761349,1,0,0,0,UNKNOWN
Gujarat,GSNJP,0.0,0.2200115061806993,0.2200115061806993,0.260294113737095,0.1812835155743841,3,0,0,0,UNKNOWN
Gujarat,LGP,0.0,0.20437268776118037,0.20437268776118037,0.4133585639354697,0.0902407950176596,4,0,0,0,UNKNOWN
Gujarat,GSSP,0.0,0.19786546555953677,0.19786546555953677,0.2563901790625191,0.1393407520565544,2,0,0,0,UNKNOWN
Gujarat,SDPI,0.0,0.19171616407139264,0.19171616407139264,0.1937768465165008,0.1896554816262845,2,0,0,0,UNKNOWN
Gujarat,SP,0.0,0.1739476543422368,0.1739476543422368,0.1739476543422368,0.1739476543422368,1,0,0,0,INDIA
Gujarat,RMBP,0.0,0.16768941736108656,0.16768941736108656,0.2145685496764888,0.1208102850456843,2,0,0,0,UNKNOWN
Gujarat,BJNP,0.0,0.15631272069179,0.15631272069179,0.15631272069179,0.15631272069179,1,0,0,0,UNKNOWN
Gujarat,HNDSWRJD,0.0,0.1436323741710092,0.1436323741710092,0.1436323741710092,0.1436323741710092,1,0,0,0,UNKNOWN
Gujarat,SRSMJNP,0.0,0.1366927299008269,0.1366927299008269,0.1366927299008269,0.1366927299008269,1,0,0,0,UNKNOWN
Gujarat,ISP,0.0,0.13255876736784966,0.13255876736784966,0.151989481026659,0.1131280537090403,2,0,0,0,UNKNOWN
Gujarat,NOTA,1.3834265859376713,1.5114507873161114,0.12802420137844023,1.3921428859893012,-0.9857620468508403,26,0,0,0,NONE
Gujarat,JSDP,0.0,0.1263130453133825,0.1263130453133825,0.1263130453133825,0.1263130453133825,1,0,0,0,UNKNOWN
Gujarat,BTJP,0.0,0.11122280128644531,0.11122280128644531,0.1536997442801794,0.0807077105204074,3,0,0,0,UNKNOWN
Gujarat,GRBKLYNP,0.0,0.10935892585692077,0.10935892585692077,0.1495758877161979,0.0819748082521805,3,0,0,0,UNKNOWN
Gujarat,SUCI,0.0,0.10807686074914305,0.10807686074914305,0.110968632866443,0.1051850886318431,2,0,0,0,UNKNOWN
Gujarat,MAIIJP,0.0,0.0848523524872787,0.0848523524872787,0.0848523524872787,0.0848523524872787,1,0,0,0,UNKNOWN
Gujarat,SRKRP,0.0,0.0805608952628598,0.0805608952628598,0.0805608952628598,0.0805608952628598,1,0,0,0,UNKNOWN
Gujarat,ABTP,0.0,0.0657603787514213,0.0657603787514213,0.0657603787514213,0.0657603787514213,1,0,0,0,UNKNOWN
Gujarat,RTORP,0.03499521513017531,0.09349714340851441,0.05850192827833911,0.2286026401026706,-0.0630616992440658,9,0,0,0,UNKNOWN
Gujarat,YIPP,0.0,0.0575181749456501,0.0575181749456501,0.0575181749456501,0.0575181749456501,1,0,0,0,UNKNOWN
Gujarat,STWDRKSKP,0.0,0.0542012574361732,0.0542012574361732,0.0542012574361732,0.0542012574361732,1,0,0,0,UNKNOWN
Gujarat,BARESP,0.0627578747780107,0.1040097369567309,0.04125186217872019,0.2080194739134618,-0.1255157495560214,2,0,0,0,UNKNOWN
Gujarat,PAP,0.06028483464667085,0.09974290273441791,0.0394580680877471,0.0920712784516894,-0.0131551422761952,2,0,0,0,UNKNOWN
