comparison_year,state,source_constituency_id,constituency_id,constituency,party_id,candidate,reason
2019,Gujarat,GUJARAT__SURAT,GUJARAT__SURAT,Surat,BJP,Darshana Vikram Jardosh,No matching 2024 constituency_id
