state_2019,constituency_id_2019,constituency_id,constituency_2019,party_2019,winner_2019,vote_share_2019,state_2024,constituency_id_2024,constituency_2024,party_2024,winner_2024,vote_share_2024,state,constituency,seat_flipped
Chhattisgarh,CHHATTISGARH__RAIPUR,CHHATTISGARH__RAIPUR,RAIPUR,BJP,Sunil Kumar Soni,60.01088630259625,Chhattisgarh,CHHATTISGARH__RAIPUR,RAIPUR,BJP,BRIJMOHAN AGRAWAL,66.19490721629994,Chhattisgarh,RAIPUR,False
Chhattisgarh,CHHATTISGARH__RAJNANDGAON,CHHATTISGARH__RAJNANDGAON,RAJNANDGAON,BJP,SANTOSH PANDEY,50.6786745246677,Chhattisgarh,CHHATTISGARH__RAJNANDGAON,RAJNANDGAON,BJP,SANTOSH PANDEY,49.264379792428144,Chhattisgarh,RAJNANDGAON,False
Chhattisgarh,CHHATTISGARH__SARGUJA,CHHATTISGARH__SURGUJA,SARGUJA,BJP,Renuka Singh Saruta,51.82452570452312,Chhattisgarh,CHHATTISGARH__SURGUJA,SURGUJA,BJP,CHINTAMANI MAHARAJ,49.00812152255013,Chhattisgarh,SURGUJA,False
Dadra & Nagar Haveli,DADRA_&_NAGAR_HAVELI__DADRA_AND_NAGAR_HAVELI,DADRA_&_NAGAR_HAVELI_AND_DAMAN_&_DIU__DADAR_&_NAGAR_HAVELI,Dadra And Nagar Haveli,IND,DELKAR MOHANBHAI SANJIBHAI,45.44157038540981,Dadra & Nagar Haveli and Daman & Diu,DADRA_&_NAGAR_HAVELI_AND_DAMAN_&_DIU__DADAR_&_NAGAR_HAVELI,Dadar & Nagar Haveli,BJP,DELKAR KALABEN MOHANBHAI,58.89156954686071,Dadra & Nagar Haveli and Daman & Diu,Dadar & Nagar Haveli,True
Daman & Diu,DAMAN_&_DIU__DAMAN_&_DIU,DADRA_&_NAGAR_HAVELI_AND_DAMAN_&_DIU__DAMAN_&_DIU,Daman & diu,BJP,LALUBHAI BABUBHAI PATEL,42.983228343756075,Dadra & Nagar Haveli and Daman & Diu,DADRA_&_NAGAR_HAVELI_AND_DAMAN_&_DIU__DAMAN_&_DIU,Daman & Diu,IND,PATEL UMESHBHAI BABUBHAI,46.01558272914187,Dadra & Nagar Haveli and Daman & Diu,Daman & Diu,True
Goa,GOA__NORTH_GOA,GOA__NORTH_GOA,North Goa,BJP,SHRIPAD YESSO NAIK,57.12272646677305,Goa,GOA__NORTH_GOA,North Goa,BJP,SHRIPAD YESSO NAIK,56.436718698688615,Goa,North Goa,False
Goa,GOA__SOUTH_GOA,GOA__SOUTH_GOA,South Goa,INC,COSME FRANCISCO CAITANO SARDINHA,47.47359123829712,Goa,GOA__SOUTH_GOA,South Goa,INC,CAPTAIN VIRIATO FERNANDES,48.35212643167895,Goa,South Goa,False
Gujarat,GUJARAT__AHMEDABAD_EAST,GUJARAT__AHMEDABAD_EAST,Ahmedabad East,BJP,Patel Hasmukhbhai Somabhai,67.16733833945288,Gujarat,GUJARAT__AHMEDABAD_EAST,Ahmedabad East,BJP,HASMUKHBHAI PATEL (H.S.PATEL),68.28258174183468,Gujarat,Ahmedabad East,False
Gujarat,GUJARAT__AHMEDABAD_WEST,GUJARAT__AHMEDABAD_WEST,Ahmedabad West,BJP,DR. KIRIT P. SOLANKI,64.3537166607825,Gujarat,GUJARAT__AHMEDABAD_WEST,Ahmedabad West,BJP,DINESHBHAI MAKWANA (ADVOCATE),63.2810770437161,Gujarat,Ahmedabad West,False
Gujarat,GUJARAT__AMRELI,GUJARAT__AMRELI,Amreli,BJP,Kachhadiya Naranbhai Bhikhabhai,58.18897958240895,Gujarat,GUJARAT__AMRELI,Amreli,BJP,BHARATBHAI MANUBHAI SUTARIYA,66.27735827097781,Gujarat,Amreli,False
Gujarat,GUJARAT__ANAND,GUJARAT__ANAND,Anand,BJP,PATEL MITESH RAMESHBHAI (BAKABHAI),57.104651466949775,Gujarat,GUJARAT__ANAND,Anand,BJP,MITESH PATEL (BAKABHAI),52.44009044760606,Gujarat,Anand,False
Gujarat,GUJARAT__BANASKANTHA,GUJARAT__BANASKANTHA,Banaskantha,BJP,PARBATBHAI SAVABHAI PATEL,61.620516096366785,Gujarat,GUJARAT__BANASKANTHA,Banaskantha,INC,GENIBEN NAGAJI THAKOR,48.83214877792984,Gujarat,Banaskantha,True
Gujarat,GUJARAT__BARDOLI,GUJARAT__BARDOLI,Bardoli,BJP,PARBHUBHAI NAGARBHAI VASAVA,55.063210384277006,Gujarat,GUJARAT__BARDOLI,Bardoli,BJP,PARBHUBHAI NAGARBHAI VASAVA,57.03958612234597,Gujarat,Bardoli,False
Gujarat,GUJARAT__BHARUCH,GUJARAT__BHARUCH,Bharuch,BJP,Mansukhbhai Dhanjibhai Vasava,55.473700232664335,Gujarat,GUJARAT__BHARUCH,Bharuch,BJP,MANSUKHBHAI DHANJIBHAI VASAVA,50.72354132400972,Gujarat,Bharuch,False
Gujarat,GUJARAT__BHAVNAGAR,GUJARAT__BHAVNAGAR,Bhavnagar,BJP,DR.BHARATIBEN DHIRUBHAI SHIYAL,63.50584233428312,Gujarat,GUJARAT__BHAVNAGAR,Bhavnagar,BJP,NIMUBEN JAYANTIBHAI BAMBHANIYA (NIMUBEN BAMBHANIYA),68.45503193179735,Gujarat,Bhavnagar,False
Gujarat,GUJARAT__CHHOTA_UDAIPUR,GUJARAT__CHHOTA_UDAIPUR,Chhota Udaipur,BJP,RATHVA GITABEN VAJESINGBHAI,62.02599843077944,Gujarat,GUJARAT__CHHOTA_UDAIPUR,Chhota Udaipur,BJP,JASHUBHAI BHILUBHAI RATHVA,62.83640144227546,Gujarat,Chhota Udaipur,False
Gujarat,GUJARAT__DAHOD,GUJARAT__DAHOD,Dahod,BJP,JASHVANTSINH SUMANBHAI BHABHOR,52.836122993344695,Gujarat,GUJARAT__DAHOD,Dahod,BJP,JASWANTSINH SUMANBHAI BHABHOR,61.58621972397241,Gujarat,Dahod,False
Gujarat,GUJARAT__GANDHINAGAR,GUJARAT__GANDHINAGAR,Gandhinagar,BJP,AMIT SHAH,69.66988295212953,Gujarat,GUJARAT__GANDHINAGAR,Gandhinagar,BJP,AMIT SHAH,76.48437511820984,Gujarat,Gandhinagar,False
Gujarat,GUJARAT__JAMNAGAR,GUJARAT__JAMNAGAR,Jamnagar,BJP,POONAMBEN HEMATBHAI MAADAM,58.5171593477519,Gujarat,GUJARAT__JAMNAGAR,Jamnagar,BJP,POONAMBEN HEMATBHAI MAADAM,58.98291057660752,Gujarat,Jamnagar,False
Gujarat,GUJARAT__JUNAGADH,GUJARAT__JUNAGADH,Junagadh,BJP,CHUDASAMA RAJESHBHAI NARANBHAI,54.51583141161471,Gujarat,GUJARAT__JUNAGADH,Junagadh,BJP,CHUDASAMA RAJESHBHAI NARANBHAI,54.673284324967966,Gujarat,Junagadh,False
Gujarat,GUJARAT__KACHCHH,GUJARAT__KACHCHH,Kachchh,BJP,CHAVDA VINOD LAKHAMSHI,62.25911309443529,Gujarat,GUJARAT__KACHCHH,Kachchh,BJP,CHAVDA VINOD LAKHAMSHI,60.22643328764734,Gujarat,Kachchh,False
Gujarat,GUJARAT__KHEDA,GUJARAT__KHEDA,Kheda,BJP,Chauhan Devusinh,65.04192027729006,Gujarat,GUJARAT__KHEDA,Kheda,BJP,DEVUSINH CHAUHAN,63.31047890543676,Gujarat,Kheda,False
Gujarat,GUJARAT__MAHESANA,GUJARAT__MAHESANA,Mahesana,BJP,SHARDABEN ANILBHAI PATEL,60.95774434394578,Gujarat,GUJARAT__MAHESANA,Mahesana,BJP,HARIBHAI PATEL,63.743386820724226,Gujarat,Mahesana,False
Gujarat,GUJARAT__NAVSARI,GUJARAT__NAVSARI,Navsari,BJP,C. R. Patil,74.36740167184243,Gujarat,GUJARAT__NAVSARI,Navsari,BJP,C R PATIL,77.04772622655834,Gujarat,Navsari,False
Gujarat,GUJARAT__PANCHMAHAL,GUJARAT__PANCHMAHAL,Panchmahal,BJP,Ratansinh Magansinh Rathod,67.56041473650795,Gujarat,GUJARAT__PANCHMAHAL,Panchmahal,BJP,RAJPALSINH MAHENDRASINH JADAV,70.22369480431676,Gujarat,Panchmahal,False
Gujarat,GUJARAT__PATAN,GUJARAT__PATAN,Patan,BJP,DABHI BHARATSINHJI SHANKARJI,56.23659274623176,Gujarat,GUJARAT__PATAN,Patan,BJP,DABHI BHARATSINHJI SHANKARJI,49.613158721843895,Gujarat,Patan,False
Gujarat,GUJARAT__PORBANDAR,GUJARAT__PORBANDAR,Porbandar,BJP,RAMESHBHAI LAVJIBHAI DHADUK,59.359206355723,Gujarat,GUJARAT__PORBANDAR,Porbandar,BJP,DR. MANSUKH MANDAVIYA,68.14982949472348,Gujarat,Porbandar,False
Gujarat,GUJARAT__RAJKOT,GUJARAT__RAJKOT,Rajkot,BJP,KUNDARIA MOHANBHAI KALYANJIBHAI,63.470543500176944,Gujarat,GUJARAT__RAJKOT,Rajkot,BJP,PARSHOTTAMBHAI RUPALA,67.36990220974259,Gujarat,Rajkot,False
Gujarat,GUJARAT__SABARKANTHA,GUJARAT__SABARKANTHA,Sabarkantha,BJP,RATHOD DIPSINH SHANKARSINH,57.61737361831916,Gujarat,GUJARAT__SABARKANTHA,Sabarkantha,BJP,SHOBHANABEN MAHENDRASINH BARAIYA,53.359099639345246,Gujarat,Sabarkantha,False
Gujarat,GUJARAT__SURENDRANAGAR,GUJARAT__SURENDRANAGAR,Surendranagar,BJP,Dr. MUNJAPARA MAHENDRABHAI,58.62751756940076,Gujarat,GUJARAT__SURENDRANAGAR,Surendranagar,BJP,CHANDUBHAI CHHAGANBHAI SHIHORA,59.19768565208591,Gujarat,Surendranagar,False
Gujarat,GUJARAT__VADODARA,GUJARAT__VADODARA,Vadodara,BJP,RANJANBEN BHATT,72.29684181591495,Gujarat,GUJARAT__VADODARA,Vadodara,BJP,DR. HEMANG JOSHI,72.0364410645886,Gujarat,Vadodara,False
Gujarat,GUJARAT__VALSAD,GUJARAT__VALSAD,Valsad,BJP,Dr.K.C.PATEL,61.24992760102731,Gujarat,GUJARAT__VALSAD,Valsad,BJP,DHAVAL LAXMANBHAI PATEL,56.134848330151584,Gujarat,Valsad,False
Haryana,HARYANA__AMBALA,HARYANA__AMBALA,Ambala,BJP,RATTAN LAL KATARIA,56.715404164150016,Haryana,HARYANA__AMBALA,AMBALA,INC,VARUN CHAUDHRY,49.279435547945305,Haryana,AMBALA,True
Haryana,HARYANA__BHIWANI-MAHENDRAGARH,HARYANA__BHIWANI-MAHENDRAGARH,Bhiwani-Mahendragarh,BJP,Dharambir Singh S/o Bhale Ram,63.44754826180008,Haryana,HARYANA__BHIWANI-MAHENDRAGARH,BHIWANI-MAHENDRAGARH,BJP,DHARAMBIR SINGH,49.7436612458224,Haryana,BHIWANI-MAHENDRAGARH,False
Haryana,HARYANA__FARIDABAD,HARYANA__FARIDABAD,Faridabad,BJP,KRISHAN PAL,68.8032426853111,Haryana,HARYANA__FARIDABAD,FARIDABAD,BJP,KRISHAN PAL,53.595949764905306,Haryana,FARIDABAD,False
Haryana,HARYANA__GURGAON,HARYANA__GURGAON,Gurgaon,BJP,RAO INDERJIT SINGH,60.94300139162632,Haryana,HARYANA__GURGAON,GURGAON,BJP,RAO INDERJIT SINGH,50.48212876085414,Haryana,GURGAON,False
Haryana,HARYANA__HISAR,HARYANA__HISAR,Hisar,BJP,BRIJENDRA SINGH,51.13186294410651,Haryana,HARYANA__HISAR,HISAR,INC,JAI PARKASH (J P) S/O HARIKESH,48.58331594434958,Haryana,HISAR,True
Haryana,HARYANA__KARNAL,HARYANA__KARNAL,Karnal,BJP,Sanjay Bhatia,70.08369198030017,Haryana,HARYANA__KARNAL,KARNAL,BJP,MANOHAR LAL,54.92899876067322,Haryana,KARNAL,False
Haryana,HARYANA__KURUKSHETRA,HARYANA__KURUKSHETRA,Kurukshetra,BJP,NAYAB SINGH,55.97690460591025,Haryana,HARYANA__KURUKSHETRA,KURUKSHETRA,BJP,NAVEEN JINDAL,44.96123966722836,Haryana,KURUKSHETRA,False
Haryana,HARYANA__ROHTAK,HARYANA__ROHTAK,Rohtak,BJP,ARVIND KUMAR SHARMA,47.014471095905115,Haryana,HARYANA__ROHTAK,ROHTAK,INC,DEEPENDER SINGH HOODA,62.76426853864725,Haryana,ROHTAK,True
Haryana,HARYANA__SIRSA,HARYANA__SIRSA,Sirsa,BJP,Sunita Duggal,52.161979019865846,Haryana,HARYANA__SIRSA,SIRSA,INC,SELJA,54.17139119701883,Haryana,SIRSA,True
Haryana,HARYANA__SONIPAT,HARYANA__SONIPAT,Sonipat,BJP,RAMESH CHANDER KAUSHIK,52.02721126980023,Haryana,HARYANA__SONIPAT,SONIPAT,INC,SATPAL BRAHAMCHARI,48.81755674659947,Haryana,SONIPAT,True
Himachal Pradesh,HIMACHAL_PRADESH__HAMIRPUR,HIMACHAL_PRADESH__HAMIRPUR,Hamirpur,BJP,ANURAG SINGH THAKUR,69.04491967252076,Himachal Pradesh,HIMACHAL_PRADESH__HAMIRPUR,HAMIRPUR,BJP,ANURAG SINGH THAKUR,57.96710090970463,Himachal Pradesh,HAMIRPUR,False
Himachal Pradesh,HIMACHAL_PRADESH__KANGRA,HIMACHAL_PRADESH__KANGRA,Kangra,BJP,Kishan Kapoor,72.01846296235608,Himachal Pradesh,HIMACHAL_PRADESH__KANGRA,KANGRA,BJP,DR RAJEEV BHARDWAJ,61.02927277146175,Himachal Pradesh,KANGRA,False
Himachal Pradesh,HIMACHAL_PRADESH__MANDI,HIMACHAL_PRADESH__MANDI,Mandi,BJP,RAM SWAROOP SHARMA,68.74962156259328,Himachal Pradesh,HIMACHAL_PRADESH__MANDI,MANDI,BJP,KANGNA RANAUT,52.86638249278901,Himachal Pradesh,MANDI,False
Himachal Pradesh,HIMACHAL_PRADESH__SHIMLA,HIMACHAL_PRADESH__SHIMLA,Shimla,BJP,SURESH KUMAR KASHYAP,66.35041106296252,Himachal Pradesh,HIMACHAL_PRADESH__SHIMLA,SHIMLA,BJP,Suresh Kumar Kashyap,53.5842014918064,Himachal Pradesh,SHIMLA,False
Jammu & Kashmir,JAMMU_&_KASHMIR__ANANTNAG,JAMMU_AND_KASHMIR__ANANTNAG-RAJOURI,Anantnag,JKN,HASNAIN MASOODI,32.17076607737638,Jammu and Kashmir,JAMMU_AND_KASHMIR__ANANTNAG-RAJOURI,ANANTNAG-RAJOURI,JKN,MIAN ALTAF AHMAD,50.8538729306104,Jammu and Kashmir,ANANTNAG-RAJOURI,False
Jammu & Kashmir,JAMMU_&_KASHMIR__BARAMULLA,JAMMU_AND_KASHMIR__BARAMULLA,Baramulla,JKN,MOHAMMAD AKBAR LONE,29.28899132916255,Jammu and Kashmir,JAMMU_AND_KASHMIR__BARAMULLA,BARAMULLA,IND,ABDUL RASHID SHEIKH,45.698907050972046,Jammu and Kashmir,BARAMULLA,True
Jammu & Kashmir,JAMMU_&_KASHMIR__JAMMU,JAMMU_AND_KASHMIR__JAMMU,Jammu,BJP,Jugal Kishore,58.024675495927426,Jammu and Kashmir,JAMMU_AND_KASHMIR__JAMMU,JAMMU,BJP,JUGAL KISHORE,52.80300051605927,Jammu and Kashmir,JAMMU,False
Jammu & Kashmir,JAMMU_&_KASHMIR__LADAKH,LADAKH__LADAKH,Ladakh,BJP,Jamyang Tsering Namgyal,33.9439672219322,Ladakh,LADAKH__LADAKH,Ladakh,IND,MOHMAD HANEEFA,48.15309465482129,Ladakh,Ladakh,True
Jammu & Kashmir,JAMMU_&_KASHMIR__SRINAGAR,JAMMU_AND_KASHMIR__SRINAGAR,Srinagar,JKN,Farooq Abdullah,57.13689303759527,Jammu and Kashmir,JAMMU_AND_KASHMIR__SRINAGAR,SRINAGAR,JKN,AGA SYED RUHULLAH MEHDI,52.85008930131716,Jammu and Kashmir,SRINAGAR,False
Jammu & Kashmir,JAMMU_&_KASHMIR__UDHAMPUR,JAMMU_AND_KASHMIR__UDHAMPUR,Udhampur,BJP,DR. JITENDRA SINGH,61.37589047921276,Jammu and Kashmir,JAMMU_AND_KASHMIR__UDHAMPUR,UDHAMPUR,BJP,DR JITENDRA SINGH,51.27612062920267,Jammu and Kashmir,UDHAMPUR,False
Jharkhand,JHARKHAND__CHATRA,JHARKHAND__CHATRA,Chatra,BJP,SUNIL KUMAR SINGH,57.03163390165854,Jharkhand,JHARKHAND__CHATRA,Chatra,BJP,KALI CHARAN SINGH,52.88715469066562,Jharkhand,Chatra,False
Jharkhand,JHARKHAND__DHANBAD,JHARKHAND__DHANBAD,Dhanbad,BJP,PASHUPATI NATH SINGH,66.02991498359297,Jharkhand,JHARKHAND__DHANBAD,Dhanbad,BJP,DULU MAHATO,55.26387475691645,Jharkhand,Dhanbad,False
Jharkhand,JHARKHAND__DUMKA,JHARKHAND__DUMKA,Dumka,BJP,SUNIL SOREN,47.26492444208786,Jharkhand,JHARKHAND__DUMKA,Dumka,JMM,NALIN SOREN,46.22542081457135,Jharkhand,Dumka,True
Jharkhand,JHARKHAND__GIRIDIH,JHARKHAND__GIRIDIH,Giridih,AJSUP,Chandra Prakash Choudhary,58.56594616764747,Jharkhand,JHARKHAND__GIRIDIH,Giridih,AJSUP,CHANDRA PRAKASH CHOUDHARY,35.667870778197596,Jharkhand,Giridih,False
Jharkhand,JHARKHAND__GODDA,JHARKHAND__GODDA,Godda,BJP,Nishikant Dubey,53.39956249225316,Jharkhand,JHARKHAND__GODDA,Godda,BJP,NISHIKANT DUBEY,49.57359584152241,Jharkhand,Godda,False
Jharkhand,JHARKHAND__HAZARIBAGH,JHARKHAND__HAZARIBAGH,Hazaribagh,BJP,JAYANT SINHA,67.42329977269551,Jharkhand,JHARKHAND__HAZARIBAGH,Hazaribagh,BJP,MANISH JAISWAL,51.7616890454167,Jharkhand,Hazaribagh,False
Jharkhand,JHARKHAND__JAMSHEDPUR,JHARKHAND__JAMSHEDPUR,Jamshedpur,BJP,Bidyut Baran Mahato,59.39665765329577,Jharkhand,JHARKHAND__JAMSHEDPUR,Jamshedpur,BJP,BIDYUT BARAN MAHATO,56.837626572346124,Jharkhand,Jamshedpur,False
Jharkhand,JHARKHAND__KHUNTI,JHARKHAND__KHUNTI,Khunti,BJP,ARJUN MUNDA,45.96931438518844,Jharkhand,JHARKHAND__KHUNTI,Khunti,INC,KALI CHARAN MUNDA,54.623340685526145,Jharkhand,Khunti,True
Jharkhand,JHARKHAND__KODARMA,JHARKHAND__KODARMA,Kodarma,BJP,ANNPURNA DEVI,62.2563435220468,Jharkhand,JHARKHAND__KODARMA,Kodarma,BJP,ANNPURNA DEVI,57.7867009644049,Jharkhand,Kodarma,False
Jharkhand,JHARKHAND__LOHARDAGA,JHARKHAND__LOHARDAGA,Lohardaga,BJP,SUDARSHAN BHAGAT,45.452265916457705,Jharkhand,JHARKHAND__LOHARDAGA,Lohardaga,INC,SUKHDEO BHAGAT,49.94576709318858,Jharkhand,Lohardaga,True
Jharkhand,JHARKHAND__PALAMAU,JHARKHAND__PALAMU,Palamau,BJP,VISHNU DAYAL RAM,62.46421772486313,Jharkhand,JHARKHAND__PALAMU,Palamu,BJP,VISHNU DAYAL RAM,55.392316884992,Jharkhand,Palamu,False
Jharkhand,JHARKHAND__RAJMAHAL,JHARKHAND__RAJMAHAL,Rajmahal,JMM,VIJAY KUMAR HANSDAK,48.47292577627983,Jharkhand,JHARKHAND__RAJMAHAL,Rajmahal,JMM,VIJAY KUMAR HANSDAK,50.34857405998281,Jharkhand,Rajmahal,False
Jharkhand,JHARKHAND__RANCHI,JHARKHAND__RANCHI,Ranchi,BJP,SANJAY SETH,57.210715459873704,Jharkhand,JHARKHAND__RANCHI,Ranchi,BJP,SANJAY SETH,45.91385023011077,Jharkhand,Ranchi,False
Jharkhand,JHARKHAND__SINGHBHUM,JHARKHAND__SINGHBHUM,Singhbhum,INC,GEETA KORA,49.10733070329763,Jharkhand,JHARKHAND__SINGHBHUM,Singhbhum,JMM,JOBA MAJHI,51.62421087002046,Jharkhand,Singhbhum,True
Karnataka,KARNATAKA__BAGALKOT,KARNATAKA__BAGALKOT,Bagalkot,BJP,Gaddigoudar Parvatagouda Chandanagouda,55.17440040909404,Karnataka,KARNATAKA__BAGALKOT,Bagalkot,BJP,GADDIGOUDAR. PARVATAGOUDA. CHANDANAGOUDA.,50.93039335560176,Karnataka,Bagalkot,False
Karnataka,KARNATAKA__BANGALORE_NORTH,KARNATAKA__BANGALORE_NORTH,Bangalore North,BJP,D.V. Sadananda Gowda,52.8708994593638,Karnataka,KARNATAKA__BANGALORE_NORTH,Bangalore North,BJP,SHOBHA KARANDLAJE,56.26514975144137,Karnataka,Bangalore North,False
Karnataka,KARNATAKA__BANGALORE_RURAL,KARNATAKA__BANGALORE_RURAL,Bangalore Rural,INC,D.K. SURESH,54.14974727265328,Karnataka,KARNATAKA__BANGALORE_RURAL,Bangalore Rural,BJP,DR C N MANJUNATH,56.2114881690405,Karnataka,Bangalore Rural,True
Karnataka,KARNATAKA__BANGALORE_SOUTH,KARNATAKA__BANGALORE_SOUTH,Bangalore South,BJP,TEJASVI SURYA,62.198956491887614,Karnataka,KARNATAKA__BANGALORE_SOUTH,Bangalore South,BJP,TEJASVI SURYA,60.09803560594297,Karnataka,Bangalore South,False
Karnataka,KARNATAKA__BANGALORE_CENTRAL,KARNATAKA__BANGALORE_CENTRAL,Bangalore central,BJP,P. C. Mohan,50.35381554483084,Karnataka,KARNATAKA__BANGALORE_CENTRAL,Bangalore central,BJP,P C MOHAN,50.05013254741704,Karnataka,Bangalore central,False
Karnataka,KARNATAKA__BELGAUM,KARNATAKA__BELGAUM,Belgaum,BJP,ANGADI SURESH CHANNABASAPPA,63.22375249848784,Karnataka,KARNATAKA__BELGAUM,Belgaum,BJP,JAGADISH SHETTAR,55.06431512932034,Karnataka,Belgaum,False
Karnataka,KARNATAKA__BELLARY,KARNATAKA__BELLARY,Bellary,BJP,Y. DEVENDRAPPA,50.44397123884753,Karnataka,KARNATAKA__BELLARY,Bellary,INC,E. TUKARAM,52.58203025510931,Karnataka,Bellary,True
Karnataka,KARNATAKA__BIDAR,KARNATAKA__BIDAR,Bidar,BJP,BHAGWANTH KHUBA,52.406757449870966,Karnataka,KARNATAKA__BIDAR,Bidar,INC,SAGAR ESHWAR KHANDRE,53.634806435046634,Karnataka,Bidar,True
Karnataka,KARNATAKA__BIJAPUR,KARNATAKA__BIJAPUR,Bijapur,BJP,JIGAJINAGI RAMESH CHANDAPPA,57.21552268674069,Karnataka,KARNATAKA__BIJAPUR,Bijapur,BJP,RAMESH JIGAJINAGI,51.90754825578614,Karnataka,Bijapur,False
Karnataka,KARNATAKA__CHAMARAJANAGAR,KARNATAKA__CHAMARAJANAGAR,Chamarajanagar,BJP,V. SRINIVAS PRASAD,44.74351084241393,Karnataka,KARNATAKA__CHAMARAJANAGAR,Chamarajanagar,INC,SUNIL BOSE,54.874627408294806,Karnataka,Chamarajanagar,True
Karnataka,KARNATAKA__CHIKKBALLAPUR,KARNATAKA__CHIKKBALLAPUR,Chikkballapur,BJP,B.N.Bache Gowda,53.78023782898318,Karnataka,KARNATAKA__CHIKKBALLAPUR,Chikkballapur,BJP,DR.K.SUDHAKAR,53.73714741119139,Karnataka,Chikkballapur,False
Karnataka,KARNATAKA__CHIKKODI,KARNATAKA__CHIKKODI,Chikkodi,BJP,ANNASAHEB SHANKAR JOLLE,52.97667691402974,Karnataka,KARNATAKA__CHIKKODI,Chikkodi,INC,PRIYANKA SATISH JARKIHOLI,51.21416875973105,Karnataka,Chikkodi,True
Karnataka,KARNATAKA__CHITRADURGA,KARNATAKA__CHITRADURGA,Chitradurga,BJP,A NARAYANASWAMY,50.25843733697178,Karnataka,KARNATAKA__CHITRADURGA,Chitradurga,BJP,GOVIND MAKTHAPPA KARJOL,50.10501796388787,Karnataka,Chitradurga,False
Karnataka,KARNATAKA__DAKSHINA_KANNADA,KARNATAKA__DAKSHINA_KANNADA,Dakshina Kannada,BJP,NALIN KUMAR KATEEL,57.565988792890025,Karnataka,KARNATAKA__DAKSHINA_KANNADA,Dakshina Kannada,BJP,CAPTAIN BRIJESH CHOWTA,53.97289107694046,Karnataka,Dakshina Kannada,False
Karnataka,KARNATAKA__DAVANAGERE,KARNATAKA__DAVANAGERE,Davanagere,BJP,G M SIDDESHWAR,54.66295436243184,Karnataka,KARNATAKA__DAVANAGERE,Davanagere,INC,DR. PRABHA MALLIKARJUN,47.94564848587666,Karnataka,Davanagere,True
Karnataka,KARNATAKA__DHARWAD,KARNATAKA__DHARWAD,Dharwad,BJP,Pralhad Joshi,56.43462532086806,Karnataka,KARNATAKA__DHARWAD,Dharwad,BJP,PRALHAD JOSHI,52.41388344306696,Karnataka,Dharwad,False
Karnataka,KARNATAKA__GULBARGA,KARNATAKA__GULBARGA,Gulbarga,BJP,DR. UMESH G JADHAV,52.14497532708741,Karnataka,KARNATAKA__GULBARGA,Gulbarga,INC,RADHAKRISHNA,49.77737114043207,Karnataka,Gulbarga,True
Karnataka,KARNATAKA__HASSAN,KARNATAKA__HASSAN,Hassan,JD(S),PRAJWAL REVANNA,52.96113191478703,Karnataka,KARNATAKA__HASSAN,Hassan,INC,SHREYAS. M. PATEL,49.6667544890912,Karnataka,Hassan,True
Karnataka,KARNATAKA__HAVERI,KARNATAKA__HAVERI,Haveri,BJP,UDASI. S.C.,53.972632371737426,Karnataka,KARNATAKA__HAVERI,Haveri,BJP,BASAVARAJ BOMMAI,50.54677850598791,Karnataka,Haveri,False
Karnataka,KARNATAKA__KOLAR,KARNATAKA__KOLAR,Kolar,BJP,S. MUNISWAMY,56.34773640480203,Karnataka,KARNATAKA__KOLAR,Kolar,JD(S),M. MALLESH BABU,51.02322266068883,Karnataka,Kolar,True
Karnataka,KARNATAKA__KOPPAL,KARNATAKA__KOPPAL,Koppal,BJP,KARADI SANGANNA AMARAPPA,49.29512150658589,Karnataka,KARNATAKA__KOPPAL,Koppal,INC,K. RAJASHEKAR BASAVARAJ HITNAL,49.927987502784184,Karnataka,Koppal,True
Karnataka,KARNATAKA__MANDYA,KARNATAKA__MANDYA,Mandya,IND,SUMALATHA AMBAREESH,51.01906163673407,Karnataka,KARNATAKA__MANDYA,Mandya,JD(S),H.D. KUMARASWAMY,58.33734515674188,Karnataka,Mandya,True
Karnataka,KARNATAKA__MYSORE,KARNATAKA__MYSORE,Mysore,BJP,PRATHAP SIMHA,52.272577256701425,Karnataka,KARNATAKA__MYSORE,Mysore,BJP,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,53.588243100413415,Karnataka,Mysore,False
Karnataka,KARNATAKA__RAICHUR,KARNATAKA__RAICHUR,Raichur,BJP,RAJA AMARESHWARA NAIK,53.214601760073286,Karnataka,KARNATAKA__RAICHUR,Raichur,INC,G. KUMAR NAIK.,51.627900176898,Karnataka,Raichur,True
Karnataka,KARNATAKA__SHIMOGA,KARNATAKA__SHIMOGA,Shimoga,BJP,B.Y.RAGHAVENDRA.,56.862346396047926,Karnataka,KARNATAKA__SHIMOGA,Shimoga,BJP,B.Y.RAGHAVENDRA,56.542799137976104,Karnataka,Shimoga,False
Karnataka,KARNATAKA__TUMKUR,KARNATAKA__TUMKUR,Tumkur,BJP,G. S. BASAVARAJ,47.88714857437555,Karnataka,KARNATAKA__TUMKUR,Tumkur,BJP,V. SOMANNA,55.310556361535646,Karnataka,Tumkur,False
Karnataka,KARNATAKA__UDUPI_CHIKMAGALUR,KARNATAKA__UDUPI_CHIKMAGALUR,Udupi Chikmagalur,BJP,SHOBHA KARANDLAJE,62.45947044861392,Karnataka,KARNATAKA__UDUPI_CHIKMAGALUR,Udupi Chikmagalur,BJP,KOTA SRINIVAS POOJARY,59.55940127767773,Karnataka,Udupi Chikmagalur,False
