state,constituency_id,constituency_x,actual_winner,actual_party,actual_vote_share,constituency_y,sim_winner,sim_party,sim_vote_share,sim_alliance,flipped,volatility_score,top2_margin_pct,effective_num_parties
Uttar Pradesh,UTTAR_PRADESH__SAMBHAL,Sambhal,ZIA UR REHMAN,SP,47.79657953293059,Sambhal,ZIA UR REHMAN,SP,50.0463477939608,INDIA,False,24.683559453584586,10.16700655992596,2.5880889097509474
Punjab,PUNJAB__JALANDHAR,Jalandhar,CHARANJIT SINGH CHANNI,INC,39.43486397326073,Jalandhar,CHARANJIT SINGH CHANNI,INC,39.43486397326073,INDIA,False,24.64365509298882,17.793120461183676,3.899714553633498
Uttar Pradesh,UTTAR_PRADESH__MORADABAD,Moradabad,RUCHI VIRA,SP,49.6703904737041,Moradabad,RUCHI VIRA,SP,51.91083629224289,INDIA,False,24.636004505594457,8.242147468993167,2.360919704239757
NCT OF Delhi,NCT_OF_DELHI__EAST_DELHI,East Delhi,HARSH MALHOTRA,BJP,52.59440100818876,East Delhi,HARSH MALHOTRA,BJP,52.594401008188775,NDA,False,24.398140925537092,7.409760222902747,2.0795900088363672
West Bengal,WEST_BENGAL__BIRBHUM,Birbhum,SATABDI ROY,AITC,47.004449297906554,Birbhum,SATABDI ROY,AITC,48.26313362975776,INDIA,False,24.39778355481041,12.9400195884334,2.7843184424850373
West Bengal,WEST_BENGAL__KOLKATA_UTTAR,Kolkata Uttar,BANDYOPADHYAY SUDIP,AITC,47.44160520349362,Kolkata Uttar,BANDYOPADHYAY SUDIP,AITC,48.698114630341905,INDIA,False,24.373976431209353,9.65743040984608,2.6152272456732915
Arunachal Pradesh,ARUNACHAL_PRADESH__ARUNACHAL_WEST,Arunachal West,KIREN RIJIJU,BJP,51.37942591870016,Arunachal West,KIREN RIJIJU,BJP,51.37942591870017,NDA,False,24.36284290307077,25.19684645476283,2.8850572645439607
Gujarat,GUJARAT__ANAND,Anand,MITESH PATEL (BAKABHAI),BJP,52.44009044760606,Anand,MITESH PATEL (BAKABHAI),BJP,52.44009044760606,NDA,False,24.327409245359096,7.700461227994921,2.1034865733496404
Telangana,TELANGANA__NIZAMABAD,Nizamabad,ARVIND DHARMAPURI,BJP,48.01614162345238,Nizamabad,ARVIND DHARMAPURI,BJP,48.01614162345238,NDA,False,24.240082295900933,8.855600078146473,2.5579883045231133
West Bengal,WEST_BENGAL__BARDHAMAN_PURBA,Bardhaman Purba,DR. SHARMILA SARKAR,AITC,48.10640415144493,Bardhaman Purba,DR. SHARMILA SARKAR,AITC,49.35960612084072,INDIA,False,24.07903555037717,10.724031763629448,2.5954137773154353
Odisha,ODISHA__SAMBALPUR,Sambalpur,DHARMENDRA PRADHAN,BJP,49.48096799072819,Sambalpur,DHARMENDRA PRADHAN,BJP,49.48096799072819,NDA,False,24.011973392582156,10.013478203830871,2.4610528396785325
Bihar,BIHAR__SUPAUL,Supaul,DILESHWAR KAMAIT,JDU,48.33329813485997,Supaul,DILESHWAR KAMAIT,JDU,48.33329813485997,NDA,False,23.951309490533127,13.792630089496178,2.8063128927882075
West Bengal,WEST_BENGAL__SREERAMPUR,Sreerampur,KALYAN BANERJEE,AITC,45.64547195726202,Sreerampur,KALYAN BANERJEE,AITC,46.91091737040997,INDIA,False,23.948577688833215,11.840583204427674,2.8626310656236247
Kerala,KERALA__VADAKARA,Vadakara,SHAFI PARAMBIL,INC,49.64864770999878,Vadakara,SHAFI PARAMBIL,INC,49.64864770999877,INDIA,False,23.888368921675355,10.196919355944663,2.4265551071047
Karnataka,KARNATAKA__DHARWAD,Dharwad,PRALHAD JOSHI,BJP,52.41388344306696,Dharwad,PRALHAD JOSHI,BJP,52.41388344306696,NDA,False,23.879095070744828,7.1221837538630055,2.083659610353192
Madhya Pradesh,MADHYA_PRADESH__KHARGONE,KHARGONE,GAJENDRA SINGH PATEL,BJP,52.59652112103199,KHARGONE,GAJENDRA SINGH PATEL,BJP,52.59652112103199,NDA,False,23.757638649933305,8.66178506496756,2.1277267291297246
Bihar,BIHAR__JHANJHARPUR,Jhanjharpur,RAMPRIT MANDAL,JDU,48.734755303129354,Jhanjharpur,RAMPRIT MANDAL,JDU,48.73475530312936,NDA,False,23.123058466262016,16.838447127793515,2.8876496793532267
Odisha,ODISHA__BALASORE,Balasore,PRATAP CHANDRA SARANGI,BJP,45.490771642762226,Balasore,PRATAP CHANDRA SARANGI,BJP,45.49077164276223,NDA,False,23.099487280231237,11.879643039940838,2.8048219751689047
NCT OF Delhi,NCT_OF_DELHI__NEW_DELHI,New Delhi,BANSURI SWARAJ,BJP,53.47517546385232,New Delhi,BANSURI SWARAJ,BJP,53.475175463852324,NDA,False,23.025045535484015,9.24754681002704,2.076178993175418
Sikkim,SIKKIM__SIKKIM,Sikkim,INDRA HANG SUBBA,SKM,42.71213038428862,Sikkim,INDRA HANG SUBBA,SKM,42.71213038428862,UNKNOWN,False,23.01505886058468,21.000641736794385,3.627341363511672
Rajasthan,RAJASTHAN__JODHPUR,JODHPUR,GAJENDRA SINGH SHEKHAWAT,BJP,52.75588616586624,JODHPUR,GAJENDRA SINGH SHEKHAWAT,BJP,52.75588616586623,NDA,False,22.94060031779198,8.35914319450687,2.102822827840632
Jammu and Kashmir,JAMMU_AND_KASHMIR__UDHAMPUR,UDHAMPUR,DR JITENDRA SINGH,BJP,51.27612062920267,UDHAMPUR,DR JITENDRA SINGH,BJP,51.27612062920267,NDA,False,22.78221550721505,11.167278875343785,2.3505901687401565
Kerala,KERALA__KANNUR,Kannur,K. SUDHAKARAN,INC,48.740100859609626,Kannur,K. SUDHAKARAN,INC,48.74010085960962,INDIA,False,22.724450243756596,10.244065215654388,2.5092243886340797
Bihar,BIHAR__MADHUBANI,Madhubani,ASHOK KUMAR YADAV,BJP,53.84965671850917,Madhubani,ASHOK KUMAR YADAV,BJP,53.84965671850917,NDA,False,22.563314814256163,14.78455388974514,2.255545915967417
Tamil Nadu,TAMIL_NADU__THANJAVUR,THANJAVUR,MURASOLI S,DMK,48.82298732582488,THANJAVUR,MURASOLI S,DMK,48.822987325824876,INDIA,False,22.358749811650764,31.066504910052057,3.208896790857142
NCT OF Delhi,NCT_OF_DELHI__NORTH-EAST_DELHI,North-East Delhi,MANOJ TIWARI,BJP,53.09683390104274,North-East Delhi,MANOJ TIWARI,BJP,53.09683390104274,NDA,False,22.343907495472457,8.93767175383244,2.096330732334003
NCT OF Delhi,NCT_OF_DELHI__CHANDNI_CHOWK,Chandni Chowk,PRAVEEN KHANDELWAL,BJP,53.461849783977264,Chandni Chowk,PRAVEEN KHANDELWAL,BJP,53.46184978397726,NDA,False,22.27796983637039,9.245918132867963,2.0772727103412554
Uttarakhand,UTTARAKHAND__HARIDWAR,Haridwar,TRIVENDRA SINGH RAWAT,BJP,50.19165176724194,Haridwar,TRIVENDRA SINGH RAWAT,BJP,50.191651767241964,NDA,False,22.23218757588812,12.594280923951146,2.5044646828053594
Madhya Pradesh,MADHYA_PRADESH__RAJGARH,RAJGARH,RODMAL NAGAR,BJP,53.09619264421129,RAJGARH,RODMAL NAGAR,BJP,53.09619264421129,NDA,False,22.10206546655499,10.223184513333486,2.146292417865666
Uttar Pradesh,UTTAR_PRADESH__LUCKNOW,Lucknow,RAJ NATH SINGH,BJP,53.89333375553702,Lucknow,RAJ NATH SINGH,BJP,51.63515796570849,NDA,False,22.089260485617903,11.888464339620649,2.138351021221695
Telangana,TELANGANA__BHONGIR,Bhongir,CHAMALA KIRAN KUMAR REDDY,INC,44.894019962951226,Bhongir,CHAMALA KIRAN KUMAR REDDY,INC,44.894019962951226,INDIA,False,21.98648175134878,15.8534775324034,3.1260633668553335
NCT OF Delhi,NCT_OF_DELHI__SOUTH_DELHI,South Delhi,RAMVIR SINGH BIDHURI,BJP,53.459341758243454,South Delhi,RAMVIR SINGH BIDHURI,BJP,53.459341758243454,NDA,False,21.871152542730822,9.593610483966792,2.0907033532030717
Tamil Nadu,TAMIL_NADU__KRISHNAGIRI,KRISHNAGIRI,GOPINATH K,INC,42.26561454899688,KRISHNAGIRI,GOPINATH K,INC,42.26561454899688,INDIA,False,21.818566953286375,16.506024922909116,3.48040983286521
West Bengal,WEST_BENGAL__GHATAL,Ghatal,ADHIKARI DEEPAK (DEV),AITC,52.35618122702361,Ghatal,ADHIKARI DEEPAK (DEV),AITC,53.58824002688915,INDIA,False,21.60429310447948,11.425279715298934,2.252509591518308
Assam,ASSAM__NAGAON,Nagaon,PRADYUT BORDOLOI,INC,50.893614056276206,Nagaon,PRADYUT BORDOLOI,INC,50.893614056276206,INDIA,False,21.553213459859357,13.692340248180969,2.466807838573561
West Bengal,WEST_BENGAL__RANAGHAT,Ranaghat,JAGANNATH SARKAR,BJP,50.7840938004663,Ranaghat,JAGANNATH SARKAR,BJP,49.53641174175751,NDA,False,21.484141791290167,12.131320133555576,2.4160497603071307
Karnataka,KARNATAKA__MYSORE,Mysore,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,BJP,53.588243100413415,Mysore,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,BJP,53.58824310041342,NDA,False,21.305462641715092,9.381241693180009,2.0719356615054543
Rajasthan,RAJASTHAN__UDAIPUR,UDAIPUR,MANNA LAL RAWAT,BJP,49.27241226501226,UDAIPUR,MANNA LAL RAWAT,BJP,49.27241226501226,NDA,False,21.1354683757245,17.45943608279898,2.7366812705248806
Tamil Nadu,TAMIL_NADU__TENKASI,TENKASI,DR RANI SRIKUMAR,DMK,40.96537547672596,TENKASI,DR RANI SRIKUMAR,DMK,40.96537547672596,INDIA,False,21.079575588144607,18.881283086922675,3.6621286078350024
Tamil Nadu,TAMIL_NADU__SIVAGANGA,SIVAGANGA,KARTI P CHIDAMBARAM,INC,40.59894495922325,SIVAGANGA,KARTI P CHIDAMBARAM,INC,40.59894495922326,INDIA,False,21.023387681381585,19.523475464179025,3.730749001993302
Karnataka,KARNATAKA__DAKSHINA_KANNADA,Dakshina Kannada,CAPTAIN BRIJESH CHOWTA,BJP,53.97289107694046,Dakshina Kannada,CAPTAIN BRIJESH CHOWTA,BJP,53.97289107694046,NDA,False,20.946224633883975,10.538999978810118,2.0822416710238896
Jammu and Kashmir,JAMMU_AND_KASHMIR__JAMMU,JAMMU,JUGAL KISHORE,BJP,52.80300051605927,JAMMU,JUGAL KISHORE,BJP,52.80300051605927,NDA,False,20.813218510181137,10.405505860958884,2.1799099665919957
Chhattisgarh,CHHATTISGARH__MAHASAMUND,MAHASAMUND,ROOP KUMARI CHOUDHARY,BJP,53.06308819980695,MAHASAMUND,ROOP KUMARI CHOUDHARY,BJP,53.06308819980695,NDA,False,20.723978901433657,10.968870656370656,2.1786393458367472
Bihar,BIHAR__NALANDA,Nalanda,KAUSHALENDRA KUMAR,JDU,48.88415853783218,Nalanda,KAUSHALENDRA KUMAR,JDU,48.88415853783218,NDA,False,20.720481341535734,14.777744863389266,2.7991008722740873
Uttar Pradesh,UTTAR_PRADESH__VARANASI,Varanasi,NARENDRA MODI,BJP,54.23826896242334,Varanasi,NARENDRA MODI,BJP,52.765928244872065,NDA,False,20.66241461714032,13.495017887116944,2.1683706901411406
West Bengal,WEST_BENGAL__MATHURAPUR,Mathurapur,BAPI HALDAR,AITC,50.515967658272864,Mathurapur,BAPI HALDAR,AITC,51.75718174952523,INDIA,False,20.629740642149308,13.439423431709647,2.513486109218226
West Bengal,WEST_BENGAL__DARJEELING,Darjeeling,RAJU BISTA,BJP,51.17710251225694,Darjeeling,RAJU BISTA,BJP,49.92746518632531,NDA,False,20.612551522068603,13.449102464042824,2.447571979429421
Madhya Pradesh,MADHYA_PRADESH__BALAGHAT,BALAGHAT,BHARTI PARDHI,BJP,51.55684810602772,BALAGHAT,BHARTI PARDHI,BJP,51.55684810602772,NDA,False,20.570380392269964,12.62493850739358,2.385253163360125
Uttar Pradesh,UTTAR_PRADESH__BULANDSHAHR,Bulandshahr,DR BHOLA SINGH,BJP,56.64933293753124,Bulandshahr,DR BHOLA SINGH,BJP,55.2013464015467,NDA,False,20.52446549342426,26.093917008646635,2.343245636390209
Uttar Pradesh,UTTAR_PRADESH__AZAMGARH,Azamgarh,DHARMENDRA YADAV,SP,48.19624094374692,Azamgarh,DHARMENDRA YADAV,SP,50.444020839549175,INDIA,False,20.495275886862707,15.270928953457506,2.703862826649439
Assam,ASSAM__DARRANG-UDALGURI,Darrang-Udalguri,DILIP SAIKIA,BJP,47.9453953180212,Darrang-Udalguri,DILIP SAIKIA,BJP,47.9453953180212,NDA,False,20.473128910119616,18.165415194346288,2.870693454609202
Kerala,KERALA__PONNANI,Ponnani,DR. M.P ABDUSSAMAD SAMADANI,IUML,54.81030813722357,Ponnani,DR. M.P ABDUSSAMAD SAMADANI,IUML,54.81030813722357,UNKNOWN,False,20.443917589356083,22.97193012542191,2.4002718386858857
Bihar,BIHAR__MADHEPURA,Madhepura,DINESH CHANDRA YADAV,JDU,52.95954765457409,Madhepura,DINESH CHANDRA YADAV,JDU,52.95954765457408,NDA,False,20.434596828824105,14.427934314021307,2.324241388103657
Uttarakhand,UTTARAKHAND__TEHRI_GARHWAL,Tehri Garhwal,MALA RAJYA LAKSHMI SHAH,BJP,53.66368885006629,Tehri Garhwal,MALA RAJYA LAKSHMI SHAH,BJP,53.66368885006631,NDA,False,20.287889354730694,31.61021343532384,2.666861464756371
Telangana,TELANGANA__KARIMNAGAR,Karimnagar,BANDI SANJAY KUMAR,BJP,44.56831386934704,Karimnagar,BANDI SANJAY KUMAR,BJP,44.568313869347044,NDA,False,20.255926271020293,17.154180364580316,3.1221622682986134
Kerala,KERALA__KOZHIKODE,Kozhikode,M. K. RAGHAVAN,INC,47.742855832301274,Kozhikode,M. K. RAGHAVAN,INC,47.74285583230128,INDIA,False,20.25338053421653,13.410027062978765,2.6786421227922697
Haryana,HARYANA__FARIDABAD,FARIDABAD,KRISHAN PAL,BJP,53.595949764905306,FARIDABAD,KRISHAN PAL,BJP,53.595949764905306,NDA,False,20.249953634541978,11.752288078340436,2.1611591318072927
Jharkhand,JHARKHAND__RAJMAHAL,Rajmahal,VIJAY KUMAR HANSDAK,JMM,50.34857405998281,Rajmahal,VIJAY KUMAR HANSDAK,JMM,50.348574059982795,UNKNOWN,False,20.195313172826356,14.632804952025404,2.6050844860969167
Tamil Nadu,TAMIL_NADU__KARUR,KARUR,JOTHIMANI. S,INC,47.25130184754139,KARUR,JOTHIMANI. S,INC,47.251301847541384,INDIA,False,20.171542262578143,14.735809972218412,2.913373028779172
Tamil Nadu,TAMIL_NADU__KANCHEEPURAM,KANCHEEPURAM,SELVAM. G,DMK,46.52701142763688,KANCHEEPURAM,SELVAM. G,DMK,46.527011427636886,INDIA,False,20.14835405871754,17.583111168978824,3.0743181893488045
West Bengal,WEST_BENGAL__HOWRAH,Howrah,PRASUN BANERJEE,AITC,49.26049460762575,Howrah,PRASUN BANERJEE,AITC,50.507954833458456,INDIA,False,20.129251289987387,13.323048665037476,2.5892139668635785
Karnataka,KARNATAKA__CHIKKBALLAPUR,Chikkballapur,DR.K.SUDHAKAR,BJP,53.73714741119139,Chikkballapur,DR.K.SUDHAKAR,BJP,53.7371474111914,NDA,False,20.09206265430505,10.677937314641824,2.1086339382471717
Maharashtra,MAHARASHTRA__PUNE,Pune,MURLIDHAR MOHOL,BJP,52.93706521621044,Pune,MURLIDHAR MOHOL,BJP,50.441480016374186,NDA,False,20.02907289021202,11.138975096236363,2.1937104250397677
Madhya Pradesh,MADHYA_PRADESH__RATLAM,RATLAM,ANITA NAGARSINGH CHOUHAN,BJP,51.92748735354547,RATLAM,ANITA NAGARSINGH CHOUHAN,BJP,51.927487353545466,NDA,False,19.91740660740494,13.521217922242812,2.3866240669739742
West Bengal,WEST_BENGAL__JADAVPUR,Jadavpur,SAYANI GHOSH,AITC,45.82795247266374,Jadavpur,SAYANI GHOSH,AITC,47.092490022550976,INDIA,False,19.85494605869236,16.482573671775906,3.0640136911480367
Gujarat,GUJARAT__SABARKANTHA,Sabarkantha,SHOBHANABEN MAHENDRASINH BARAIYA,BJP,53.359099639345246,Sabarkantha,SHOBHANABEN MAHENDRASINH BARAIYA,BJP,53.359099639345246,NDA,False,19.57291783012954,12.264625109701129,2.2023943030932505
Chhattisgarh,CHHATTISGARH__BILASPUR,BILASPUR,TOKHAN SAHU,BJP,53.25133139897895,BILASPUR,TOKHAN SAHU,BJP,53.25133139897893,NDA,False,19.362655313917745,12.08785396848716,2.206490230011257
Maharashtra,MAHARASHTRA__NAGPUR,Nagpur,NITIN JAIRAM GADKARI,BJP,54.075426744851285,Nagpur,NITIN JAIRAM GADKARI,BJP,51.59134014631444,NDA,False,19.361330204407565,11.359746920923527,2.1045508031499427
Uttar Pradesh,UTTAR_PRADESH__AGRA,Agra,PROF S P SINGH BAGHEL,BJP,53.33762243288048,Agra,PROF S P SINGH BAGHEL,BJP,51.08221137600047,NDA,False,19.05412453419763,24.141223496790737,2.5351383627145694
Karnataka,KARNATAKA__TUMKUR,Tumkur,V. SOMANNA,BJP,55.310556361535646,Tumkur,V. SOMANNA,BJP,55.310556361535646,NDA,False,18.998486121234787,13.471469199839504,2.078691194815896
Tamil Nadu,TAMIL_NADU__NILGIRIS,NILGIRIS,RAJA A,DMK,46.44314588391863,NILGIRIS,RAJA A,DMK,46.44314588391863,INDIA,False,18.92794273552868,23.612089829680063,3.143789531674633
Tamil Nadu,TAMIL_NADU__NAGAPATTINAM,NAGAPATTINAM,SELVARAJ V,CPI,47.79432092751264,NAGAPATTINAM,SELVARAJ V,CPI,47.79432092751264,INDIA,False,18.57191968305858,21.475296784928435,3.05773581426095
NCT OF Delhi,NCT_OF_DELHI__WEST_DELHI,West Delhi,KAMALJEET SEHRAWAT,BJP,55.27460258944935,West Delhi,KAMALJEET SEHRAWAT,BJP,55.27460258944935,NDA,False,18.56920747173183,13.05436426775048,2.0667269569706317
Uttar Pradesh,UTTAR_PRADESH__PILIBHIT,Pilibhit,JITIN PRASADA,BJP,52.298511473822664,Pilibhit,JITIN PRASADA,BJP,50.04827012320664,NDA,False,18.536396454275653,14.206936233953831,2.354932330281155
