candidate_id,candidate,party,state,constituency
BISHNU_PADA_RAY__BJP,BISHNU PADA RAY,BJP,Andaman & Nicobar Islands,Andaman & Nicobar Islands
KULDEEP_RAI_SHARMA__INC,KULDEEP RAI SHARMA,INC,Andaman & Nicobar Islands,Andaman & Nicobar Islands
MANOJ_PAUL__ANDC,MANOJ PAUL,ANDC,Andaman & Nicobar Islands,Andaman & Nicobar Islands
D_AYYAPPAN__CPI(M),D AYYAPPAN,CPI(M),Andaman & Nicobar Islands,Andaman & Nicobar Islands
V.K._ABDUL_AZIZ__IND,V.K. ABDUL AZIZ,IND,Andaman & Nicobar Islands,Andaman & Nicobar Islands
NOTA__NOTA,NOTA,NOTA,Andaman & Nicobar Islands,Andaman & Nicobar Islands
K_J_B_SELVARAJ__ADMK,K J B SELVARAJ,ADMK,Andaman & Nicobar Islands,Andaman & Nicobar Islands
DR_ARUN_KUMAR_MALLIK__BSP,DR ARUN KUMAR MALLIK,BSP,Andaman & Nicobar Islands,Andaman & Nicobar Islands
RINKU_MALA_MONDAL__IND,RINKU MALA MONDAL,IND,Andaman & Nicobar Islands,Andaman & Nicobar Islands
K_VENKAT_RAM_BABU__IND,K VENKAT RAM BABU,IND,Andaman & Nicobar Islands,Andaman & Nicobar Islands
USHA_KUMARI__IND,USHA KUMARI,IND,Andaman & Nicobar Islands,Andaman & Nicobar Islands
SALAMAT_MONDAL__SUCI,SALAMAT MONDAL,SUCI,Andaman & Nicobar Islands,Andaman & Nicobar Islands
ANAND_RAMNATH_ARLEKAR__IND,ANAND RAMNATH ARLEKAR,IND,Andaman & Nicobar Islands,Andaman & Nicobar Islands
G_M_HARISH_(BALAYOGI)__TDP,G M HARISH (BALAYOGI),TDP,Andhra Pradesh,Amalapuram
RAPAKA_VARAPRASADA_RAO__YSRCP,RAPAKA VARAPRASADA RAO,YSRCP,Andhra Pradesh,Amalapuram
GOUTHAM_JANGA__INC,GOUTHAM JANGA,INC,Andhra Pradesh,Amalapuram
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Amalapuram
DORABABU_YALLA__BSP,DORABABU YALLA,BSP,Andhra Pradesh,Amalapuram
KATRU_NAGA_BABU__TLGUNGP,KATRU NAGA BABU,TLGUNGP,Andhra Pradesh,Amalapuram
VADDI_LALITH_KUMAR__IND,VADDI LALITH KUMAR,IND,Andhra Pradesh,Amalapuram
MAKEY_DAVY_PRASAD__IND,MAKEY DAVY PRASAD,IND,Andhra Pradesh,Amalapuram
GUDE_VENKATESWARULU__IND,GUDE VENKATESWARULU,IND,Andhra Pradesh,Amalapuram
RAMESH_JILLELLA__JJSP,RAMESH JILLELLA,JJSP,Andhra Pradesh,Amalapuram
YALANGI_RAMESH__JRBP,YALANGI RAMESH,JRBP,Andhra Pradesh,Amalapuram
GIDDI_JNANA_PRAKASA_RAO__RPI,GIDDI JNANA PRAKASA RAO,RPI,Andhra Pradesh,Amalapuram
MATHA_KRISHNA__PPOI,MATHA KRISHNA,PPOI,Andhra Pradesh,Amalapuram
YADLA_RAJESH__LBCP,YADLA RAJESH,LBCP,Andhra Pradesh,Amalapuram
KAPA_KALYAN__RPPRINAT,KAPA KALYAN,RPPRINAT,Andhra Pradesh,Amalapuram
PATHURI_RAMESH__PPID,PATHURI RAMESH,PPID,Andhra Pradesh,Amalapuram
C.M.RAMESH__BJP,C.M.RAMESH,BJP,Andhra Pradesh,Anakapalle
BUDI_MUTYALA_NAIDU__YSRCP,BUDI MUTYALA NAIDU,YSRCP,Andhra Pradesh,Anakapalle
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Anakapalle
VEGI_VENKATESH__INC,VEGI VENKATESH,INC,Andhra Pradesh,Anakapalle
PALAKA_SREERAMA_MURTHY__BSP,PALAKA SREERAMA MURTHY,BSP,Andhra Pradesh,Anakapalle
VANKAYALA_RAMACHANDRA_RAO__IND,VANKAYALA RAMACHANDRA RAO,IND,Andhra Pradesh,Anakapalle
LOVARAJU_SIDDHA__IND,LOVARAJU SIDDHA,IND,Andhra Pradesh,Anakapalle
KRISHNA_SWAROOP_VADLAMURI__DABAP,KRISHNA SWAROOP VADLAMURI,DABAP,Andhra Pradesh,Anakapalle
GARA_SURYA_RAO__IND,GARA SURYA RAO,IND,Andhra Pradesh,Anakapalle
APPALA_RAJU_NAMMI__BCYP,APPALA RAJU NAMMI,BCYP,Andhra Pradesh,Anakapalle
NAGESWARA_RAO_PETLA__IND,NAGESWARA RAO PETLA,IND,Andhra Pradesh,Anakapalle
ADARI_SARAT_CHANDRA__JBNP,ADARI SARAT CHANDRA,JBNP,Andhra Pradesh,Anakapalle
VIJAYA_LAKSHMI_KARRI__PPOI,VIJAYA LAKSHMI KARRI,PPOI,Andhra Pradesh,Anakapalle
DR._THUMMAPALA_HARI_SHANKAR__IND,DR. THUMMAPALA HARI SHANKAR,IND,Andhra Pradesh,Anakapalle
JUNNURI_J_SRINIVAS__IND,JUNNURI J SRINIVAS,IND,Andhra Pradesh,Anakapalle
APPALANAIDU_TUMMAGUNTA__IND,APPALANAIDU TUMMAGUNTA,IND,Andhra Pradesh,Anakapalle
AMBICA_G_LAKSHMINARAYANA_VALMIKI__TDP,AMBICA G LAKSHMINARAYANA VALMIKI,TDP,Andhra Pradesh,Ananthapur
MALAGUNDLA_SANKAR_NARAYANA__YSRCP,MALAGUNDLA SANKAR NARAYANA,YSRCP,Andhra Pradesh,Ananthapur
MALLIKARJUNA_VAJJALA__INC,MALLIKARJUNA VAJJALA,INC,Andhra Pradesh,Ananthapur
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Ananthapur
G.V.RAMANA_REDDY__IND,G.V.RAMANA REDDY,IND,Andhra Pradesh,Ananthapur
BANASI_NARAYANAPPA__BSP,BANASI NARAYANAPPA,BSP,Andhra Pradesh,Ananthapur
V.MURALI_PRASAD_REDDY__IND,V.MURALI PRASAD REDDY,IND,Andhra Pradesh,Ananthapur
DR.NALLANI_RAMESH_NAIDU__ARPS,DR.NALLANI RAMESH NAIDU,ARPS,Andhra Pradesh,Ananthapur
M.SURENDRA__PPOI,M.SURENDRA,PPOI,Andhra Pradesh,Ananthapur
U.C.VENKATASUBBAIAH__JCVIVP,U.C.VENKATASUBBAIAH,JCVIVP,Andhra Pradesh,Ananthapur
P.CHOWDESWARI__IND,P.CHOWDESWARI,IND,Andhra Pradesh,Ananthapur
VADLA_KESAVAIAH__IND,VADLA KESAVAIAH,IND,Andhra Pradesh,Ananthapur
B.RAGHAVENDRA_PRASAD__IND,B.RAGHAVENDRA PRASAD,IND,Andhra Pradesh,Ananthapur
LOKANATH_GOWD_SURAGOWINI__IND,LOKANATH GOWD SURAGOWINI,IND,Andhra Pradesh,Ananthapur
KETHIREDDY_RAGHUNATHAREDDY__IND,KETHIREDDY RAGHUNATHAREDDY,IND,Andhra Pradesh,Ananthapur
SREERANGARAJULA_GOPINATH_ROYAL__IND,SREERANGARAJULA GOPINATH ROYAL,IND,Andhra Pradesh,Ananthapur
SHAIK.NIZAM__SP,SHAIK.NIZAM,SP,Andhra Pradesh,Ananthapur
RAMAVTH_CHINNA_RAMAPPA_NAIK__JRBP,RAMAVTH CHINNA RAMAPPA NAIK,JRBP,Andhra Pradesh,Ananthapur
KURUBA_MALLIKARJUNA.S.__AINDKSJNTP,KURUBA MALLIKARJUNA.S.,AINDKSJNTP,Andhra Pradesh,Ananthapur
B.NAGAMUTHYALU__SUCI,B.NAGAMUTHYALU,SUCI,Andhra Pradesh,Ananthapur
SRINIVASA_RAJU.O__BYPP,SRINIVASA RAJU.O,BYPP,Andhra Pradesh,Ananthapur
DURGA_PRASAD_D_BYATARAYANAJI__CHALP,DURGA PRASAD D BYATARAYANAJI,CHALP,Andhra Pradesh,Ananthapur
GUMMA_THANUJA_RANI__YSRCP,GUMMA THANUJA RANI,YSRCP,Andhra Pradesh,Araku
KOTHAPALLI_GEETHA__BJP,KOTHAPALLI GEETHA,BJP,Andhra Pradesh,Araku
APPALANARASA_PACHIPENTA__CPI(M),APPALANARASA PACHIPENTA,CPI(M),Andhra Pradesh,Araku
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Araku
AVASHYA_LAHARI_._VARAM__BSP,AVASHYA LAHARI . VARAM,BSP,Andhra Pradesh,Araku
SAMAREDDY_BALAKRISHNA__IND,SAMAREDDY BALAKRISHNA,IND,Andhra Pradesh,Araku
NIMMAKA_JAYARAJU__IND,NIMMAKA JAYARAJU,IND,Andhra Pradesh,Araku
ATHIDHI__IND,ATHIDHI,IND,Andhra Pradesh,Araku
CHANTI_BADNAINA__JBNP,CHANTI BADNAINA,JBNP,Andhra Pradesh,Araku
MOTTADAM_._RAJABABU__BHRTADVSIP,MOTTADAM . RAJABABU,BHRTADVSIP,Andhra Pradesh,Araku
RANJITH_KUMAR_PALAKA__IND,RANJITH KUMAR PALAKA,IND,Andhra Pradesh,Araku
MANDALA_GIRIDHARA_RAO__IND,MANDALA GIRIDHARA RAO,IND,Andhra Pradesh,Araku
RAMBABU_JALLI__TLRDSMTP,RAMBABU JALLI,TLRDSMTP,Andhra Pradesh,Araku
VUYAKA_NIREEKSHAN_(V._CHENCHU)__IPBP,VUYAKA NIREEKSHAN (V. CHENCHU),IPBP,Andhra Pradesh,Araku
KRISHNA_PRASAD_TENNETI__TDP,KRISHNA PRASAD TENNETI,TDP,Andhra Pradesh,Bapatla
NANDIGAM_SURESH_BABU__YSRCP,NANDIGAM SURESH BABU,YSRCP,Andhra Pradesh,Bapatla
J.D._SEELAM__INC,J.D. SEELAM,INC,Andhra Pradesh,Bapatla
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Bapatla
DOKKA_JAGAN_MOHANA_RAO__BSP,DOKKA JAGAN MOHANA RAO,BSP,Andhra Pradesh,Bapatla
NALAMALA_TIRUPATI_RAO__NAVAP,NALAMALA TIRUPATI RAO,NavaP,Andhra Pradesh,Bapatla
BUSSA._NAGARAJU__IND,BUSSA. NAGARAJU,IND,Andhra Pradesh,Bapatla
GADDE._VIJAYA_LAKSHMI__IND,GADDE. VIJAYA LAKSHMI,IND,Andhra Pradesh,Bapatla
KATTAPOGU._VIJAY_KUMAR__PPOI,KATTAPOGU. VIJAY KUMAR,PPOI,Andhra Pradesh,Bapatla
KONDRU_KIRAN_KUMAR__IND,KONDRU KIRAN KUMAR,IND,Andhra Pradesh,Bapatla
KATTA_ANAND_BABU__IND,KATTA ANAND BABU,IND,Andhra Pradesh,Bapatla
MERUGUPALA_SADASIVA_RAO__IPBP,MERUGUPALA SADASIVA RAO,IPBP,Andhra Pradesh,Bapatla
KATTA_HEMANAND__IND,KATTA HEMANAND,IND,Andhra Pradesh,Bapatla
PARRE._KOTAIAH__JRBP,PARRE. KOTAIAH,JRBP,Andhra Pradesh,Bapatla
PALADUG_VIJENDRA_RAO_(BAHUJAN)__LBCP,PALADUG VIJENDRA RAO (BAHUJAN),LBCP,Andhra Pradesh,Bapatla
CHINNAM_MURALIDHAR__ALPP,CHINNAM MURALIDHAR,AlPP,Andhra Pradesh,Bapatla
DAGGUMALLA_PRASADA_RAO__TDP,DAGGUMALLA PRASADA RAO,TDP,Andhra Pradesh,Chittoor
REDDEPPA.N_.__YSRCP,REDDEPPA.N .,YSRCP,Andhra Pradesh,Chittoor
MOTUKUR_JAGAPATHI__INC,MOTUKUR JAGAPATHI,INC,Andhra Pradesh,Chittoor
THOGURU_VIJAYA_KUMAR__BSP,THOGURU VIJAYA KUMAR,BSP,Andhra Pradesh,Chittoor
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Chittoor
YUGANDAR_._KONDA__IND,YUGANDAR . KONDA,IND,Andhra Pradesh,Chittoor
K.MUNI_KRISHNA__IND,K.MUNI KRISHNA,IND,Andhra Pradesh,Chittoor
P.JANAKI_RAMA_RAO_(_BABU)__NMSP,P.JANAKI RAMA RAO ( BABU),NMSP,Andhra Pradesh,Chittoor
PETA.MOHAN_.__IND,PETA.MOHAN .,IND,Andhra Pradesh,Chittoor
C.SUDHAKAR__IND,C.SUDHAKAR,IND,Andhra Pradesh,Chittoor
N.CHANDRABABU__IND,N.CHANDRABABU,IND,Andhra Pradesh,Chittoor
MADASI_SUDHARSHAN__IND,MADASI SUDHARSHAN,IND,Andhra Pradesh,Chittoor
D.MAHESH__IND,D.MAHESH,IND,Andhra Pradesh,Chittoor
P.MADHU__IND,P.MADHU,IND,Andhra Pradesh,Chittoor
N.BHUPATHI__IND,N.BHUPATHI,IND,Andhra Pradesh,Chittoor
A._PURNA_CHANDRA__IND,A. PURNA CHANDRA,IND,Andhra Pradesh,Chittoor
PALLIPATTU.ABHINAV_VISHNU__SP,PALLIPATTU.ABHINAV VISHNU,SP,Andhra Pradesh,Chittoor
N.GANGAIAH_.__IND,N.GANGAIAH .,IND,Andhra Pradesh,Chittoor
T_NARESH__IND,T NARESH,IND,Andhra Pradesh,Chittoor
BANDAPALLI_RAMESH__IND,BANDAPALLI RAMESH,IND,Andhra Pradesh,Chittoor
PUTTA_MAHESH_KUMAR__TDP,PUTTA MAHESH KUMAR,TDP,Andhra Pradesh,Eluru
KARUMURI_SUNIL_KUMAR__YSRCP,KARUMURI SUNIL KUMAR,YSRCP,Andhra Pradesh,Eluru
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Eluru
KAVURI_LAVANYA__INC,KAVURI LAVANYA,INC,Andhra Pradesh,Eluru
AJAY_BABU_BODA__NRCP,AJAY BABU BODA,NRCP,Andhra Pradesh,Eluru
NITTA_AKHILA_DHARANI_PAL__BSP,NITTA AKHILA DHARANI PAL,BSP,Andhra Pradesh,Eluru
BOKINALA_KOTESWARA_RAO__IND,BOKINALA KOTESWARA RAO,IND,Andhra Pradesh,Eluru
RUDRAPAKA_RATNA_RAO_(R.R.R)__ARPS,RUDRAPAKA RATNA RAO (R.R.R),ARPS,Andhra Pradesh,Eluru
KANDAVALLI_JEEVA_DEVA_DAYAKAR__IND,KANDAVALLI JEEVA DEVA DAYAKAR,IND,Andhra Pradesh,Eluru
AGASTEEN_KOMMINA__IND,AGASTEEN KOMMINA,IND,Andhra Pradesh,Eluru
DR._MENDEM_SANTHOSH_KUMAR_(PEDDA_BABULU)__LBCP,DR. MENDEM SANTHOSH KUMAR (PEDDA BABULU),LBCP,Andhra Pradesh,Eluru
RAJESWARA_RAO_KONDRU__BHRJWNKP,RAJESWARA RAO KONDRU,BHRJWNKP,Andhra Pradesh,Eluru
GODUGUPATI_VEERA_RAGHAVULU__PPOI,GODUGUPATI VEERA RAGHAVULU,PPOI,Andhra Pradesh,Eluru
BYRABOYINA_MALYADRI__BCYP,BYRABOYINA MALYADRI,BCYP,Andhra Pradesh,Eluru
DR_CHANDRA_SEKHAR_PEMMASANI__TDP,DR CHANDRA SEKHAR PEMMASANI,TDP,Andhra Pradesh,Guntur
KILARI_VENKATA_ROSAIAH__YSRCP,KILARI VENKATA ROSAIAH,YSRCP,Andhra Pradesh,Guntur
JANGALA_AJAY_KUMAR__CPI,JANGALA AJAY KUMAR,CPI,Andhra Pradesh,Guntur
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Guntur
SIVAREDDY._ENDREDDY__NAVAP,SIVAREDDY. ENDREDDY,NavaP,Andhra Pradesh,Guntur
TENALI_PRAKASH__BSP,TENALI PRAKASH,BSP,Andhra Pradesh,Guntur
SIKHAKOLLI_HEMA_GOWRI_SHANKAR__JJSP,SIKHAKOLLI HEMA GOWRI SHANKAR,JJSP,Andhra Pradesh,Guntur
SAMUDRALA_CHINNA_KOTAIAH__JRBP,SAMUDRALA CHINNA KOTAIAH,JRBP,Andhra Pradesh,Guntur
UMAR_BHASHA_SHAIK__JNSHSK,UMAR BHASHA SHAIK,JNSHSK,Andhra Pradesh,Guntur
SYED._SAIDA__NRCP,SYED. SAIDA,NRCP,Andhra Pradesh,Guntur
AMBATI_CHALAMAIAH__PPOI,AMBATI CHALAMAIAH,PPOI,Andhra Pradesh,Guntur
PILLI_BABU_RAO__IND,PILLI BABU RAO,IND,Andhra Pradesh,Guntur
HARI_VENKATA_SATISH_KURNALA__JBNP,HARI VENKATA SATISH KURNALA,JBNP,Andhra Pradesh,Guntur
VISHNU_REDDY_LANKIREDDY__BNGLRNNP,VISHNU REDDY LANKIREDDY,BNGLRNNP,Andhra Pradesh,Guntur
EMANI._CHANDRASEKHAR_RAO__NPT,EMANI. CHANDRASEKHAR RAO,NPT,Andhra Pradesh,Guntur
SHAIK._KHAJAVALI__IND,SHAIK. KHAJAVALI,IND,Andhra Pradesh,Guntur
CHALLAPALLI_RATAN_RAJU__VCK,CHALLAPALLI RATAN RAJU,VCK,Andhra Pradesh,Guntur
KANNEBOYINA_VAMSI_KRISHNA_YADAV__IND,KANNEBOYINA VAMSI KRISHNA YADAV,IND,Andhra Pradesh,Guntur
MOHAMMAD_KHAJA_MOINUDDIN_CHISTI_PASHA__APRS,MOHAMMAD KHAJA MOINUDDIN CHISTI PASHA,APRS,Andhra Pradesh,Guntur
GAYATRI_AUDHIPUDI__IND,GAYATRI AUDHIPUDI,IND,Andhra Pradesh,Guntur
SHAIK_ASLAM_AKTHER__IND,SHAIK ASLAM AKTHER,IND,Andhra Pradesh,Guntur
ASHOK_ANAND_GALI__IND,ASHOK ANAND GALI,IND,Andhra Pradesh,Guntur
PATHAN_KHAJA_(BASHA)__TLRDSMTP,PATHAN KHAJA (BASHA),TLRDSMTP,Andhra Pradesh,Guntur
BURAGA_RATNAM__LJD,BURAGA RATNAM,LJD,Andhra Pradesh,Guntur
AMARTHALURI_VENKATESWARA_RAO.__MCPI,AMARTHALURI VENKATESWARA RAO.,MCPI,Andhra Pradesh,Guntur
DR._RAYAPUDI_RAJESH_VIJAY_KUMAR__ILP(AP),DR. RAYAPUDI RAJESH VIJAY KUMAR,ILP(AP),Andhra Pradesh,Guntur
VANKAYALAPATI_VENKATA_SIVA_RAMANJANEYULU__IND,VANKAYALAPATI VENKATA SIVA RAMANJANEYULU,IND,Andhra Pradesh,Guntur
SIVA_PARVATHI__IND,SIVA PARVATHI,IND,Andhra Pradesh,Guntur
BOMMASANI_MUTYALA_RAO__ALPP,BOMMASANI MUTYALA RAO,AlPP,Andhra Pradesh,Guntur
SRIKRISHNA_AKKISETTI__IND,SRIKRISHNA AKKISETTI,IND,Andhra Pradesh,Guntur
MADAVARAPU_NAGA_RAJU__IND,MADAVARAPU NAGA RAJU,IND,Andhra Pradesh,Guntur
B_K_PARTHASARATHI__TDP,B K PARTHASARATHI,TDP,Andhra Pradesh,Hindupur
J_SHANTHA__YSRCP,J SHANTHA,YSRCP,Andhra Pradesh,Hindupur
B_A_SAMAD_SHAHEEN__INC,B A SAMAD SHAHEEN,INC,Andhra Pradesh,Hindupur
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Hindupur
BHAGYA_R_S__BSP,BHAGYA R S,BSP,Andhra Pradesh,Hindupur
PRATHAP_REDDY_GORLA__IND,PRATHAP REDDY GORLA,IND,Andhra Pradesh,Hindupur
H_D_HANUMANTHE_GOWD__IND,H D HANUMANTHE GOWD,IND,Andhra Pradesh,Hindupur
ANJINAPPA_GARI_SREENIVASULU__RSP,ANJINAPPA GARI SREENIVASULU,RSP,Andhra Pradesh,Hindupur
S_N_SURESH__IND,S N SURESH,IND,Andhra Pradesh,Hindupur
DASAGANIPALLI_KULLAYAPPA__IND,DASAGANIPALLI KULLAYAPPA,IND,Andhra Pradesh,Hindupur
ASHOK__SUCI,ASHOK,SUCI,Andhra Pradesh,Hindupur
T_SUDHAKAR_REDDY__IND,T SUDHAKAR REDDY,IND,Andhra Pradesh,Hindupur
S_RAGHUNATHA_REDDY__IND,S RAGHUNATHA REDDY,IND,Andhra Pradesh,Hindupur
BUDILI_DHANUNJAYA__NNKP,BUDILI DHANUNJAYA,NNKP,Andhra Pradesh,Hindupur
Y._S._AVINASH_REDDY__YSRCP,Y. S. AVINASH REDDY,YSRCP,Andhra Pradesh,Kadapa
CHADIPIRALLA_BHUPESH_SUBBARAMI_REDDY__TDP,CHADIPIRALLA BHUPESH SUBBARAMI REDDY,TDP,Andhra Pradesh,Kadapa
Y.S._SHARMILA_REDDY__INC,Y.S. SHARMILA REDDY,INC,Andhra Pradesh,Kadapa
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Kadapa
PANDITI._GURAPPA.__BSP,PANDITI. GURAPPA.,BSP,Andhra Pradesh,Kadapa
VENU_GOPAL_RACHINENI__RPC(S),VENU GOPAL RACHINENI,RPC(S),Andhra Pradesh,Kadapa
CHINNAPUREDDY_GOPALA_KRISHNA_REDDY__IND,CHINNAPUREDDY GOPALA KRISHNA REDDY,IND,Andhra Pradesh,Kadapa
KUNCHAM._VENKATA_SUBBA_REDDY__RRS,KUNCHAM. VENKATA SUBBA REDDY,RRS,Andhra Pradesh,Kadapa
L._KHAJA_HUSSAIN__IND,L. KHAJA HUSSAIN,IND,Andhra Pradesh,Kadapa
ANKIREDDY._SURESH_KUMAR_REDDY.__AIFB,ANKIREDDY. SURESH KUMAR REDDY.,AIFB,Andhra Pradesh,Kadapa
KAKARLA_SHANMUKHA_REDDY__IND,KAKARLA SHANMUKHA REDDY,IND,Andhra Pradesh,Kadapa
PALLE_RAMESH__JRBP,PALLE RAMESH,JRBP,Andhra Pradesh,Kadapa
CHAN_BASHA._S__AYSRCP,CHAN BASHA. S,AYSRCP,Andhra Pradesh,Kadapa
J._V._RAMANA__JCVIVP,J. V. RAMANA,JCVIVP,Andhra Pradesh,Kadapa
MALIKIREDDY._HANUMANTHA_REDDY__JNSHSK,MALIKIREDDY. HANUMANTHA REDDY,JNSHSK,Andhra Pradesh,Kadapa
TANGELLA_UDAY_SRINIVAS_(TEA_TIME_UDAY)__JNP,TANGELLA UDAY SRINIVAS (TEA TIME UDAY),JnP,Andhra Pradesh,Kakinada
CHALAMALASETTY_SUNIL__YSRCP,CHALAMALASETTY SUNIL,YSRCP,Andhra Pradesh,Kakinada
MALLIPUDI_MANGAPATI_PALLAM_RAJU__INC,MALLIPUDI MANGAPATI PALLAM RAJU,INC,Andhra Pradesh,Kakinada
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Kakinada
UDAY__NRCP,UDAY,NRCP,Andhra Pradesh,Kakinada
KANDREGULA_NARASIMHAM__BSP,KANDREGULA NARASIMHAM,BSP,Andhra Pradesh,Kakinada
DR_ANUSHA_YADAV__BCYP,DR ANUSHA YADAV,BCYP,Andhra Pradesh,Kakinada
TANGELLA_SRINIVASU__JJSP,TANGELLA SRINIVASU,JJSP,Andhra Pradesh,Kakinada
YEDIDA_VARA_PRASAD_KUMAR__RPI(A),YEDIDA VARA PRASAD KUMAR,RPI(A),Andhra Pradesh,Kakinada
BUGATHA_BANGARRAO__CPI(ML)(L),BUGATHA BANGARRAO,CPI(ML)(L),Andhra Pradesh,Kakinada
SUDHA_VEERA_GANESH__IND,SUDHA VEERA GANESH,IND,Andhra Pradesh,Kakinada
BHAVANI_SANKAR_PRASAD_MERLA__IND,BHAVANI SANKAR PRASAD MERLA,IND,Andhra Pradesh,Kakinada
YENUGUPALLI_KRISHNA__JRBP,YENUGUPALLI KRISHNA,JRBP,Andhra Pradesh,Kakinada
BODDETI_APPARAO__IND,BODDETI APPARAO,IND,Andhra Pradesh,Kakinada
NEELAKANTAM_DONAM__IND,NEELAKANTAM DONAM,IND,Andhra Pradesh,Kakinada
PASUPULETI_S.V.S.BHUSHANAM__IND,PASUPULETI S.V.S.BHUSHANAM,IND,Andhra Pradesh,Kakinada
BASTIPATI_NAGARAJU_PANCHALINGALA__TDP,BASTIPATI NAGARAJU PANCHALINGALA,TDP,Andhra Pradesh,Kurnoolu
B_Y_RAMAIAH__YSRCP,B Y RAMAIAH,YSRCP,Andhra Pradesh,Kurnoolu
P.G.RAMPULLAIAH_YADAV_LUCKY-2__INC,P.G.RAMPULLAIAH YADAV LUCKY-2,INC,Andhra Pradesh,Kurnoolu
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Kurnoolu
MANCHALA_LAKSHMI_NARAYANA__BSP,MANCHALA LAKSHMI NARAYANA,BSP,Andhra Pradesh,Kurnoolu
BOYA_SURESH__IND,BOYA SURESH,IND,Andhra Pradesh,Kurnoolu
T._BEECHUPALLI__IND,T. BEECHUPALLI,IND,Andhra Pradesh,Kurnoolu
VIJAYA_BHASKAR_.REDDYPOGU__IND,VIJAYA BHASKAR .REDDYPOGU,IND,Andhra Pradesh,Kurnoolu
PAGADALA_KODANDA__IND,PAGADALA KODANDA,IND,Andhra Pradesh,Kurnoolu
DEVARAPOGU_MADDILETY__IND,DEVARAPOGU MADDILETY,IND,Andhra Pradesh,Kurnoolu
PRAKASH_REDDY_RALAMPADU__IND,PRAKASH REDDY RALAMPADU,IND,Andhra Pradesh,Kurnoolu
JAHANGIR_AHMED__SDPI,JAHANGIR AHMED,SDPI,Andhra Pradesh,Kurnoolu
DR._REDDYPOGU_PRAVEEN_KUMAR__IND,DR. REDDYPOGU PRAVEEN KUMAR,IND,Andhra Pradesh,Kurnoolu
ABDUL_SATTAR_A.S.R__AYSRCP,ABDUL SATTAR A.S.R,AYSRCP,Andhra Pradesh,Kurnoolu
VALMIKI_ARJUNA__BCYP,VALMIKI ARJUNA,BCYP,Andhra Pradesh,Kurnoolu
URUKUNDU_VADDE__IND,URUKUNDU VADDE,IND,Andhra Pradesh,Kurnoolu
MALLEPOGU_NAGANNA__SUCI,MALLEPOGU NAGANNA,SUCI,Andhra Pradesh,Kurnoolu
SUNKARA_SREEDHAR__JBNP,SUNKARA SREEDHAR,JBNP,Andhra Pradesh,Kurnoolu
TARIGOPULA_RAJABABU__ALPP,TARIGOPULA RAJABABU,AlPP,Andhra Pradesh,Kurnoolu
AMRUTH_KUMAR_SALKAPURAM__LBCP,AMRUTH KUMAR SALKAPURAM,LBCP,Andhra Pradesh,Kurnoolu
BALASHOWRY_VALLABHANENI__JNP,BALASHOWRY VALLABHANENI,JnP,Andhra Pradesh,Machilipatnam
SIMHADRI_CHANDRA_SEKHAR_RAO__YSRCP,SIMHADRI CHANDRA SEKHAR RAO,YSRCP,Andhra Pradesh,Machilipatnam
GOLLU_KRISHNA__INC,GOLLU KRISHNA,INC,Andhra Pradesh,Machilipatnam
NOTA__NOTA,NOTA,NOTA,Andhra Pradesh,Machilipatnam
BALASHOWRI._CH__JJSP,BALASHOWRI. CH,JJSP,Andhra Pradesh,Machilipatnam
DEVAMANI_DEVARAPALLI__BSP,DEVAMANI DEVARAPALLI,BSP,Andhra Pradesh,Machilipatnam
KOMMARAJU_SIVA_NARASIMHARAO__AIFB,KOMMARAJU SIVA NARASIMHARAO,AIFB,Andhra Pradesh,Machilipatnam
VALLABHANENI_NAGA_PAVANKUMAR_(NANI)__IND,VALLABHANENI NAGA PAVANKUMAR (NANI),IND,Andhra Pradesh,Machilipatnam
MARADANI_KUMARSWAMY__JMBP,MARADANI KUMARSWAMY,JMBP,Andhra Pradesh,Machilipatnam
GANDHI_DHANEKULA__IND,GANDHI DHANEKULA,IND,Andhra Pradesh,Machilipatnam
P._BALASOWRAMMA__IND,P. BALASOWRAMMA,IND,Andhra Pradesh,Machilipatnam
ANUSHA_YERUVA__IND,ANUSHA YERUVA,IND,Andhra Pradesh,Machilipatnam
GUDAVALLI_VENKATA_KEDARESWARA_RAO_(GOUD)__IND,GUDAVALLI VENKATA KEDARESWARA RAO (GOUD),IND,Andhra Pradesh,Machilipatnam
JOGI_VEERANJANEYULU__IND,JOGI VEERANJANEYULU,IND,Andhra Pradesh,Machilipatnam
DAMODARARAO_GUDAVALLI__IND,DAMODARARAO GUDAVALLI,IND,Andhra Pradesh,Machilipatnam
APPARAO_ENNETI__IND,APPARAO ENNETI,IND,Andhra Pradesh,Machilipatnam
