candidate_id,candidate,party,state,constituency
MANKAR_DNYANESHWAR_KASHIRAO__IND,MANKAR DNYANESHWAR KASHIRAO,IND,Maharashtra,Amravati
TARA_SURESH_WANKHADE__IND,TARA SURESH WANKHADE,IND,Maharashtra,Amravati
SHRIKRUSHNA_SAKHARAMJI_KSHIRSAGAR__IND,SHRIKRUSHNA SAKHARAMJI KSHIRSAGAR,IND,Maharashtra,Amravati
ADV._RAJU_MADHUKARRAO_KALANE__BUJNBHRTP,ADV. RAJU MADHUKARRAO KALANE,BUJNBHRTP,Maharashtra,Amravati
VARSHA_BHAGAWANTRAO_BHAGAT__IND,VARSHA BHAGAWANTRAO BHAGAT,IND,Maharashtra,Amravati
BHARAT_CHAMPATRAO_YANGAD__IND,BHARAT CHAMPATRAO YANGAD,IND,Maharashtra,Amravati
NARENDRA_BABULAL_KATHANE__DJHP,NARENDRA BABULAL KATHANE,DJHP,Maharashtra,Amravati
PRABHAKAR_PANDURANG_BHATKAR__IND,PRABHAKAR PANDURANG BHATKAR,IND,Maharashtra,Amravati
ADV._PRUTHVISAMRAT_MUKINDRAO_DIPWANSH__IND,ADV. PRUTHVISAMRAT MUKINDRAO DIPWANSH,IND,Maharashtra,Amravati
GHAZI_SAADUDDIN_ZAHEER_AHMED__RUC,GHAZI SAADUDDIN ZAHEER AHMED,RUC,Maharashtra,Amravati
BHAURAO_SAMPATRAO_WANKHADE__AIFB,BHAURAO SAMPATRAO WANKHADE,AIFB,Maharashtra,Amravati
RAVI_GUNWANTRAO_WANKHADE__IND,RAVI GUNWANTRAO WANKHADE,IND,Maharashtra,Amravati
SONALI_SANJAY_MESHRAM__IND,SONALI SANJAY MESHRAM,IND,Maharashtra,Amravati
SANDEEP_BABULAL_MESHRAM__IND,SANDEEP BABULAL MESHRAM,IND,Maharashtra,Amravati
RAJESH_TULSHIRAM_KHADE__IND,RAJESH TULSHIRAM KHADE,IND,Maharashtra,Amravati
RAJU_MAHADEVRAO_SONONE__IND,RAJU MAHADEVRAO SONONE,IND,Maharashtra,Amravati
BHUMARE_SANDIPANRAO_ASARAM__SHS,BHUMARE SANDIPANRAO ASARAM,SHS,Maharashtra,Aurangabad
IMTIAZ_JALEEL_SYED__AIMIM,IMTIAZ JALEEL SYED,AIMIM,Maharashtra,Aurangabad
CHANDRAKANT_KHAIRE__SHSUBT,CHANDRAKANT KHAIRE,SHSUBT,Maharashtra,Aurangabad
AFSAR_KHAN_YASEEN_KHA__VBA,AFSAR KHAN YASEEN KHA,VBA,Maharashtra,Aurangabad
HARSHWARDHAN_DADA_RAIBHANJI_JADHAV__IND,HARSHWARDHAN DADA RAIBHANJI JADHAV,IND,Maharashtra,Aurangabad
SURENDRA_DIGAMBAR_GAJBHARE__IND,SURENDRA DIGAMBAR GAJBHARE,IND,Maharashtra,Aurangabad
SANJAY_UTTAMRAO_JAGTAP__BSP,SANJAY UTTAMRAO JAGTAP,BSP,Maharashtra,Aurangabad
RAVINDRA_BHASKARRAO_BODKHE__BHYUJEP,RAVINDRA BHASKARRAO BODKHE,BHYUJEP,Maharashtra,Aurangabad
NOTA__NOTA,NOTA,NOTA,Maharashtra,Aurangabad
ABDUL_AZIM_ABDUL_AZIZ_SHAIKH__IND,ABDUL AZIM ABDUL AZIZ SHAIKH,IND,Maharashtra,Aurangabad
SANJAY_BHASKAR_SHIRSAT__IND,SANJAY BHASKAR SHIRSAT,IND,Maharashtra,Aurangabad
DR_JIVAN_BHAWLAL_RAJPUT__IND,DR JIVAN BHAWLAL RAJPUT,IND,Maharashtra,Aurangabad
MANISHA_KHARAT__BAHUMP,MANISHA KHARAT,BAHUMP,Maharashtra,Aurangabad
JAGANNATH_KHANDERAO_JADHAV_J_K_JADHAV__IND,JAGANNATH KHANDERAO JADHAV J K JADHAV,IND,Maharashtra,Aurangabad
MAANOJ_VINAYAKRAO_GHODKAY__IND,MAANOJ VINAYAKRAO GHODKAY,IND,Maharashtra,Aurangabad
SANGITA_GANESH_JADHAV__IND,SANGITA GANESH JADHAV,IND,Maharashtra,Aurangabad
GALPHADE_ARJUN_BHAGWANRAO__RKBP,GALPHADE ARJUN BHAGWANRAO,RKBP,Maharashtra,Aurangabad
VISHAL_UDDHAV_NANDARKAR__IND,VISHAL UDDHAV NANDARKAR,IND,Maharashtra,Aurangabad
ARVIND_KISANRAO_KAMBLE__BARESP,ARVIND KISANRAO KAMBLE,BARESP,Maharashtra,Aurangabad
PRASHANT_PUNDALIKRAO_AVHALE__IND,PRASHANT PUNDALIKRAO AVHALE,IND,Maharashtra,Aurangabad
GHUGE_NITIN_PUNDLIK__IND,GHUGE NITIN PUNDLIK,IND,Maharashtra,Aurangabad
BHALERAO_VASANT_SAMBHAJI__PRCP,BHALERAO VASANT SAMBHAJI,PRCP,Maharashtra,Aurangabad
BHARAT_PURUSHOTTAM_KADAM__RASMARP,BHARAT PURUSHOTTAM KADAM,RASMARP,Maharashtra,Aurangabad
ABDUL_SAMAD_BAGWAN__AIMEIEM,ABDUL SAMAD BAGWAN,AIMEIEM,Maharashtra,Aurangabad
SANDIP_DADARAO_MANKAR__IND,SANDIP DADARAO MANKAR,IND,Maharashtra,Aurangabad
ADV_B_U_GOSAWI__HJP,ADV B U GOSAWI,HJP,Maharashtra,Aurangabad
PANCHASHILA_BABULAL_JADHAV__RBS,PANCHASHILA BABULAL JADHAV,RBS,Maharashtra,Aurangabad
PRATIKSHA_PRASHANT_CHAVAN__ARP,PRATIKSHA PRASHANT CHAVAN,ARP,Maharashtra,Aurangabad
BHANUDAS_SON_OF_RAMDAS_SARODE_PATIL__IND,BHANUDAS SON OF RAMDAS SARODE PATIL,IND,Maharashtra,Aurangabad
NARAYAN_JADHAV__PPID,NARAYAN JADHAV,PPID,Maharashtra,Aurangabad
SURESH_ASARAM_FULARE__IND,SURESH ASARAM FULARE,IND,Maharashtra,Aurangabad
SHAIKH_KHAJA_KISMATWALA_KASIM_KISMATWALA__IND,SHAIKH KHAJA KISMATWALA KASIM KISMATWALA,IND,Maharashtra,Aurangabad
MEENASING_AVDHESHSING_SING__IND,MEENASING AVDHESHSING SING,IND,Maharashtra,Aurangabad
LATIF_JABBAR_KHAN__IND,LATIF JABBAR KHAN,IND,Maharashtra,Aurangabad
JAGANNATH_KISAN_UGALE__IND,JAGANNATH KISAN UGALE,IND,Maharashtra,Aurangabad
SANDIP_DEVIDAS_JADHAV__IND,SANDIP DEVIDAS JADHAV,IND,Maharashtra,Aurangabad
DEVIDAS_RATAN_KASBE__IND,DEVIDAS RATAN KASBE,IND,Maharashtra,Aurangabad
TRIBHUVAN_MADHUKAR_PADMAKAR__IND,TRIBHUVAN MADHUKAR PADMAKAR,IND,Maharashtra,Aurangabad
SUPRIYA_SULE__NCPSP,SUPRIYA SULE,NCPSP,Maharashtra,Baramati
SUNETRA_AJITDADA_PAWAR__NCP,SUNETRA AJITDADA PAWAR,NCP,Maharashtra,Baramati
MAHESH_SITARAM_BHAGWAT__IND,MAHESH SITARAM BHAGWAT,IND,Maharashtra,Baramati
SHAIKH_SOYALSHAHA_YUNUSSHAHA__IND,SHAIKH SOYALSHAHA YUNUSSHAHA,IND,Maharashtra,Baramati
PRIYADARSHANI_NANDKUMAR_KOKARE__BSP,PRIYADARSHANI NANDKUMAR KOKARE,BSP,Maharashtra,Baramati
NOTA__NOTA,NOTA,NOTA,Maharashtra,Baramati
SACHIN_SHANKAR_AGAWANE__IND,SACHIN SHANKAR AGAWANE,IND,Maharashtra,Baramati
KAMBLE_TRISHALA__BSP(A),KAMBLE TRISHALA,BSP(A),Maharashtra,Baramati
SUNITA_PAWAR__IND,SUNITA PAWAR,IND,Maharashtra,Baramati
GAJANAN_UTTAM_GAWALI_(PATIL)__IND,GAJANAN UTTAM GAWALI (PATIL),IND,Maharashtra,Baramati
MANOJ_BALASAHEB_RASAL__IND,MANOJ BALASAHEB RASAL,IND,Maharashtra,Baramati
MAHADEV_SAHEBRAO_KHENGARE_-_PATIL__BNS,MAHADEV SAHEBRAO KHENGARE - PATIL,bns,Maharashtra,Baramati
PRADEEP_RAMCHANDRA_MANE__IND,PRADEEP RAMCHANDRA MANE,IND,Maharashtra,Baramati
SHIVAJI_JAYSING_KOKRE__IND,SHIVAJI JAYSING KOKRE,IND,Maharashtra,Baramati
PROF._NAMDEORAO_JADHAV__IND,PROF. NAMDEORAO JADHAV,IND,Maharashtra,Baramati
RAJENDRA_PANDURANG_BHOSALE__PUNP,RAJENDRA PANDURANG BHOSALE,PUNP,Maharashtra,Baramati
KALYANI_SUJITKUMAR_WAGHMODE__IND,KALYANI SUJITKUMAR WAGHMODE,IND,Maharashtra,Baramati
DASHRATH_NANA_RAUT__BPSJP,DASHRATH NANA RAUT,BPSJP,Maharashtra,Baramati
ANKUSH_DNYANESHAWAR_PILANE__IND,ANKUSH DNYANESHAWAR PILANE,IND,Maharashtra,Baramati
SANDIP_ABAJI_DEOKATE__IND,SANDIP ABAJI DEOKATE,IND,Maharashtra,Baramati
DATTATRAY_RAMBHAU_CHANDARE__IND,DATTATRAY RAMBHAU CHANDARE,IND,Maharashtra,Baramati
SHAILENDRA_ALIAS_SANDEEP_KARANJAWANE__IND,SHAILENDRA ALIAS SANDEEP KARANJAWANE,IND,Maharashtra,Baramati
SHUBHANGI_DHAYGUDE__IND,SHUBHANGI DHAYGUDE,IND,Maharashtra,Baramati
DR._SOMNATH_ALIAS_BALASAHEB_ARJUN_POL__IND,DR. SOMNATH ALIAS BALASAHEB ARJUN POL,IND,Maharashtra,Baramati
ROHIDAS_BALASO_KONDAKE__BARESP,ROHIDAS BALASO KONDAKE,BARESP,Maharashtra,Baramati
MILIND_VITTHAL_SHINDE__IND,MILIND VITTHAL SHINDE,IND,Maharashtra,Baramati
SURESHDADA_BABURAO_VIR__IND,SURESHDADA BABURAO VIR,IND,Maharashtra,Baramati
BAPU_PRALHAD_PAWAR__IND,BAPU PRALHAD PAWAR,IND,Maharashtra,Baramati
RAJENDRA_MAHADEV_BARAKADE__IND,RAJENDRA MAHADEV BARAKADE,IND,Maharashtra,Baramati
UMESH_MAHADEV_MHETRE__IND,UMESH MAHADEV MHETRE,IND,Maharashtra,Baramati
SHIVAJI_RAMBHAU_NANDKHILE__BHRJWNKP,SHIVAJI RAMBHAU NANDKHILE,BHRJWNKP,Maharashtra,Baramati
SHARAD_RAM_PAWAR__IND,SHARAD RAM PAWAR,IND,Maharashtra,Baramati
LAXMAN_RAM_KUMBHAR__DSPVAD,LAXMAN RAM KUMBHAR,DSPVAD,Maharashtra,Baramati
SHRIDHAR_NARAYAN_SALVE__BHMS,SHRIDHAR NARAYAN SALVE,BHMS,Maharashtra,Baramati
BALASO_MARUTI_DHAPATE__IND,BALASO MARUTI DHAPATE,IND,Maharashtra,Baramati
VIJAY_LAXMAN_GHAVALE__IND,VIJAY LAXMAN GHAVALE,IND,Maharashtra,Baramati
VISHAL_ARUN_PAWAR__IND,VISHAL ARUN PAWAR,IND,Maharashtra,Baramati
SAVITA_BHIMRAO_KADALE__HJP,SAVITA BHIMRAO KADALE,HJP,Maharashtra,Baramati
VIJAYPRAKASH_ANANT_KONDEKAR__IND,VIJAYPRAKASH ANANT KONDEKAR,IND,Maharashtra,Baramati
BAJRANG_MANOHAR_SONWANE__NCPSP,BAJRANG MANOHAR SONWANE,NCPSP,Maharashtra,Beed
PANKAJA_GOPINATHRAO_MUNDE__BJP,PANKAJA GOPINATHRAO MUNDE,BJP,Maharashtra,Beed
ASHOK_BHAGOJI_THORAT__BAHUMP,ASHOK BHAGOJI THORAT,BAHUMP,Maharashtra,Beed
ASHOK_SUKHDEV_HINGE__VBA,ASHOK SUKHDEV HINGE,VBA,Maharashtra,Beed
SHAIKH_TOUSIF_ABDUL_SATTAR__IND,SHAIKH TOUSIF ABDUL SATTAR,IND,Maharashtra,Beed
DR._SIDDHARTH_RAJENDRA_TAKANKAR__BSP,DR. SIDDHARTH RAJENDRA TAKANKAR,BSP,Maharashtra,Beed
SHAMSHER_KHAN_SAHEB_KHAN_PATHAN__IND,SHAMSHER KHAN SAHEB KHAN PATHAN,IND,Maharashtra,Beed
JAVED_SIKANDAR_MOMIN__IND,JAVED SIKANDAR MOMIN,IND,Maharashtra,Beed
NAZEM_KHAN_JABBAR_KHAN_PATHAN__IND,NAZEM KHAN JABBAR KHAN PATHAN,IND,Maharashtra,Beed
GOKUL_BAPURAO_SAWASE__IND,GOKUL BAPURAO SAWASE,IND,Maharashtra,Beed
GAFFARKHAN_JABBARKHAN_PATHAN__IND,GAFFARKHAN JABBARKHAN PATHAN,IND,Maharashtra,Beed
DATTA_SUDAM_GAIKWAD__IND,DATTA SUDAM GAIKWAD,IND,Maharashtra,Beed
SATISH_PADMAKAR_KAPSE__IND,SATISH PADMAKAR KAPSE,IND,Maharashtra,Beed
NOTA__NOTA,NOTA,NOTA,Maharashtra,Beed
KARUNA_DHANANJAY_MUNDE__SSS,KARUNA DHANANJAY MUNDE,SSS,Maharashtra,Beed
DR._SHRIRAM_VITTHALRAO_KHALGE__IND,DR. SHRIRAM VITTHALRAO KHALGE,IND,Maharashtra,Beed
ADV._GANESH_NAVNATHRAO_KARANDE__IND,ADV. GANESH NAVNATHRAO KARANDE,IND,Maharashtra,Beed
SHITAL_SHIVAJI_DHONDRE__IND,SHITAL SHIVAJI DHONDRE,IND,Maharashtra,Beed
SHAIKH_YASHED_SHAIKH_TAYYAB__IND,SHAIKH YASHED SHAIKH TAYYAB,IND,Maharashtra,Beed
JAWED_SALEEM_SYED__TPSTP,JAWED SALEEM SYED,TPSTP,Maharashtra,Beed
PRAKASH_BHAGWANRAO_SOLANKE__IND,PRAKASH BHAGWANRAO SOLANKE,IND,Maharashtra,Beed
CHANDRAKANT_KUMAR_HAJARE__MVA,CHANDRAKANT KUMAR HAJARE,MVA,Maharashtra,Beed
SALAUDDIN_KHAN_PATHAN__IND,SALAUDDIN KHAN PATHAN,IND,Maharashtra,Beed
KASPATE_GANESH_VYANKATRAO__IND,KASPATE GANESH VYANKATRAO,IND,Maharashtra,Beed
MUBEEN_ZUBERI_ZAHEER_UL_AFAQUE__IND,MUBEEN ZUBERI ZAHEER UL AFAQUE,IND,Maharashtra,Beed
WASIM_SHAIKH_SALIM_SHAIKH__IND,WASIM SHAIKH SALIM SHAIKH,IND,Maharashtra,Beed
SHAIKH_EJAJ_SHAIKH_UMAR__IND,SHAIKH EJAJ SHAIKH UMAR,IND,Maharashtra,Beed
SHESHERAO_CHOKHOBA_VEER__PRCP,SHESHERAO CHOKHOBA VEER,PRCP,Maharashtra,Beed
TATE_MAHENDRA_ASHOK__ARP,TATE MAHENDRA ASHOK,ARP,Maharashtra,Beed
MUSTAFA_MAINODDIN_SHAIKH__IND,MUSTAFA MAINODDIN SHAIKH,IND,Maharashtra,Beed
SULEMAN_KHAIRODDIN_MOHMMAD__IND,SULEMAN KHAIRODDIN MOHMMAD,IND,Maharashtra,Beed
HIDAYAT_SADEKH_ALI_SYED__IND,HIDAYAT SADEKH ALI SYED,IND,Maharashtra,Beed
RAJENDRA_ACHYUTRAO_HOKE__IND,RAJENDRA ACHYUTRAO HOKE,IND,Maharashtra,Beed
ADV._MANIK_BANSI_AADMANE__BARESP,ADV. MANIK BANSI AADMANE,BARESP,Maharashtra,Beed
VACHISHT_UDDHAV_KUTE__IND,VACHISHT UDDHAV KUTE,IND,Maharashtra,Beed
ADV._SHARAD_BAHINAJI_KAMBLE__AINRS,ADV. SHARAD BAHINAJI KAMBLE,AINRS,Maharashtra,Beed
BHASKAR_BANSIDHARRAO_KHANDE__IND,BHASKAR BANSIDHARRAO KHANDE,IND,Maharashtra,Beed
RAHEMAN_BAHODDIN_SAYYED__IND,RAHEMAN BAHODDIN SAYYED,IND,Maharashtra,Beed
LAXMIBAI_BAJIRAO_MORE__IND,LAXMIBAI BAJIRAO MORE,IND,Maharashtra,Beed
SYED_MINHAJ_ALI__IND,SYED MINHAJ ALI,IND,Maharashtra,Beed
SALIM_ALLABAKSHA_SAYYAD__IND,SALIM ALLABAKSHA SAYYAD,IND,Maharashtra,Beed
SADEK_IBRAHIM_SHAIKH__IND,SADEK IBRAHIM SHAIKH,IND,Maharashtra,Beed
DR._PRASHANT_YADAORAO_PADOLE__INC,DR. PRASHANT YADAORAO PADOLE,INC,Maharashtra,Bhandara Gondiya
SUNIL_BABURAO_MENDHE__BJP,SUNIL BABURAO MENDHE,BJP,Maharashtra,Bhandara Gondiya
KUMBHALKAR_SANJAY_BHAIYY__BSP,KUMBHALKAR SANJAY BHAIYY,BSP,Maharashtra,Bhandara Gondiya
SANJAY_GAJANAN_KEWAT__VBA,SANJAY GAJANAN KEWAT,VBA,Maharashtra,Bhandara Gondiya
SEWAKBHAU_NIRDHAN_WAGHAYE__IND,SEWAKBHAU NIRDHAN WAGHAYE,IND,Maharashtra,Bhandara Gondiya
NOTA__NOTA,NOTA,NOTA,Maharashtra,Bhandara Gondiya
AJAYKUMAR_BHARTIYA__AKBRPRVP,AJAYKUMAR BHARTIYA,AKBRPRVP,Maharashtra,Bhandara Gondiya
SUMIT_VIJAY_PANDE__IND,SUMIT VIJAY PANDE,IND,Maharashtra,Bhandara Gondiya
VIRENDRAKUMAR_KASTURCHAND_JAISWAL__IND,VIRENDRAKUMAR KASTURCHAND JAISWAL,IND,Maharashtra,Bhandara Gondiya
DEVILAL_SUKHRAM_NEPALE__PPID,DEVILAL SUKHRAM NEPALE,PPID,Maharashtra,Bhandara Gondiya
DR._AKASH_MADHUKAR_JIBHAKATE__IND,DR. AKASH MADHUKAR JIBHAKATE,IND,Maharashtra,Bhandara Gondiya
VILAS_BABURAO_LENDE__LKSWRJP,VILAS BABURAO LENDE,LKSWRJP,Maharashtra,Bhandara Gondiya
VILAS_JIYALAL_RAUT__IND,VILAS JIYALAL RAUT,IND,Maharashtra,Bhandara Gondiya
BENIRAM_RAMCHAND_FULBANDHE__IND,BENIRAM RAMCHAND FULBANDHE,IND,Maharashtra,Bhandara Gondiya
PRADEEP_DHOBALE__IND,PRADEEP DHOBALE,IND,Maharashtra,Bhandara Gondiya
SURYAKIRAN_ISHWAR_NANDAGAWALI__IND,SURYAKIRAN ISHWAR NANDAGAWALI,IND,Maharashtra,Bhandara Gondiya
ITWALE_SHARAD_MARTAND__IND,ITWALE SHARAD MARTAND,IND,Maharashtra,Bhandara Gondiya
TULSIRAM_URKUDA_GEDAM__IND,TULSIRAM URKUDA GEDAM,IND,Maharashtra,Bhandara Gondiya
CHAITRAM_DASHARATH_KOKASE__IND,CHAITRAM DASHARATH KOKASE,IND,Maharashtra,Bhandara Gondiya
BALYA_MAMA_-_SURESH_GOPINATH_MHATRE__NCPSP,BALYA MAMA - SURESH GOPINATH MHATRE,NCPSP,Maharashtra,Bhiwandi
KAPIL_MORESHWAR_PATIL__BJP,KAPIL MORESHWAR PATIL,BJP,Maharashtra,Bhiwandi
NILESH_BHAGWAN_SAMBARE__IND,NILESH BHAGWAN SAMBARE,IND,Maharashtra,Bhiwandi
KANCHAN_VINAYAK_VAKHARE__NRSP,KANCHAN VINAYAK VAKHARE,NRSP,Maharashtra,Bhiwandi
NOTA__NOTA,NOTA,NOTA,Maharashtra,Bhiwandi
TARA_PINTYA_WAGHE__IND,TARA PINTYA WAGHE,IND,Maharashtra,Bhiwandi
MUMATAZ_ABDULSATTAR_ANSARI__BSP,MUMATAZ ABDULSATTAR ANSARI,BSP,Maharashtra,Bhiwandi
MANISHA_SANTOSH_GONDHALE__IND,MANISHA SANTOSH GONDHALE,IND,Maharashtra,Bhiwandi
MANOJ_GOVAR_TURE__IND,MANOJ GOVAR TURE,IND,Maharashtra,Bhiwandi
ZAHID_MURABTAR_ANSARI__IND,ZAHID MURABTAR ANSARI,IND,Maharashtra,Bhiwandi
CHANDRAKANT_RAMBHAJI_MOTE__IND,CHANDRAKANT RAMBHAJI MOTE,IND,Maharashtra,Bhiwandi
RAHUL_ASHOK_KATHOLE__IND,RAHUL ASHOK KATHOLE,IND,Maharashtra,Bhiwandi
ASHOK_BHIKU_BAHADARE__SANBP,ASHOK BHIKU BAHADARE,SANBP,Maharashtra,Bhiwandi
SURESH_PANDAGALE__APNIPP,SURESH PANDAGALE,apnipp,Maharashtra,Bhiwandi
MILIND_KASHINATH_KAMBLE__IND,MILIND KASHINATH KAMBLE,IND,Maharashtra,Bhiwandi
KHAN_MOHD_AKARAM_ABDUL_HANAN__AIMIM,KHAN MOHD AKARAM ABDUL HANAN,AIMIM,Maharashtra,Bhiwandi
DANISH_EZAZ_AH._SHAIKH__BAHUMP,DANISH EZAZ AH. SHAIKH,BAHUMP,Maharashtra,Bhiwandi
HARSHAD_RAMESH_MHATRE__IND,HARSHAD RAMESH MHATRE,IND,Maharashtra,Bhiwandi
MUTKIRI_SHANKAR_NAGESH__IND,MUTKIRI SHANKAR NAGESH,IND,Maharashtra,Bhiwandi
KAPIL_JAYHIND_PATIL__IND,KAPIL JAYHIND PATIL,IND,Maharashtra,Bhiwandi
SAIFAN_CHAND_PATHAN__BRMNP,SAIFAN CHAND PATHAN,BRMNP,Maharashtra,Bhiwandi
RANJANA_RAVI_TRIBHUWAN__IND,RANJANA RAVI TRIBHUWAN,IND,Maharashtra,Bhiwandi
MOHD._KALEEM_ANSARI__PPID,MOHD. KALEEM ANSARI,PPID,Maharashtra,Bhiwandi
WASEEM_TUFAIL_SIDDIQUI__IND,WASEEM TUFAIL SIDDIQUI,IND,Maharashtra,Bhiwandi
SURESH_SITARAM_MHATRE__IND,SURESH SITARAM MHATRE,IND,Maharashtra,Bhiwandi
SONALI_ASHOK_GANGAWANE__IND,SONALI ASHOK GANGAWANE,IND,Maharashtra,Bhiwandi
AAPPA_-_VISHAL_VIJAY_MORE__IND,AAPPA - VISHAL VIJAY MORE,IND,Maharashtra,Bhiwandi
PROF._AMEERUL_HASAN_SAYYED__IND,PROF. AMEERUL HASAN SAYYED,IND,Maharashtra,Bhiwandi
JADHAV_PRATAPRAO_GANPATRAO__SHS,JADHAV PRATAPRAO GANPATRAO,SHS,Maharashtra,Buldhana
NARENDRA_DAGDU_KHEDEKAR__SHSUBT,NARENDRA DAGDU KHEDEKAR,SHSUBT,Maharashtra,Buldhana
RAVIKANT_CHANDRADAS_TUPKAR__IND,RAVIKANT CHANDRADAS TUPKAR,IND,Maharashtra,Buldhana
VASANTRAO_RAJARAM_MAGAR__VBA,VASANTRAO RAJARAM MAGAR,VBA,Maharashtra,Buldhana
ASHOK_WAMAN_HIWALE__IND,ASHOK WAMAN HIWALE,IND,Maharashtra,Buldhana
SANDEEP_RAMRAO_SHELKE__IND,SANDEEP RAMRAO SHELKE,IND,Maharashtra,Buldhana
GAUTAM_KISANRAO_MAGHADE__BSP,GAUTAM KISANRAO MAGHADE,BSP,Maharashtra,Buldhana
ASLAM_SHAH_HASAN_SHAH__MVA,ASLAM SHAH HASAN SHAH,MVA,Maharashtra,Buldhana
NANDU_JAGANNATH_LAWANGE__IND,NANDU JAGANNATH LAWANGE,IND,Maharashtra,Buldhana
MACHHINDRA_SHESHRAV_MAGHADE__SP(I),MACHHINDRA SHESHRAV MAGHADE,SP(I),Maharashtra,Buldhana
MOHAMMAD_HASAN_INAMDAR__MNDP,MOHAMMAD HASAN INAMDAR,MNDP,Maharashtra,Buldhana
GAJANAN_JANARDAN_DHANDE__IND,GAJANAN JANARDAN DHANDE,IND,Maharashtra,Buldhana
DINKAR_TUKARAM_SAMBARE__IND,DINKAR TUKARAM SAMBARE,IND,Maharashtra,Buldhana
BALASAHEB_RAMCHANDRA_INGLE__IND,BALASAHEB RAMCHANDRA INGLE,IND,Maharashtra,Buldhana
NOTA__NOTA,NOTA,NOTA,Maharashtra,Buldhana
PRATAP_PANDHARINATH_PATIL__IND,PRATAP PANDHARINATH PATIL,IND,Maharashtra,Buldhana
SANTOSH_BHIMRAO_INGLE__RPI(A),SANTOSH BHIMRAO INGLE,RPI(A),Maharashtra,Buldhana
MADHAVRAO_SAKHARAM_BANSODE__BARESP,MADHAVRAO SAKHARAM BANSODE,BARESP,Maharashtra,Buldhana
VIKAS_BHAI_NANDAVE__BHMS,VIKAS BHAI NANDAVE,BHMS,Maharashtra,Buldhana
UDDHAV_ONKAR_ATOLE__IND,UDDHAV ONKAR ATOLE,IND,Maharashtra,Buldhana
REKHA_KAILAS_POPHALKAR__IND,REKHA KAILAS POPHALKAR,IND,Maharashtra,Buldhana
PROF_SUMANTAI_TIRPUDE__PPID,PROF SUMANTAI TIRPUDE,PPID,Maharashtra,Buldhana
DHANORKAR_PRATIBHA_SURESH_ALIAS_BALUBHAU__INC,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,INC,Maharashtra,Chandrapur
MUNGANTIWAR_SUDHIR_SACCHIDANAND__BJP,MUNGANTIWAR SUDHIR SACCHIDANAND,BJP,Maharashtra,Chandrapur
BELE_RAJESH_WARLUJI__VBA,BELE RAJESH WARLUJI,VBA,Maharashtra,Chandrapur
NOTA__NOTA,NOTA,NOTA,Maharashtra,Chandrapur
RAJENDRA_HARISHCHANDRA_RAMTEKE__BSP,RAJENDRA HARISHCHANDRA RAMTEKE,BSP,Maharashtra,Chandrapur
SANJAY_NILKANTH_GAWANDE__IND,SANJAY NILKANTH GAWANDE,IND,Maharashtra,Chandrapur
DIWAKAR_HARIJI_URADE__IND,DIWAKAR HARIJI URADE,IND,Maharashtra,Chandrapur
NAMDEO_MANIKRAO_SHEDMAKE__GGP,NAMDEO MANIKRAO SHEDMAKE,GGP,Maharashtra,Chandrapur
SEWAKDAS_KAWDUJI_BARKE__PPID,SEWAKDAS KAWDUJI BARKE,PPID,Maharashtra,Chandrapur
AWACHIT_SHAMRAO_SAYAM__JNSGNDWP,AWACHIT SHAMRAO SAYAM,JNSGNDWP,Maharashtra,Chandrapur
MILIND_PRALHAD_DAHIWALE__IND,MILIND PRALHAD DAHIWALE,IND,Maharashtra,Chandrapur
ASHOK_RANAJI_RATHOD__JYVDRBP,ASHOK RANAJI RATHOD,JYVDRBP,Maharashtra,Chandrapur
VIKAS_UTTAMRAO_LASANTE__SARAPA,VIKAS UTTAMRAO LASANTE,SaRaPa,Maharashtra,Chandrapur
VIDYASAGAR_KALIDAS_KASARLAWAR__BHMS,VIDYASAGAR KALIDAS KASARLAWAR,BHMS,Maharashtra,Chandrapur
VANITA_JITENDRA_RAUT__ABMP,VANITA JITENDRA RAUT,ABMP,Maharashtra,Chandrapur
PURNIMA_DILIP_GHONMODE__BARESP,PURNIMA DILIP GHONMODE,BARESP,Maharashtra,Chandrapur
BACHHAV_SHOBHA_DINESH__INC,BACHHAV SHOBHA DINESH,INC,Maharashtra,Dhule
BHAMRE_SUBHASH_RAMRAO__BJP,BHAMRE SUBHASH RAMRAO,BJP,Maharashtra,Dhule
BHARAT_BABURAO_JADHAV__IND,BHARAT BABURAO JADHAV,IND,Maharashtra,Dhule
ZAHOOR_AHAMAD_MOHAMAD_YUSUF_(JAM_JAM)__BSP,ZAHOOR AHAMAD MOHAMAD YUSUF (JAM JAM),BSP,Maharashtra,Dhule
NOTA__NOTA,NOTA,NOTA,Maharashtra,Dhule
SANJAY_RAMESHWAR_SHARMA__IND,SANJAY RAMESHWAR SHARMA,IND,Maharashtra,Dhule
SHAFEEQUE_AHEMAD_MD._RAFEEQUE__IND,SHAFEEQUE AHEMAD MD. RAFEEQUE,IND,Maharashtra,Dhule
NAMDEO_ROHIDAS_YELAVE__BHRJWNKP,NAMDEO ROHIDAS YELAVE,BHRJWNKP,Maharashtra,Dhule
ADV_SACHIN_UMAJI_NIKAM__IND,ADV SACHIN UMAJI NIKAM,IND,Maharashtra,Dhule
RAJ_CHAVAN__IND,RAJ CHAVAN,IND,Maharashtra,Dhule
