candidate_election_id,candidate_clean,candidate_raw,party_id,state,constituency,election_year
CAND_2019_CHHATTISGARH_KANKER_IND_HARISINGH_SIDAR,HARISINGH SIDAR,HARISINGH SIDAR,IND,Chhattisgarh,KANKER,2019
CAND_2019_CHHATTISGARH_KANKER_IND_NAREND_NAG,NAREND NAG,NAREND NAG,IND,Chhattisgarh,KANKER,2019
CAND_2019_CHHATTISGARH_KANKER_NOTA_NOTA,NOTA,NOTA,NOTA,Chhattisgarh,KANKER,2019
CAND_2019_CHHATTISGARH_KANKER_SHS_UMASHANKAR_BHANDARI,UMASHANKAR BHANDARI,UMASHANKAR BHANDARI,SHS,Chhattisgarh,KANKER,2019
CAND_2019_CHHATTISGARH_KORBA_APOI_CHANDRA_BHUSHAN_KANWAR_ADHIVAKTA_L_L_M,CHANDRA BHUSHAN KANWAR ADHIVAKTA L L M,CHANDRA BHUSHAN KANWAR ADHIVAKTA L L M,APOI,Chhattisgarh,KORBA,2019
CAND_2019_CHHATTISGARH_KORBA_BHBHP_RAJESH_PANDEY,RAJESH PANDEY,RAJESH PANDEY,BHBHP,Chhattisgarh,KORBA,2019
CAND_2019_CHHATTISGARH_KORBA_BJP_JYOTI_NAND_DUBEY,JYOTI NAND DUBEY,JYOTI NAND DUBEY,BJP,Chhattisgarh,KORBA,2019
CAND_2019_CHHATTISGARH_KORBA_BSP_PARMIT_SINGH,PARMIT SINGH,PARMIT SINGH,BSP,Chhattisgarh,KORBA,2019
CAND_2019_CHHATTISGARH_KORBA_BTP_LILAMBAR_SINGH,LILAMBAR SINGH,LILAMBAR SINGH,BTP,Chhattisgarh,KORBA,2019
CAND_2019_CHHATTISGARH_KORBA_BYPP_RAJ_KUMAR_YADAV,RAJ KUMAR YADAV,RAJ KUMAR YADAV,BYPP,Chhattisgarh,KORBA,2019
CAND_2019_CHHATTISGARH_KORBA_GGP_TULESHWAR_HIRASINGH_MARKAM,TULESHWAR HIRASINGH MARKAM,TULESHWAR HIRASINGH MARKAM,GGP,Chhattisgarh,KORBA,2019
CAND_2019_CHHATTISGARH_KORBA_INC_JYOTSNA_CHARANDAS_MAHANT,JYOTSNA CHARANDAS MAHANT,JYOTSNA CHARANDAS MAHANT,INC,Chhattisgarh,KORBA,2019
CAND_2019_CHHATTISGARH_KORBA_IND_LAKHAN_LAL_DEWANGAN,LAKHAN LAL DEWANGAN,LAKHAN LAL DEWANGAN,IND,Chhattisgarh,KORBA,2019
CAND_2019_CHHATTISGARH_KORBA_IND_RAMDAYAL_URAON,RAMDAYAL URAON,RAMDAYAL URAON,IND,Chhattisgarh,KORBA,2019
CAND_2019_CHHATTISGARH_KORBA_IND_PRAMOD_KUMAR_SHARMA,PRAMOD KUMAR SHARMA,PRAMOD KUMAR SHARMA,IND,Chhattisgarh,KORBA,2019
CAND_2019_CHHATTISGARH_KORBA_IND_DEEPAK_SAHU,DEEPAK SAHU,DEEPAK SAHU,IND,Chhattisgarh,KORBA,2019
CAND_2019_CHHATTISGARH_KORBA_NOTA_NOTA,NOTA,NOTA,NOTA,Chhattisgarh,KORBA,2019
CAND_2019_CHHATTISGARH_KORBA_RJSBHP_SUMAN_LAL_KHANDE,SUMAN LAL KHANDE,SUMAN LAL KHANDE,RJSBHP,Chhattisgarh,KORBA,2019
CAND_2019_CHHATTISGARH_MAHASAMUND_APOI_ASHOK_SONI,ASHOK SONI,ASHOK SONI,APOI,Chhattisgarh,MAHASAMUND,2019
CAND_2019_CHHATTISGARH_MAHASAMUND_BJP_CHUNNI_LAL_SAHU,CHUNNI LAL SAHU,CHUNNI LAL SAHU,BJP,Chhattisgarh,MAHASAMUND,2019
CAND_2019_CHHATTISGARH_MAHASAMUND_BSCP_DR_VIRENDRA_CHOUDHARY,DR. VIRENDRA CHOUDHARY,DR. VIRENDRA CHOUDHARY,BSCP,Chhattisgarh,MAHASAMUND,2019
CAND_2019_CHHATTISGARH_MAHASAMUND_BSP_DHANSING_KOSARIYA,DHANSING KOSARIYA,DHANSING KOSARIYA,BSP,Chhattisgarh,MAHASAMUND,2019
CAND_2019_CHHATTISGARH_MAHASAMUND_CPIM_COMRADE_BHOJLAL_NETAM,COMRADE BHOJLAL NETAM,COMRADE BHOJLAL NETAM,CPIM,Chhattisgarh,MAHASAMUND,2019
CAND_2019_CHHATTISGARH_MAHASAMUND_INC_DHANENDRA_SAHU,DHANENDRA SAHU,DHANENDRA SAHU,INC,Chhattisgarh,MAHASAMUND,2019
CAND_2019_CHHATTISGARH_MAHASAMUND_IND_DEVENDAR_SINGH_THAKUR_RAJPUT,DEVENDAR SINGH THAKUR RAJPUT,DEVENDAR SINGH THAKUR (RAJPUT),IND,Chhattisgarh,MAHASAMUND,2019
CAND_2019_CHHATTISGARH_MAHASAMUND_IND_SANTOSH_BANJARE,SANTOSH BANJARE,SANTOSH BANJARE,IND,Chhattisgarh,MAHASAMUND,2019
CAND_2019_CHHATTISGARH_MAHASAMUND_IND_TARUN_KUMAR_DADSENA,TARUN KUMAR DADSENA,TARUN KUMAR DADSENA,IND,Chhattisgarh,MAHASAMUND,2019
CAND_2019_CHHATTISGARH_MAHASAMUND_IND_KHILAWAN_SINGH_DHRUW,KHILAWAN SINGH DHRUW,KHILAWAN SINGH DHRUW,IND,Chhattisgarh,MAHASAMUND,2019
CAND_2019_CHHATTISGARH_MAHASAMUND_IND_JAGMOHAN_BHAGWAT_KOSARIYA,JAGMOHAN BHAGWAT KOSARIYA,JAGMOHAN BHAGWAT KOSARIYA,IND,Chhattisgarh,MAHASAMUND,2019
CAND_2019_CHHATTISGARH_MAHASAMUND_IND_CHAMPALAL_PATEL_GURUJI,CHAMPALAL PATEL GURUJI,CHAMPALAL PATEL GURUJI,IND,Chhattisgarh,MAHASAMUND,2019
CAND_2019_CHHATTISGARH_MAHASAMUND_NOTA_NOTA,NOTA,NOTA,NOTA,Chhattisgarh,MAHASAMUND,2019
CAND_2019_CHHATTISGARH_MAHASAMUND_RJSBHP_ROHIT_KUMAR_KOSRE,ROHIT KUMAR KOSRE,ROHIT KUMAR KOSRE,RJSBHP,Chhattisgarh,MAHASAMUND,2019
CAND_2019_CHHATTISGARH_RAIGARH_APOI_RAVISHANKAR_SIDAR,RAVISHANKAR SIDAR,RAVISHANKAR SIDAR,APOI,Chhattisgarh,RAIGARH,2019
CAND_2019_CHHATTISGARH_RAIGARH_BJP_GOMATI_SAI,GOMATI SAI,GOMATI SAI,BJP,Chhattisgarh,RAIGARH,2019
CAND_2019_CHHATTISGARH_RAIGARH_BMUP_VIR_KUMAR_TIGGA,VIR KUMAR TIGGA,VIR KUMAR TIGGA,BMUP,Chhattisgarh,RAIGARH,2019
CAND_2019_CHHATTISGARH_RAIGARH_BSP_INNOCENT_KUJUR,INNOCENT KUJUR,INNOCENT KUJUR,BSP,Chhattisgarh,RAIGARH,2019
CAND_2019_CHHATTISGARH_RAIGARH_BTP_KRIPASHANKAR_BHAGAT,KRIPASHANKAR BHAGAT,KRIPASHANKAR BHAGAT,BTP,Chhattisgarh,RAIGARH,2019
CAND_2019_CHHATTISGARH_RAIGARH_GGP_JAI_SINGH_SIDAR,JAI SINGH SIDAR,JAI SINGH SIDAR,GGP,Chhattisgarh,RAIGARH,2019
CAND_2019_CHHATTISGARH_RAIGARH_INC_LALJEET_SINGH_RATHIA,LALJEET SINGH RATHIA,LALJEET SINGH RATHIA,INC,Chhattisgarh,RAIGARH,2019
CAND_2019_CHHATTISGARH_RAIGARH_IND_PRAKASH_KUMAR_URANW,PRAKASH KUMAR URANW,PRAKASH KUMAR URANW,IND,Chhattisgarh,RAIGARH,2019
CAND_2019_CHHATTISGARH_RAIGARH_IND_NAVAL_KISHOR_RATHIA,NAVAL KISHOR RATHIA,NAVAL KISHOR RATHIA,IND,Chhattisgarh,RAIGARH,2019
CAND_2019_CHHATTISGARH_RAIGARH_IND_TARIKA_TARANGINI_URAON,TARIKA TARANGINI URAON,TARIKA TARANGINI URAON,IND,Chhattisgarh,RAIGARH,2019
CAND_2019_CHHATTISGARH_RAIGARH_IND_TEJRAM_SIDAR,TEJRAM SIDAR,TEJRAM SIDAR,IND,Chhattisgarh,RAIGARH,2019
CAND_2019_CHHATTISGARH_RAIGARH_KMSP_JYOTI_BHAGAT,JYOTI BHAGAT,JYOTI BHAGAT,KMSP,Chhattisgarh,RAIGARH,2019
CAND_2019_CHHATTISGARH_RAIGARH_NOTA_NOTA,NOTA,NOTA,NOTA,Chhattisgarh,RAIGARH,2019
CAND_2019_CHHATTISGARH_RAIGARH_PSPL_AMRIT_TIRKEY,AMRIT TIRKEY,AMRIT TIRKEY,PSPL,Chhattisgarh,RAIGARH,2019
CAND_2019_CHHATTISGARH_RAIGARH_SHS_VIJAY_LAKARA,VIJAY LAKARA,VIJAY LAKARA,SHS,Chhattisgarh,RAIGARH,2019
CAND_2019_CHHATTISGARH_RAIPUR_APOI_IKRAM_SAIFI,IKRAM SAIFI,Ikram Saifi,APOI,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_BHBP_BANMALI_CHHURA,BANMALI CHHURA,Banmali Chhura,BHBP,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_BJP_SUNIL_KUMAR_SONI,SUNIL KUMAR SONI,Sunil Kumar Soni,BJP,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_BKNP_TAMESHWAR_SAHU,TAMESHWAR SAHU,Tameshwar Sahu,BKNP,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_BSCP_CHHABI_LAL_KANWAR,CHHABI LAL KANWAR,Chhabi Lal Kanwar,BSCP,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_BSP_KHILESH_KUMAR_SAHU_ALIAS_KHILESHWAR,KHILESH KUMAR SAHU ALIAS KHILESHWAR,Khilesh Kumar Sahu Alias Khileshwar,BSP,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_GGP_AJAY_CHAKOLE,AJAY CHAKOLE,Ajay Chakole,GGP,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_INC_PRAMOD_DUBEY,PRAMOD DUBEY,Pramod Dubey,INC,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_IND_TARJAN_JANGDE,TARJAN JANGDE,Tarjan Jangde,IND,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_IND_NAVIN_GUPTA,NAVIN GUPTA,Navin Gupta,IND,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_IND_MANISH_SHRIVASTAV,MANISH SHRIVASTAV,Manish Shrivastav,IND,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_IND_PRITESH_PANDEY,PRITESH PANDEY,Pritesh Pandey,IND,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_IND_PRAVIN_JAIN,PRAVIN JAIN,Pravin Jain,IND,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_IND_SANJU_KUMAR_YADAV,SANJU KUMAR YADAV,Sanju Kumar Yadav,IND,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_IND_SANTOSH_SAHU,SANTOSH SAHU,Santosh Sahu,IND,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_IND_SHANKAR_LAL_VARDANI,SHANKAR LAL VARDANI,Shankar Lal Vardani,IND,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_IND_RAMKRISHNA_VERMA,RAMKRISHNA VERMA,Ramkrishna Verma,IND,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_IND_RUPESH_SAHU,RUPESH SAHU,Rupesh Sahu,IND,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_IND_RAMDYAL_DAHARIYA,RAMDYAL DAHARIYA,Ramdyal Dahariya,IND,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_NOTA_NOTA,NOTA,NOTA,NOTA,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_RJSBHP_VIJAY_KUMAR_KURRE,VIJAY KUMAR KURRE,Vijay Kumar Kurre,RJSBHP,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_RPIA_DEVKI_DUBEY_SANDHYA,DEVKI DUBEY SANDHYA,Devki Dubey (Sandhya),RPI(A),Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_SABHP_DR_YOGITA_BAJPAI,DR. YOGITA BAJPAI,Dr. Yogita Bajpai,SABHP,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_SHS_SANTOSH_YADU,SANTOSH YADU,Santosh Yadu,SHS,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_SSBD_ADVOCATE_SHAILENDRA_KUMAR_BANJARE,ADVOCATE SHAILENDRA KUMAR BANJARE,Advocate Shailendra Kumar Banjare,SSBD,Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAIPUR_SUCIC_DEVENDRA_KUMAR_PATIL,DEVENDRA KUMAR PATIL,Devendra Kumar Patil,SUCI(C),Chhattisgarh,RAIPUR,2019
CAND_2019_CHHATTISGARH_RAJNANDGAON_APOI_BAIDYA_SHEKHU_RAM_VERMA_GURUJI,BAIDYA SHEKHU RAM VERMA GURUJI,BAIDYA SHEKHU RAM VERMA (GURUJI),APOI,Chhattisgarh,RAJNANDGAON,2019
CAND_2019_CHHATTISGARH_RAJNANDGAON_BJP_SANTOSH_PANDEY,SANTOSH PANDEY,SANTOSH PANDEY,BJP,Chhattisgarh,RAJNANDGAON,2019
CAND_2019_CHHATTISGARH_RAJNANDGAON_BSP_RAVITA_LAKRA_DHRUV,RAVITA LAKRA DHRUV,RAVITA LAKRA (DHRUV),BSP,Chhattisgarh,RAJNANDGAON,2019
CAND_2019_CHHATTISGARH_RAJNANDGAON_FDLP_MAHENDRA_KUMAR_SAHU,MAHENDRA KUMAR SAHU,MAHENDRA KUMAR SAHU,FDLP,Chhattisgarh,RAJNANDGAON,2019
CAND_2019_CHHATTISGARH_RAJNANDGAON_GGP_VISHWANATH_SINGH_PORTE,VISHWANATH SINGH PORTE,VISHWANATH SINGH PORTE,GGP,Chhattisgarh,RAJNANDGAON,2019
CAND_2019_CHHATTISGARH_RAJNANDGAON_INC_BHOLA_RAM_SAHU,BHOLA RAM SAHU,BHOLA RAM SAHU,INC,Chhattisgarh,RAJNANDGAON,2019
CAND_2019_CHHATTISGARH_RAJNANDGAON_IND_SUDESH_TIKAM,SUDESH TIKAM,SUDESH TIKAM,IND,Chhattisgarh,RAJNANDGAON,2019
CAND_2019_CHHATTISGARH_RAJNANDGAON_IND_SACHCHIDANAND_KAUSHIK,SACHCHIDANAND KAUSHIK,SACHCHIDANAND KAUSHIK,IND,Chhattisgarh,RAJNANDGAON,2019
CAND_2019_CHHATTISGARH_RAJNANDGAON_IND_RAMKHILAWAN_DAHARIYA,RAMKHILAWAN DAHARIYA,RAMKHILAWAN DAHARIYA,IND,Chhattisgarh,RAJNANDGAON,2019
CAND_2019_CHHATTISGARH_RAJNANDGAON_IND_KRANTI_GUPTA,KRANTI GUPTA,KRANTI GUPTA,IND,Chhattisgarh,RAJNANDGAON,2019
CAND_2019_CHHATTISGARH_RAJNANDGAON_IND_KAMINI_SAHU,KAMINI SAHU,KAMINI SAHU,IND,Chhattisgarh,RAJNANDGAON,2019
CAND_2019_CHHATTISGARH_RAJNANDGAON_NOTA_NOTA,NOTA,NOTA,NOTA,Chhattisgarh,RAJNANDGAON,2019
CAND_2019_CHHATTISGARH_RAJNANDGAON_RPK_PRATIMA_SANTOSH_WASHNIK,PRATIMA SANTOSH WASHNIK,PRATIMA SANTOSH WASHNIK,RP(K),Chhattisgarh,RAJNANDGAON,2019
CAND_2019_CHHATTISGARH_RAJNANDGAON_RPIA_DR_GOJUPAL,DR. GOJUPAL,DR. GOJUPAL,RPI(A),Chhattisgarh,RAJNANDGAON,2019
CAND_2019_CHHATTISGARH_RAJNANDGAON_SHS_AJAY_PALI_BABA,AJAY PALI BABA,AJAY PALI (BABA),SHS,Chhattisgarh,RAJNANDGAON,2019
CAND_2019_CHHATTISGARH_SARGUJA_APOI_GUMAN_SINGH_POYA,GUMAN SINGH POYA,Guman Singh Poya,APOI,Chhattisgarh,SARGUJA,2019
CAND_2019_CHHATTISGARH_SARGUJA_BJP_RENUKA_SINGH_SARUTA,RENUKA SINGH SARUTA,Renuka Singh Saruta,BJP,Chhattisgarh,SARGUJA,2019
CAND_2019_CHHATTISGARH_SARGUJA_BMUP_PAWAN_KUMAR_NAG,PAWAN KUMAR NAG,Pawan Kumar Nag,BMUP,Chhattisgarh,SARGUJA,2019
CAND_2019_CHHATTISGARH_SARGUJA_BSP_MAYA_BHAGAT,MAYA BHAGAT,Maya Bhagat,BSP,Chhattisgarh,SARGUJA,2019
CAND_2019_CHHATTISGARH_SARGUJA_GGP_ASHA_DEVI_POYA,ASHA DEVI POYA,Asha Devi Poya,GGP,Chhattisgarh,SARGUJA,2019
CAND_2019_CHHATTISGARH_SARGUJA_INC_KHEL_SAI_SINGH,KHEL SAI SINGH,Khel Sai Singh,INC,Chhattisgarh,SARGUJA,2019
CAND_2019_CHHATTISGARH_SARGUJA_IND_PALSAY_URANV,PALSAY URANV,Palsay Uranv,IND,Chhattisgarh,SARGUJA,2019
CAND_2019_CHHATTISGARH_SARGUJA_NOTA_NOTA,NOTA,NOTA,NOTA,Chhattisgarh,SARGUJA,2019
CAND_2019_CHHATTISGARH_SARGUJA_RJSBHP_CHANDRADEEP_SINGH_KORCHO,CHANDRADEEP SINGH KORCHO,Chandradeep Singh Korcho,RJSBHP,Chhattisgarh,SARGUJA,2019
CAND_2019_CHHATTISGARH_SARGUJA_SHS_MOHAN_SINGH_TEKAM,MOHAN SINGH TEKAM,Mohan Singh Tekam,SHS,Chhattisgarh,SARGUJA,2019
CAND_2019_CHHATTISGARH_SARGUJA_SSD_RAMNATH_CHERWA,RAMNATH CHERWA,Ramnath Cherwa,SSD,Chhattisgarh,SARGUJA,2019
CAND_2019_DADRA_NAGAR_HAVELI_DADRA_AND_NAGAR_HAVELI_BJP_PATEL_NATUBHAI_GOMANBHAI,PATEL NATUBHAI GOMANBHAI,PATEL NATUBHAI GOMANBHAI,BJP,Dadra & Nagar Haveli,Dadra And Nagar Haveli,2019
CAND_2019_DADRA_NAGAR_HAVELI_DADRA_AND_NAGAR_HAVELI_BMUP_JANATHIYA_PRAVINBHAI_LADAKBHAI,JANATHIYA PRAVINBHAI LADAKBHAI,JANATHIYA PRAVINBHAI LADAKBHAI,BMUP,Dadra & Nagar Haveli,Dadra And Nagar Haveli,2019
CAND_2019_DADRA_NAGAR_HAVELI_DADRA_AND_NAGAR_HAVELI_BSP_DONGARKAR_ISHWARBHAI_GOPJIBHAI,DONGARKAR ISHWARBHAI GOPJIBHAI,DONGARKAR ISHWARBHAI GOPJIBHAI,BSP,Dadra & Nagar Haveli,Dadra And Nagar Haveli,2019
CAND_2019_DADRA_NAGAR_HAVELI_DADRA_AND_NAGAR_HAVELI_BTP_BHIKHLABHAI_VANSABHAI_KHULAT,BHIKHLABHAI VANSABHAI KHULAT,BHIKHLABHAI VANSABHAI KHULAT,BTP,Dadra & Nagar Haveli,Dadra And Nagar Haveli,2019
CAND_2019_DADRA_NAGAR_HAVELI_DADRA_AND_NAGAR_HAVELI_INC_TOKIYA_PRABHUBHAI,TOKIYA PRABHUBHAI,TOKIYA PRABHUBHAI,INC,Dadra & Nagar Haveli,Dadra And Nagar Haveli,2019
CAND_2019_DADRA_NAGAR_HAVELI_DADRA_AND_NAGAR_HAVELI_IND_DELKAR_MOHANBHAI_SANJIBHAI,DELKAR MOHANBHAI SANJIBHAI,DELKAR MOHANBHAI SANJIBHAI,IND,Dadra & Nagar Haveli,Dadra And Nagar Haveli,2019
CAND_2019_DADRA_NAGAR_HAVELI_DADRA_AND_NAGAR_HAVELI_IND_KURADA_DEEPAKBHAI,KURADA DEEPAKBHAI,KURADA DEEPAKBHAI,IND,Dadra & Nagar Haveli,Dadra And Nagar Haveli,2019
CAND_2019_DADRA_NAGAR_HAVELI_DADRA_AND_NAGAR_HAVELI_IND_DAYAT_MANOJ_RANCHOD,DAYAT MANOJ RANCHOD,DAYAT MANOJ RANCHOD,IND,Dadra & Nagar Haveli,Dadra And Nagar Haveli,2019
CAND_2019_DADRA_NAGAR_HAVELI_DADRA_AND_NAGAR_HAVELI_IND_PATEL_DHIRUBHAI_CHHOTUBHAI,PATEL DHIRUBHAI CHHOTUBHAI,PATEL DHIRUBHAI CHHOTUBHAI,IND,Dadra & Nagar Haveli,Dadra And Nagar Haveli,2019
CAND_2019_DADRA_NAGAR_HAVELI_DADRA_AND_NAGAR_HAVELI_NOTA_NOTA,NOTA,NOTA,NOTA,Dadra & Nagar Haveli,Dadra And Nagar Haveli,2019
CAND_2019_DADRA_NAGAR_HAVELI_DADRA_AND_NAGAR_HAVELI_NSBHP_HALPATI_RAJESHBHAI_BHANABHAI,HALPATI RAJESHBHAI BHANABHAI,HALPATI RAJESHBHAI BHANABHAI,NSBHP,Dadra & Nagar Haveli,Dadra And Nagar Haveli,2019
CAND_2019_DADRA_NAGAR_HAVELI_DADRA_AND_NAGAR_HAVELI_SHS_PATEL_ANKITA_AMRUTBHAI,PATEL ANKITA AMRUTBHAI,PATEL ANKITA AMRUTBHAI,SHS,Dadra & Nagar Haveli,Dadra And Nagar Haveli,2019
CAND_2019_DAMAN_DIU_DAMAN_DIU_BJP_LALUBHAI_BABUBHAI_PATEL,LALUBHAI BABUBHAI PATEL,LALUBHAI BABUBHAI PATEL,BJP,Daman & Diu,Daman & diu,2019
CAND_2019_DAMAN_DIU_DAMAN_DIU_BSP_SAKIL_LATIF_KHAN,SAKIL LATIF KHAN,SAKIL LATIF KHAN,BSP,Daman & Diu,Daman & diu,2019
CAND_2019_DAMAN_DIU_DAMAN_DIU_INC_KETAN_DAHYABHAI_PATEL,KETAN DAHYABHAI PATEL,KETAN DAHYABHAI PATEL,INC,Daman & Diu,Daman & diu,2019
CAND_2019_DAMAN_DIU_DAMAN_DIU_IND_PATEL_UMESHBHAI_BABUBHAI,PATEL UMESHBHAI BABUBHAI,PATEL UMESHBHAI BABUBHAI,IND,Daman & Diu,Daman & diu,2019
CAND_2019_DAMAN_DIU_DAMAN_DIU_NOTA_NOTA,NOTA,NOTA,NOTA,Daman & Diu,Daman & diu,2019
CAND_2019_DISCLAIMER___,,,,Disclaimer,,2019
CAND_2019_DISCLAIMER___,,,,Disclaimer,,2019
CAND_2019_GOA_NORTH_GOA_AAAP_DATTATRAYA_PADGAONKAR,DATTATRAYA PADGAONKAR,DATTATRAYA PADGAONKAR,AAAP,Goa,North Goa,2019
CAND_2019_GOA_NORTH_GOA_BJP_SHRIPAD_YESSO_NAIK,SHRIPAD YESSO NAIK,SHRIPAD YESSO NAIK,BJP,Goa,North Goa,2019
CAND_2019_GOA_NORTH_GOA_INC_GIRISH_RAYA_CHODANKAR,GIRISH RAYA CHODANKAR,GIRISH RAYA CHODANKAR,INC,Goa,North Goa,2019
CAND_2019_GOA_NORTH_GOA_IND_BHAGAWANT_SADANAND_KAMAT,BHAGAWANT SADANAND KAMAT,BHAGAWANT SADANAND KAMAT,IND,Goa,North Goa,2019
CAND_2019_GOA_NORTH_GOA_IND_AISHWARYA_ARJUN_SALGAONKAR,AISHWARYA ARJUN SALGAONKAR,AISHWARYA ARJUN SALGAONKAR,IND,Goa,North Goa,2019
CAND_2019_GOA_NORTH_GOA_NOTA_NOTA,NOTA,NOTA,NOTA,Goa,North Goa,2019
CAND_2019_GOA_NORTH_GOA_RPIKM_AMIT_ATMARAM_KORGAONKAR,AMIT ATMARAM KORGAONKAR,AMIT ATMARAM KORGAONKAR,RPI(KM),Goa,North Goa,2019
CAND_2019_GOA_SOUTH_GOA_AAAP_ELVIS_GOMES,ELVIS GOMES,ELVIS GOMES,AAAP,Goa,South Goa,2019
CAND_2019_GOA_SOUTH_GOA_BJP_ADV_NARENDRA_SAWAIKAR,ADV. NARENDRA SAWAIKAR,ADV. NARENDRA SAWAIKAR,BJP,Goa,South Goa,2019
CAND_2019_GOA_SOUTH_GOA_INC_COSME_FRANCISCO_CAITANO_SARDINHA,COSME FRANCISCO CAITANO SARDINHA,COSME FRANCISCO CAITANO SARDINHA,INC,Goa,South Goa,2019
CAND_2019_GOA_SOUTH_GOA_IND_MAYUR_KHANCONKAR,MAYUR KHANCONKAR,MAYUR KHANCONKAR,IND,Goa,South Goa,2019
CAND_2019_GOA_SOUTH_GOA_IND_DR_KALIDAS_PRAKASH_VAINGANKAR,DR. KALIDAS PRAKASH VAINGANKAR,DR. KALIDAS PRAKASH VAINGANKAR,IND,Goa,South Goa,2019
CAND_2019_GOA_SOUTH_GOA_NOTA_NOTA,NOTA,NOTA,NOTA,Goa,South Goa,2019
CAND_2019_GOA_SOUTH_GOA_SHS_RAKHI_AMIT_NAIK,RAKHI AMIT NAIK,RAKHI AMIT NAIK,SHS,Goa,South Goa,2019
CAND_2019_GUJARAT_AHMEDABAD_EAST_ANC_KADRI_MOHAMMAD_SABIR,KADRI MOHAMMAD SABIR,Kadri Mohammad Sabir,ANC,Gujarat,Ahmedabad East,2019
CAND_2019_GUJARAT_AHMEDABAD_EAST_BJP_PATEL_HASMUKHBHAI_SOMABHAI,PATEL HASMUKHBHAI SOMABHAI,Patel Hasmukhbhai Somabhai,BJP,Gujarat,Ahmedabad East,2019
CAND_2019_GUJARAT_AHMEDABAD_EAST_BSP_VAGHELA_GANESHBHAI_NARSINHBHAI,VAGHELA GANESHBHAI NARSINHBHAI,Vaghela Ganeshbhai Narsinhbhai,BSP,Gujarat,Ahmedabad East,2019
CAND_2019_GUJARAT_AHMEDABAD_EAST_HND_VEKARIYA_RUSHI_BHARATBHAI_PATEL,VEKARIYA RUSHI BHARATBHAI PATEL,Vekariya Rushi Bharatbhai (Patel),HND,Gujarat,Ahmedabad East,2019
CAND_2019_GUJARAT_AHMEDABAD_EAST_INC_GITABEN_PATEL,GITABEN PATEL,Gitaben Patel,INC,Gujarat,Ahmedabad East,2019
CAND_2019_GUJARAT_AHMEDABAD_EAST_IND_ATULBHAI_NANUBHAI_KATHIRIYA,ATULBHAI NANUBHAI KATHIRIYA,Atulbhai Nanubhai Kathiriya,IND,Gujarat,Ahmedabad East,2019
CAND_2019_GUJARAT_AHMEDABAD_EAST_IND_CHAUHAN_KIRITBHAI,CHAUHAN KIRITBHAI,Chauhan Kiritbhai,IND,Gujarat,Ahmedabad East,2019
CAND_2019_GUJARAT_AHMEDABAD_EAST_IND_JAYSWAL_NARESHKUMAR_BABULAL_RAJU_MATAJI,JAYSWAL NARESHKUMAR BABULAL RAJU MATAJI,Jayswal Nareshkumar Babulal (Raju Mataji),IND,Gujarat,Ahmedabad East,2019
CAND_2019_GUJARAT_AHMEDABAD_EAST_IND_MAHESH_PRABHUDAS_AHUJA,MAHESH PRABHUDAS AHUJA,Mahesh Prabhudas Ahuja,IND,Gujarat,Ahmedabad East,2019
CAND_2019_GUJARAT_AHMEDABAD_EAST_IND_SHEIKH_SALMABANU_MOHAMMAD_SALIM,SHEIKH SALMABANU MOHAMMAD SALIM,Sheikh Salmabanu Mohammad Salim,IND,Gujarat,Ahmedabad East,2019
