election_year,election_type,constituency_id,state,constituency,candidate,party,votes,vote_share,rank,winner,margin_votes,party_raw,party_clean,party_id,candidate_raw,candidate_clean,candidate_election_id
2024,lok_sabha,ANDAMAN_&_NICOBAR_ISLANDS__ANDAMAN_&_NICOBAR_ISLANDS,Andaman & Nicobar Islands,Andaman & Nicobar Islands,USHA KUMARI,IND,380.0,0.1876413482524665,11.0,False,,IND,IND,IND,USHA KUMARI,USHA KUMARI,CAND_2024_ANDAMAN_NICOBAR_ISLANDS_ANDAMAN_NICOBAR_ISLANDS_IND_USHA_KUMARI
2024,lok_sabha,ANDAMAN_&_NICOBAR_ISLANDS__ANDAMAN_&_NICOBAR_ISLANDS,Andaman & Nicobar Islands,Andaman & Nicobar Islands,SALAMAT MONDAL,SUCI,351.0,0.173321350622673,12.0,False,,SUCI,SUCI,SUCI,SALAMAT MONDAL,SALAMAT MONDAL,CAND_2024_ANDAMAN_NICOBAR_ISLANDS_ANDAMAN_NICOBAR_ISLANDS_SUCI_SALAMAT_MONDAL
2024,lok_sabha,ANDAMAN_&_NICOBAR_ISLANDS__ANDAMAN_&_NICOBAR_ISLANDS,Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANAND RAMNATH ARLEKAR,IND,342.0,0.1688772134272198,13.0,False,,IND,IND,IND,ANAND RAMNATH ARLEKAR,ANAND RAMNATH ARLEKAR,CAND_2024_ANDAMAN_NICOBAR_ISLANDS_ANDAMAN_NICOBAR_ISLANDS_IND_ANAND_RAMNATH_ARLEKAR
2024,lok_sabha,ANDHRA_PRADESH__AMALAPURAM,Andhra Pradesh,Amalapuram,G M HARISH (BALAYOGI),TDP,796981.0,61.25411765067565,1.0,True,342196.0,TDP,TDP,TDP,G M HARISH (BALAYOGI),G M HARISH BALAYOGI,CAND_2024_ANDHRA_PRADESH_AMALAPURAM_TDP_G_M_HARISH_BALAYOGI
2024,lok_sabha,ANDHRA_PRADESH__AMALAPURAM,Andhra Pradesh,Amalapuram,RAPAKA VARAPRASADA RAO,YSRCP,454785.0,34.95372398559379,2.0,False,,YSRCP,YSRCP,YSRCP,RAPAKA VARAPRASADA RAO,RAPAKA VARAPRASADA RAO,CAND_2024_ANDHRA_PRADESH_AMALAPURAM_YSRCP_RAPAKA_VARAPRASADA_RAO
2024,lok_sabha,ANDHRA_PRADESH__AMALAPURAM,Andhra Pradesh,Amalapuram,GOUTHAM JANGA,INC,15082.0,1.1591676619737363,3.0,False,,INC,INC,INC,GOUTHAM JANGA,GOUTHAM JANGA,CAND_2024_ANDHRA_PRADESH_AMALAPURAM_INC_GOUTHAM_JANGA
2024,lok_sabha,ANDHRA_PRADESH__AMALAPURAM,Andhra Pradesh,Amalapuram,NOTA,NOTA,13518.0,1.0389622367432014,4.0,False,,NOTA,NOTA,NOTA,NOTA,NOTA,CAND_2024_ANDHRA_PRADESH_AMALAPURAM_NOTA_NOTA
2024,lok_sabha,ANDHRA_PRADESH__AMALAPURAM,Andhra Pradesh,Amalapuram,DORABABU YALLA,BSP,5388.0,0.4141092270729671,5.0,False,,BSP,BSP,BSP,DORABABU YALLA,DORABABU YALLA,CAND_2024_ANDHRA_PRADESH_AMALAPURAM_BSP_DORABABU_YALLA
2024,lok_sabha,ANDHRA_PRADESH__AMALAPURAM,Andhra Pradesh,Amalapuram,KATRU NAGA BABU,TLGUNGP,3741.0,0.2875246136748274,6.0,False,,TLGUNGP,TLGUNGP,TLGUNGP,KATRU NAGA BABU,KATRU NAGA BABU,CAND_2024_ANDHRA_PRADESH_AMALAPURAM_TLGUNGP_KATRU_NAGA_BABU
2024,lok_sabha,ANDHRA_PRADESH__AMALAPURAM,Andhra Pradesh,Amalapuram,VADDI LALITH KUMAR,IND,2977.0,0.2288053394573539,7.0,False,,IND,IND,IND,VADDI LALITH KUMAR,VADDI LALITH KUMAR,CAND_2024_ANDHRA_PRADESH_AMALAPURAM_IND_VADDI_LALITH_KUMAR
2024,lok_sabha,ANDHRA_PRADESH__AMALAPURAM,Andhra Pradesh,Amalapuram,MAKEY DAVY PRASAD,IND,2111.0,0.1622465809857152,8.0,False,,IND,IND,IND,MAKEY DAVY PRASAD,MAKEY DAVY PRASAD,CAND_2024_ANDHRA_PRADESH_AMALAPURAM_IND_MAKEY_DAVY_PRASAD
2024,lok_sabha,ANDHRA_PRADESH__AMALAPURAM,Andhra Pradesh,Amalapuram,GUDE VENKATESWARULU,IND,1745.0,0.1341166668972397,9.0,False,,IND,IND,IND,GUDE VENKATESWARULU,GUDE VENKATESWARULU,CAND_2024_ANDHRA_PRADESH_AMALAPURAM_IND_GUDE_VENKATESWARULU
2024,lok_sabha,ANDHRA_PRADESH__AMALAPURAM,Andhra Pradesh,Amalapuram,RAMESH JILLELLA,JJSP,872.0,0.0670199046042367,10.0,False,,JJSP,JJSP,JJSP,RAMESH JILLELLA,RAMESH JILLELLA,CAND_2024_ANDHRA_PRADESH_AMALAPURAM_JJSP_RAMESH_JILLELLA
2024,lok_sabha,ANDHRA_PRADESH__AMALAPURAM,Andhra Pradesh,Amalapuram,YALANGI RAMESH,JRBP,740.0,0.0568746896870816,11.0,False,,JRBP,JRBP,JRBP,YALANGI RAMESH,YALANGI RAMESH,CAND_2024_ANDHRA_PRADESH_AMALAPURAM_JRBP_YALANGI_RAMESH
2024,lok_sabha,ANDHRA_PRADESH__AMALAPURAM,Andhra Pradesh,Amalapuram,GIDDI JNANA PRAKASA RAO,RPI,726.0,0.055798682044353,12.0,False,,RPI,RPI,RPI,GIDDI JNANA PRAKASA RAO,GIDDI JNANA PRAKASA RAO,CAND_2024_ANDHRA_PRADESH_AMALAPURAM_RPI_GIDDI_JNANA_PRAKASA_RAO
2024,lok_sabha,ANDHRA_PRADESH__AMALAPURAM,Andhra Pradesh,Amalapuram,MATHA KRISHNA,PPOI,719.0,0.0552606782229887,13.0,False,,PPOI,PPOI,PPOI,MATHA KRISHNA,MATHA KRISHNA,CAND_2024_ANDHRA_PRADESH_AMALAPURAM_PPOI_MATHA_KRISHNA
2024,lok_sabha,ANDHRA_PRADESH__AMALAPURAM,Andhra Pradesh,Amalapuram,YADLA RAJESH,LBCP,635.0,0.0488046323666173,14.0,False,,LBCP,LBCP,LBCP,YADLA RAJESH,YADLA RAJESH,CAND_2024_ANDHRA_PRADESH_AMALAPURAM_LBCP_YADLA_RAJESH
2024,lok_sabha,ANDHRA_PRADESH__AMALAPURAM,Andhra Pradesh,Amalapuram,KAPA KALYAN,RPPRINAT,581.0,0.0446543171732356,15.0,False,,RPPRINAT,RPPRINAT,RPPRINAT,KAPA KALYAN,KAPA KALYAN,CAND_2024_ANDHRA_PRADESH_AMALAPURAM_RPPRINAT_KAPA_KALYAN
2024,lok_sabha,ANDHRA_PRADESH__AMALAPURAM,Andhra Pradesh,Amalapuram,PATHURI RAMESH,PPID,505.0,0.0388131328269948,16.0,False,,PPID,PPID,PPID,PATHURI RAMESH,PATHURI RAMESH,CAND_2024_ANDHRA_PRADESH_AMALAPURAM_PPID_PATHURI_RAMESH
2024,lok_sabha,ANDHRA_PRADESH__ANAKAPALLE,Andhra Pradesh,Anakapalle,C.M.RAMESH,BJP,762069.0,57.50023390365584,1.0,True,296530.0,BJP,BJP,BJP,C.M.RAMESH,C.M.RAMESH,CAND_2024_ANDHRA_PRADESH_ANAKAPALLE_BJP_C_M_RAMESH
2024,lok_sabha,ANDHRA_PRADESH__ANAKAPALLE,Andhra Pradesh,Anakapalle,BUDI MUTYALA NAIDU,YSRCP,465539.0,35.12621743080224,2.0,False,,YSRCP,YSRCP,YSRCP,BUDI MUTYALA NAIDU,BUDI MUTYALA NAIDU,CAND_2024_ANDHRA_PRADESH_ANAKAPALLE_YSRCP_BUDI_MUTYALA_NAIDU
2024,lok_sabha,ANDHRA_PRADESH__ANAKAPALLE,Andhra Pradesh,Anakapalle,NOTA,NOTA,26235.0,1.9795040035251543,3.0,False,,NOTA,NOTA,NOTA,NOTA,NOTA,CAND_2024_ANDHRA_PRADESH_ANAKAPALLE_NOTA_NOTA
2024,lok_sabha,ANDHRA_PRADESH__ANAKAPALLE,Andhra Pradesh,Anakapalle,VEGI VENKATESH,INC,25651.0,1.9354395728768337,4.0,False,,INC,INC,INC,VEGI VENKATESH,VEGI VENKATESH,CAND_2024_ANDHRA_PRADESH_ANAKAPALLE_INC_VEGI_VENKATESH
2024,lok_sabha,ANDHRA_PRADESH__ANAKAPALLE,Andhra Pradesh,Anakapalle,PALAKA SREERAMA MURTHY,BSP,19157.0,1.4454491402908856,5.0,False,,BSP,BSP,BSP,PALAKA SREERAMA MURTHY,PALAKA SREERAMA MURTHY,CAND_2024_ANDHRA_PRADESH_ANAKAPALLE_BSP_PALAKA_SREERAMA_MURTHY
2024,lok_sabha,ANDHRA_PRADESH__ANAKAPALLE,Andhra Pradesh,Anakapalle,VANKAYALA RAMACHANDRA RAO,IND,4002.0,0.3019620744085255,6.0,False,,IND,IND,IND,VANKAYALA RAMACHANDRA RAO,VANKAYALA RAMACHANDRA RAO,CAND_2024_ANDHRA_PRADESH_ANAKAPALLE_IND_VANKAYALA_RAMACHANDRA_RAO
2024,lok_sabha,ANDHRA_PRADESH__ANAKAPALLE,Andhra Pradesh,Anakapalle,LOVARAJU SIDDHA,IND,3852.0,0.2906441555776213,7.0,False,,IND,IND,IND,LOVARAJU SIDDHA,LOVARAJU SIDDHA,CAND_2024_ANDHRA_PRADESH_ANAKAPALLE_IND_LOVARAJU_SIDDHA
2024,lok_sabha,ANDHRA_PRADESH__ANAKAPALLE,Andhra Pradesh,Anakapalle,KRISHNA SWAROOP VADLAMURI,DABAP,3557.0,0.2683855818768429,8.0,False,,DABAP,DABAP,DABAP,KRISHNA SWAROOP VADLAMURI,KRISHNA SWAROOP VADLAMURI,CAND_2024_ANDHRA_PRADESH_ANAKAPALLE_DABAP_KRISHNA_SWAROOP_VADLAMURI
2024,lok_sabha,ANDHRA_PRADESH__ANAKAPALLE,Andhra Pradesh,Anakapalle,GARA SURYA RAO,IND,3124.0,0.2357145228516326,9.0,False,,IND,IND,IND,GARA SURYA RAO,GARA SURYA RAO,CAND_2024_ANDHRA_PRADESH_ANAKAPALLE_IND_GARA_SURYA_RAO
2024,lok_sabha,ANDHRA_PRADESH__ANAKAPALLE,Andhra Pradesh,Anakapalle,APPALA RAJU NAMMI,BCYP,2619.0,0.1976108627875883,10.0,False,,BCYP,BCYP,BCYP,APPALA RAJU NAMMI,APPALA RAJU NAMMI,CAND_2024_ANDHRA_PRADESH_ANAKAPALLE_BCYP_APPALA_RAJU_NAMMI
2024,lok_sabha,ANDHRA_PRADESH__ANAKAPALLE,Andhra Pradesh,Anakapalle,NAGESWARA RAO PETLA,IND,2184.0,0.1647888981779659,11.0,False,,IND,IND,IND,NAGESWARA RAO PETLA,NAGESWARA RAO PETLA,CAND_2024_ANDHRA_PRADESH_ANAKAPALLE_IND_NAGESWARA_RAO_PETLA
2024,lok_sabha,ANDHRA_PRADESH__ANAKAPALLE,Andhra Pradesh,Anakapalle,ADARI SARAT CHANDRA,JBNP,1913.0,0.1443411914901322,12.0,False,,JBNP,JBNP,JBNP,ADARI SARAT CHANDRA,ADARI SARAT CHANDRA,CAND_2024_ANDHRA_PRADESH_ANAKAPALLE_JBNP_ADARI_SARAT_CHANDRA
2024,lok_sabha,ANDHRA_PRADESH__ANAKAPALLE,Andhra Pradesh,Anakapalle,VIJAYA LAKSHMI KARRI,PPOI,1591.0,0.1200453923997911,13.0,False,,PPOI,PPOI,PPOI,VIJAYA LAKSHMI KARRI,VIJAYA LAKSHMI KARRI,CAND_2024_ANDHRA_PRADESH_ANAKAPALLE_PPOI_VIJAYA_LAKSHMI_KARRI
2024,lok_sabha,ANDHRA_PRADESH__ANAKAPALLE,Andhra Pradesh,Anakapalle,DR. THUMMAPALA HARI SHANKAR,IND,1576.0,0.1189136005167007,14.0,False,,IND,IND,IND,DR. THUMMAPALA HARI SHANKAR,DR. THUMMAPALA HARI SHANKAR,CAND_2024_ANDHRA_PRADESH_ANAKAPALLE_IND_DR_THUMMAPALA_HARI_SHANKAR
2024,lok_sabha,ANDHRA_PRADESH__ANAKAPALLE,Andhra Pradesh,Anakapalle,JUNNURI J SRINIVAS,IND,1201.0,0.09061880343944,15.0,False,,IND,IND,IND,JUNNURI J SRINIVAS,JUNNURI J SRINIVAS,CAND_2024_ANDHRA_PRADESH_ANAKAPALLE_IND_JUNNURI_J_SRINIVAS
2024,lok_sabha,ANDHRA_PRADESH__ANAKAPALLE,Andhra Pradesh,Anakapalle,APPALANAIDU TUMMAGUNTA,IND,1062.0,0.0801308653228021,16.0,False,,IND,IND,IND,APPALANAIDU TUMMAGUNTA,APPALANAIDU TUMMAGUNTA,CAND_2024_ANDHRA_PRADESH_ANAKAPALLE_IND_APPALANAIDU_TUMMAGUNTA
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,AMBICA G LAKSHMINARAYANA VALMIKI,TDP,768245.0,53.334495025089765,1.0,True,188555.0,TDP,TDP,TDP,AMBICA G LAKSHMINARAYANA VALMIKI,AMBICA G LAKSHMINARAYANA VALMIKI,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_TDP_AMBICA_G_LAKSHMINARAYANA_VALMIKI
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,MALAGUNDLA SANKAR NARAYANA,YSRCP,579690.0,40.244288503139344,2.0,False,,YSRCP,YSRCP,YSRCP,MALAGUNDLA SANKAR NARAYANA,MALAGUNDLA SANKAR NARAYANA,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_YSRCP_MALAGUNDLA_SANKAR_NARAYANA
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,MALLIKARJUNA VAJJALA,INC,43217.0,3.0002888030502044,3.0,False,,INC,INC,INC,MALLIKARJUNA VAJJALA,MALLIKARJUNA VAJJALA,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_INC_MALLIKARJUNA_VAJJALA
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,NOTA,NOTA,9199.0,0.6386296295267795,4.0,False,,NOTA,NOTA,NOTA,NOTA,NOTA,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_NOTA_NOTA
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,G.V.RAMANA REDDY,IND,6439.0,0.4470199135257021,5.0,False,,IND,IND,IND,G.V.RAMANA REDDY,G.V.RAMANA REDDY,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_IND_G_V_RAMANA_REDDY
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,BANASI NARAYANAPPA,BSP,6396.0,0.4440346896894533,6.0,False,,BSP,BSP,BSP,BANASI NARAYANAPPA,BANASI NARAYANAPPA,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_BSP_BANASI_NARAYANAPPA
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,V.MURALI PRASAD REDDY,IND,5778.0,0.4011307750196469,7.0,False,,IND,IND,IND,V.MURALI PRASAD REDDY,V.MURALI PRASAD REDDY,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_IND_V_MURALI_PRASAD_REDDY
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,DR.NALLANI RAMESH NAIDU,ARPS,4989.0,0.3463553888149911,8.0,False,,ARPS,ARPS,ARPS,DR.NALLANI RAMESH NAIDU,DR.NALLANI RAMESH NAIDU,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_ARPS_DR_NALLANI_RAMESH_NAIDU
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,M.SURENDRA,PPOI,2935.0,0.203758882776508,9.0,False,,PPOI,PPOI,PPOI,M.SURENDRA,M.SURENDRA,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_PPOI_M_SURENDRA
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,U.C.VENKATASUBBAIAH,JCVIVP,2540.0,0.1763364777691075,10.0,False,,JCVIVP,JCVIVP,JCVIVP,U.C.VENKATASUBBAIAH,U.C.VENKATASUBBAIAH,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_JCVIVP_U_C_VENKATASUBBAIAH
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,P.CHOWDESWARI,IND,1518.0,0.1053853438005926,11.0,False,,IND,IND,IND,P.CHOWDESWARI,P.CHOWDESWARI,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_IND_P_CHOWDESWARI
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,VADLA KESAVAIAH,IND,1494.0,0.1037191723571049,12.0,False,,IND,IND,IND,VADLA KESAVAIAH,VADLA KESAVAIAH,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_IND_VADLA_KESAVAIAH
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,B.RAGHAVENDRA PRASAD,IND,1318.0,0.091500581771529,13.0,False,,IND,IND,IND,B.RAGHAVENDRA PRASAD,B.RAGHAVENDRA PRASAD,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_IND_B_RAGHAVENDRA_PRASAD
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,LOKANATH GOWD SURAGOWINI,IND,1091.0,0.0757413768685418,14.0,False,,IND,IND,IND,LOKANATH GOWD SURAGOWINI,LOKANATH GOWD SURAGOWINI,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_IND_LOKANATH_GOWD_SURAGOWINI
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,KETHIREDDY RAGHUNATHAREDDY,IND,1091.0,0.0757413768685418,15.0,False,,IND,IND,IND,KETHIREDDY RAGHUNATHAREDDY,KETHIREDDY RAGHUNATHAREDDY,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_IND_KETHIREDDY_RAGHUNATHAREDDY
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,SREERANGARAJULA GOPINATH ROYAL,IND,904.0,0.0627591243713674,16.0,False,,IND,IND,IND,SREERANGARAJULA GOPINATH ROYAL,SREERANGARAJULA GOPINATH ROYAL,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_IND_SREERANGARAJULA_GOPINATH_ROYAL
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,SHAIK.NIZAM,SP,753.0,0.0522761290394244,17.0,False,,SP,SP,SP,SHAIK.NIZAM,SHAIK.NIZAM,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_SP_SHAIK_NIZAM
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,RAMAVTH CHINNA RAMAPPA NAIK,JRBP,745.0,0.0517207385582618,18.0,False,,JRBP,JRBP,JRBP,RAMAVTH CHINNA RAMAPPA NAIK,RAMAVTH CHINNA RAMAPPA NAIK,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_JRBP_RAMAVTH_CHINNA_RAMAPPA_NAIK
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,KURUBA MALLIKARJUNA.S.,AINDKSJNTP,578.0,0.0401269622639937,19.0,False,,AINDKSJNTP,AINDKSJNTP,AINDKSJNTP,KURUBA MALLIKARJUNA.S.,KURUBA MALLIKARJUNA.S.,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_AINDKSJNTP_KURUBA_MALLIKARJUNA_S
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,B.NAGAMUTHYALU,SUCI,570.0,0.0395715717828312,20.0,False,,SUCI,SUCI,SUCI,B.NAGAMUTHYALU,B.NAGAMUTHYALU,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_SUCI_B_NAGAMUTHYALU
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,SRINIVASA RAJU.O,BYPP,494.0,0.034295362211787,21.0,False,,BYPP,BYPP,BYPP,SRINIVASA RAJU.O,SRINIVASA RAJU.O,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_BYPP_SRINIVASA_RAJU_O
2024,lok_sabha,ANDHRA_PRADESH__ANANTHAPUR,Andhra Pradesh,Ananthapur,DURGA PRASAD D BYATARAYANAJI,CHALP,444.0,0.0308241717045211,22.0,False,,CHALP,CHALP,CHALP,DURGA PRASAD D BYATARAYANAJI,DURGA PRASAD D BYATARAYANAJI,CAND_2024_ANDHRA_PRADESH_ANANTHAPUR_CHALP_DURGA_PRASAD_D_BYATARAYANAJI
2024,lok_sabha,ANDHRA_PRADESH__ARAKU,Andhra Pradesh,Araku,GUMMA THANUJA RANI,YSRCP,477005.0,40.96415030336341,1.0,True,50580.0,YSRCP,YSRCP,YSRCP,GUMMA THANUJA RANI,GUMMA THANUJA RANI,CAND_2024_ANDHRA_PRADESH_ARAKU_YSRCP_GUMMA_THANUJA_RANI
2024,lok_sabha,ANDHRA_PRADESH__ARAKU,Andhra Pradesh,Araku,KOTHAPALLI GEETHA,BJP,426425.0,36.62045008566312,2.0,False,,BJP,BJP,BJP,KOTHAPALLI GEETHA,KOTHAPALLI GEETHA,CAND_2024_ANDHRA_PRADESH_ARAKU_BJP_KOTHAPALLI_GEETHA
2024,lok_sabha,ANDHRA_PRADESH__ARAKU,Andhra Pradesh,Araku,APPALANARASA PACHIPENTA,CPI(M),123129.0,10.574050298640126,3.0,False,,CPI(M),CPI(M),CPIM,APPALANARASA PACHIPENTA,APPALANARASA PACHIPENTA,CAND_2024_ANDHRA_PRADESH_ARAKU_CPIM_APPALANARASA_PACHIPENTA
2024,lok_sabha,ANDHRA_PRADESH__ARAKU,Andhra Pradesh,Araku,NOTA,NOTA,50470.0,4.334253657321729,4.0,False,,NOTA,NOTA,NOTA,NOTA,NOTA,CAND_2024_ANDHRA_PRADESH_ARAKU_NOTA_NOTA
2024,lok_sabha,ANDHRA_PRADESH__ARAKU,Andhra Pradesh,Araku,AVASHYA LAHARI . VARAM,BSP,25750.0,2.2113539067968,5.0,False,,BSP,BSP,BSP,AVASHYA LAHARI . VARAM,AVASHYA LAHARI . VARAM,CAND_2024_ANDHRA_PRADESH_ARAKU_BSP_AVASHYA_LAHARI_VARAM
