candidate_id,candidate,party,state,constituency
MALIK_RAM_THAKUR__APOI,MALIK RAM THAKUR,APoI,Chhattisgarh,DURG
RAJ_KUMAR_GUPTA_ADVOCATE__CSM,RAJ KUMAR GUPTA ADVOCATE,CSM,Chhattisgarh,DURG
GURU_DADA_LOKESH__IND,GURU DADA LOKESH,IND,Chhattisgarh,DURG
KAMLESH_KUMAR_NAGARCHI__SHS,KAMLESH KUMAR NAGARCHI,SHS,Chhattisgarh,DURG
SUNIL_KUMAR_MARKANDEY__IND,SUNIL KUMAR MARKANDEY,IND,Chhattisgarh,DURG
FARID_MOHAMMAD_QURAISHI__GGP,FARID MOHAMMAD QURAISHI,GGP,Chhattisgarh,DURG
TRESSA_DAVID__IPBP,TRESSA DAVID,IPBP,Chhattisgarh,DURG
PITAMBAR_LAL_NISHAD__BHAPRAP,PITAMBAR LAL NISHAD,BHAPRAP,Chhattisgarh,DURG
GUHARAM_AJGALLEY__BJP,GUHARAM AJGALLEY,BJP,Chhattisgarh,JANJGIR-CHAMPA
RAVI_PARASRAM_BHARDWAJ__INC,RAVI PARASRAM BHARDWAJ,INC,Chhattisgarh,JANJGIR-CHAMPA
DAURAM_RATNAKAR__BSP,DAURAM RATNAKAR,BSP,Chhattisgarh,JANJGIR-CHAMPA
NOTA__NOTA,NOTA,NOTA,Chhattisgarh,JANJGIR-CHAMPA
SEEMA_AJAY__APOI,SEEMA AJAY,APoI,Chhattisgarh,JANJGIR-CHAMPA
ASHARAM_RATNAKAR__IND,ASHARAM RATNAKAR,IND,Chhattisgarh,JANJGIR-CHAMPA
ASHISH_RATRE__PPID,ASHISH RATRE,PPID,Chhattisgarh,JANJGIR-CHAMPA
DR._UDAY_RATRE__IND,DR. UDAY RATRE,IND,Chhattisgarh,JANJGIR-CHAMPA
SITA_CHAUHAN__BSCP,SITA CHAUHAN,BSCP,Chhattisgarh,JANJGIR-CHAMPA
SHANTI_KUMAR_RATRE__GGP,SHANTI KUMAR RATRE,GGP,Chhattisgarh,JANJGIR-CHAMPA
NITESH_KUMAR_RATRE__SUSP,NITESH KUMAR RATRE,SUSP,Chhattisgarh,JANJGIR-CHAMPA
VRINDA_CHAUHAN__CVGRP,VRINDA CHAUHAN,cvgrp,Chhattisgarh,JANJGIR-CHAMPA
NARESH_KUMAR_DAHARIYA__RGOP,NARESH KUMAR DAHARIYA,RGOP,Chhattisgarh,JANJGIR-CHAMPA
NARESH_BAI_JANGDE__SHS,NARESH BAI JANGDE,SHS,Chhattisgarh,JANJGIR-CHAMPA
LAKHAN_LAL_CHAUHAN_ALIAS_LAKHALA_DANAV__BMUP,LAKHAN LAL CHAUHAN ALIAS LAKHALA DANAV,BMUP,Chhattisgarh,JANJGIR-CHAMPA
BHOJRAM_BANJARE__RJSBHP,BHOJRAM BANJARE,RJsbhP,Chhattisgarh,JANJGIR-CHAMPA
MOHAN_MANDAVI__BJP,MOHAN MANDAVI,BJP,Chhattisgarh,KANKER
BIRESH_THAKUR__INC,BIRESH THAKUR,INC,Chhattisgarh,KANKER
NOTA__NOTA,NOTA,NOTA,Chhattisgarh,KANKER
HARISINGH_SIDAR__IND,HARISINGH SIDAR,IND,Chhattisgarh,KANKER
SUBE_SINGH_DHURVA__BSP,SUBE SINGH DHURVA,BSP,Chhattisgarh,KANKER
DURGAPRASAD_THAKUR__APOI,DURGAPRASAD THAKUR,APoI,Chhattisgarh,KANKER
NAREND_NAG__IND,NAREND NAG,IND,Chhattisgarh,KANKER
MATHAN_SINGH_MARKAM__BSCP,MATHAN SINGH MARKAM,BSCP,Chhattisgarh,KANKER
GHANSHYAM_JURRI__GGP,GHANSHYAM JURRI,GGP,Chhattisgarh,KANKER
UMASHANKAR_BHANDARI__SHS,UMASHANKAR BHANDARI,SHS,Chhattisgarh,KANKER
JYOTSNA_CHARANDAS_MAHANT__INC,JYOTSNA CHARANDAS MAHANT,INC,Chhattisgarh,KORBA
JYOTI_NAND_DUBEY__BJP,JYOTI NAND DUBEY,BJP,Chhattisgarh,KORBA
TULESHWAR_HIRASINGH_MARKAM__GGP,TULESHWAR HIRASINGH MARKAM,GGP,Chhattisgarh,KORBA
NOTA__NOTA,NOTA,NOTA,Chhattisgarh,KORBA
PARMIT_SINGH__BSP,PARMIT SINGH,BSP,Chhattisgarh,KORBA
LAKHAN_LAL_DEWANGAN__IND,LAKHAN LAL DEWANGAN,IND,Chhattisgarh,KORBA
RAMDAYAL_URAON__IND,RAMDAYAL URAON,IND,Chhattisgarh,KORBA
PRAMOD_KUMAR_SHARMA__IND,PRAMOD KUMAR SHARMA,IND,Chhattisgarh,KORBA
CHANDRA_BHUSHAN_KANWAR_ADHIVAKTA_L_L_M__APOI,CHANDRA BHUSHAN KANWAR ADHIVAKTA L L M,APoI,Chhattisgarh,KORBA
DEEPAK_SAHU__IND,DEEPAK SAHU,IND,Chhattisgarh,KORBA
RAJESH_PANDEY__BHBHP,RAJESH PANDEY,BHBHP,Chhattisgarh,KORBA
SUMAN_LAL_KHANDE__RJSBHP,SUMAN LAL KHANDE,RJsbhP,Chhattisgarh,KORBA
LILAMBAR_SINGH__BTP,LILAMBAR SINGH,BTP,Chhattisgarh,KORBA
RAJ_KUMAR_YADAV__BYPP,RAJ KUMAR YADAV,BYPP,Chhattisgarh,KORBA
CHUNNI_LAL_SAHU__BJP,CHUNNI LAL SAHU,BJP,Chhattisgarh,MAHASAMUND
DHANENDRA_SAHU__INC,DHANENDRA SAHU,INC,Chhattisgarh,MAHASAMUND
NOTA__NOTA,NOTA,NOTA,Chhattisgarh,MAHASAMUND
DEVENDAR_SINGH_THAKUR_(RAJPUT)__IND,DEVENDAR SINGH THAKUR (RAJPUT),IND,Chhattisgarh,MAHASAMUND
DHANSING_KOSARIYA__BSP,DHANSING KOSARIYA,BSP,Chhattisgarh,MAHASAMUND
ASHOK_SONI__APOI,ASHOK SONI,APoI,Chhattisgarh,MAHASAMUND
SANTOSH_BANJARE__IND,SANTOSH BANJARE,IND,Chhattisgarh,MAHASAMUND
TARUN_KUMAR_DADSENA__IND,TARUN KUMAR DADSENA,IND,Chhattisgarh,MAHASAMUND
DR._VIRENDRA_CHOUDHARY__BSCP,DR. VIRENDRA CHOUDHARY,BSCP,Chhattisgarh,MAHASAMUND
COMRADE_BHOJLAL_NETAM__CPIM,COMRADE BHOJLAL NETAM,CPIM,Chhattisgarh,MAHASAMUND
KHILAWAN_SINGH_DHRUW__IND,KHILAWAN SINGH DHRUW,IND,Chhattisgarh,MAHASAMUND
JAGMOHAN_BHAGWAT_KOSARIYA__IND,JAGMOHAN BHAGWAT KOSARIYA,IND,Chhattisgarh,MAHASAMUND
CHAMPALAL_PATEL_GURUJI__IND,CHAMPALAL PATEL GURUJI,IND,Chhattisgarh,MAHASAMUND
ROHIT_KUMAR_KOSRE__RJSBHP,ROHIT KUMAR KOSRE,RJsbhP,Chhattisgarh,MAHASAMUND
GOMATI_SAI__BJP,GOMATI SAI,BJP,Chhattisgarh,RAIGARH
LALJEET_SINGH_RATHIA__INC,LALJEET SINGH RATHIA,INC,Chhattisgarh,RAIGARH
INNOCENT_KUJUR__BSP,INNOCENT KUJUR,BSP,Chhattisgarh,RAIGARH
NOTA__NOTA,NOTA,NOTA,Chhattisgarh,RAIGARH
PRAKASH_KUMAR_URANW__IND,PRAKASH KUMAR URANW,IND,Chhattisgarh,RAIGARH
NAVAL_KISHOR_RATHIA__IND,NAVAL KISHOR RATHIA,IND,Chhattisgarh,RAIGARH
AMRIT_TIRKEY__PSPL,AMRIT TIRKEY,PSPL,Chhattisgarh,RAIGARH
TARIKA_TARANGINI_URAON__IND,TARIKA TARANGINI URAON,IND,Chhattisgarh,RAIGARH
TEJRAM_SIDAR__IND,TEJRAM SIDAR,IND,Chhattisgarh,RAIGARH
RAVISHANKAR_SIDAR__APOI,RAVISHANKAR SIDAR,APoI,Chhattisgarh,RAIGARH
VIJAY_LAKARA__SHS,VIJAY LAKARA,SHS,Chhattisgarh,RAIGARH
VIR_KUMAR_TIGGA__BMUP,VIR KUMAR TIGGA,BMUP,Chhattisgarh,RAIGARH
KRIPASHANKAR_BHAGAT__BTP,KRIPASHANKAR BHAGAT,BTP,Chhattisgarh,RAIGARH
JAI_SINGH_SIDAR__GGP,JAI SINGH SIDAR,GGP,Chhattisgarh,RAIGARH
JYOTI_BHAGAT__KMSP,JYOTI BHAGAT,KMSP,Chhattisgarh,RAIGARH
SUNIL_KUMAR_SONI__BJP,Sunil Kumar Soni,BJP,Chhattisgarh,RAIPUR
PRAMOD_DUBEY__INC,Pramod Dubey,INC,Chhattisgarh,RAIPUR
KHILESH_KUMAR_SAHU_ALIAS_KHILESHWAR__BSP,Khilesh Kumar Sahu Alias Khileshwar,BSP,Chhattisgarh,RAIPUR
SANTOSH_YADU__SHS,Santosh Yadu,SHS,Chhattisgarh,RAIPUR
TARJAN_JANGDE__IND,Tarjan Jangde,IND,Chhattisgarh,RAIPUR
NAVIN_GUPTA__IND,Navin Gupta,IND,Chhattisgarh,RAIPUR
AJAY_CHAKOLE__GGP,Ajay Chakole,GGP,Chhattisgarh,RAIPUR
NOTA__NOTA,NOTA,NOTA,Chhattisgarh,RAIPUR
MANISH_SHRIVASTAV__IND,Manish Shrivastav,IND,Chhattisgarh,RAIPUR
PRITESH_PANDEY__IND,Pritesh Pandey,IND,Chhattisgarh,RAIPUR
ADVOCATE_SHAILENDRA_KUMAR_BANJARE__SSBD,Advocate Shailendra Kumar Banjare,SSBD,Chhattisgarh,RAIPUR
PRAVIN_JAIN__IND,Pravin Jain,IND,Chhattisgarh,RAIPUR
VIJAY_KUMAR_KURRE__RJSBHP,Vijay Kumar Kurre,RJsbhP,Chhattisgarh,RAIPUR
SANJU_KUMAR_YADAV__IND,Sanju Kumar Yadav,IND,Chhattisgarh,RAIPUR
SANTOSH_SAHU__IND,Santosh Sahu,IND,Chhattisgarh,RAIPUR
IKRAM_SAIFI__APOI,Ikram Saifi,APoI,Chhattisgarh,RAIPUR
DEVENDRA_KUMAR_PATIL__SUCI(C),Devendra Kumar Patil,SUCI(C),Chhattisgarh,RAIPUR
DR._YOGITA_BAJPAI__SABHP,Dr. Yogita Bajpai,SABHP,Chhattisgarh,RAIPUR
BANMALI_CHHURA__BHBP,Banmali Chhura,BHBP,Chhattisgarh,RAIPUR
SHANKAR_LAL_VARDANI__IND,Shankar Lal Vardani,IND,Chhattisgarh,RAIPUR
CHHABI_LAL_KANWAR__BSCP,Chhabi Lal Kanwar,BSCP,Chhattisgarh,RAIPUR
DEVKI_DUBEY_(SANDHYA)__RPI(A),Devki Dubey (Sandhya),RPI(A),Chhattisgarh,RAIPUR
TAMESHWAR_SAHU__BKNP,Tameshwar Sahu,BKNP,Chhattisgarh,RAIPUR
RAMKRISHNA_VERMA__IND,Ramkrishna Verma,IND,Chhattisgarh,RAIPUR
RUPESH_SAHU__IND,Rupesh Sahu,IND,Chhattisgarh,RAIPUR
RAMDYAL_DAHARIYA__IND,Ramdyal Dahariya,IND,Chhattisgarh,RAIPUR
SANTOSH_PANDEY__BJP,SANTOSH PANDEY,BJP,Chhattisgarh,RAJNANDGAON
BHOLA_RAM_SAHU__INC,BHOLA RAM SAHU,INC,Chhattisgarh,RAJNANDGAON
NOTA__NOTA,NOTA,NOTA,Chhattisgarh,RAJNANDGAON
RAVITA_LAKRA_(DHRUV)__BSP,RAVITA LAKRA (DHRUV),BSP,Chhattisgarh,RAJNANDGAON
SUDESH_TIKAM__IND,SUDESH TIKAM,IND,Chhattisgarh,RAJNANDGAON
SACHCHIDANAND_KAUSHIK__IND,SACHCHIDANAND KAUSHIK,IND,Chhattisgarh,RAJNANDGAON
AJAY_PALI_(BABA)__SHS,AJAY PALI (BABA),SHS,Chhattisgarh,RAJNANDGAON
RAMKHILAWAN_DAHARIYA__IND,RAMKHILAWAN DAHARIYA,IND,Chhattisgarh,RAJNANDGAON
BAIDYA_SHEKHU_RAM_VERMA_(GURUJI)__APOI,BAIDYA SHEKHU RAM VERMA (GURUJI),APoI,Chhattisgarh,RAJNANDGAON
VISHWANATH_SINGH_PORTE__GGP,VISHWANATH SINGH PORTE,GGP,Chhattisgarh,RAJNANDGAON
KRANTI_GUPTA__IND,KRANTI GUPTA,IND,Chhattisgarh,RAJNANDGAON
KAMINI_SAHU__IND,KAMINI SAHU,IND,Chhattisgarh,RAJNANDGAON
DR._GOJUPAL__RPI(A),DR. GOJUPAL,RPI(A),Chhattisgarh,RAJNANDGAON
MAHENDRA_KUMAR_SAHU__FDLP,MAHENDRA KUMAR SAHU,FDLP,Chhattisgarh,RAJNANDGAON
PRATIMA_SANTOSH_WASHNIK__RP(K),PRATIMA SANTOSH WASHNIK,RP(K),Chhattisgarh,RAJNANDGAON
RENUKA_SINGH_SARUTA__BJP,Renuka Singh Saruta,BJP,Chhattisgarh,SARGUJA
KHEL_SAI_SINGH__INC,Khel Sai Singh,INC,Chhattisgarh,SARGUJA
NOTA__NOTA,NOTA,NOTA,Chhattisgarh,SARGUJA
ASHA_DEVI_POYA__GGP,Asha Devi Poya,GGP,Chhattisgarh,SARGUJA
MAYA_BHAGAT__BSP,Maya Bhagat,BSP,Chhattisgarh,SARGUJA
PALSAY_URANV__IND,Palsay Uranv,IND,Chhattisgarh,SARGUJA
RAMNATH_CHERWA__SSD,Ramnath Cherwa,SSD,Chhattisgarh,SARGUJA
MOHAN_SINGH_TEKAM__SHS,Mohan Singh Tekam,SHS,Chhattisgarh,SARGUJA
GUMAN_SINGH_POYA__APOI,Guman Singh Poya,APoI,Chhattisgarh,SARGUJA
PAWAN_KUMAR_NAG__BMUP,Pawan Kumar Nag,BMUP,Chhattisgarh,SARGUJA
CHANDRADEEP_SINGH_KORCHO__RJSBHP,Chandradeep Singh Korcho,RJsbhP,Chhattisgarh,SARGUJA
DELKAR_MOHANBHAI_SANJIBHAI__IND,DELKAR MOHANBHAI SANJIBHAI,IND,Dadra & Nagar Haveli,Dadra And Nagar Haveli
PATEL_NATUBHAI_GOMANBHAI__BJP,PATEL NATUBHAI GOMANBHAI,BJP,Dadra & Nagar Haveli,Dadra And Nagar Haveli
TOKIYA_PRABHUBHAI__INC,TOKIYA PRABHUBHAI,INC,Dadra & Nagar Haveli,Dadra And Nagar Haveli
PATEL_ANKITA_AMRUTBHAI__SHS,PATEL ANKITA AMRUTBHAI,SHS,Dadra & Nagar Haveli,Dadra And Nagar Haveli
KURADA_DEEPAKBHAI__IND,KURADA DEEPAKBHAI,IND,Dadra & Nagar Haveli,Dadra And Nagar Haveli
NOTA__NOTA,NOTA,NOTA,Dadra & Nagar Haveli,Dadra And Nagar Haveli
DAYAT_MANOJ_RANCHOD__IND,DAYAT MANOJ RANCHOD,IND,Dadra & Nagar Haveli,Dadra And Nagar Haveli
JANATHIYA_PRAVINBHAI_LADAKBHAI__BMUP,JANATHIYA PRAVINBHAI LADAKBHAI,BMUP,Dadra & Nagar Haveli,Dadra And Nagar Haveli
HALPATI_RAJESHBHAI_BHANABHAI__NSBHP,HALPATI RAJESHBHAI BHANABHAI,NSBHP,Dadra & Nagar Haveli,Dadra And Nagar Haveli
PATEL_DHIRUBHAI_CHHOTUBHAI__IND,PATEL DHIRUBHAI CHHOTUBHAI,IND,Dadra & Nagar Haveli,Dadra And Nagar Haveli
DONGARKAR_ISHWARBHAI_GOPJIBHAI__BSP,DONGARKAR ISHWARBHAI GOPJIBHAI,BSP,Dadra & Nagar Haveli,Dadra And Nagar Haveli
BHIKHLABHAI_VANSABHAI_KHULAT__BTP,BHIKHLABHAI VANSABHAI KHULAT,BTP,Dadra & Nagar Haveli,Dadra And Nagar Haveli
LALUBHAI_BABUBHAI_PATEL__BJP,LALUBHAI BABUBHAI PATEL,BJP,Daman & Diu,Daman & diu
KETAN_DAHYABHAI_PATEL__INC,KETAN DAHYABHAI PATEL,INC,Daman & Diu,Daman & diu
PATEL_UMESHBHAI_BABUBHAI__IND,PATEL UMESHBHAI BABUBHAI,IND,Daman & Diu,Daman & diu
NOTA__NOTA,NOTA,NOTA,Daman & Diu,Daman & diu
SAKIL_LATIF_KHAN__BSP,SAKIL LATIF KHAN,BSP,Daman & Diu,Daman & diu
,,,Disclaimer,
SHRIPAD_YESSO_NAIK__BJP,SHRIPAD YESSO NAIK,BJP,Goa,North Goa
GIRISH_RAYA_CHODANKAR__INC,GIRISH RAYA CHODANKAR,INC,Goa,North Goa
NOTA__NOTA,NOTA,NOTA,Goa,North Goa
DATTATRAYA_PADGAONKAR__AAAP,DATTATRAYA PADGAONKAR,AAAP,Goa,North Goa
AMIT_ATMARAM_KORGAONKAR__RPI(KM),AMIT ATMARAM KORGAONKAR,RPI(KM),Goa,North Goa
BHAGAWANT_SADANAND_KAMAT__IND,BHAGAWANT SADANAND KAMAT,IND,Goa,North Goa
AISHWARYA_ARJUN_SALGAONKAR__IND,AISHWARYA ARJUN SALGAONKAR,IND,Goa,North Goa
COSME_FRANCISCO_CAITANO_SARDINHA__INC,COSME FRANCISCO CAITANO SARDINHA,INC,Goa,South Goa
ADV._NARENDRA_SAWAIKAR__BJP,ADV. NARENDRA SAWAIKAR,BJP,Goa,South Goa
ELVIS_GOMES__AAAP,ELVIS GOMES,AAAP,Goa,South Goa
NOTA__NOTA,NOTA,NOTA,Goa,South Goa
RAKHI_AMIT_NAIK__SHS,RAKHI AMIT NAIK,SHS,Goa,South Goa
MAYUR_KHANCONKAR__IND,MAYUR KHANCONKAR,IND,Goa,South Goa
DR._KALIDAS_PRAKASH_VAINGANKAR__IND,DR. KALIDAS PRAKASH VAINGANKAR,IND,Goa,South Goa
PATEL_HASMUKHBHAI_SOMABHAI__BJP,Patel Hasmukhbhai Somabhai,BJP,Gujarat,Ahmedabad East
GITABEN_PATEL__INC,Gitaben Patel,INC,Gujarat,Ahmedabad East
VAGHELA_GANESHBHAI_NARSINHBHAI__BSP,Vaghela Ganeshbhai Narsinhbhai,BSP,Gujarat,Ahmedabad East
NOTA__NOTA,NOTA,NOTA,Gujarat,Ahmedabad East
ATULBHAI_NANUBHAI_KATHIRIYA__IND,Atulbhai Nanubhai Kathiriya,IND,Gujarat,Ahmedabad East
CHAUHAN_KIRITBHAI__IND,Chauhan Kiritbhai,IND,Gujarat,Ahmedabad East
JAYSWAL_NARESHKUMAR_BABULAL_(RAJU_MATAJI)__IND,Jayswal Nareshkumar Babulal (Raju Mataji),IND,Gujarat,Ahmedabad East
DR._HITESH_MAHENDRABHAI__NIRBHP,Dr. Hitesh Mahendrabhai,NIRBHP,Gujarat,Ahmedabad East
MAHESH_PRABHUDAS_AHUJA__IND,Mahesh Prabhudas Ahuja,IND,Gujarat,Ahmedabad East
VEKARIYA_RUSHI_BHARATBHAI_(PATEL)__HND,Vekariya Rushi Bharatbhai (Patel),HND,Gujarat,Ahmedabad East
SHEIKH_SALMABANU_MOHAMMAD_SALIM__IND,Sheikh Salmabanu Mohammad Salim,IND,Gujarat,Ahmedabad East
DEVDA_DASHARATH_MISARILAL__IND,Devda Dasharath Misarilal,IND,Gujarat,Ahmedabad East
RAJESH_MAURYA__PAP,Rajesh Maurya,PAP,Gujarat,Ahmedabad East
SHARMA_BRIJESH_KUMAR_UJAGARLAL__IND,Sharma Brijesh Kumar Ujagarlal,IND,Gujarat,Ahmedabad East
SAMIRBHAI_RAJESHKUMAR_UPADHYAY__MANPA,Samirbhai Rajeshkumar Upadhyay,MaNPa,Gujarat,Ahmedabad East
VIRAT_PRADIP_SHAH__JANSAPP,Virat Pradip Shah,JANSAPP,Gujarat,Ahmedabad East
MINAXIBEN_RAKESHKUMAR_SOLANKI__IND,Minaxiben Rakeshkumar Solanki,IND,Gujarat,Ahmedabad East
MISHRA_ARJUN_RAMSHANKAR__JSVP,Mishra Arjun Ramshankar,JSVP,Gujarat,Ahmedabad East
THAKUR_JITENDRASINH_SURENDRASINH__LORP,Thakur Jitendrasinh Surendrasinh,LoRP,Gujarat,Ahmedabad East
BHATT_SUNILKUMAR_NARENDRABHAI__RTORP,Bhatt Sunilkumar Narendrabhai,RTORP,Gujarat,Ahmedabad East
MUNDRA_ANILKUMAR__LOGAP,Mundra Anilkumar,LOGAP,Gujarat,Ahmedabad East
KADRI_MOHAMMAD_SABIR__ANC,Kadri Mohammad Sabir,ANC,Gujarat,Ahmedabad East
MANOJ_PREMCHAND_GUPTA__SABHP,Manoj Premchand Gupta,SABHP,Gujarat,Ahmedabad East
CHAUHAN_NARENDRASINH_MAKHATULSINH__YJJP,Chauhan Narendrasinh Makhatulsinh,YJJP,Gujarat,Ahmedabad East
BHARVAD_SAILESHKUMAR_KALIDAS__IND,Bharvad Saileshkumar Kalidas,IND,Gujarat,Ahmedabad East
MISHRA_RAJKUMAR_MALEKCHAND__IND,Mishra Rajkumar Malekchand,IND,Gujarat,Ahmedabad East
PARESHKUMAR_NANUBHAI_MULANI__IND,Pareshkumar Nanubhai Mulani,IND,Gujarat,Ahmedabad East
DR._KIRIT_P._SOLANKI__BJP,DR. KIRIT P. SOLANKI,BJP,Gujarat,Ahmedabad West
RAJU_PARMAR__INC,RAJU PARMAR,INC,Gujarat,Ahmedabad West
NOTA__NOTA,NOTA,NOTA,Gujarat,Ahmedabad West
TRIBHOVANDAS_KARSANDAS_VAGHELA__BSP,TRIBHOVANDAS KARSANDAS VAGHELA,BSP,Gujarat,Ahmedabad West
CHAUHAN_HARISHBHAI_JETHABHAI__RPWP,CHAUHAN HARISHBHAI JETHABHAI,RPWP,Gujarat,Ahmedabad West
MALHOTRA_PANKAJKUMAR_DAYABHAI_(DOCTOR_SAHEB)__IND,MALHOTRA PANKAJKUMAR DAYABHAI (DOCTOR SAHEB),IND,Gujarat,Ahmedabad West
VAGHELA_ASHWINBHAI_AMRUTBHAI__BTP,VAGHELA ASHWINBHAI AMRUTBHAI,BTP,Gujarat,Ahmedabad West
MAHEDIA_MAHENDRABHAI_PARSOTTAMDAS__IND,MAHEDIA MAHENDRABHAI PARSOTTAMDAS,IND,Gujarat,Ahmedabad West
VEDUBHAI_KAUTIKBHAI_SIRASAT__APOI,VEDUBHAI KAUTIKBHAI SIRASAT,APoI,Gujarat,Ahmedabad West
BHITORA_BHAVESH_CHIMANBHAI__IND,BHITORA BHAVESH CHIMANBHAI,IND,Gujarat,Ahmedabad West
JADAV_ULPESH_JAYANTILAL__PPID,JADAV ULPESH JAYANTILAL,PPID,Gujarat,Ahmedabad West
HARSHADKUMAR_LAXMANBHAI_SOLANKI__RTORP,HARSHADKUMAR LAXMANBHAI SOLANKI,RTORP,Gujarat,Ahmedabad West
DIPIKA_JITENDRAKUMAR_SUTARIA__MANPA,DIPIKA JITENDRAKUMAR SUTARIA,MaNPa,Gujarat,Ahmedabad West
SOLANKI_CHIRAGBHAI_SOMABHAI__JANSAPP,SOLANKI CHIRAGBHAI SOMABHAI,JANSAPP,Gujarat,Ahmedabad West
KACHHADIYA_NARANBHAI_BHIKHABHAI__BJP,Kachhadiya Naranbhai Bhikhabhai,BJP,Gujarat,Amreli
PARESH_DHANANI__INC,Paresh Dhanani,INC,Gujarat,Amreli
NOTA__NOTA,NOTA,NOTA,Gujarat,Amreli
CHAUHAN_RAVJIBHAI_MULABHAI__BSP,Chauhan Ravjibhai Mulabhai,BSP,Gujarat,Amreli
VALODARA_VRAJLAL_JIVABHAI__IND,Valodara Vrajlal Jivabhai,IND,Gujarat,Amreli
HIMMAT_BAGDA__IND,Himmat Bagda,IND,Gujarat,Amreli
DHAPA_DHARAMSHIBHAI_RAMJIBHAI__VPP,Dhapa Dharamshibhai Ramjibhai,VPP,Gujarat,Amreli
MEHTA_NANALAL_KALIDAS__IND,Mehta Nanalal Kalidas,IND,Gujarat,Amreli
NATHALAL_SUKHADIYA__IND,Nathalal Sukhadiya,IND,Gujarat,Amreli
R.S._GOSAI__IND,R.S. Gosai,IND,Gujarat,Amreli
CHAUHAN_DAYABHAI_BHAGVANBHAI__IND,Chauhan Dayabhai Bhagvanbhai,IND,Gujarat,Amreli
DAYALA_SHUBHASHBHAI_PARABATBHAI__IND,Dayala Shubhashbhai Parabatbhai,IND,Gujarat,Amreli
JERAMBHAI_R._PARMAR__IND,Jerambhai R. Parmar,IND,Gujarat,Amreli
PATEL_MITESH_RAMESHBHAI_(BAKABHAI)__BJP,PATEL MITESH RAMESHBHAI (BAKABHAI),BJP,Gujarat,Anand
BHARATBHAI_MADHAVSINH_SOLANKI__INC,BHARATBHAI MADHAVSINH SOLANKI,INC,Gujarat,Anand
NOTA__NOTA,NOTA,NOTA,Gujarat,Anand
HITENDRASINH_MOHANSINH_PARMAR__IND,HITENDRASINH MOHANSINH PARMAR,IND,Gujarat,Anand
VANKAR_RAMESHBHAI_VALJIBHAI__BSP,VANKAR RAMESHBHAI VALJIBHAI,BSP,Gujarat,Anand
BHARATBHAI_SOLANKI__IND,BHARATBHAI SOLANKI,IND,Gujarat,Anand
SANTOLKUMAR_MAHIJIBHAI_PATEL_(BAKABHAI)__IND,SANTOLKUMAR MAHIJIBHAI PATEL (BAKABHAI),IND,Gujarat,Anand
BHATT_SUNILKUMAR_NARENDRABHAI__RTORP,BHATT SUNILKUMAR NARENDRABHAI,RTORP,Gujarat,Anand
CHAVDA_KAUSHIKKUMAR__IND,CHAVDA KAUSHIKKUMAR,IND,Gujarat,Anand
BHATT_ASHISHKUMAR_MANOJKUMAR__ABJS,BHATT ASHISHKUMAR MANOJKUMAR,ABJS,Gujarat,Anand
KEYUR_PRAVINBHAI_PATEL_(BAKABHAI)__IND,KEYUR PRAVINBHAI PATEL (BAKABHAI),IND,Gujarat,Anand
PARBATBHAI_SAVABHAI_PATEL__BJP,PARBATBHAI SAVABHAI PATEL,BJP,Gujarat,Banaskantha
PARTHIBHAI_GALBABHAI_BHATOL__INC,PARTHIBHAI GALBABHAI BHATOL,INC,Gujarat,Banaskantha
THAKOR_SWARUPJI_SARDARJI__IND,THAKOR SWARUPJI SARDARJI,IND,Gujarat,Banaskantha
NOTA__NOTA,NOTA,NOTA,Gujarat,Banaskantha
TEJABHAI_NETHIBHAI_RABARI__BSP,TEJABHAI NETHIBHAI RABARI,BSP,Gujarat,Banaskantha
PUROHIT_SHYAMABEN_NARANBHAI__IND,PUROHIT SHYAMABEN NARANBHAI,IND,Gujarat,Banaskantha
MADHU_NIRUPABEN__IND,MADHU NIRUPABEN,IND,Gujarat,Banaskantha
THAKOR_MELAJI_MADARSINH__GAGUP,THAKOR MELAJI MADARSINH,GAGUP,Gujarat,Banaskantha
PARSANI_IBRAHIMBHAI_PIRABHAI__IND,PARSANI IBRAHIMBHAI PIRABHAI,IND,Gujarat,Banaskantha
PARMAR_CHHAGANCHANDRARAJ_DHANABHAI__IND,PARMAR CHHAGANCHANDRARAJ DHANABHAI,IND,Gujarat,Banaskantha
DR._CHANDRA_BEN__IND,DR. CHANDRA BEN,IND,Gujarat,Banaskantha
CHARAMTA_BHARATKUMAR_KHEMABHAI__IND,CHARAMTA BHARATKUMAR KHEMABHAI,IND,Gujarat,Banaskantha
DESAI_ISHVARBHAI_MAHADEVBHAI__IND,DESAI ISHVARBHAI MAHADEVBHAI,IND,Gujarat,Banaskantha
PADHIYAR_BHARATKUMAR_ISHVARLAL__IND,PADHIYAR BHARATKUMAR ISHVARLAL,IND,Gujarat,Banaskantha
JAGDISHJI_PARTHIJI_DHARANI__IND,JAGDISHJI PARTHIJI DHARANI,IND,Gujarat,Banaskantha
PARBHUBHAI_NAGARBHAI_VASAVA__BJP,PARBHUBHAI NAGARBHAI VASAVA,BJP,Gujarat,Bardoli
CHAUDHARI_DR._TUSHARBHAI_AMARSINHBHAI__INC,CHAUDHARI DR. TUSHARBHAI AMARSINHBHAI,INC,Gujarat,Bardoli
NOTA__NOTA,NOTA,NOTA,Gujarat,Bardoli
