party_id,election_year,alliance
SP(I),2019,UNKNOWN
SPAKP,2019,UNKNOWN
SPIP,2019,UNKNOWN
SPSTWDJAP,2019,UNKNOWN
SRKRP,2019,UNKNOWN
SRPP,2019,UNKNOWN
SRPSP,2019,UNKNOWN
SRSMJNP,2019,UNKNOWN
SRVADID,2019,UNKNOWN
SRVLKTSP,2019,UNKNOWN
SRVRP,2019,UNKNOWN
SSBD,2019,UNKNOWN
SSD,2019,UNKNOWN
SSF,2019,UNKNOWN
SSRD,2019,UNKNOWN
SSS,2019,UNKNOWN
STHSHKRVP,2019,UNKNOWN
STWDRKSKP,2019,UNKNOWN
SUCI,2019,UNKNOWN
SUSP,2019,UNKNOWN
SVJN,2019,UNKNOWN
SVPP,2019,UNKNOWN
SVSAP,2019,UNKNOWN
SWAJANPA,2019,UNKNOWN
SWJP,2019,UNKNOWN
SWNTRABYKT,2019,UNKNOWN
SWP,2019,UNKNOWN
SWSSP,2019,UNKNOWN
SWTNKSP,2019,UNKNOWN
SZPB,2019,UNKNOWN
TAGRNP,2019,UNKNOWN
TCPY,2019,UNKNOWN
TDP,2019,OTHER
TJP,2019,UNKNOWN
TK,2019,UNKNOWN
TLGNARJYS,2019,UNKNOWN
TLGUNGP,2019,UNKNOWN
TLRDSMTP,2019,UNKNOWN
TMC(M),2019,UNKNOWN
TMK,2019,UNKNOWN
TMMDK,2019,UNKNOWN
TMNK,2019,UNKNOWN
TMNP,2019,UNKNOWN
TMTHK,2019,UNKNOWN
TNRMPI,2019,UNKNOWN
TPJRP,2019,UNKNOWN
TPSP,2019,UNKNOWN
TPSTP,2019,UNKNOWN
TRP,2019,UNKNOWN
TRPS,2019,UNKNOWN
TSP,2019,UNKNOWN
TTPTY,2019,UNKNOWN
UDP,2019,UNKNOWN
UKKD,2019,UNKNOWN
UMEDPI,2019,UNKNOWN
UMK,2019,UNKNOWN
UPJP,2019,UNKNOWN
UPP,2019,UNKNOWN
UPPL,2019,UNKNOWN
UPRP,2019,UNKNOWN
URPI,2019,UNKNOWN
US,2019,UNKNOWN
UTRASMNTP,2019,UNKNOWN
VBA,2019,UNKNOWN
VCK,2019,UNKNOWN
VINPA,2019,UNKNOWN
VIP,2019,UNKNOWN
VIPTY,2019,UNKNOWN
VKK,2019,UNKNOWN
VKRMSP,2019,UNKNOWN
VKVIP,2019,UNKNOWN
VOTPP,2019,UNKNOWN
VPI,2019,UNKNOWN
VRA,2019,UNKNOWN
VSIP,2019,UNKNOWN
VSJNP,2019,UNKNOWN
VSP,2019,UNKNOWN
VTIP,2019,UNKNOWN
VTIPP,2019,UNKNOWN
VTRP,2019,UNKNOWN
VTVTK,2019,UNKNOWN
WAP,2019,UNKNOWN
WPOI,2019,UNKNOWN
YBS,2019,UNKNOWN
YGATLSIP,2019,UNKNOWN
YIPP,2019,UNKNOWN
YKP,2019,UNKNOWN
YSEP,2019,UNKNOWN
YSRCP,2019,OTHER
YVP,2019,UNKNOWN
YVTRP,2019,UNKNOWN
ZPM,2019,UNKNOWN
