filename,geo_code,state,survey,survey_version_code,dataset_type_code,dataset_type,file_format_code,file_format,inner_data_files,size_mb,download_status,parse_ok,parse_note,path
PJIR42FL.zip,PJ,Punjab,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,FL,Flat (ASCII/Stata .dta),PJIR42FL.DAT,2.84,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/PJIR42FL.zip
PJIR42SD.zip,PJ,Punjab,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SD,SAS,PJIR42FL.SAS7BDAT,1.87,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/PJIR42SD.zip
PJIR42SV.zip,PJ,Punjab,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SV,SPSS,PJIR42FL.SAV,1.25,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/PJIR42SV.zip
RJHR42DT.zip,RJ,Rajasthan,NFHS-4 (2015-16),42,HR,Household Recode,DT,Stata,RJHR42FL.DTA,1.13,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/RJHR42DT.zip
RJHR42FL.zip,RJ,Rajasthan,NFHS-4 (2015-16),42,HR,Household Recode,FL,Flat (ASCII/Stata .dta),RJHR42FL.DAT,2.76,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/RJHR42FL.zip
RJHR42SD.zip,RJ,Rajasthan,NFHS-4 (2015-16),42,HR,Household Recode,SD,SAS,RJHR42FL.SAS7BDAT,1.65,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/RJHR42SD.zip
RJHR42SV.zip,RJ,Rajasthan,NFHS-4 (2015-16),42,HR,Household Recode,SV,SPSS,RJHR42FL.SAV,1.2,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/RJHR42SV.zip
RJIR42.zip,,,,,,,,,RJIR42.DAT,6.1,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: RJIR42,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/RJIR42.zip
RJIR42DT.zip,RJ,Rajasthan,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,DT,Stata,RJIR42FL.DTA,2.36,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/RJIR42DT.zip
RJIR42FL.zip,RJ,Rajasthan,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,FL,Flat (ASCII/Stata .dta),RJIR42FL.DAT,4.11,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/RJIR42FL.zip
RJIR42SD.zip,RJ,Rajasthan,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SD,SAS,RJIR42FL.SAS7BDAT,3.96,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/RJIR42SD.zip
RJIR42SV.zip,RJ,Rajasthan,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SV,SPSS,RJIR42FL.SAV,2.5,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/RJIR42SV.zip
SKHR42DT.zip,SK,Sikkim,NFHS-4 (2015-16),42,HR,Household Recode,DT,Stata,SKHR42FL.DTA,0.56,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/SKHR42DT.zip
SKHR42FL.zip,SK,Sikkim,NFHS-4 (2015-16),42,HR,Household Recode,FL,Flat (ASCII/Stata .dta),SKHR42FL.DAT,2.11,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/SKHR42FL.zip
SKHR42SD.zip,SK,Sikkim,NFHS-4 (2015-16),42,HR,Household Recode,SD,SAS,SKHR42FL.SAS7BDAT,0.69,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/SKHR42SD.zip
SKHR42SV.zip,SK,Sikkim,NFHS-4 (2015-16),42,HR,Household Recode,SV,SPSS,SKHR42FL.SAV,0.57,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/SKHR42SV.zip
SKIR42.zip,,,,,,,,,SKIR42.DAT,2.95,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: SKIR42,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/SKIR42.zip
SKIR42DT.zip,SK,Sikkim,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,DT,Stata,SKIR42FL.DTA,0.77,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/SKIR42DT.zip
SKIR42FL.zip,SK,Sikkim,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,FL,Flat (ASCII/Stata .dta),SKIR42FL.DAT,2.38,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/SKIR42FL.zip
SKIR42SD.zip,SK,Sikkim,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SD,SAS,SKIR42FL.SAS7BDAT,1.07,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/SKIR42SD.zip
SKIR42SV.zip,SK,Sikkim,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SV,SPSS,SKIR42FL.SAV,0.79,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/SKIR42SV.zip
TNHR42DT.zip,TN,Tamil Nadu,NFHS-4 (2015-16),42,HR,Household Recode,DT,Stata,TNHR42FL.DTA,0.92,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/TNHR42DT.zip
TNHR42FL.zip,TN,Tamil Nadu,NFHS-4 (2015-16),42,HR,Household Recode,FL,Flat (ASCII/Stata .dta),TNHR42FL.DAT,2.51,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/TNHR42FL.zip
TNHR42SD.zip,TN,Tamil Nadu,NFHS-4 (2015-16),42,HR,Household Recode,SD,SAS,TNHR42FL.SAS7BDAT,1.29,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/TNHR42SD.zip
TNHR42SV.zip,TN,Tamil Nadu,NFHS-4 (2015-16),42,HR,Household Recode,SV,SPSS,TNHR42FL.SAV,0.98,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/TNHR42SV.zip
TNIR42.zip,,,,,,,,,TNIR42.DAT,4.86,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: TNIR42,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/TNIR42.zip
TNIR42DT.zip,TN,Tamil Nadu,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,DT,Stata,TNIR42FL.DTA,1.72,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/TNIR42DT.zip
TNIR42FL.zip,TN,Tamil Nadu,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,FL,Flat (ASCII/Stata .dta),TNIR42FL.DAT,3.43,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/TNIR42FL.zip
TNIR42SD.zip,TN,Tamil Nadu,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SD,SAS,TNIR42FL.SAS7BDAT,2.79,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/TNIR42SD.zip
TNIR42SV.zip,TN,Tamil Nadu,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SV,SPSS,TNIR42FL.SAV,1.84,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/TNIR42SV.zip
TRHR42DT.zip,TR,Tripura,NFHS-4 (2015-16),42,HR,Household Recode,DT,Stata,TRHR42FL.DTA,0.56,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/TRHR42DT.zip
TRHR42FL.zip,TR,Tripura,NFHS-4 (2015-16),42,HR,Household Recode,FL,Flat (ASCII/Stata .dta),TRHR42FL.DAT,2.2,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/TRHR42FL.zip
TRHR42SD.zip,TR,Tripura,NFHS-4 (2015-16),42,HR,Household Recode,SD,SAS,TRHR42FL.SAS7BDAT,0.67,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/TRHR42SD.zip
TRHR42SV.zip,TR,Tripura,NFHS-4 (2015-16),42,HR,Household Recode,SV,SPSS,TRHR42FL.SAV,0.56,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/TRHR42SV.zip
TRIR42.zip,,,,,,,,,TRIR42.DAT,2.98,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: TRIR42,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/TRIR42.zip
TRIR42DT.zip,TR,Tripura,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,DT,Stata,TRIR42FL.DTA,0.74,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/TRIR42DT.zip
TRIR42FL.zip,TR,Tripura,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,FL,Flat (ASCII/Stata .dta),TRIR42FL.DAT,2.45,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/TRIR42FL.zip
TRIR42SD.zip,TR,Tripura,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SD,SAS,TRIR42FL.SAS7BDAT,1.04,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/TRIR42SD.zip
TRIR42SV.zip,TR,Tripura,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SV,SPSS,TRIR42FL.SAV,0.77,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/TRIR42SV.zip
UPHR42DT.zip,UP,Uttar Pradesh,NFHS-4 (2015-16),42,HR,Household Recode,DT,Stata,UPHR42FL.DTA,1.4,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/UPHR42DT.zip
UPHR42FL.zip,UP,Uttar Pradesh,NFHS-4 (2015-16),42,HR,Household Recode,FL,Flat (ASCII/Stata .dta),UPHR42FL.DAT,3.06,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/UPHR42FL.zip
UPHR42SD.zip,UP,Uttar Pradesh,NFHS-4 (2015-16),42,HR,Household Recode,SD,SAS,UPHR42FL.SAS7BDAT,2.1,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/UPHR42SD.zip
UPHR42SV.zip,UP,Uttar Pradesh,NFHS-4 (2015-16),42,HR,Household Recode,SV,SPSS,UPHR42FL.SAV,1.5,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/UPHR42SV.zip
UPIR42.zip,,,,,,,,,UPIR42.DAT,7.34,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: UPIR42,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/UPIR42.zip
UPIR42DT.zip,UP,Uttar Pradesh,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,DT,Stata,UPIR42FL.DTA,3.01,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/UPIR42DT.zip
UPIR42FL.zip,UP,Uttar Pradesh,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,FL,Flat (ASCII/Stata .dta),UPIR42FL.DAT,4.82,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/UPIR42FL.zip
UPIR42SD.zip,UP,Uttar Pradesh,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SD,SAS,UPIR42FL.SAS7BDAT,5.13,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/UPIR42SD.zip
UPIR42SV.zip,UP,Uttar Pradesh,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SV,SPSS,UPIR42FL.SAV,3.19,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/UPIR42SV.zip
WBHR42DT.zip,WB,West Bengal,NFHS-4 (2015-16),42,HR,Household Recode,DT,Stata,WBHR42FL.DTA,0.89,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/WBHR42DT.zip
WBHR42FL.zip,WB,West Bengal,NFHS-4 (2015-16),42,HR,Household Recode,FL,Flat (ASCII/Stata .dta),WBHR42FL.DAT,2.48,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/WBHR42FL.zip
WBHR42SD.zip,WB,West Bengal,NFHS-4 (2015-16),42,HR,Household Recode,SD,SAS,WBHR42FL.SAS7BDAT,1.24,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/WBHR42SD.zip
WBHR42SV.zip,WB,West Bengal,NFHS-4 (2015-16),42,HR,Household Recode,SV,SPSS,WBHR42FL.SAV,0.94,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/WBHR42SV.zip
WBIR42.zip,,,,,,,,,WBIR42.DAT,4.71,complete,False,Does not match DHS pattern [CC][DD][VV][FF]: WBIR42,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/WBIR42.zip
WBIR42DT.zip,WB,West Bengal,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,DT,Stata,WBIR42FL.DTA,1.63,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/WBIR42DT.zip
WBIR42FL.zip,WB,West Bengal,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,FL,Flat (ASCII/Stata .dta),WBIR42FL.DAT,3.32,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/WBIR42FL.zip
WBIR42SD.zip,WB,West Bengal,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SD,SAS,WBIR42FL.SAS7BDAT,2.64,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/WBIR42SD.zip
WBIR42SV.zip,WB,West Bengal,NFHS-4 (2015-16),42,IR,Individual (Women) Recode,SV,SPSS,WBIR42FL.SAV,1.73,complete,True,,/Users/maadhavangupta/Downloads/CS/Projects/Election-simulator/data/raw/dhs_downloads/WBIR42SV.zip
