state,lok_sabha_no,lok_sabha_constituency,assembly_no,assembly_constituency,district,district_role,match_method,mapping_confidence,matched_assembly_no,matched_assembly_constituency,source,notes
Andhra Pradesh,1,ADILABAD,9.0,Nirmal,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,1,ADILABAD,10.0,Mudhole,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,8,SECUNDERABAD,57.0,Musheerabad,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,11,MAHBUBNAGAR,84.0,Shadnagar,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,12,NAGARKURNOOL,82.0,Achampet,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,12,NAGARKURNOOL,83.0,Kalwakurthy,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,12,NAGARKURNOOL,85.0,Kollapur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,13,NALGONDA,86.0,Devarakonda,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,13,NALGONDA,87.0,Nagarjuna Sagar,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,13,NALGONDA,88.0,Miryalaguda,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,13,NALGONDA,89.0,Huzurnagar,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,13,NALGONDA,90.0,Kodad,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,13,NALGONDA,91.0,Suryapet,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,13,NALGONDA,92.0,Nalgonda,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,14,BHONGIR,93.0,Munugode,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,14,BHONGIR,94.0,Bhongir,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,14,BHONGIR,95.0,Nakrekal,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,14,BHONGIR,96.0,Thungathurthi,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,14,BHONGIR,97.0,Alair,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,14,BHONGIR,98.0,Jangaon,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,14,BHONGIR,,,,unknown,unmatched,low,,,delimitation_order_2008,missing_assembly_no_and_name
Andhra Pradesh,15,WARANGAL,100.0,Palakurthi,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,15,WARANGAL,104.0,Parkal,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,15,WARANGAL,105.0,Warangal West,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,15,WARANGAL,106.0,Warangal East,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,15,WARANGAL,107.0,Wardhannapet,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,15,WARANGAL,108.0,Bhupalpalle,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,16,MAHABUBABAD (ST),101.0,Dornakal,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,16,MAHABUBABAD (ST),102.0,Mahabubabad,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,16,MAHABUBABAD (ST),103.0,Narsampet,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,16,MAHABUBABAD (ST),110.0,Pinapaka,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,16,MAHABUBABAD (ST),111.0,Yellandu,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,17,KHAMMAM,112.0,Khammam,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,17,KHAMMAM,113.0,Palair,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,17,KHAMMAM,114.0,Madhira,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,17,KHAMMAM,115.0,Wyra,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,17,KHAMMAM,116.0,Sathupalle,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,17,KHAMMAM,117.0,Kothagudem,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,18,ARAKU,129.0,Palakonda,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,18,ARAKU,130.0,Kurupam,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,18,ARAKU,131.0,Parvathipuram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,18,ARAKU,132.0,Salur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,18,ARAKU,147.0,Araku Valley,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,18,ARAKU,148.0,Paderu,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,19,SRIKAKULAM,120.0,Ichchapuram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,19,SRIKAKULAM,121.0,Palasa,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,19,SRIKAKULAM,122.0,Tekkali,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,19,SRIKAKULAM,123.0,Pathapatnam,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,19,SRIKAKULAM,124.0,Srikakulam,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,19,SRIKAKULAM,125.0,Amadalavalasa,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,19,SRIKAKULAM,127.0,Narasannapeta,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,20,VIZIANAGARAM,126.0,Etcherla,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,20,VIZIANAGARAM,128.0,Rajam,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,20,VIZIANAGARAM,133.0,Bobbili,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,20,VIZIANAGARAM,134.0,Cheepurupalli,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,20,VIZIANAGARAM,135.0,Gajapathinagaram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,20,VIZIANAGARAM,136.0,Nellimarla,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,20,VIZIANAGARAM,137.0,Vizianagaram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,21,VISAKHAPATNAM,138.0,Srungavarapukota,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,21,VISAKHAPATNAM,139.0,Bhimli,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,21,VISAKHAPATNAM,141.0,Visakhapatnam South,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,21,VISAKHAPATNAM,142.0,Visakhapatnam North,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,21,VISAKHAPATNAM,143.0,Visakhapatnam West,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,21,VISAKHAPATNAM,144.0,Gajuwaka,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,22,ANAKAPALLE,145.0,Chodavaram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,22,ANAKAPALLE,146.0,Madugula,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,22,ANAKAPALLE,149.0,Anakapalle,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,22,ANAKAPALLE,150.0,Pendurthi,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,22,ANAKAPALLE,151.0,Yelamanchili,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,22,ANAKAPALLE,152.0,Payakaraopet,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,22,ANAKAPALLE,153.0,Narsipatnam,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,23,KAKINADA,154.0,Tuni,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,23,KAKINADA,155.0,Prathipadu,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,23,KAKINADA,156.0,Pithapuram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,23,KAKINADA,158.0,Peddapuram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,23,KAKINADA,160.0,Kakinada City,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,23,KAKINADA,171.0,Jaggampeta,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,24,"AMALAPURAM (SC) 161-Ramachandrapuram, 62-Mummidivaram",163.0,Amalapuram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,24,"AMALAPURAM (SC) 161-Ramachandrapuram, 62-Mummidivaram",164.0,Razole,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,24,"AMALAPURAM (SC) 161-Ramachandrapuram, 62-Mummidivaram",165.0,Gannavaram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,24,"AMALAPURAM (SC) 161-Ramachandrapuram, 62-Mummidivaram",166.0,Kothapeta,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,24,"AMALAPURAM (SC) 161-Ramachandrapuram, 62-Mummidivaram",167.0,Mandapeta,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,25,RAJAHMUNDRY,159.0,Anaparthy,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,25,RAJAHMUNDRY,168.0,Rajanagaram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,25,RAJAHMUNDRY,169.0,Rajahmundry City,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,25,RAJAHMUNDRY,170.0,Rajahmundry Rural,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,25,RAJAHMUNDRY,173.0,Kovvur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,25,RAJAHMUNDRY,174.0,Nidadavole,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,26,NARSAPURAM,175.0,Achanta,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,26,NARSAPURAM,176.0,Palacole,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,26,NARSAPURAM,177.0,Narsapuram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,26,NARSAPURAM,178.0,Bhimavaram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,26,NARSAPURAM,179.0,Undi,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,26,NARSAPURAM,180.0,Tanuku,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,26,NARSAPURAM,181.0,Tadepalligudem,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,27,ELURU,182.0,Unguturu,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,27,ELURU,183.0,Denduluru,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,27,ELURU,184.0,Eluru,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,27,ELURU,186.0,Polavaram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,27,ELURU,187.0,Chintalapudi,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,27,ELURU,189.0,Nuzvid,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,27,ELURU,192.0,Kaikalur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,27,ELURU,,,,unknown,unmatched,low,,,delimitation_order_2008,missing_assembly_no_and_name
Andhra Pradesh,28,MACHILIPATNAM,190.0,Gannavaram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,28,MACHILIPATNAM,191.0,Gudivada,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,28,MACHILIPATNAM,193.0,Pedana,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,28,MACHILIPATNAM,194.0,Machilipatnam,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,28,MACHILIPATNAM,195.0,Avanigadda,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,28,MACHILIPATNAM,196.0,Pamarru,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,28,MACHILIPATNAM,197.0,Penamaluru,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,29,VIJAYAWADA,188.0,Tiruvuru,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,29,VIJAYAWADA,198.0,Vijayawada West,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,29,VIJAYAWADA,200.0,Vijayawada East,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,29,VIJAYAWADA,201.0,Mylavaram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,29,VIJAYAWADA,202.0,Nandigama,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,29,VIJAYAWADA,203.0,Jaggayyapeta,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,30,GUNTUR,205.0,Tadikonda,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,30,GUNTUR,206.0,Mangalagiri,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,30,GUNTUR,207.0,Ponnuru,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,30,GUNTUR,210.0,Tenali,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,30,GUNTUR,212.0,Prathipadu,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,30,GUNTUR,213.0,Guntur West,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,30,GUNTUR,214.0,Guntur East,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,31,NARASARAOPET,204.0,Pedakurapadu,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,31,NARASARAOPET,215.0,Chilakaluripet,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,31,NARASARAOPET,216.0,Narasaraopet,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,31,NARASARAOPET,217.0,Sattenapalli,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,31,NARASARAOPET,218.0,Vinukonda,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,31,NARASARAOPET,219.0,Gurajala,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,31,NARASARAOPET,220.0,Macherla,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,32,BAPATLA,208.0,Vemuru,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,32,BAPATLA,209.0,Repalle,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,32,BAPATLA,211.0,Bapatla,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,32,BAPATLA,223.0,Parchur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,32,BAPATLA,224.0,Addanki,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,32,BAPATLA,225.0,Chirala,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,33,ONGOLE,221.0,Yerragondapalem,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,33,ONGOLE,222.0,Darsi,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,33,ONGOLE,227.0,Ongole,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,33,ONGOLE,229.0,Kondapi,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,33,ONGOLE,230.0,Markapuram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,33,ONGOLE,231.0,Giddalur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,33,ONGOLE,232.0,Kanigiri,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,34,NANDYAL,253.0,Allagadda,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,34,NANDYAL,254.0,Srisailam,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,34,NANDYAL,255.0,Nandikotkur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,34,NANDYAL,257.0,Panyam,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,34,NANDYAL,258.0,Nandyal,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,34,NANDYAL,259.0,Banaganapalle,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,34,NANDYAL,260.0,Dhone,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,35,KURNOOL,256.0,Kurnool,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,35,KURNOOL,261.0,Pattikonda,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,35,KURNOOL,262.0,Kodumur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,35,KURNOOL,263.0,Yemmiganur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,35,KURNOOL,264.0,Mantralayam,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,35,KURNOOL,265.0,Adoni,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,35,KURNOOL,266.0,Alur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,36,ANANTAPUR,267.0,Rayadurg,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,36,ANANTAPUR,268.0,Uravakonda,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,36,ANANTAPUR,269.0,Guntakal,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,36,ANANTAPUR,270.0,Tadpatri,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,36,ANANTAPUR,271.0,Singanamala,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,36,ANANTAPUR,272.0,Anantapur Urban,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,36,ANANTAPUR,273.0,Kalyandurg,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,37,HINDUPUR,274.0,Raptadu,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,37,HINDUPUR,275.0,Madakasira,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,37,HINDUPUR,276.0,Hindupur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,37,HINDUPUR,277.0,Penukonda,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,37,HINDUPUR,278.0,Puttaparthi,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,37,HINDUPUR,279.0,Dharmavaram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,37,HINDUPUR,280.0,Kadiri,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,38,KADAPA,243.0,Badvel,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,38,KADAPA,245.0,Kadapa,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,38,KADAPA,248.0,Pulivendla,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,38,KADAPA,249.0,Kamalapuram,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,38,KADAPA,250.0,Jammalamadugu,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,38,KADAPA,251.0,Proddatur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,38,KADAPA,252.0,Mydukur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,39,NELLORE,233.0,Kavali,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,39,NELLORE,235.0,Kovur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,39,NELLORE,236.0,Nellore City,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,39,NELLORE,237.0,Nellore Rural,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,39,NELLORE,242.0,Udayagiri,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,40,TIRUPATI,238.0,Sarvepalli,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,40,TIRUPATI,239.0,Gudur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,40,TIRUPATI,240.0,Sullurpeta,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,40,TIRUPATI,241.0,Venkatagiri,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,40,TIRUPATI,286.0,Tirupati,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,40,TIRUPATI,287.0,Srikalahasti,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,41,RAJAMPET,244.0,Rajampet,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,41,RAJAMPET,246.0,Kodur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,41,RAJAMPET,247.0,Rayachoti,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,41,RAJAMPET,281.0,Thamballapalle,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,41,RAJAMPET,282.0,Pileru,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,41,RAJAMPET,283.0,Madanapalle,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,41,RAJAMPET,284.0,Punganur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Andhra Pradesh,41,RAJAMPET,,,,unknown,unmatched,low,,,delimitation_order_2008,missing_assembly_no_and_name
