state,lok_sabha_no,lok_sabha_constituency,assembly_no,assembly_constituency,district,district_role,match_method,mapping_confidence,matched_assembly_no,matched_assembly_constituency,source,notes
Uttarakhand,1,Tehri Garhwal,15.0,Chakrata,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,1,Tehri Garhwal,19.0,Raipur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,1,Tehri Garhwal,21.0,Dehradun Cantt,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,1,Tehri Garhwal,22.0,Mussoorie,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,2,Garhwal,36.0,Yamkeshwar,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,2,Garhwal,38.0,Srinagar,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,2,Garhwal,40.0,Lansdowne,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,3,Almora,45.0,Gangolihat,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,3,Almora,46.0,Kapkote,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,3,Almora,48.0,Dwarahat,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,3,Almora,51.0,Someshwar,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,3,Almora,52.0,Almora,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,3,Almora,53.0,Jageshwar,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,3,Almora,54.0,Lohagat,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,3,Almora,55.0,Champawat,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,4,"Nainital- Udham singh Nagar         Kaladhungi, 62-Jaspur, 63-Kashipur, 64-Bajpur (SC), 65-Gadarpur, 66-",56.0,Lalkuwa,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,4,"Nainital- Udham singh Nagar         Kaladhungi, 62-Jaspur, 63-Kashipur, 64-Bajpur (SC), 65-Gadarpur, 66-",57.0,Bhimtal,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,4,"Nainital- Udham singh Nagar         Kaladhungi, 62-Jaspur, 63-Kashipur, 64-Bajpur (SC), 65-Gadarpur, 66-",58.0,Nainital,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,4,"Nainital- Udham singh Nagar         Kaladhungi, 62-Jaspur, 63-Kashipur, 64-Bajpur (SC), 65-Gadarpur, 66-",69.0,Nanak Matta,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,4,"Nainital- Udham singh Nagar         Kaladhungi, 62-Jaspur, 63-Kashipur, 64-Bajpur (SC), 65-Gadarpur, 66-",70.0,Khatima,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,5,Hardwar,18.0,Dharampur,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,5,Hardwar,24.0,Rishikesh,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,5,Hardwar,25.0,Hardwar,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,5,Hardwar,29.0,Jhabrera,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,5,Hardwar,30.0,Pirankaliyar,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
Uttarakhand,5,Hardwar,,,,unknown,unmatched,low,,,delimitation_order_2008,missing_assembly_no_and_name
West Bengal,10,BAHARAMPUR,,,,unknown,unmatched,low,,,delimitation_order_2008,missing_assembly_no_and_name
West Bengal,12,"KRISHNANAGAR 78 TEHATTA, 79 PALASHIPARA, 80. KALIGANJ, 81",85.0,KRISHNANAGAR DAKSHIN,,unknown,unmatched,low,,,delimitation_order_2008,assembly_no_missing_in_table_a
West Bengal,22,JADAVPUR,,,,unknown,unmatched,low,,,delimitation_order_2008,missing_assembly_no_and_name
West Bengal,34,MEDINIPUR KHARAGPUR SADAR,,,,unknown,unmatched,low,,,delimitation_order_2008,missing_assembly_no_and_name
West Bengal,42,BIRBHUM,,,,unknown,unmatched,low,,,delimitation_order_2008,missing_assembly_no_and_name
