state,constituency,state_key,constituency_key,variable,value,unit,source_name,source_url_or_document,source_year,geography_level,method,confidence,notes,entered_by,last_updated,override_allowed
Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,ANDAMAN NICOBAR ISLANDS,urban_pct,,percent,,,,,,,,,,false
Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,ANDAMAN NICOBAR ISLANDS,literacy_rate,,percent,,,,,,,,,,false
Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,ANDAMAN NICOBAR ISLANDS,female_literacy_pct,,percent,,,,,,,,,,false
Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,ANDAMAN NICOBAR ISLANDS,male_literacy_pct,,percent,,,,,,,,,,false
Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,ANDAMAN NICOBAR ISLANDS,sc_pct,,percent,,,,,,,,,,false
Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,ANDAMAN NICOBAR ISLANDS,st_pct,,percent,,,,,,,,,,false
Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,ANDAMAN NICOBAR ISLANDS,religion_hindu_pct,,percent,,,,,,,,,,false
Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,ANDAMAN NICOBAR ISLANDS,religion_muslim_pct,,percent,,,,,,,,,,false
Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,ANDAMAN NICOBAR ISLANDS,religion_christian_pct,,percent,,,,,,,,,,false
Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,ANDAMAN NICOBAR ISLANDS,religion_sikh_pct,,percent,,,,,,,,,,false
Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,ANDAMAN NICOBAR ISLANDS,population_density,,persons_per_sq_km,,,,,,,,,,false
Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,ANDAMAN NICOBAR ISLANDS,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,ANDAMAN NICOBAR ISLANDS,electricity_pct,,percent,,,,,,,,,,false
Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,ANDAMAN NICOBAR ISLANDS,lpg_pct,,percent,,,,,,,,,,false
Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,ANDAMAN NICOBAR ISLANDS,improved_sanitation_pct,,percent,,,,,,,,,,false
Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,ANDAMAN NICOBAR ISLANDS,mobile_phone_pct,,percent,,,,,,,,,,false
Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,ANDAMAN NICOBAR ISLANDS,bank_account_pct,,percent,,,,,,,,,,false
Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,ANDAMAN NICOBAR ISLANDS,wealth_index_mean,,index,,,,,,,,,,false
Andaman & Nicobar Islands,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,ANDAMAN NICOBAR ISLANDS,fertility_rate,,births_per_woman,,,,,,,,,,false
Andhra Pradesh,Amalapuram,ANDHRA PRADESH,AMALAPURAM,urban_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Amalapuram,ANDHRA PRADESH,AMALAPURAM,literacy_rate,,percent,,,,,,,,,,false
Andhra Pradesh,Amalapuram,ANDHRA PRADESH,AMALAPURAM,female_literacy_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Amalapuram,ANDHRA PRADESH,AMALAPURAM,male_literacy_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Amalapuram,ANDHRA PRADESH,AMALAPURAM,sc_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Amalapuram,ANDHRA PRADESH,AMALAPURAM,st_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Amalapuram,ANDHRA PRADESH,AMALAPURAM,religion_hindu_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Amalapuram,ANDHRA PRADESH,AMALAPURAM,religion_muslim_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Amalapuram,ANDHRA PRADESH,AMALAPURAM,religion_christian_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Amalapuram,ANDHRA PRADESH,AMALAPURAM,religion_sikh_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Amalapuram,ANDHRA PRADESH,AMALAPURAM,population_density,,persons_per_sq_km,,,,,,,,,,false
Andhra Pradesh,Amalapuram,ANDHRA PRADESH,AMALAPURAM,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Andhra Pradesh,Amalapuram,ANDHRA PRADESH,AMALAPURAM,electricity_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Amalapuram,ANDHRA PRADESH,AMALAPURAM,lpg_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Amalapuram,ANDHRA PRADESH,AMALAPURAM,improved_sanitation_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Amalapuram,ANDHRA PRADESH,AMALAPURAM,mobile_phone_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Amalapuram,ANDHRA PRADESH,AMALAPURAM,bank_account_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Amalapuram,ANDHRA PRADESH,AMALAPURAM,wealth_index_mean,,index,,,,,,,,,,false
Andhra Pradesh,Amalapuram,ANDHRA PRADESH,AMALAPURAM,fertility_rate,,births_per_woman,,,,,,,,,,false
Andhra Pradesh,Ananthapur,ANDHRA PRADESH,ANANTHAPUR,urban_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Ananthapur,ANDHRA PRADESH,ANANTHAPUR,literacy_rate,,percent,,,,,,,,,,false
Andhra Pradesh,Ananthapur,ANDHRA PRADESH,ANANTHAPUR,female_literacy_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Ananthapur,ANDHRA PRADESH,ANANTHAPUR,male_literacy_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Ananthapur,ANDHRA PRADESH,ANANTHAPUR,sc_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Ananthapur,ANDHRA PRADESH,ANANTHAPUR,st_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Ananthapur,ANDHRA PRADESH,ANANTHAPUR,religion_hindu_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Ananthapur,ANDHRA PRADESH,ANANTHAPUR,religion_muslim_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Ananthapur,ANDHRA PRADESH,ANANTHAPUR,religion_christian_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Ananthapur,ANDHRA PRADESH,ANANTHAPUR,religion_sikh_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Ananthapur,ANDHRA PRADESH,ANANTHAPUR,population_density,,persons_per_sq_km,,,,,,,,,,false
Andhra Pradesh,Ananthapur,ANDHRA PRADESH,ANANTHAPUR,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Andhra Pradesh,Ananthapur,ANDHRA PRADESH,ANANTHAPUR,electricity_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Ananthapur,ANDHRA PRADESH,ANANTHAPUR,lpg_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Ananthapur,ANDHRA PRADESH,ANANTHAPUR,improved_sanitation_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Ananthapur,ANDHRA PRADESH,ANANTHAPUR,mobile_phone_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Ananthapur,ANDHRA PRADESH,ANANTHAPUR,bank_account_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Ananthapur,ANDHRA PRADESH,ANANTHAPUR,wealth_index_mean,,index,,,,,,,,,,false
Andhra Pradesh,Ananthapur,ANDHRA PRADESH,ANANTHAPUR,fertility_rate,,births_per_woman,,,,,,,,,,false
Andhra Pradesh,Kadapa,ANDHRA PRADESH,KADAPA,urban_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kadapa,ANDHRA PRADESH,KADAPA,literacy_rate,,percent,,,,,,,,,,false
Andhra Pradesh,Kadapa,ANDHRA PRADESH,KADAPA,female_literacy_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kadapa,ANDHRA PRADESH,KADAPA,male_literacy_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kadapa,ANDHRA PRADESH,KADAPA,sc_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kadapa,ANDHRA PRADESH,KADAPA,st_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kadapa,ANDHRA PRADESH,KADAPA,religion_hindu_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kadapa,ANDHRA PRADESH,KADAPA,religion_muslim_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kadapa,ANDHRA PRADESH,KADAPA,religion_christian_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kadapa,ANDHRA PRADESH,KADAPA,religion_sikh_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kadapa,ANDHRA PRADESH,KADAPA,population_density,,persons_per_sq_km,,,,,,,,,,false
Andhra Pradesh,Kadapa,ANDHRA PRADESH,KADAPA,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Andhra Pradesh,Kadapa,ANDHRA PRADESH,KADAPA,electricity_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kadapa,ANDHRA PRADESH,KADAPA,lpg_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kadapa,ANDHRA PRADESH,KADAPA,improved_sanitation_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kadapa,ANDHRA PRADESH,KADAPA,mobile_phone_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kadapa,ANDHRA PRADESH,KADAPA,bank_account_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kadapa,ANDHRA PRADESH,KADAPA,wealth_index_mean,,index,,,,,,,,,,false
Andhra Pradesh,Kadapa,ANDHRA PRADESH,KADAPA,fertility_rate,,births_per_woman,,,,,,,,,,false
Andhra Pradesh,Kurnoolu,ANDHRA PRADESH,KURNOOLU,urban_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kurnoolu,ANDHRA PRADESH,KURNOOLU,literacy_rate,,percent,,,,,,,,,,false
Andhra Pradesh,Kurnoolu,ANDHRA PRADESH,KURNOOLU,female_literacy_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kurnoolu,ANDHRA PRADESH,KURNOOLU,male_literacy_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kurnoolu,ANDHRA PRADESH,KURNOOLU,sc_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kurnoolu,ANDHRA PRADESH,KURNOOLU,st_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kurnoolu,ANDHRA PRADESH,KURNOOLU,religion_hindu_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kurnoolu,ANDHRA PRADESH,KURNOOLU,religion_muslim_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kurnoolu,ANDHRA PRADESH,KURNOOLU,religion_christian_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kurnoolu,ANDHRA PRADESH,KURNOOLU,religion_sikh_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kurnoolu,ANDHRA PRADESH,KURNOOLU,population_density,,persons_per_sq_km,,,,,,,,,,false
Andhra Pradesh,Kurnoolu,ANDHRA PRADESH,KURNOOLU,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Andhra Pradesh,Kurnoolu,ANDHRA PRADESH,KURNOOLU,electricity_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kurnoolu,ANDHRA PRADESH,KURNOOLU,lpg_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kurnoolu,ANDHRA PRADESH,KURNOOLU,improved_sanitation_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kurnoolu,ANDHRA PRADESH,KURNOOLU,mobile_phone_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kurnoolu,ANDHRA PRADESH,KURNOOLU,bank_account_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Kurnoolu,ANDHRA PRADESH,KURNOOLU,wealth_index_mean,,index,,,,,,,,,,false
Andhra Pradesh,Kurnoolu,ANDHRA PRADESH,KURNOOLU,fertility_rate,,births_per_woman,,,,,,,,,,false
Andhra Pradesh,Narsaraopet,ANDHRA PRADESH,NARSARAOPET,urban_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Narsaraopet,ANDHRA PRADESH,NARSARAOPET,literacy_rate,,percent,,,,,,,,,,false
Andhra Pradesh,Narsaraopet,ANDHRA PRADESH,NARSARAOPET,female_literacy_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Narsaraopet,ANDHRA PRADESH,NARSARAOPET,male_literacy_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Narsaraopet,ANDHRA PRADESH,NARSARAOPET,sc_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Narsaraopet,ANDHRA PRADESH,NARSARAOPET,st_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Narsaraopet,ANDHRA PRADESH,NARSARAOPET,religion_hindu_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Narsaraopet,ANDHRA PRADESH,NARSARAOPET,religion_muslim_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Narsaraopet,ANDHRA PRADESH,NARSARAOPET,religion_christian_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Narsaraopet,ANDHRA PRADESH,NARSARAOPET,religion_sikh_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Narsaraopet,ANDHRA PRADESH,NARSARAOPET,population_density,,persons_per_sq_km,,,,,,,,,,false
Andhra Pradesh,Narsaraopet,ANDHRA PRADESH,NARSARAOPET,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Andhra Pradesh,Narsaraopet,ANDHRA PRADESH,NARSARAOPET,electricity_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Narsaraopet,ANDHRA PRADESH,NARSARAOPET,lpg_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Narsaraopet,ANDHRA PRADESH,NARSARAOPET,improved_sanitation_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Narsaraopet,ANDHRA PRADESH,NARSARAOPET,mobile_phone_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Narsaraopet,ANDHRA PRADESH,NARSARAOPET,bank_account_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Narsaraopet,ANDHRA PRADESH,NARSARAOPET,wealth_index_mean,,index,,,,,,,,,,false
Andhra Pradesh,Narsaraopet,ANDHRA PRADESH,NARSARAOPET,fertility_rate,,births_per_woman,,,,,,,,,,false
Andhra Pradesh,Nellore,ANDHRA PRADESH,NELLORE,literacy_rate,,percent,,,,,,,,,,false
Andhra Pradesh,Nellore,ANDHRA PRADESH,NELLORE,female_literacy_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Nellore,ANDHRA PRADESH,NELLORE,male_literacy_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Nellore,ANDHRA PRADESH,NELLORE,sc_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Nellore,ANDHRA PRADESH,NELLORE,st_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Nellore,ANDHRA PRADESH,NELLORE,religion_hindu_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Nellore,ANDHRA PRADESH,NELLORE,religion_muslim_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Nellore,ANDHRA PRADESH,NELLORE,religion_christian_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Nellore,ANDHRA PRADESH,NELLORE,religion_sikh_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Nellore,ANDHRA PRADESH,NELLORE,population_density,,persons_per_sq_km,,,,,,,,,,false
Andhra Pradesh,Nellore,ANDHRA PRADESH,NELLORE,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Andhra Pradesh,Nellore,ANDHRA PRADESH,NELLORE,fertility_rate,,births_per_woman,,,,,,,,,,false
Andhra Pradesh,Rajampet,ANDHRA PRADESH,RAJAMPET,literacy_rate,,percent,,,,,,,,,,false
Andhra Pradesh,Rajampet,ANDHRA PRADESH,RAJAMPET,female_literacy_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Rajampet,ANDHRA PRADESH,RAJAMPET,male_literacy_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Rajampet,ANDHRA PRADESH,RAJAMPET,sc_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Rajampet,ANDHRA PRADESH,RAJAMPET,st_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Rajampet,ANDHRA PRADESH,RAJAMPET,religion_hindu_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Rajampet,ANDHRA PRADESH,RAJAMPET,religion_muslim_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Rajampet,ANDHRA PRADESH,RAJAMPET,religion_christian_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Rajampet,ANDHRA PRADESH,RAJAMPET,religion_sikh_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Rajampet,ANDHRA PRADESH,RAJAMPET,population_density,,persons_per_sq_km,,,,,,,,,,false
Andhra Pradesh,Rajampet,ANDHRA PRADESH,RAJAMPET,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Andhra Pradesh,Rajampet,ANDHRA PRADESH,RAJAMPET,fertility_rate,,births_per_woman,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,urban_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,literacy_rate,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,female_literacy_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,male_literacy_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,sc_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,st_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,religion_hindu_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,religion_muslim_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,religion_christian_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,religion_sikh_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,population_density,,persons_per_sq_km,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,electricity_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,lpg_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,improved_sanitation_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,mobile_phone_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,bank_account_pct,,percent,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,wealth_index_mean,,index,,,,,,,,,,false
Andhra Pradesh,Thirupathi,ANDHRA PRADESH,THIRUPATHI,fertility_rate,,births_per_woman,,,,,,,,,,false
Arunachal Pradesh,Arunachal East,ARUNACHAL PRADESH,ARUNACHAL EAST,urban_pct,,percent,,,,,,,,,,false
Arunachal Pradesh,Arunachal East,ARUNACHAL PRADESH,ARUNACHAL EAST,literacy_rate,,percent,,,,,,,,,,false
Arunachal Pradesh,Arunachal East,ARUNACHAL PRADESH,ARUNACHAL EAST,female_literacy_pct,,percent,,,,,,,,,,false
Arunachal Pradesh,Arunachal East,ARUNACHAL PRADESH,ARUNACHAL EAST,male_literacy_pct,,percent,,,,,,,,,,false
Arunachal Pradesh,Arunachal East,ARUNACHAL PRADESH,ARUNACHAL EAST,sc_pct,,percent,,,,,,,,,,false
Arunachal Pradesh,Arunachal East,ARUNACHAL PRADESH,ARUNACHAL EAST,st_pct,,percent,,,,,,,,,,false
Arunachal Pradesh,Arunachal East,ARUNACHAL PRADESH,ARUNACHAL EAST,religion_hindu_pct,,percent,,,,,,,,,,false
Arunachal Pradesh,Arunachal East,ARUNACHAL PRADESH,ARUNACHAL EAST,religion_muslim_pct,,percent,,,,,,,,,,false
Arunachal Pradesh,Arunachal East,ARUNACHAL PRADESH,ARUNACHAL EAST,religion_christian_pct,,percent,,,,,,,,,,false
Arunachal Pradesh,Arunachal East,ARUNACHAL PRADESH,ARUNACHAL EAST,religion_sikh_pct,,percent,,,,,,,,,,false
Arunachal Pradesh,Arunachal East,ARUNACHAL PRADESH,ARUNACHAL EAST,population_density,,persons_per_sq_km,,,,,,,,,,false
Arunachal Pradesh,Arunachal East,ARUNACHAL PRADESH,ARUNACHAL EAST,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Arunachal Pradesh,Arunachal East,ARUNACHAL PRADESH,ARUNACHAL EAST,electricity_pct,,percent,,,,,,,,,,false
Arunachal Pradesh,Arunachal East,ARUNACHAL PRADESH,ARUNACHAL EAST,lpg_pct,,percent,,,,,,,,,,false
Arunachal Pradesh,Arunachal East,ARUNACHAL PRADESH,ARUNACHAL EAST,improved_sanitation_pct,,percent,,,,,,,,,,false
Arunachal Pradesh,Arunachal East,ARUNACHAL PRADESH,ARUNACHAL EAST,mobile_phone_pct,,percent,,,,,,,,,,false
Arunachal Pradesh,Arunachal East,ARUNACHAL PRADESH,ARUNACHAL EAST,bank_account_pct,,percent,,,,,,,,,,false
Arunachal Pradesh,Arunachal East,ARUNACHAL PRADESH,ARUNACHAL EAST,wealth_index_mean,,index,,,,,,,,,,false
Arunachal Pradesh,Arunachal East,ARUNACHAL PRADESH,ARUNACHAL EAST,fertility_rate,,births_per_woman,,,,,,,,,,false
Assam,Darrang-Udalguri,ASSAM,DARRANG UDALGURI,urban_pct,,percent,,,,,,,,,,false
Assam,Darrang-Udalguri,ASSAM,DARRANG UDALGURI,literacy_rate,,percent,,,,,,,,,,false
Assam,Darrang-Udalguri,ASSAM,DARRANG UDALGURI,female_literacy_pct,,percent,,,,,,,,,,false
Assam,Darrang-Udalguri,ASSAM,DARRANG UDALGURI,male_literacy_pct,,percent,,,,,,,,,,false
Assam,Darrang-Udalguri,ASSAM,DARRANG UDALGURI,sc_pct,,percent,,,,,,,,,,false
Assam,Darrang-Udalguri,ASSAM,DARRANG UDALGURI,st_pct,,percent,,,,,,,,,,false
Assam,Darrang-Udalguri,ASSAM,DARRANG UDALGURI,religion_hindu_pct,,percent,,,,,,,,,,false
Assam,Darrang-Udalguri,ASSAM,DARRANG UDALGURI,religion_muslim_pct,,percent,,,,,,,,,,false
Assam,Darrang-Udalguri,ASSAM,DARRANG UDALGURI,religion_christian_pct,,percent,,,,,,,,,,false
Assam,Darrang-Udalguri,ASSAM,DARRANG UDALGURI,religion_sikh_pct,,percent,,,,,,,,,,false
Assam,Darrang-Udalguri,ASSAM,DARRANG UDALGURI,population_density,,persons_per_sq_km,,,,,,,,,,false
Assam,Darrang-Udalguri,ASSAM,DARRANG UDALGURI,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Assam,Darrang-Udalguri,ASSAM,DARRANG UDALGURI,electricity_pct,,percent,,,,,,,,,,false
Assam,Darrang-Udalguri,ASSAM,DARRANG UDALGURI,lpg_pct,,percent,,,,,,,,,,false
Assam,Darrang-Udalguri,ASSAM,DARRANG UDALGURI,improved_sanitation_pct,,percent,,,,,,,,,,false
Assam,Darrang-Udalguri,ASSAM,DARRANG UDALGURI,mobile_phone_pct,,percent,,,,,,,,,,false
Assam,Darrang-Udalguri,ASSAM,DARRANG UDALGURI,bank_account_pct,,percent,,,,,,,,,,false
Assam,Darrang-Udalguri,ASSAM,DARRANG UDALGURI,wealth_index_mean,,index,,,,,,,,,,false
Assam,Darrang-Udalguri,ASSAM,DARRANG UDALGURI,fertility_rate,,births_per_woman,,,,,,,,,,false
Assam,Diphu,ASSAM,DIPHU,urban_pct,,percent,,,,,,,,,,false
Assam,Diphu,ASSAM,DIPHU,literacy_rate,,percent,,,,,,,,,,false
Assam,Diphu,ASSAM,DIPHU,female_literacy_pct,,percent,,,,,,,,,,false
Assam,Diphu,ASSAM,DIPHU,male_literacy_pct,,percent,,,,,,,,,,false
Assam,Diphu,ASSAM,DIPHU,sc_pct,,percent,,,,,,,,,,false
Assam,Diphu,ASSAM,DIPHU,st_pct,,percent,,,,,,,,,,false
Assam,Diphu,ASSAM,DIPHU,religion_hindu_pct,,percent,,,,,,,,,,false
Assam,Diphu,ASSAM,DIPHU,religion_muslim_pct,,percent,,,,,,,,,,false
Assam,Diphu,ASSAM,DIPHU,religion_christian_pct,,percent,,,,,,,,,,false
Assam,Diphu,ASSAM,DIPHU,religion_sikh_pct,,percent,,,,,,,,,,false
Assam,Diphu,ASSAM,DIPHU,population_density,,persons_per_sq_km,,,,,,,,,,false
Assam,Diphu,ASSAM,DIPHU,sex_ratio,,females_per_1000_males,,,,,,,,,,false
Assam,Diphu,ASSAM,DIPHU,electricity_pct,,percent,,,,,,,,,,false
Assam,Diphu,ASSAM,DIPHU,lpg_pct,,percent,,,,,,,,,,false
Assam,Diphu,ASSAM,DIPHU,improved_sanitation_pct,,percent,,,,,,,,,,false
Assam,Diphu,ASSAM,DIPHU,mobile_phone_pct,,percent,,,,,,,,,,false
Assam,Diphu,ASSAM,DIPHU,bank_account_pct,,percent,,,,,,,,,,false
Assam,Diphu,ASSAM,DIPHU,wealth_index_mean,,index,,,,,,,,,,false
Assam,Diphu,ASSAM,DIPHU,fertility_rate,,births_per_woman,,,,,,,,,,false
Assam,Guwahati,ASSAM,GUWAHATI,urban_pct,,percent,,,,,,,,,,false
Assam,Guwahati,ASSAM,GUWAHATI,literacy_rate,,percent,,,,,,,,,,false
Assam,Guwahati,ASSAM,GUWAHATI,female_literacy_pct,,percent,,,,,,,,,,false
Assam,Guwahati,ASSAM,GUWAHATI,male_literacy_pct,,percent,,,,,,,,,,false
Assam,Guwahati,ASSAM,GUWAHATI,sc_pct,,percent,,,,,,,,,,false
Assam,Guwahati,ASSAM,GUWAHATI,st_pct,,percent,,,,,,,,,,false
Assam,Guwahati,ASSAM,GUWAHATI,religion_hindu_pct,,percent,,,,,,,,,,false
Assam,Guwahati,ASSAM,GUWAHATI,religion_muslim_pct,,percent,,,,,,,,,,false
Assam,Guwahati,ASSAM,GUWAHATI,religion_christian_pct,,percent,,,,,,,,,,false
Assam,Guwahati,ASSAM,GUWAHATI,religion_sikh_pct,,percent,,,,,,,,,,false
Assam,Guwahati,ASSAM,GUWAHATI,population_density,,persons_per_sq_km,,,,,,,,,,false
