year,poll_type,source_file,page,candidate_score,matched_group_types,matched_keywords,likely_table_type,page_text_excerpt,recommended_action
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,146,21,age;caste;electorate,age;all india;bjp;congress;india;party;st;vote,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 2: Improved somewhat 275 35.5 3: Worsened somewhat 59 7.6 4: Worsened a lot 31 4.0 7: Can't say 112 14.5 8: No response 57 7.3 Total 776 100.0 Q10: Did a candidate/party worker of the following parties come to your house to ask for your vote in the last one month? a: Congress N (%) 1: No 500 64.5 2: Yes 169 21.7 7: Can't say 93 12.0 8: No response ,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,170,21,age;caste;electorate,age;all india;bjp;inc;india;party;st;vote,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings KARNATAKA KAQ1: If Assembly elections are held in Karnataka tomorrow for some reason, which party would you vote for? N (%) 001: INC 292 30.6 002: BJP 425 44.6 003: BSP 5 .5 004: CPI(M) 3 .3 008: JD-U 11 1.2 015: JD-S 90 9.5 026: AGP 1 .1 900: Independent 1 .1 902: NOTA 3 .3 996: Can't say 84 8.8 997: Any other party 3 .3 998: No response 36 3.7 Total 95",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,173,21,age;caste;electorate,age;all india;bjp;congress;india;party;st;vote,voter_group_party_table,All India Postpoll NES 2019-Survey Findings Q10: Did a candidate/party worker of the following parties come to your house to ask for your vote in the last one month? a: JDS N (%) 1: No 555 58.2 2: Yes 345 36.2 7: Can't say 36 3.8 8: No response 17 1.8 Total 954 100.0 b: BJP N (%) 1: No 335 35.1 2: Yes 567 59.4 7: Can't say 36 3.8 8: No response 16 1.7 Total 954 100.0 c: Congress N (%) 1: No 346 36,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,185,21,gender;age;caste;welfare_beneficiary;electorate,age;all india;bjp;congress;india;men;sc;scheme;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Total 954 100.0 c: BJP N (%) 1: A lot 495 51.9 2: Somewhat 202 21.2 3: Very little 112 11.7 4: Don’t like at all 101 10.5 7: Can't say 32 3.4 8: No response 12 1.3 Total 954 100.0 MPQ5: Did the Congress do the right thing my making Kamal Nath the chief minister of Madhya Pradesh after the December 2018 election or should it have made Jyotiraditya S,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,189,21,age;caste;electorate,age;all india;bjp;inc;india;party;st;vote,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings MAHARASHTRA MHQ1: If Assembly elections are held in Maharashtra tomorrow for some reason, which party would you vote for? N (%) 001: INC 220 15.3 002: BJP 422 29.4 003: BSP 0 .0 004: CPI(M) 0 .0 005: CPI 5 .4 006: NCP 147 10.2 010: RJD 1 .0 014: JMM 1 .1 018: Shiv Sena 167 11.6 021: AIMIM 9 .6 053: MNS 3 .2 054: BBM 8 .5 095: IPFT 3 .2 126: VBA 99 6.9 90",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,194,21,age;caste;electorate,age;all india;bjp;congress;india;party;st;vote,voter_group_party_table,All India Postpoll NES 2019-Survey Findings Q10: Did a candidate/party worker of the following parties come to your house to ask for your vote in the last one month? a: Shiv Sena N (%) 1: No 1036 72.0 2: Yes 250 17.4 7: Can't say 127 8.9 8: No response 26 1.8 Total 1439 100.0 b: Congress N (%) 1: No 1087 75.6 2: Yes 197 13.7 7: Can't say 127 8.8 8: No response 28 2.0 Total 1439 100.0 c: BJP N (%) ,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,201,21,age;caste;electorate,age;all india;bjp;congress;india;party;st;vote,voter_group_party_table,All India Postpoll NES 2019-Survey Findings MNQ6: Are you in favor of the continuation of the Armed Forces Special Powers Act (1958) in Manipur or not? N (%) 1: No 280 68.4 2: Yes 38 9.3 7: Can't say 61 14.9 8: No response 30 7.4 Total 409 100.0 Q10: Did a candidate/party worker of the following parties come to your house to ask for your vote in the last one month? a: Congress N (%) 1: No 331 80.9,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,205,21,age;caste;electorate,age;all india;bjp;congress;india;st;upa;vote,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) Missing 995: Did not vote 3 .6 Total 453 100.0 MGQ3: Who would you like to see as the next Chief Minister of Meghalaya? N (%) 01: Conrad Kongkal Sangma (BJP) 96 21.3 02: Mukul Sangma (Cong) 107 23.7 03: Donkupar Roy (UDP) 2 .4 08: Kalpana D. Sangma (GNC) 2 .5 11: Ampareen Lyngdoh (Congress) 2 .4 27: Other NPP leaders 6 1.4 28: Other UDP l,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,216,21,age;caste;electorate,age;all india;congress;india;others;party;st;vote,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 02: Civil Society 43 11.9 21.2 03: Students 3 .8 1.5 04: Protests by political parties (generally) 11 3.1 5.5 06: Congress/Congress leaders 21 6.0 10.6 10: NPF 4 1.1 2.0 11: NDPP 1 .4 .6 19: Other parties of NE 12 3.3 5.8 25: Others 14 4.0 7.1 98: No response 1 .4 .7 Total 202 56.4 100.0 Missing 99: NA 156 43.6 Total 358 100.0 Q10: Did a ,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,226,21,age;caste;electorate,age;all india;bjp;congress;india;party;st;vote,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) 7: Can't say 27 3.0 8: No response 19 2.1 Total 900 100.0 Q10: Did a candidate/party worker of the following parties come to your house to ask for your vote in the last one month? a: BJD N (%) 1: No 481 53.4 2: Yes 392 43.6 7: Can't say 23 2.6 8: No response 3 .4 Total 900 100.0 b: Congress N (%) 1: No 529 58.8 2: Yes 344 38.3 7: Can't say 25 2.8 8,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,228,21,age;caste;electorate,age;all india;bjp;inc;india;party;st;vote,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings PUNJAB PBQ1: If Assembly elections are held in Punjab tomorrow for some reason, which party would you vote for? N (%) 001: INC 184 28.9 002: BJP 38 5.9 003: BSP 14 2.2 012: AAP 37 5.9 071: SAD 109 17.2 072: LIP 10 1.6 074: SAD-T 2 .3 075: SAD(Amritsar) 7 1.0 995: Did not vote 23 3.7 996: Can't say 132 20.8 998: No response 79 12.4 Total 635 100.0 PBQ2: W",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,237,21,age;caste;electorate,age;all india;bjp;congress;india;st;vote;voted,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) Total 772 99.6 100.0 Missing 999: Not Voted 3 .4 Total 775 100.0 RJQ3: Who would you like to see as the next Chief Minister of Rajasthan? N (%) 01: Ashok Gehlot (Cong) 237 30.5 02: Sachin Pilot (Cong) 76 9.8 03: Vasundhara Raje (BJP) 154 19.8 04: C P Joshi (Cong) 7 .9 05: Shanti Dhariwal (Cong) 5 .6 07: Hanuman Beniwal (RLP) 23 3.0 08: Gu,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,241,21,age;caste;electorate,age;all india;bjp;congress;india;party;st;vote,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Total 775 100.0 Q10: Did a candidate/party worker of the following parties come to your house to ask for your vote in the last one month? a: Congress N (%) 1: No 301 38.8 2: Yes 380 49.0 7: Can't say 86 11.2 8: No response 8 1.0 Total 775 100.0 b: BSP N (%) 1: No 552 71.2 2: Yes 112 14.4 7: Can't say 103 13.2 8: No response 9 1.2 Total 775 100.0 c:,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,243,21,age;caste;electorate,age;all india;bjp;inc;india;party;st;vote,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings TAMIL NADU TNQ1: If Assembly elections are held in Tamil Nadu tomorrow for some reason, which party would you vote for? N (%) 001: INC 24 1.4 002: BJP 31 1.8 003: BSP 21 1.2 004: CPI(M) 7 .4 005: CPI 1 .1 008: JD-U 6 .4 009: LJP 1 .1 012: AAP 3 .2 078: BVP 5 .3 083: AIADMK 282 16.3 084: AMMK 119 6.9 085: DMK 753 43.5 086: DMDK 20 1.2 087: PMK 99 5.7 088:",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,253,21,age;caste;electorate,age;all india;bjp;inc;india;party;st;vote,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings UTTAR PRADESH UPQ1: If Assembly elections are held in Uttar Pradesh tomorrow, which party would you vote for? N (%) 001: INC 111 4.1 002: BJP 1034 38.2 003: BSP 380 14.0 004: CPI(M) 7 .3 005: CPI 1 .1 007: AITC 17 .6 011: CPI(ML)(L) 2 .1 017: SP 642 23.7 022: TDP 1 .0 024: Jana Sena 5 .2 033: GGP 1 .0 101: RLD 2 .1 121: BLF 1 .0 127: PSP 1 .0 902: NOTA 2",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,270,21,age;caste;electorate,age;all india;bjp;inc;india;party;st;vote,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings DELHI DLQ1: If Assembly elections are held in Delhi tomorrow for some reason, which party would you vote for? N (%) 001: INC 100 14.6 002: BJP 232 34.0 003: BSP 6 .9 010: RJD 1 .1 012: AAP 235 34.3 996: Can't say 77 11.3 998: No response 32 4.7 Total 683 100.0 DLQ2: Who would you like to see as the next Chief Minister of Delhi? N (%) 01: Arvind Kejriwal ",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,281,21,age;caste;electorate,age;all india;bjp;congress;india;party;st;vote,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 044: JVM-P 2 .2 1.0 998: No response 16 2.4 10.2 Total 153 23.6 100.0 Missing 999: N.A. 495 76.4 Total 648 100.0 Q10: Did a candidate/party worker of the following parties come to your house to ask for your vote in the last one month? a: JMM N (%) 1: No 331 51.1 2: Yes 241 37.1 7: Can't say 73 11.3 8: No response 3 .4 Total 648 100.0 b: B,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,295,21,age;caste;electorate,age;all india;bjp;congress;india;party;st;vote,voter_group_party_table,All India Postpoll NES 2019-Survey Findings Q10: Did a candidate/party worker of the following parties come to your house to ask for your vote in the last one month? a: SP N (%) 1: No 398 90.0 2: Yes 6 1.4 7: Can't say 35 7.9 8: No response 3 .7 Total 443 100.0 b: BJP N (%) 1: No 255 57.5 2: Yes 153 34.5 7: Can't say 33 7.5 8: No response 2 .5 Total 443 100.0 c: BSP N (%) 1: No 384 86.6 2: Yes 19 ,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,302,21,age;caste;electorate,age;all india;bjp;congress;india;party;st;vote,voter_group_party_table,All India Postpoll NES 2019-Survey Findings TSQ6: The Chief Minister of Telangana K Chandrashekhar Rao has announced support to Jagan for achieving Special Category Status for Andhra Pradesh. Do you agree or disagree with this? N (%) 1: Fully agree 126 15.7 2: Somewhat agree 190 23.8 3: Somewhat disagree 120 15.0 4: Fully disagree 99 12.3 8: No response 265 33.1 Total 800 100.0 Q10: Did a candidat,auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,36,21,gender;age;caste;education;issue_preference,age;development;education;issue;men;party;st;upa;vote,voter_group_party_table,NES 2019 Prepoll-Survey findings.docx N (%) Valid (%) 500: UPA 1 .0 .1 997: Any other party 3 .0 .2 998: No response/Can’t say 322 3.2 20.7 Total 1555 15.5 100.0 Missing 999: N.A. 8455 84.5 Total 10010 100.0 Q37: Have you heard about the government’s decision to give 10% reservation in government jobs and educational institutions for the economically backward from the General category? N (%) 1: No,auto_extract
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,3,21,age;religion;caste;electorate,adivasi;age;all india;congress;india;muslim;party;sc;st,voter_group_party_table,Social and Political Barometer Posttpoll Study 2024-Survey Findings N (%) Valid (%) 060: All India Majlis -e- Ittehadul Muslimeen (AIMIM) 67 .3 .4 061: Shiv Sena (UBT) 134 .7 .7 062: Shiv Sena (SHS) 112 .6 .6 063: Nationalist Congress Party(Ajit Pawer) 57 .3 .3 064: Nationalist Congress Party Sharadchandra Pawar 185 .9 1.0 065: Vanchit Bahujan Aghadi 60 .3 .3 072: Biju Janata Dal 309 1.6 1.7 076: ,auto_extract
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,17,21,gender;age;caste,age;bjp;men;others;party;st;vote;voted,voter_group_party_table,"Social and Political Barometer Posttpoll Study 2024-Survey Findings N (%) 02: BJP leaders are less corrupt 4512 22.9 97: Any other 324 1.6 98: Don’t Know/ Can’t Say 6215 31.6 Total 19663 100.0 Q29: Some people think that in a democracy, citizens should have the right to ask the leader to do certain things. Others think that it is up to the leader to decide what to do and citizens do not have the r",auto_extract
2024,pre_poll,pre-poll/2024/prepoll_report_2024.pdf,14,21,gender;age;religion;caste,age;hindu;india;men;muslim;others;sc;st;vote,voter_group_party_table,"Social and Political Barometer Prepoll Study 2024-Survey Findings Q27: Do you think Muslims are as safe as any other citizen in the country? N (%) 01: Equally safe 5534 55.2 02: Not as much safe as others 2125 21.2 03: Not at all safe 791 7.9 98: Don‟t know 1569 15.7 Total 10019 100.0 Q29: I will now read out two statements, please tell me which one do you agree with the most? N (%) 01: In governm",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,68,20,gender;age;caste;education;issue_preference;electorate,age;all india;education;inc;india;leadership;men;st;young,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings a: Out of all the leadership qualities that I just read out to you, which is the most important leadership quality that you seek in the next Prime Minister of India? N (%) Valid (%) Valid 1: Being Young in age 874 3.6 7.3 2: Being Inclusive & Secular 1253 5.2 10.4 3: Being Decisive 1231 5.1 10.2 4: Being Experienced 1520 6.3 12.6 5: Being Honest 3914 16.",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,79,20,gender;age;religion;caste;electorate,age;all india;caste;hindu;india;men;nda;st;upper caste,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings Z7: And what is your Caste/Jaati biradari/tribe name? N (%) 010: Brahmins 1040 4.3 020: Bhumihars 193 .8 021: Lohana: Bhatia 9 .0 022: Tyagis: Tyagis 2 .0 025: Warrior, Rajputs 954 3.9 026: Vaishnab 5 .0 035: Kayasthas 122 .5 045: Vaishya 201 .8 055: Jain 110 .5 065: Punjabi Khatris 30 .1 070: Sindhi 11 .0 075: Varma 2 .0 076: General Upper Castes of Ass",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,82,20,gender;age;religion;caste;electorate,age;all india;caste;hindu;india;men;nda;obc;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings N (%) 391: Other Craftsmen 3 .0 399: Other Artisan OBCs 184 .8 400: Kewat (Fishermen & Boatmen) 281 1.2 401: Baraba 23 .1 403: Bandari Naik, Gabit, Gosavi 1 .0 404: Meitei/ Meetei Hindu OBC 16 .1 410: Dhobi (Washermen) 162 .7 420: Nai (Barber) 197 .8 430: Teli (Oil Pressers) 291 1.2 435: Jogi (Mendicants & seek Alms) 133 .5 445: Trader OBCs 149 .6 455: E",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,186,20,gender;age;caste;electorate,age;all india;congress;india;men;party;st;vote,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings MPQ7: In your area how serious is the problem of stray cattle – very serious, somewhat serious, not much serious, not at all serious? N (%) 1: Very serious 160 16.7 2: Somewhat serious 393 41.2 3: Not much serious 163 17.0 4: Not at all serious 187 19.6 8: No response 52 5.4 Total 954 100.0 a: (Very or somewhat serious) Who would you hold responsible for",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,272,20,gender;age;caste;education;electorate,age;all india;congress;education;india;men;sc;school;st,voter_group_party_table,"All India Postpoll NES 2019-Survey Findings d: BSP N (%) 1: A lot 20 3.0 2: Somewhat 59 8.7 3: Very little 122 17.8 4: Don’t like at all 402 58.9 7: Can't say 56 8.2 8: No response 23 3.4 Total 683 100.0 DLQ4: In your opinion, should the Congress and AAP have contested this Lok Sabha election in alliance? N (%) 1: No 337 49.4 2: Yes 179 26.2 7: Can't say 142 20.8 8: No response 25 3.7 Total 683 10",auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,20,20,gender;age;religion;caste;issue_preference,age;caste;hindu;issue;men;muslim;nationalism;sc;st;women,voter_group_party_table,"NES 2019 Prepoll-Survey findings.docx N (%) 58: Caste identity/protection of my caste 12 .1 59: Regional/state/linguistic identity 35 .3 60: Hindutva 4 .0 61: Cow protection/cow slaughter issue 9 .1 63: Casteism 17 .2 64: Communalism, secularism 27 .3 65: Appeasement of Muslims 0 .0 66: Neglect of Muslims 10 .1 67: Ayodhya issue/Ram Mandir-Babri masjid 11 .1 68: SC-ST Act issue 3 .0 69: Pakistan r",auto_extract
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,2,20,age;religion;caste;welfare_beneficiary,age;congress;india;muslim;party;ration;st;vote,voter_group_party_table,Social and Political Barometer Posttpoll Study 2024-Survey Findings Q4: (If option 2 in Q1) Which party did you vote for? N (%) Valid (%) Valid 001: Indian National Congress 3897 19.8 21.2 002: Bharatiya Janta Party 6724 34.2 36.6 003: Bahujan Samaj Party 375 1.9 2.0 004: Aam Adami Party 213 1.1 1.2 005: Communist Party of India-Marxist 382 1.9 2.1 006: Communist Party of India 45 .2 .2 007: Yuvaj,auto_extract
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,7,20,gender;age;religion;caste,age;bjp;hindu;india;men;nda;party;st,voter_group_party_table,Social and Political Barometer Posttpoll Study 2024-Survey Findings Q9: During the campaigning period people also participate in various activities related to the Election. Did you do the following? 98: No 01: Yes 02: No Total response N (%) N (%) N (%) N (%) a: Did you attend election meetings and rallies? 4702 23.9 14362 73.0 599 3.0 19663 100.0 b: Did you participate in 2933 14.9 15912 80.9 818,auto_extract
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,14,20,gender;age;caste;class;welfare_beneficiary;issue_preference,age;development;gas;men;poor;sc;scheme;st;welfare,voter_group_party_table,"Social and Political Barometer Posttpoll Study 2024-Survey Findings Q20: (If benefitted from any scheme) Based on your overall experience, how easy or difficult was it to benefit from welfare schemes – was it very easy, easy, difficult or very difficult? N (%) Valid (%) Valid 01: Very easy 1901 9.7 11.9 02: Easy 5558 28.3 34.8 03: Difficult 5710 29.0 35.7 04: Very difficult 2236 11.4 14.0 98: No r",auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,14,19,gender;age;religion;caste;issue_preference;electorate,age;all india;india;issue;men;religious;sc;st;women,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 74: 10% quota for EWS announced by the government 8 .0 .0 75: Citizenship Bill 66 .3 .3 76: Article 370/Article 35A Kashmir issue 12 .1 .1 77: Religious conversion 4 .0 .0 78: Population Control 6 .0 .0 79: Environmental degradation/protection of environment 13 .1 .1 80: Climate Change 4 .0 .0 81: Pollution/Air Quality 17 .1 .1 82: Wildli,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,34,19,age;caste;class;electorate,age;all india;congress;inc;income;india;poor;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 2: Yes 4590 18.9 38.2 7: Can't say 2521 10.4 21.0 8: No response 454 1.9 3.8 Total 12008 49.5 100.0 Missing 9: Not applicable 12227 50.5 Total 24235 100.0 Q25: Have you heard of the following slogans? a: Chowkidar chor hai N (%) 1: Not heard 9929 41.0 2: Heard 14306 59.0 Total 24235 100.0 b: Mai bhi chowkidar N (%) 1: Not heard 10896 45.0,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,63,19,age;caste;class;rural_urban;welfare_beneficiary;electorate,age;all india;india;poor;rural;sc;scheme;st;urban,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 42: Mission Indradhanush 1 .0 .0 43: Mudra Yojana 40 .2 .3 44: Namami Gange Yojna 13 .1 .1 45: National Career Service (India)(NCS) 12 .0 .1 46: National Child Labor Projects(NCLP) 2 .0 .0 47: National Food Security Mission 3 .0 .0 48: National Pension Scheme National Rural Livelihood 5 .0 .0 Mission(NRLM) 49: National Service Scheme 0 .0,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,64,19,gender;age;caste;welfare_beneficiary;electorate,age;all india;government scheme;india;men;ration;sc;scheme;st,voter_group_party_table,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 76: Swarnajayanti Gram Swarozgar Yojana 10 .0 .1 77: Swavalamban 2 .0 .0 78: UDAN Scheme 13 .1 .1 79: UDAY 5 .0 .0 80: Ujala Yojna 122 .5 1.0 81: Ujjwala Yojana 808 3.3 6.7 82: UJWAL Discom Assurance Yojana 1 .0 .0 96: Any Other 315 1.3 2.6 97: Can’t Say 3816 15.7 31.7 98: No Answer 2939 12.1 24.4 Total 12041 49.7 100.0 Missing System 121,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,167,19,gender;age;caste;issue_preference;electorate,age;all india;india;issue;men;party;st;vote,voter_group_party_table,All India Postpoll NES 2019-Survey Findings c: Article 370 issue N (%) 1: Very important 301 48.9 2: Somewhat important 51 8.3 3: Not much important 51 8.3 4: Not at all important 101 16.4 8: No response 52 8.4 9: N.A. 60 9.7 Total 615 100.0 JKQ7: Are you satisfied or dissatisfied with the way the Narendra Modi government at the Centre has handled the issue of Jammu and Kashmir during the last fiv,auto_extract
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,259,19,age;religion;caste;electorate,age;all india;hindu;india;muslim;party;st;vote,voter_group_party_table,All India Postpoll NES 2019-Survey Findings 4: Strongly dislike 417 15.4 7: Can't say 130 4.8 8: No response 111 4.1 Total 2705 100.0 f: Akhilesh Yadav N (%) 1: Strongly like 987 36.5 2: Somewhat like 922 34.1 3: Somewhat dislike 273 10.1 4: Strongly dislike 316 11.7 7: Can't say 99 3.7 8: No response 109 4.0 Total 2705 100.0 UPQ8: Have relations between Hindus and Muslims in your area improved or,auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,7,19,age;class,age;bjp;congress;inc;income;party;vote,pre_poll_vote_intention_table,"NES 2019 Prepoll-Survey findings.docx N (%) 4: With our total household income we are not able to fulfill our needs and face a lot of difficulty. 1745 17.4 8: No response 260 2.6 Total 10010 100.0 Q7: The Lok Sabha election is being held in a few weeks time. How likely is it that you will vote in it - very likely, somewhat likely, less likely or not at all likely? N (%) 1: Very likely 6690 66.8 2:",auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,11,19,age;caste;rural_urban,age;caste;community;others;party;st;village;vote,voter_group_party_table,"NES 2019 Prepoll-Survey findings.docx b: (If answered/used ballot in Q8) How certain are you that you would vote for this same party on Voting Day, that is, when Lok Sabha elections actually take place after a few weeks? N (%) Valid (%) Valid 1: Very certain 5379 53.7 62.1 2: Somewhat certain 2095 20.9 24.2 3: Very less certain 420 4.2 4.9 4: Not certain at all 215 2.2 2.5 7: Don't know/Can't say ",auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,48,19,gender;age;religion;caste,age;christian;gender;hindu;muslim;others;religion;sikh;st,voter_group_party_table,NES 2019 Prepoll-Survey findings.docx b: (If have children) Gender of children? N (%) Valid (%) Valid 1: Boy 1524 15.2 19.6 2: Girl 989 9.9 12.7 3: Both 5205 52.0 66.9 8: No response 61 .6 .8 Total 7778 77.7 100.0 Missing 9: N.A. 2232 22.3 Total 10010 100.0 Z6: What is your religion? N (%) 1: Hindu 7886 78.8 2: Muslims 1416 14.1 3: Christian 196 2.0 4: Sikh 254 2.5 5: Buddhist/neo-Buddhist 52 .5 6,auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,50,19,age;religion;caste;class,age;caste;class;hindu;nda;obc;sc;st;upper caste,voter_group_party_table,"NES 2019 Prepoll-Survey findings.docx N (%) Valid (%) 2: Scheduled Tribe (ST) 897 9.0 9.0 3: Other Backward Classes (OBC) 4263 42.6 43.0 4: Other 3063 30.6 30.9 Total 9925 99.1 100.0 Missing 9: N.A. 85 .9 Total 10010 100.0 Z8: And what is your Caste/Jaati biradari/tribe name? N (%) 010: Brahmins 514 5.1 020: Bhumihars 62 .6 025: Warrior, Rajputs 407 4.1 035: Kayasthas 75 .8 037: Thondai 6 .1 045: ",auto_extract
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,58,19,gender;age;religion;caste,age;caste;dalit;men;muslim;nda;obc;st;upper caste,voter_group_party_table,"NES 2019 Prepoll-Survey findings.docx N (%) 625: Bhutia Sherpa 1 .0 626: Kani, Kora, Mahli, Paite 0 .0 630: Baiga, Mala Araya 7 .1 631: Bhilala, Mala Pandaram, Zou 1 .0 632: Kol, Mahadev-Koli, Ulladam 24 .2 633: Kadar, Khasi, Korku 12 .1 634: Barela, Garo 1 .0 638: Hmar, Koravar, Kuruba 3 .0 669: Mogh 1 .0 699: Other STs 147 1.5 700: Ashrafs (Sayyad Shaikh) 305 3.0 710: Mughal (Khan) 132 1.3 720: ",auto_extract
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,10,19,age;caste,age;bjp;congress;inc;india;party;st,voter_group_party_table,"Social and Political Barometer Posttpoll Study 2024-Survey Findings Q13: Please tell me how much trust you have in the following. Is it a great deal of trust, some trust, not much trust or no trust at all? a: Supreme B: Political c: Indian d: Election Commission of Court Parties Media India N (%) N (%) N (%) N (%) 01: Great deal 12003 61.0 3867 19.7 4210 21.4 8445 43.0 02: Some trust 4306 21.9 686",auto_extract
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,11,19,gender;age;religion;caste;electorate,age;all india;congress;india;men;muslim;party;st,voter_group_party_table,Social and Political Barometer Posttpoll Study 2024-Survey Findings N (%) Valid (%) 12: Shivsena (Uddhav Thackeray Group) 68 .3 .8 13: All India Trinamool Congress/AITC 486 2.5 5.6 14: All India Majlis-E-Ittehadul Muslimeen/AIMIM 73 .4 .8 15: Telugu Desam Party/TDP 88 .4 1.0 16: YuvajanaShramikaRythu Congress Party/ YSRCP 88 .4 1.0 19: Rashtriya Janata Dal/ RJD 94 .5 1.1 20: Lok Janshakti Party/LJ,auto_extract
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,15,19,age;caste,age;inc;india;others;party;st;vote,voter_group_party_table,"Social and Political Barometer Posttpoll Study 2024-Survey Findings Total 19663 100.0 Q23: Some people say that in a democracy people should have the right to oppose a decision taken by the leader. Others say, even if it is a democracy, people should not oppose the decision taken by the leader. What is your opinion on this? N (%) 01: Can oppose the decision 12943 65.8 02: Not right to oppose the d",auto_extract
2024,pre_poll,pre-poll/2024/prepoll_report_2024.pdf,3,19,gender;age;caste;class;issue_preference,age;bjp;development;men;nda;others;rich;st,voter_group_party_table,"Social and Political Barometer Prepoll Study 2024-Survey Findings N (%) Valid (%) 98: Don‟t know 553 5.5 5.6 Total 9883 98.6 100.0 Missing 99: Not applicable 136 1.4 Total 10019 100.0 Q3: People have different opinions about the development that has taken place in the country in the last five years. Some believe it has only been for the rich, others say it has been for all people, and some others ",auto_extract
