year,poll_type,source_file,page,candidate_score,matched_group_types,matched_keywords,likely_table_type,page_text_excerpt,recommended_action
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,88,20,age;caste;rural_urban;welfare_beneficiary;electorate,age;all india;city;india;others;ration;st;town;village,irrelevant,"All India Postpoll NES 2019-Survey Findings 2: Yes 22537 93.0 8: No response 314 1.3 Total 24235 100.0 Z11: Which ration card do you have? N (%) 1: Above Poverty Line 8009 33.0 2: Below Poverty Line 10661 44.0 3: Antyodaya 1248 5.2 4: Annapurna 645 2.7 5: Do not have 2592 10.7 6: Had, but lost it 258 1.1 7: Others 821 3.4 Total 24235 100.0 Z12: Now let us talk about this village/town/city you live",ignore
2024,pre_poll,pre-poll/2024/prepoll_report_2024.pdf,26,19,gender;age;caste;class;education,age;class;college;female;gender;graduate;male;others;st,irrelevant,Social and Political Barometer Prepoll Study 2024-Survey Findings BACKGROUND INFORMATION Z1: What is your age? N (%) Valid (%) Valid 1: Up to 25 yrs 1170 11.7 11.7 2: 26-35 yrs 2571 25.7 25.7 3: 36-45 yrs 2295 22.9 22.9 4: 46-55 yrs 1854 18.5 18.5 5: 56 yrs. and above 2128 21.2 21.2 Total 10017 100.0 100.0 Missing 98: No answer 2 .0 Total 10019 100.0 Z2: Gender N (%) 1: Male 5231 52.2 2: Female 47,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,166,17,age;caste;issue_preference;electorate,age;all india;india;issue;others;st;vote,irrelevant,"All India Postpoll NES 2019-Survey Findings N (%) 2: Let it stay 440 71.5 3: Others 1 .2 7: Can't say 42 6.8 8: No response 28 4.6 Total 615 100.0 JKQ6: How important were the following issues for you while deciding who to vote for in this election –very important, somewhat important, not much important or not at all important? a: (Asifa) Kathua rape and murder case N (%) 1: Very important 199 32.",ignore
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,38,17,gender;age;caste;education,age;college;female;gender;graduate;male;others;st,irrelevant,NES 2019 Prepoll-Survey findings.docx Z2: Gender N (%) 1: Male 5150 51.4 2: Female 4840 48.3 3: Others 20 .2 Total 10010 100.0 Z3: Up to what level have you studied? N (%) 0: Non Literate 2271 22.7 1: Below Primary 813 8.1 2: Primary pass/ Middle fail 1071 10.7 3: Middle pass/Matric Fail 1088 10.9 4: Matric 1522 15.2 5: Intermediate/ College no degree 1394 13.9 6: Graduate or equivalent 1283 12.8 ,ignore
2024,pre_poll,pre-poll/2024/prepoll_report_2024.pdf,32,17,age;caste;class;rural_urban;welfare_beneficiary,age;gas;inc;income;sc;st;toilet;village,irrelevant,"Social and Political Barometer Prepoll Study 2024-Survey Findings N (%) 05: 30,001 to 50,000 524 5.2 06: 50,001 to 80,000 149 1.5 07: 80,000 to 1 lakh 27 .3 08: 1 lakh to 2 lakh 12 .1 09: 2 lakh and above 5 .1 98: No answer 615 6.1 Total 10019 100.0 Z11: Do you or members of your household have the following things? 01: No 02: Yes Total N (%) N (%) N (%) a: Car/Jeep/Van 8138 81.2 1881 18.8 10019 1",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,83,16,age;caste;electorate,age;all india;india;nda;obc;sc;st,irrelevant,"All India Postpoll NES 2019-Survey Findings N (%) 511: Arundhatiyars 21 .1 520: Pasi 117 .5 521: Pano 61 .3 523: Devendrakula Vellars 51 .2 524: Dusadh 86 .4 525: Rajbanshis 165 .7 526: Mala 118 .5 530: Namashudras 161 .7 531: Mahar, Mehar, Mehra 227 .9 535: Dhobi, Julaha, Kewat (Non-OBC) 91 .4 540: Dom 30 .1 545: Nomadic/Service SC 2 .0 546: Shilpkar 2 .0 550: Lowest SC 40 .2 556: Vankar 55 .2 55",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,230,16,age;caste;welfare_beneficiary;issue_preference;electorate,age;all india;india;issue;ration;st;vote,irrelevant,"All India Postpoll NES 2019-Survey Findings 8: No response 26 4.0 Total 635 100.0 d: SAD N (%) 1: A lot 130 20.4 2: Somewhat 137 21.5 3: Very little 120 18.9 4: Don’t like at all 197 31.0 7: Can't say 25 3.9 8: No response 27 4.2 Total 635 100.0 PBQ4: How important were the following issues to you while deciding who to vote for – very important, somewhat important, not much important or not at all",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,56,15,age;caste;electorate,age;all india;inc;india;st;vote,irrelevant,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 8: No response 1027 4.2 8.7 Total 11760 48.5 100.0 Missing 9: N.A. 434 1.8 System 12041 49.7 Total 12475 51.5 Total 24235 100.0 A9: Do you think your vote has effect on how things are run in this country or do you think your vote makes no difference? N (%) Valid (%) Valid 1: Has no effect 1781 7.4 14.6 2: Has effect 8502 35.1 69.7 7: Can',ignore
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,39,15,age;caste;class;education,age;class;college;sc;school;st;upa,irrelevant,NES 2019 Prepoll-Survey findings.docx Z4: What is your Occupation? N (%) 01: Scientists 29 .3 02: Engineers 60 .6 03: Doctors 18 .2 04: Lawyers 19 .2 05: Accountants 22 .2 06: College/Univ. Teachers 39 .4 07: Writers 3 .0 08: Modern Artists 16 .2 09: Other higher professionals 10 .1 10: Science and engineering technicians 7 .1 11: Computer operators 29 .3 12: Alternative doctors 9 .1 13: Medical t,ignore
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,61,15,age;caste;rural_urban;welfare_beneficiary,age;city;others;ration;st;town;village,irrelevant,"NES 2019 Prepoll-Survey findings.docx Z11: Which ration card do you have? N (%) 1: Above Poverty Line 2828 28.3 2: Below Poverty Line 4408 44.0 3: Antyodaya 513 5.1 4: Annapurna 253 2.5 5: Do not have 1160 11.6 6: Had, but lost it 144 1.4 7: Others 703 7.0 Total 10010 100.0 Z12: Now let us talk about this village/town/city you live in. How long have you lived here? N (%) 1: Less than 5 years 241 2",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,2,14,age;caste;rural_urban;electorate,age;all india;india;others;st;village,irrelevant,All India Postpoll NES 2019-Survey Findings 7: Can't say 254 1.0 8: No response 1701 7.0 Total 24235 100.0 Q4: From where or which medium do you mostly get news on politics? N (%) 01: Television/TV news channel 11841 48.9 02: Newspapers 2365 9.8 03: Radio 247 1.0 04: Internet/Online news websites 361 1.5 05: Social media (in general) 400 1.7 06: Facebook 78 .3 07: Twitter 59 .2 08: Whatsapp 99 .4 ,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,84,14,age;caste;electorate,age;all india;india;nda;sc;st,irrelevant,"All India Postpoll NES 2019-Survey Findings N (%) 579: Hadi: Dalai, Mahal 19 .1 581: Bhuian, Kami /Lohar 16 .1 583: Matang, Sarki 56 .2 584: Barwala 0 .0 585: Basith 0 .0 586: Batwal 0 .0 587: Megh, Kabirpanthi 0 .0 588: Saryara 1 .0 590: Bagdi Duley 61 .3 591: Bauri 15 .1 592: Jalia Kaibartta 22 .1 594: Kaora 1 .0 595: Lohar 4 .0 596: Mal 5 .0 597: Pod Poundra 69 .3 598: Sunri 1 .0 599: Other SC ",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,85,14,age;caste;class;electorate,age;all india;india;nda;rich;st,irrelevant,"All India Postpoll NES 2019-Survey Findings N (%) 619 : Gangte, Paroja , Sawar 1 .0 620: Hmar, Ho, Saora, Marati 23 .1 621: Kabui, Kharia Kabui 55 .2 622: Bhumij Kacha Naga 5 .0 623: Bedia, Bediya 21 .1 624: Bhumij, Kharwar 1 .0 625: Bhutia Sherpa 10 .0 626: Kani, Kora, Mahli, Paite 2 .0 627: Kharia, Lodha Kheria 5 .0 628: Kuruma, Mahali 20 .1 629: Kuricha, Thadou 10 .0 630: Baiga, Mala Araya 38 .",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,101,14,age;caste;class;electorate,age;all india;inc;income;india;st,irrelevant,"All India Postpoll NES 2019-Survey Findings o: Tractor N (%) 1: No 22729 93.8 2: Yes 1506 6.2 Total 24235 100.0 Z21: What’s your monthly household income after putting together the income of all members? N (%) 01: Up to 1,000 481 2.0 02: 1,001 to 2,000 730 3.0 03: 2,001 to 3,000 1409 5.8 04: 3,001 to 5,000 2497 10.3 05: 5,001 to 7,500 3542 14.6 06: 7,501 to 10,000 4429 18.3 07: 10,001 to 15,000 41",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,165,14,age;caste;electorate,age;all india;india;others;sc;st,irrelevant,All India Postpoll NES 2019-Survey Findings N (%) 2: Somewhat agree 54 8.8 3: Somewhat disagree 50 8.1 4: Fully disagree 133 21.6 7: Can't say 16 2.6 8: No response 33 5.3 Total 615 100.0 c: Any talks between India and Pakistan should also involve separatist leaders N (%) 1: Fully agree 318 51.7 2: Somewhat agree 28 4.5 3: Somewhat disagree 44 7.1 4: Fully disagree 173 28.2 7: Can't say 21 3.4 8: ,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,247,14,age;caste;issue_preference;electorate,age;all india;india;issue;st;vote,irrelevant,"All India Postpoll NES 2019-Survey Findings N (%) 2: Palaniswami-Paneerselvam group 555 32.0 3: Both 88 5.1 4: Neither 513 29.6 7: Can't say 197 11.4 8: No response 86 5.0 Total 1732 100.0 TNQ5: How important were the following issues to you while deciding who to vote for – very important, somewhat important, not much important or not at all important? a: Pollachi sexual abuse case N (%) 1: Very i",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,1,13,age;caste;class;electorate,age;all india;class;india;poor;st,irrelevant,"All India Postpoll NES 2019-Survey Findings Q1: In whatever financial condition you are placed today, on the whole are you satisfied or dissatisfied with it? N (%) 1: Fully satisfied 4937 20.4 2: Somewhat satisfied 11253 46.4 3: Somewhat dissatisfied 3777 15.6 4: Fully dissatisfied 3615 14.9 7: Can't say 428 1.8 8: No response 225 .9 Total 24235 100.0 Q2: As compared to five years ago, how is the ",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,53,13,age;religion;caste;electorate,age;all india;community;india;religion;st,irrelevant,All India Postpoll NES 2019-Survey Findings c: Minorities should adopt the customs of the majority community N (%) Valid (%) Valid 1: Fully agree 1518 6.3 12.4 2: Somewhat agree 2345 9.7 19.2 3: Somewhat disagree 2171 9.0 17.8 4: Fully disagree 3273 13.5 26.8 7: Can't say 1653 6.8 13.6 8: No response 1234 5.1 10.1 Total 12194 50.3 100.0 Missing System 12041 49.7 Total 24235 100.0 d: Only my religi,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,65,13,age;caste;issue_preference;electorate,age;all india;india;leadership;st;young,irrelevant,"All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 7: Can't say 470 1.9 3.9 8: No response 855 3.5 7.1 Total 12041 49.7 100.0 Missing System 12194 50.3 Total 24235 100.0 B12: (If has Aadhar) Overall, has having an Aadhaar card made your life easier or more difficult? N (%) Valid (%) Valid 1: Easier 8071 33.3 62.9 2: Difficult 1593 6.6 12.4 7: Can't say 1129 4.7 8.8 8: No response 341 1.4 ",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,100,13,age;caste;welfare_beneficiary;electorate,age;all india;gas;india;st;toilet,irrelevant,All India Postpoll NES 2019-Survey Findings j: ATM/Debit/Credit Card N (%) 1: No 9490 39.2 2: Yes 14745 60.8 Total 24235 100.0 k: LPG gas N (%) 1: No 5139 21.2 2: Yes 19096 78.8 Total 24235 100.0 l: Internet connection in the house N (%) 1: No 21787 89.9 2: Yes 2448 10.1 Total 24235 100.0 m: Toilet inside your house N (%) 1: No 6530 26.9 2: Yes 17705 73.1 Total 24235 100.0 n: Pumping set N (%) 1: ,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,223,13,age;caste;welfare_beneficiary;electorate,age;all india;india;sc;scheme;st,irrelevant,All India Postpoll NES 2019-Survey Findings c: Mission Shakti scheme N (%) 1: Benefited 87 9.6 2: Not benefited 779 86.6 3: Not benefited 28 3.1 8: No response 6 .6 Total 900 100.0 d: Aahaar N (%) 1: Benefited 100 11.1 2: Not benefited 777 86.4 3: Not benefited 18 2.0 8: No response 5 .5 Total 900 100.0 e: Biju Pakka Ghar scheme N (%) 1: Benefited 108 12.0 2: Not benefited 778 86.4 3: Not benefite,ignore
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,43,13,age;caste;education,age;college;sc;school;st;upa,irrelevant,NES 2019 Prepoll-Survey findings.docx a: Are you the main earner of your household? N (%) 1: No 5696 56.9 2: Yes 4314 43.1 Total 10010 100.0 b: (If No in Z4a) What is the occupation of the main earner of your household? N (%) Valid (%) Valid 01: Scientists 19 .2 .3 02: Engineers 59 .6 1.0 03: Doctors 35 .4 .6 04: Lawyers 43 .4 .8 05: Accountants 16 .2 .3 06: College/Univ. Teachers 29 .3 .5 07: Wri,ignore
2024,post_poll,post-poll/2024/postpoll_study_2024.pdf,40,13,age;caste;class;rural_urban;welfare_beneficiary,age;inc;income;st;toilet;village,irrelevant,Social and Political Barometer Posttpoll Study 2024-Survey Findings 01: No 02: Yes Total N (%) N (%) N (%) l: Internet connection in the house ( Excluding 15488 78.8 4175 21.2 19663 100.0 mobile phone) m: Toilet inside the house 4075 20.7 15588 79.3 19663 100.0 n: (If village) Pumping set 10161 74.9 3406 25.1 13567 100.0 o: (If village) Tractor? 11679 86.1 1888 13.9 13567 100.0 Z13: What’s your mo,ignore
2024,pre_poll,pre-poll/2024/prepoll_report_2024.pdf,23,13,age;caste;class,age;inc;income;sc;st;youth,irrelevant,"Social and Political Barometer Prepoll Study 2024-Survey Findings N (%) Valid (%) 42: Apna Dal (Sonelal) 2 .0 .0 97: Other regional parties 56 .6 1.0 98: Don‟t know 646 6.4 11.2 Total 5749 57.4 100.0 Missing 99: Not applicable 4270 42.6 Total 10019 100.0 Q45: How much faith do you have that the guarantee given by Rahul Gandhi to provide jobs to the youth will be fulfilled – a lot, somewhat, not mu",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,46,12,age;caste;electorate,age;all india;india;others;st,irrelevant,All India Postpoll NES 2019-Survey Findings A1: Have you heard of the disputed structure (Babri Masjid) at Ayodhya? N (%) Valid (%) Valid 1: Not heard 4495 18.5 36.9 2: Heard 7699 31.8 63.1 Total 12194 50.3 100.0 Missing System 12041 49.7 Total 24235 100.0 a: (If heard in A1) Some people say that the Babri Masjid demolition in 1992 was justified while others say it was not justified. What would yo,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,55,12,age;caste;electorate,age;all india;india;st;vote,irrelevant,All India Postpoll NES 2019-Survey Findings d: News that is shown on TV these days N (%) Valid (%) Valid 1: A lot 2425 10.0 21.4 2: Some 3810 15.7 33.5 3: Not much 2607 10.8 23.0 4: Not at all 1359 5.6 12.0 8: No response 1156 4.8 10.2 Total 11357 46.9 100.0 Missing 9: N.A. 837 3.5 System 12041 49.7 Total 12878 53.1 Total 24235 100.0 e: News that is shared on Whatsapp/Facebook N (%) Valid (%) Vali,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,66,12,age;caste;electorate,age;all india;inc;india;st,irrelevant,All India Postpoll NES 2019-Survey Findings (2): Being Inclusive & Secular N (%) Valid (%) Valid 1: Very-important 8560 35.3 71.1 2: Somewhat-important 2173 9.0 18.0 3: Not at all important 328 1.4 2.7 7: Can't say 553 2.3 4.6 8: No response 427 1.8 3.5 Total 12041 49.7 100.0 Missing System 12194 50.3 Total 24235 100.0 (3): Being Decisive N (%) Valid (%) Valid 1: Very-important 9217 38.0 76.5 2: S,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,80,12,age;caste;electorate,age;all india;india;nda;st,irrelevant,"All India Postpoll NES 2019-Survey Findings N (%) 136: Balija, Kapu 101 .4 137: Bunt: Bunt/Bant 4 .0 138: Naidu 4 .0 139: Bhuyan 1 .0 140: Dewan 5 .0 143: Lingayats 21 .1 144: ChitarisBhandaris, Kalavant 2 .0 145: Shetty , Bishnoi 42 .2 146 : Nekara 1 .0 147: Thigala 13 .1 199: Other Peasant Proprietors 101 .4 200: Gujjar 132 .5 201: Thevar 167 .7 202: Agaria 33 .1 210: Yadav 1188 4.9 220: Kurmi 5",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,90,12,age;caste;electorate,age;all india;india;nda;st,irrelevant,All India Postpoll NES 2019-Survey Findings N (%) 02: Bengali 1908 7.9 03: Bodo 32 .1 04: Dogri 74 .3 05: English 51 .2 06: Gujarati 1205 5.0 07: Hindi 6942 28.6 08: Kannada 1129 4.7 09: Kashmiri 124 .5 10: Konkani 56 .2 11: Maithili 136 .6 12: Malayalam 737 3.0 13: Manipuri/Meithei 30 .1 14: Marathi 1968 8.1 15: Nepali 15 .1 16: Oriya 663 2.7 17: Punjabi 548 2.3 19: Santhali 86 .4 20: Sindhi 11 .,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,91,12,age;caste;electorate,age;all india;india;nda;st,irrelevant,All India Postpoll NES 2019-Survey Findings N (%) 42: Bagheli 108 .4 43: Nimari 165 .7 48: Oraon 34 .1 50: Munda 29 .1 51: Chhattisgarhi 336 1.4 52: Garhwali 38 .2 53: Kumaoni 80 .3 54: Awadhi 132 .5 56: Madipali 0 .0 57: Kulvi 15 .1 61: Gojari 3 .0 62: Pahari 70 .3 63: Ladakhi 1 .0 64: Sadri 54 .2 66: Thado 12 .0 67: Tangkhul 5 .0 69: Ao 6 .0 70: Sema 7 .0 72: Bhutia 1 .0 73: Lepcha 14 .1 74: Kar,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,144,12,age;caste;electorate,age;all india;india;st;upa,irrelevant,All India Postpoll NES 2019-Survey Findings e: Vijay Rupani N (%) 1: Fully like 221 28.4 2: Somewhat like 258 33.3 3: Somewhat dislike 129 16.7 4: Fully dislike 120 15.5 8: Can't say 28 3.6 9: No response 20 2.5 Total 776 100.0 f: Alpesh Thakore N (%) 1: Fully like 45 5.7 2: Somewhat like 178 23.0 3: Somewhat dislike 207 26.7 4: Fully dislike 232 29.9 8: Can't say 47 6.0 9: No response 67 8.7 Tota,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,43,11,age;religion;caste;electorate,age;all india;india;religious;st,irrelevant,"All India Postpoll NES 2019-Survey Findings Q32: How often do you practice these religious activities – daily, weekly, during festivals, very rarely or never? a: Praying (puja, path, namaz, prayer etc) N (%) 1: Daily 9753 40.2 2: Weekly 4489 18.5 3: On festivals 4974 20.5 4: Rarely 3210 13.2 5: Never 1452 6.0 8: No response 357 1.5 Total 24235 100.0 b: Visiting temple, mosque, church, gurudwara, e",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,44,11,age;religion;caste;electorate,age;all india;india;religious;st,irrelevant,"All India Postpoll NES 2019-Survey Findings d: Reading any religious book N (%) 1: Daily 1850 7.6 2: Weekly 2003 8.3 3: On festivals 2954 12.2 4: Rarely 5543 22.9 5: Never 10988 45.3 8: No response 897 3.7 Total 24235 100.0 Q33: What about these, how often do you practice them - frequently, sometimes, during festivals, very rarely or never? a: Participating in kathas, sangats, bhajan - kirtans, ja",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,81,11,age;caste;electorate,age;all india;india;obc;st,irrelevant,All India Postpoll NES 2019-Survey Findings N (%) 261: Mer 4 .0 262: Charan 3 .0 263: Rabari 13 .1 264: Bharwad 50 .2 265: Kshatriya 141 .6 266: Chaudhary 8 .0 267: Senai 15 .1 268: Nadars 62 .3 269: Ahom 39 .2 270 : Koch 26 .1 271: Mali 96 .4 272: Dhangar 53 .2 273: Vanjari 93 .4 274: Leva-Patil 29 .1 275: Gowari 7 .0 276: Agri 33 .1 277: Powar 3 .0 278: Teli 51 .2 279: Kasars 2 .0 284: Kashyap 9,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,97,11,age;caste;rural_urban;electorate,age;all india;india;st;village,irrelevant,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 2: House/Flat with 5 or more rooms 507 2.1 8.3 3: House/Flat with 4 rooms 772 3.2 12.6 4: House/Flat with 3 rooms 1190 4.9 19.5 5: House with 2 rooms 1701 7.0 27.9 6: House with 1 room 774 3.2 12.7 7: Mainly a kutcha house 406 1.7 6.7 8: Slum/jhuggi/jhopdi 93 .4 1.5 Total 6105 25.2 100.0 Missing 9: N.A. 18130 74.8 Total 24235 100.0 b: (If,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,98,11,age;caste;electorate,age;all india;india;sc;st,irrelevant,"All India Postpoll NES 2019-Survey Findings N (%) 10: 30,001 to 50,000 308 1.3 11: Over 50,000 105 .4 98: No answer 1018 4.2 Total 24235 100.0 Z19: Do you or members of your household have the following things? a: Car/Jeep/Van N (%) 1: No 21566 89.0 2: Yes 2669 11.0 Total 24235 100.0 b: Scooter/Motorcycle/Moped N (%) 1: No 10795 44.5 2: Yes 13441 55.5 Total 24235 100.0 c: Air conditioner N (%) 1: ",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,113,11,age;caste;electorate,age;all india;india;sc;st,irrelevant,"All India Postpoll NES 2019-Survey Findings 8: No response 4 .4 Total 929 100.0 c: TDP N (%) 1: No 409 44.1 2: Yes 438 47.2 7: Can't say 79 8.5 8: No response 3 .3 Total 929 100.0 d: YRSCP N (%) 1: No 475 51.1 2: Yes 372 40.1 7: Can't say 79 8.5 8: No response 3 .3 Total 929 100.0 e: Jana Sena N (%) 1: No 680 73.2 2: Yes 144 15.5 7: Can't say 102 11.0 8: No response 4 .4 Total 929 100.0 CSDS, LOKN",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,135,11,age;caste;issue_preference;electorate,age;all india;india;issue;st,irrelevant,All India Postpoll NES 2019-Survey Findings N (%) 1: Very 85 14.2 2: Somewhat 115 19.1 3: Not much 208 34.5 4: Not at all 156 25.8 8: Can't say 22 3.7 9: No response 16 2.7 Total 603 100.0 b: Ban on mining N (%) 1: Very 175 29.1 2: Somewhat 154 25.6 3: Not much 107 17.8 4: Not at all 123 20.4 8: Can't say 27 4.4 9: No response 17 2.8 Total 603 100.0 c: Formalin in fish issues N (%) 1: Very 97 16.2,ignore
2019,pre_poll,pre-poll/2019/prepoll_2019_results.pdf,55,11,age;caste,age;nda;obc;sc;st,irrelevant,"NES 2019 Prepoll-Survey findings.docx N (%) 499: Other Service OBCs 125 1.2 500: Chamar 596 6.0 501: Satnami 38 .4 502: Loi 1 .0 505: Bonia 1 .0 507: Kandara, Gokha 22 .2 509: Lambani 2 .0 510: Balmiki 60 .6 511: Arundhatiyars 7 .1 520: Pasi 138 1.4 521: Pano 4 .0 523: Devendrakula Vellars 12 .1 524: Dusadh 26 .3 526: Mala 38 .4 530: Namashudras 60 .6 531: Mahar, Mehar, Mehra 69 .7 532: Boyar 4 .0",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,3,9,age;caste;electorate,age;all india;india;st,irrelevant,All India Postpoll NES 2019-Survey Findings 4: Never 6105 25.2 8: No response 474 2.0 Total 24235 100.0 b: Read the newspaper/s N (%) 1: Daily 4325 17.8 2: Sometimes 3944 16.3 3: Rarely 2571 10.6 4: Never 12714 52.5 8: No response 682 2.8 Total 24235 100.0 c: Listen to news on radio N (%) 1: Daily 1649 6.8 2: Sometimes 1766 7.3 3: Rarely 2408 9.9 4: Never 17547 72.4 8: No response 865 3.6 Total 24,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,4,9,age;caste;electorate,age;all india;india;st,irrelevant,"All India Postpoll NES 2019-Survey Findings Q6: How often do you use the following - many times a day, once or twice a day, some days a week, some days a month, very rarely or never? a: Facebook N (%) 1: Many times a day 3039 12.5 2: Once or twice a day 2520 10.4 3: Some days a week 954 3.9 4: Some days a month 393 1.6 5: Very rarely 742 3.1 6: Never 6906 28.5 7: No account 8273 34.1 8: No respons",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,5,9,age;caste;electorate,age;all india;india;st,irrelevant,All India Postpoll NES 2019-Survey Findings N (%) 4: Some days a month 192 .8 5: Very rarely 515 2.1 6: Never 6572 27.1 7: No account 7880 32.5 8: No response 1458 6.0 Total 24235 100.0 d: Instagram N (%) 1: Many times a day 1128 4.7 2: Once or twice a day 912 3.8 3: Some days a week 568 2.3 4: Some days a month 379 1.6 5: Very rarely 540 2.2 6: Never 8275 34.1 7: No account 10789 44.5 8: No respo,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,6,9,age;caste;electorate,age;all india;india;st,irrelevant,"All India Postpoll NES 2019-Survey Findings Q6a: (If uses Facebook or Twitter or Whatsapp, even if very rarely) And how frequently do you do the following on Twitter or Facebook or WhatsApp - daily, sometimes, rarely or never? a: Express your personal views on politics N (%) Valid (%) Valid 1: Daily 704 2.9 4.8 2: Sometimes 2741 11.3 18.9 3: Rarely 2192 9.0 15.1 4: Never 7803 32.2 53.7 8: No respo",ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,16,9,age;caste;electorate,age;all india;india;st,irrelevant,All India Postpoll NES 2019-Survey Findings Q9: During elections people participate in various activities. Did you do the following? a: Attend election meetings/rallies N (%) 1: No 18369 75.8 2: Yes 5327 22.0 8: No response 540 2.2 Total 24235 100.0 b: Participate in processions/nukkad natak etc. N (%) 1: No 20947 86.4 2: Yes 2643 10.9 8: No response 645 2.7 Total 24235 100.0 c: Participate in doo,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,18,9,age;caste;electorate,age;all india;india;st,irrelevant,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 016: IUML 1 .0 .0 017: SP 93 .4 3.1 018: Shiv Sena 21 .1 .7 021: AIMIM 2 .0 .1 022: TDP 36 .1 1.2 023: YSRCP 35 .1 1.2 024: Jana Sena 1 .0 .0 026: AGP 4 .0 .1 027: AIUDF 0 .0 .0 036: BTP 11 .0 .4 037: JJP 2 .0 .1 039: National Conference 20 .1 .7 040: PDP 1 .0 .0 042: People’s Conference 6 .0 .2 043: AJSUP 2 .0 .1 044: JVM-P 3 .0 .1 045: ,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,31,9,age;caste;electorate,age;all india;india;st,irrelevant,All India Postpoll NES 2019-Survey Findings N (%) Valid (%) 003: BSP 183 .8 4.4 004: CPI(M) 52 .2 1.2 005: CPI 5 .0 .1 006: NCP 47 .2 1.1 007: AITC 201 .8 4.9 008: JD-U 33 .1 .8 009: LJP 3 .0 .1 010: RJD 175 .7 4.2 011: CPI(ML)(L) 4 .0 .1 012: AAP 33 .1 .8 013: INLD 3 .0 .1 014: JMM 9 .0 .2 015: JD-S 18 .1 .4 016: IUML 2 .0 .0 017: SP 122 .5 3.0 018: Shiv Sena 21 .1 .5 021: AIMIM 13 .1 .3 022: TDP,ignore
2019,post_poll,post-poll/2019/postpoll_results_2019.pdf,45,9,age;caste;electorate,age;all india;india;st,irrelevant,"All India Postpoll NES 2019-Survey Findings c: Keeping fasts, rozas, etc. - kirtans, jalsas, church services etc. N (%) 1: Frequently 2663 11.0 2: Sometimes 5156 21.3 3: On festivals 6905 28.5 4: Rarely 3591 14.8 5: Never 5408 22.3 8: No response 511 2.1 Total 24235 100.0 CSDS, LOKNITI, DELHI Page 45",ignore
