candidate_id,year,poll_type,source,source_file,source_page,source_table_index,source_table_title,geography_level,state,voter_group_type,voter_group,party_or_alliance,vote_share,raw_row_label,raw_column_label,raw_cell_value,extraction_confidence,evidence_text,candidate_status,notes
c38f330d-dace-40b3-99a2-029abdb040d8,2019,post_poll,CSDS-Lokniti National Election Study,post-poll/2019/postpoll_results_2019.pdf,183,533,2019_post_poll_table_533.csv,state,Madhya Pradesh,electorate,all voters,Others,21.0,996: Can't say,(%),21.0,high,"All India Postpoll NES 2019-Survey Findings MADHYA PRADESH MPQ1: If Assembly elections are held again in Madhya Pradesh tomorrow for some reason, which party would you vote for? N (%) 001: INC 345 36.1 002: BJP 540 56.6 003: BSP 17 1.8 007: AITC 1 .1",auto_accepted_candidate,party_marginal_percent
0a3147c5-a55f-4eb4-922e-00df07fdc4d6,2019,post_poll,CSDS-Lokniti National Election Study,post-poll/2019/postpoll_results_2019.pdf,183,533,2019_post_poll_table_533.csv,state,Madhya Pradesh,electorate,all voters,Others,20.0,997: Any other party,(%),0.2,high,"All India Postpoll NES 2019-Survey Findings MADHYA PRADESH MPQ1: If Assembly elections are held again in Madhya Pradesh tomorrow for some reason, which party would you vote for? N (%) 001: INC 345 36.1 002: BJP 540 56.6 003: BSP 17 1.8 007: AITC 1 .1",auto_accepted_candidate,party_marginal_percent
5de5a38e-c21c-448c-85ba-a1bf4f85be91,2019,post_poll,CSDS-Lokniti National Election Study,post-poll/2019/postpoll_results_2019.pdf,183,533,2019_post_poll_table_533.csv,state,Madhya Pradesh,electorate,all voters,Others,3.3,998: No response,(%),3.3,high,"All India Postpoll NES 2019-Survey Findings MADHYA PRADESH MPQ1: If Assembly elections are held again in Madhya Pradesh tomorrow for some reason, which party would you vote for? N (%) 001: INC 345 36.1 002: BJP 540 56.6 003: BSP 17 1.8 007: AITC 1 .1",auto_accepted_candidate,party_marginal_percent
81e1bbbb-6c12-4c47-8ba6-90f0ae3380c3,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,116,262,2019_pre_poll_table_262.csv,state,Jharkhand,electorate,all voters,INC,19.4,001: Congress,(%),19.4,medium,NES 2019 Prepoll-Survey findings.docx e: RJD N (%) 1: Like a lot 15 4.6 2: Like somewhat 89 28.1 3: Like somewhat 123 38.6 4: Don’t like at all 52 16.5 8: No response 38 12.1 Total 317 100.0 Q29: If Vidhan Sabha or State elections are held in Jharkha,needs_review,party_marginal_percent
19441cfc-a8bf-48c2-b340-7a6bbfe2d71a,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,116,262,2019_pre_poll_table_262.csv,state,Jharkhand,electorate,all voters,BJP,29.8,002: BJP,(%),29.8,high,NES 2019 Prepoll-Survey findings.docx e: RJD N (%) 1: Like a lot 15 4.6 2: Like somewhat 89 28.1 3: Like somewhat 123 38.6 4: Don’t like at all 52 16.5 8: No response 38 12.1 Total 317 100.0 Q29: If Vidhan Sabha or State elections are held in Jharkha,auto_accepted_candidate,party_marginal_percent
09129d1e-3d4b-48a1-a850-38c9aec8459e,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,116,262,2019_pre_poll_table_262.csv,state,Jharkhand,electorate,all voters,BSP,1.9,003: BSP,(%),1.9,high,NES 2019 Prepoll-Survey findings.docx e: RJD N (%) 1: Like a lot 15 4.6 2: Like somewhat 89 28.1 3: Like somewhat 123 38.6 4: Don’t like at all 52 16.5 8: No response 38 12.1 Total 317 100.0 Q29: If Vidhan Sabha or State elections are held in Jharkha,auto_accepted_candidate,party_marginal_percent
3ab718f5-4460-4698-a1f5-34b902279524,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,116,262,2019_pre_poll_table_262.csv,state,Jharkhand,electorate,all voters,Others,12.1,998: No response/Can’t say,(%),12.1,high,NES 2019 Prepoll-Survey findings.docx e: RJD N (%) 1: Like a lot 15 4.6 2: Like somewhat 89 28.1 3: Like somewhat 123 38.6 4: Don’t like at all 52 16.5 8: No response 38 12.1 Total 317 100.0 Q29: If Vidhan Sabha or State elections are held in Jharkha,auto_accepted_candidate,party_marginal_percent
816508dd-dee7-4fa2-b8a0-ac29069e5f93,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,89,196,2019_pre_poll_table_196.csv,state,Karnataka,electorate,all voters,INC,38.4,001: Congress,(%),38.4,medium,NES 2019 Prepoll-Survey findings.docx N (%) 8: No response 4 .8 Total 568 100.0 c: Congress N (%) 1: Like a lot 243 42.9 2: Like somewhat 103 18.2 3: Like somewhat 162 28.5 4: Don’t like at all 57 10.0 8: No response 3 .5 Total 568 100.0 Q29: If Vidh,needs_review,party_marginal_percent
99a29cff-81a8-4a4b-a07e-05fe6490c721,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,89,196,2019_pre_poll_table_196.csv,state,Karnataka,electorate,all voters,BJP,45.7,002: BJP,(%),45.7,high,NES 2019 Prepoll-Survey findings.docx N (%) 8: No response 4 .8 Total 568 100.0 c: Congress N (%) 1: Like a lot 243 42.9 2: Like somewhat 103 18.2 3: Like somewhat 162 28.5 4: Don’t like at all 57 10.0 8: No response 3 .5 Total 568 100.0 Q29: If Vidh,auto_accepted_candidate,party_marginal_percent
ebb09a82-1992-40d3-8b89-5c0db242e9b4,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,89,196,2019_pre_poll_table_196.csv,state,Karnataka,electorate,all voters,BSP,2.1,003: BSP,(%),2.1,high,NES 2019 Prepoll-Survey findings.docx N (%) 8: No response 4 .8 Total 568 100.0 c: Congress N (%) 1: Like a lot 243 42.9 2: Like somewhat 103 18.2 3: Like somewhat 162 28.5 4: Don’t like at all 57 10.0 8: No response 3 .5 Total 568 100.0 Q29: If Vidh,auto_accepted_candidate,party_marginal_percent
51a0c370-9bf9-4804-93ce-c76698099a95,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,89,196,2019_pre_poll_table_196.csv,state,Karnataka,electorate,all voters,TMC,40.0,007: AITC,(%),0.4,high,NES 2019 Prepoll-Survey findings.docx N (%) 8: No response 4 .8 Total 568 100.0 c: Congress N (%) 1: Like a lot 243 42.9 2: Like somewhat 103 18.2 3: Like somewhat 162 28.5 4: Don’t like at all 57 10.0 8: No response 3 .5 Total 568 100.0 Q29: If Vidh,auto_accepted_candidate,party_marginal_percent
c18f679a-2a8d-4e20-9e8e-0c40c9cf7fe3,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,89,196,2019_pre_poll_table_196.csv,state,Karnataka,electorate,all voters,AAP,20.0,012: AAP,(%),0.2,high,NES 2019 Prepoll-Survey findings.docx N (%) 8: No response 4 .8 Total 568 100.0 c: Congress N (%) 1: Like a lot 243 42.9 2: Like somewhat 103 18.2 3: Like somewhat 162 28.5 4: Don’t like at all 57 10.0 8: No response 3 .5 Total 568 100.0 Q29: If Vidh,auto_accepted_candidate,party_marginal_percent
bf0d2b7f-ea40-48ee-b086-6be8c41d530c,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,83,177,2019_pre_poll_table_177.csv,state,Bihar,electorate,all voters,INC,11.0,001: Congress,(%),11.0,medium,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Bihar tomorrow, which party will you vote for? N (%) 001: Congress 88 11.0 002: BJP 238 29.7 006: NCP 1 .1 007: AITC 1 .2 008: JD-U 230 28.7 009: LJP 19 2.4 010",needs_review,party_marginal_percent
bd25d121-2be1-4c51-a3b9-91bee7b31ca6,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,83,177,2019_pre_poll_table_177.csv,state,Bihar,electorate,all voters,BJP,29.7,002: BJP,(%),29.7,high,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Bihar tomorrow, which party will you vote for? N (%) 001: Congress 88 11.0 002: BJP 238 29.7 006: NCP 1 .1 007: AITC 1 .2 008: JD-U 230 28.7 009: LJP 19 2.4 010",auto_accepted_candidate,party_marginal_percent
740430f1-a125-42cc-8c92-19ddf78b1262,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,83,177,2019_pre_poll_table_177.csv,state,Bihar,electorate,all voters,TMC,20.0,007: AITC,(%),0.2,high,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Bihar tomorrow, which party will you vote for? N (%) 001: Congress 88 11.0 002: BJP 238 29.7 006: NCP 1 .1 007: AITC 1 .2 008: JD-U 230 28.7 009: LJP 19 2.4 010",auto_accepted_candidate,party_marginal_percent
b3c71169-39d6-4e17-a35a-3471f3f22ab9,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,83,177,2019_pre_poll_table_177.csv,state,Bihar,electorate,all voters,AAP,10.0,012: AAP,(%),0.1,high,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Bihar tomorrow, which party will you vote for? N (%) 001: Congress 88 11.0 002: BJP 238 29.7 006: NCP 1 .1 007: AITC 1 .2 008: JD-U 230 28.7 009: LJP 19 2.4 010",auto_accepted_candidate,party_marginal_percent
484a927f-18ab-42a8-b327-54d627feac49,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,83,177,2019_pre_poll_table_177.csv,state,Bihar,electorate,all voters,Others,4.1,998: No response/Can’t say,(%),4.1,high,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Bihar tomorrow, which party will you vote for? N (%) 001: Congress 88 11.0 002: BJP 238 29.7 006: NCP 1 .1 007: AITC 1 .2 008: JD-U 230 28.7 009: LJP 19 2.4 010",auto_accepted_candidate,party_marginal_percent
37221188-6f66-4ea3-b4d1-27c8ed760dfe,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,98,218,2019_pre_poll_table_218.csv,state,Odisha,electorate,all voters,INC,5.7,001: Congress,(%),5.7,medium,NES 2019 Prepoll-Survey findings.docx c: BJP N (%) 1: Like a lot 142 27.9 2: Like somewhat 193 37.9 3: Like somewhat 70 13.7 4: Don’t like at all 38 7.5 8: No response 67 13.1 Total 510 100.0 Q29: If Vidhan Sabha or State elections are held in Odisha,needs_review,party_marginal_percent
7d7d8957-e705-4370-8310-dae8aee64008,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,98,218,2019_pre_poll_table_218.csv,state,Odisha,electorate,all voters,BJP,14.1,002: BJP,(%),14.1,high,NES 2019 Prepoll-Survey findings.docx c: BJP N (%) 1: Like a lot 142 27.9 2: Like somewhat 193 37.9 3: Like somewhat 70 13.7 4: Don’t like at all 38 7.5 8: No response 67 13.1 Total 510 100.0 Q29: If Vidhan Sabha or State elections are held in Odisha,auto_accepted_candidate,party_marginal_percent
83932fe0-9159-4733-b93b-bf5e6d1dc978,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,98,218,2019_pre_poll_table_218.csv,state,Odisha,electorate,all voters,TMC,20.0,007: AITC,(%),0.2,high,NES 2019 Prepoll-Survey findings.docx c: BJP N (%) 1: Like a lot 142 27.9 2: Like somewhat 193 37.9 3: Like somewhat 70 13.7 4: Don’t like at all 38 7.5 8: No response 67 13.1 Total 510 100.0 Q29: If Vidhan Sabha or State elections are held in Odisha,auto_accepted_candidate,party_marginal_percent
7a2fdb38-d500-4e18-9a95-4ebabe8136c5,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,98,218,2019_pre_poll_table_218.csv,state,Odisha,electorate,all voters,BJD,59.2,070: BJD,(%),59.2,high,NES 2019 Prepoll-Survey findings.docx c: BJP N (%) 1: Like a lot 142 27.9 2: Like somewhat 193 37.9 3: Like somewhat 70 13.7 4: Don’t like at all 38 7.5 8: No response 67 13.1 Total 510 100.0 Q29: If Vidhan Sabha or State elections are held in Odisha,auto_accepted_candidate,party_marginal_percent
4c63e82b-37c9-4c77-9a1d-40343f8c7690,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,98,218,2019_pre_poll_table_218.csv,state,Odisha,electorate,all voters,Others,20.6,998: No response/Can’t say,(%),20.6,high,NES 2019 Prepoll-Survey findings.docx c: BJP N (%) 1: Like a lot 142 27.9 2: Like somewhat 193 37.9 3: Like somewhat 70 13.7 4: Don’t like at all 38 7.5 8: No response 67 13.1 Total 510 100.0 Q29: If Vidhan Sabha or State elections are held in Odisha,auto_accepted_candidate,party_marginal_percent
e52ac9d6-ebde-457e-809a-0b60c9217d28,2019,post_poll,CSDS-Lokniti National Election Study,post-poll/2019/postpoll_results_2019.pdf,21,48,2019_post_poll_table_048.csv,state,Delhi,electorate,all voters,UPA,0.0,47: Vijaybhai R Rupani (Gujarat),(%),0.0,medium,All India Postpoll NES 2019-Survey Findings N (%) 45: Arvind Kejriwal (Delhi) 40 .2 46: Pramod Sawant (Goa) 0 .0 47: Vijaybhai R Rupani (Gujarat) 6 .0 48: Manohar Lal Khattar (Haryana) 1 .0 52: Pinarayi Vijayan (Kerala) 4 .0 55: N Biren Singh (Manipu,needs_review,party_marginal_percent
48e6fe27-ce6e-45bd-a045-360b3d478c8c,2019,post_poll,CSDS-Lokniti National Election Study,post-poll/2019/postpoll_results_2019.pdf,21,48,2019_post_poll_table_048.csv,state,Delhi,electorate,all voters,Others,60.0,80: Any other leader that has not been,(%),0.6,high,All India Postpoll NES 2019-Survey Findings N (%) 45: Arvind Kejriwal (Delhi) 40 .2 46: Pramod Sawant (Goa) 0 .0 47: Vijaybhai R Rupani (Gujarat) 6 .0 48: Manohar Lal Khattar (Haryana) 1 .0 52: Pinarayi Vijayan (Kerala) 4 .0 55: N Biren Singh (Manipu,auto_accepted_candidate,party_marginal_percent
5213ceac-f747-48cc-afc9-e1afb0e8d3fa,2019,post_poll,CSDS-Lokniti National Election Study,post-poll/2019/postpoll_results_2019.pdf,21,48,2019_post_poll_table_048.csv,state,Delhi,electorate,all voters,Others,19.0,98: No response,(%),19.0,high,All India Postpoll NES 2019-Survey Findings N (%) 45: Arvind Kejriwal (Delhi) 40 .2 46: Pramod Sawant (Goa) 0 .0 47: Vijaybhai R Rupani (Gujarat) 6 .0 48: Manohar Lal Khattar (Haryana) 1 .0 52: Pinarayi Vijayan (Kerala) 4 .0 55: N Biren Singh (Manipu,auto_accepted_candidate,party_marginal_percent
41ab8c8b-693b-491d-9783-3559e68eb25f,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,96,214,2019_pre_poll_table_214.csv,state,Maharashtra,electorate,all voters,INC,14.5,001: Congress,(%),14.5,medium,"NES 2019 Prepoll-Survey findings.docx N (%) 3: Like somewhat 183 22.4 4: Don’t like at all 206 25.2 8: No response 97 11.9 Total 817 100.0 Q29: If Vidhan Sabha or State elections are held in Maharashtra tomorrow, which party will you vote for? N (%) ",needs_review,party_marginal_percent
24a6fa59-56ec-440c-a119-d27081c103f1,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,96,214,2019_pre_poll_table_214.csv,state,Maharashtra,electorate,all voters,BJP,37.5,002: BJP,(%),37.5,high,"NES 2019 Prepoll-Survey findings.docx N (%) 3: Like somewhat 183 22.4 4: Don’t like at all 206 25.2 8: No response 97 11.9 Total 817 100.0 Q29: If Vidhan Sabha or State elections are held in Maharashtra tomorrow, which party will you vote for? N (%) ",auto_accepted_candidate,party_marginal_percent
d16f7c28-caeb-4259-8403-514dd5e2938d,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,96,214,2019_pre_poll_table_214.csv,state,Maharashtra,electorate,all voters,BSP,1.2,003: BSP,(%),1.2,high,"NES 2019 Prepoll-Survey findings.docx N (%) 3: Like somewhat 183 22.4 4: Don’t like at all 206 25.2 8: No response 97 11.9 Total 817 100.0 Q29: If Vidhan Sabha or State elections are held in Maharashtra tomorrow, which party will you vote for? N (%) ",auto_accepted_candidate,party_marginal_percent
04013c9d-52a7-4f35-ad10-981f1610fff7,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,96,214,2019_pre_poll_table_214.csv,state,Maharashtra,electorate,all voters,Others,22.9,998: No response/Can’t say,(%),22.9,high,"NES 2019 Prepoll-Survey findings.docx N (%) 3: Like somewhat 183 22.4 4: Don’t like at all 206 25.2 8: No response 97 11.9 Total 817 100.0 Q29: If Vidhan Sabha or State elections are held in Maharashtra tomorrow, which party will you vote for? N (%) ",auto_accepted_candidate,party_marginal_percent
106915c6-51da-4ce8-a43f-366dd0c6ef98,2019,post_poll,CSDS-Lokniti National Election Study,post-poll/2019/postpoll_results_2019.pdf,21,49,2019_post_poll_table_049.csv,state,Delhi,electorate,all voters,INC,15.4,001: INC,(%),15.4,medium,All India Postpoll NES 2019-Survey Findings N (%) 45: Arvind Kejriwal (Delhi) 40 .2 46: Pramod Sawant (Goa) 0 .0 47: Vijaybhai R Rupani (Gujarat) 6 .0 48: Manohar Lal Khattar (Haryana) 1 .0 52: Pinarayi Vijayan (Kerala) 4 .0 55: N Biren Singh (Manipu,needs_review,party_marginal_percent
02248572-fb68-45d6-b379-52999982a711,2019,post_poll,CSDS-Lokniti National Election Study,post-poll/2019/postpoll_results_2019.pdf,21,49,2019_post_poll_table_049.csv,state,Delhi,electorate,all voters,BJP,33.8,002: BJP,(%),33.8,high,All India Postpoll NES 2019-Survey Findings N (%) 45: Arvind Kejriwal (Delhi) 40 .2 46: Pramod Sawant (Goa) 0 .0 47: Vijaybhai R Rupani (Gujarat) 6 .0 48: Manohar Lal Khattar (Haryana) 1 .0 52: Pinarayi Vijayan (Kerala) 4 .0 55: N Biren Singh (Manipu,auto_accepted_candidate,party_marginal_percent
54ec0958-e79b-45b6-b52b-243d2aff86f4,2019,post_poll,CSDS-Lokniti National Election Study,post-poll/2019/postpoll_results_2019.pdf,21,49,2019_post_poll_table_049.csv,state,Delhi,electorate,all voters,BSP,1.6,003: BSP,(%),1.6,high,All India Postpoll NES 2019-Survey Findings N (%) 45: Arvind Kejriwal (Delhi) 40 .2 46: Pramod Sawant (Goa) 0 .0 47: Vijaybhai R Rupani (Gujarat) 6 .0 48: Manohar Lal Khattar (Haryana) 1 .0 52: Pinarayi Vijayan (Kerala) 4 .0 55: N Biren Singh (Manipu,auto_accepted_candidate,party_marginal_percent
106cdf02-7440-4a65-ad2d-0ad9b8020f7e,2019,post_poll,CSDS-Lokniti National Election Study,post-poll/2019/postpoll_results_2019.pdf,21,49,2019_post_poll_table_049.csv,state,Delhi,electorate,all voters,TMC,2.1,007: AITC,(%),2.1,high,All India Postpoll NES 2019-Survey Findings N (%) 45: Arvind Kejriwal (Delhi) 40 .2 46: Pramod Sawant (Goa) 0 .0 47: Vijaybhai R Rupani (Gujarat) 6 .0 48: Manohar Lal Khattar (Haryana) 1 .0 52: Pinarayi Vijayan (Kerala) 4 .0 55: N Biren Singh (Manipu,auto_accepted_candidate,party_marginal_percent
8f8a300b-a4e8-4a8b-8c5a-02ab8f2e2d93,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,87,190,2019_pre_poll_table_190.csv,state,Haryana,electorate,all voters,INC,7.6,001: Congress,(%),7.6,medium,NES 2019 Prepoll-Survey findings.docx N (%) 3: Like somewhat 2 .7 4: Don’t like at all 38 11.8 8: No response 26 8.2 Total 318 100.0 e: Congress N (%) 1: Like a lot 24 7.6 2: Like somewhat 60 18.9 3: Like somewhat 24 7.6 4: Don’t like at all 186 58.6,needs_review,party_marginal_percent
46661bb3-ff0f-4950-bed2-adcd0b894a87,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,87,190,2019_pre_poll_table_190.csv,state,Haryana,electorate,all voters,BJP,68.8,002: BJP,(%),68.8,high,NES 2019 Prepoll-Survey findings.docx N (%) 3: Like somewhat 2 .7 4: Don’t like at all 38 11.8 8: No response 26 8.2 Total 318 100.0 e: Congress N (%) 1: Like a lot 24 7.6 2: Like somewhat 60 18.9 3: Like somewhat 24 7.6 4: Don’t like at all 186 58.6,auto_accepted_candidate,party_marginal_percent
34dddd2b-5cca-4518-8921-94d2bf2bf3dd,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,87,190,2019_pre_poll_table_190.csv,state,Haryana,electorate,all voters,BSP,60.0,003: BSP,(%),0.6,high,NES 2019 Prepoll-Survey findings.docx N (%) 3: Like somewhat 2 .7 4: Don’t like at all 38 11.8 8: No response 26 8.2 Total 318 100.0 e: Congress N (%) 1: Like a lot 24 7.6 2: Like somewhat 60 18.9 3: Like somewhat 24 7.6 4: Don’t like at all 186 58.6,auto_accepted_candidate,party_marginal_percent
de460cdf-eb90-43c0-a309-712431766b55,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,87,190,2019_pre_poll_table_190.csv,state,Haryana,electorate,all voters,AAP,80.0,012: AAP,(%),0.8,high,NES 2019 Prepoll-Survey findings.docx N (%) 3: Like somewhat 2 .7 4: Don’t like at all 38 11.8 8: No response 26 8.2 Total 318 100.0 e: Congress N (%) 1: Like a lot 24 7.6 2: Like somewhat 60 18.9 3: Like somewhat 24 7.6 4: Don’t like at all 186 58.6,auto_accepted_candidate,party_marginal_percent
02fc5e75-1c53-433a-b1f9-0149c11711c2,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,113,254,2019_pre_poll_table_254.csv,state,Delhi,electorate,all voters,INC,11.7,001: Congress,(%),11.7,medium,NES 2019 Prepoll-Survey findings.docx N (%) 1: Like a lot 83 31.4 2: Like somewhat 101 38.0 3: Like somewhat 34 12.6 4: Don’t like at all 47 17.6 8: No response 1 .4 Total 266 100.0 c: Congress N (%) 1: Like a lot 34 13.0 2: Like somewhat 69 26.0 3: ,needs_review,party_marginal_percent
268ca316-5e3f-4414-809d-e122fdae1851,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,113,254,2019_pre_poll_table_254.csv,state,Delhi,electorate,all voters,BJP,32.1,002: BJP,(%),32.1,high,NES 2019 Prepoll-Survey findings.docx N (%) 1: Like a lot 83 31.4 2: Like somewhat 101 38.0 3: Like somewhat 34 12.6 4: Don’t like at all 47 17.6 8: No response 1 .4 Total 266 100.0 c: Congress N (%) 1: Like a lot 34 13.0 2: Like somewhat 69 26.0 3: ,auto_accepted_candidate,party_marginal_percent
1c91ecc7-f59d-4691-aa79-bd4a2b7f3d84,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,113,254,2019_pre_poll_table_254.csv,state,Delhi,electorate,all voters,AAP,36.4,012: AAP,(%),36.4,high,NES 2019 Prepoll-Survey findings.docx N (%) 1: Like a lot 83 31.4 2: Like somewhat 101 38.0 3: Like somewhat 34 12.6 4: Don’t like at all 47 17.6 8: No response 1 .4 Total 266 100.0 c: Congress N (%) 1: Like a lot 34 13.0 2: Like somewhat 69 26.0 3: ,auto_accepted_candidate,party_marginal_percent
638eecd5-45a0-4f2f-bd43-5cbffc0eb390,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,113,254,2019_pre_poll_table_254.csv,state,Delhi,electorate,all voters,Others,19.8,998: No response/Can’t say,(%),19.8,high,NES 2019 Prepoll-Survey findings.docx N (%) 1: Like a lot 83 31.4 2: Like somewhat 101 38.0 3: Like somewhat 34 12.6 4: Don’t like at all 47 17.6 8: No response 1 .4 Total 266 100.0 c: Congress N (%) 1: Like a lot 34 13.0 2: Like somewhat 69 26.0 3: ,auto_accepted_candidate,party_marginal_percent
fdcd17a6-738d-4d55-8e01-91b563b744e3,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,94,208,2019_pre_poll_table_208.csv,state,Madhya Pradesh,electorate,all voters,INC,37.8,001: Congress,(%),37.8,medium,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Madhya Pradesh tomorrow, which party will you vote for? N (%) 001: Congress 196 37.8 002: BJP 260 50.2 003: BSP 2 .4 998: No response/Can’t say 60 11.6 Total 51",needs_review,party_marginal_percent
3fdbcf33-fcfe-4bba-8712-f2d285032d10,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,94,208,2019_pre_poll_table_208.csv,state,Madhya Pradesh,electorate,all voters,BJP,50.2,002: BJP,(%),50.2,high,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Madhya Pradesh tomorrow, which party will you vote for? N (%) 001: Congress 196 37.8 002: BJP 260 50.2 003: BSP 2 .4 998: No response/Can’t say 60 11.6 Total 51",auto_accepted_candidate,party_marginal_percent
89c7ac74-62ea-42f7-b922-6f4551f82f38,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,94,208,2019_pre_poll_table_208.csv,state,Madhya Pradesh,electorate,all voters,BSP,40.0,003: BSP,(%),0.4,high,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Madhya Pradesh tomorrow, which party will you vote for? N (%) 001: Congress 196 37.8 002: BJP 260 50.2 003: BSP 2 .4 998: No response/Can’t say 60 11.6 Total 51",auto_accepted_candidate,party_marginal_percent
726d5726-23b6-42b1-9466-c81e3e0ece83,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,94,208,2019_pre_poll_table_208.csv,state,Madhya Pradesh,electorate,all voters,Others,11.6,998: No response/Can’t say,(%),11.6,high,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Madhya Pradesh tomorrow, which party will you vote for? N (%) 001: Congress 196 37.8 002: BJP 260 50.2 003: BSP 2 .4 998: No response/Can’t say 60 11.6 Total 51",auto_accepted_candidate,party_marginal_percent
26ee9a43-2132-4cbc-b35c-32a5aee2c234,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,80,169,2019_pre_poll_table_169.csv,state,Assam,electorate,all voters,INC,30.6,001: Congress,(%),30.6,medium,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Assam tomorrow, which party will you vote for? N (%) 001: Congress 97 30.6 002: BJP 149 47.1 004: CPI-M 1 .4 028: BPF 41 13.0 902: NOTA 1 .2 998: No response/Ca",needs_review,party_marginal_percent
f57f54ae-f4ff-4276-98e8-9e7c9af1a313,2019,pre_poll,CSDS-Lokniti National Election Study,pre-poll/2019/prepoll_2019_results.pdf,80,169,2019_pre_poll_table_169.csv,state,Assam,electorate,all voters,BJP,47.1,002: BJP,(%),47.1,high,"NES 2019 Prepoll-Survey findings.docx Q29: If Vidhan Sabha or State elections are held in Assam tomorrow, which party will you vote for? N (%) 001: Congress 97 30.6 002: BJP 149 47.1 004: CPI-M 1 .4 028: BPF 41 13.0 902: NOTA 1 .2 998: No response/Ca",auto_accepted_candidate,party_marginal_percent
