col_0,col_1,N,(%)
,001: INC,334,29.8
,002: BJP,388,34.6
,007: AITC,1,.1
,012: AAP,1,.1
,021: AIMIM,1,.1
,026: AGP,17,1.5
,027: AIUDF,38,3.4
,028: BPF,22,2.0
,900: Independent,1,.1
,901: No party,4,.3
,995: Will not vote,4,.4
,996: Can't say,210,18.7
,997: Any other party,1,.1
,998: No response,100,8.9
,Total,1121,100.0
