col_0,col_1,N,(%)
,1: Fully succeeded,46,5.0
,2: Somewhat succeeded,168,18.1
,3: Somewhat failed,183,19.7
,4: Fully failed,310,33.4
,7: Can't say,168,18.0
,8: No response,54,5.8
,Total,929,100.0
