col_0,col_1,N,(%)
,1: Like a lot,15,4.6
,2: Like somewhat,89,28.1
,3: Like somewhat,123,38.6
,4: Don’t like at all,52,16.5
,8: No response,38,12.1
,Total,317,100.0
