col_0,col_1,N,(%)
,1: Like a lot,42,13.2
,2: Like somewhat,79,24.9
,3: Like somewhat,110,34.6
,4: Don’t like at all,64,20.2
,8: No response,22,7.1
,Total,317,100.0
