col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: With our total household income we are able to fulfil all our needs & also end up saving some money,,2157,,,21.5,,
,,02: With our total household income we are able to fulfil all our needs but don‟t end up saving,,3595,,,35.9,,
,,"03: With our total household income, we are not able to fulfil all our needs and face some difficulty",,2277,,,22.7,,
,,"04: With our total household income, we are not able to fulfil our needs and face a lot of difficulty",,1204,,,12.0,,
,,98: Don‟t know,,785,,,7.8,,
,,Total,,10019,,,100.0,,
