col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Only for rich,,3196,,,31.9,,
,,02: For all people,,4780,,,47.7,,
,,03: No development at all,,1472,,,14.7,,
,,98: Don‟t know,,571,,,5.7,,
,,Total,,10019,,,100.0,,
