col_0,col_1,N,(%)
,1: A lot,307,47.4
,2: Somewhat,175,27.0
,3: Very little,110,17.0
,4: Don’t like at all,41,6.3
,7: Can't say,14,2.1
,8: No response,2,.2
,Total,648,100.0
