col_0,col_1,N,(%)
,1: Like a lot,53,8.4
,2: Like somewhat,77,12.1
,3: Like somewhat,171,26.9
,4: Don’t like at all,292,45.8
,8: No response,43,6.8
,Total,637,100.0
