col_0,col_1,N,(%)
,1: Like a lot,5,1.6
,2: Like somewhat,23,7.3
,3: Like somewhat,12,3.9
,4: Don’t like at all,246,77.2
,8: No response,32,10.0
,Total,318,100.0
