col_0,col_1,N,(%)
,1: Like a lot,249,31.0
,2: Like somewhat,162,20.2
,3: Like somewhat,157,19.5
,4: Don’t like at all,204,25.5
,8: No response,30,3.8
,Total,802,100.0
