col_0,col_1,N,(%),Valid (%)
Valid,1: Farmers/cattle owners,177,22.8,31.2
,2: Government,210,27.1,37.1
,3: Cow slaughter ban,66,8.5,11.6
,4: Violence in the name of cow,36,4.7,6.4
,5: Other,4,.5,.6
,7: Can’t say,48,6.1,8.4
,8: No response,27,3.4,4.7
,Total,567,73.1,100.0
Missing,9: N.A.,208,26.9,
Total,,775,100.0,
