col_0,col_1,N,(%)
,1: Fully agree,126,15.7
,2: Somewhat agree,190,23.8
,3: Somewhat disagree,120,15.0
,4: Fully disagree,99,12.3
,8: No response,265,33.1
,Total,800,100.0
