col_0,col_1,N,(%)
,1: Like a lot,350,68.7
,2: Like somewhat,103,20.2
,3: Like somewhat,9,1.7
,4: Don’t like at all,10,2.0
,8: No response,38,7.4
,Total,510,100.0
