col_0,col_1,N,(%)
,1: Like a lot,153,18.7
,2: Like somewhat,224,27.4
,3: Like somewhat,190,23.2
,4: Don’t like at all,167,20.4
,8: No response,84,10.3
,Total,817,100.0
