col_0,col_1,N,(%)
,1: A lot,331,12.2
,2: Somewhat,1030,38.1
,3: Very little,561,20.7
,4: Don’t like at all,556,20.6
,7: Can't say,139,5.2
,8: No response,88,3.3
,Total,2705,100.0
