col_0,col_1,N,(%)
,1: A lot,44,3.9
,2: Somewhat,436,38.9
,3: Very little,240,21.4
,4: Don’t like at all,191,17.0
,7: Can't say,107,9.5
,8: No response,103,9.2
,Total,1121,100.0
