col_0,col_1,N,(%)
,1: A lot,14,3.4
,2: Somewhat,102,24.9
,3: Very little,95,23.3
,4: Don’t like at all,56,13.6
,7: Can't say,100,24.5
,8: No response,42,10.3
,Total,409,100.0
