col_0,col_1,N,(%)
,1: A lot,306,25.5
,2: Somewhat,286,23.8
,3: Very little,224,18.6
,4: Don’t like at all,292,24.3
,7: Can't say,66,5.5
,8: No response,27,2.2
,Total,1201,100.0
