col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,02: BJP leaders are less corrupt,,4512,,,22.9,,
,,97: Any other,,324,,,1.6,,
,,98: Don’t Know/ Can’t Say,,6215,,,31.6,,
,,Total,,19663,,,100.0,,
