col_0,col_1,N,(%)
Valid,1: Central government,2191,9.0
,2: State government,1239,5.1
,3: Local politician,133,.5
,4: Local Bureaucrat,71,.3
,5: Other,42,.2
,6: Both Central and State government,59,.2
,8: No response,359,1.5
,Total,4093,16.9
Missing,9: N.A.,20142,83.1
