col_0,col_1,N,(%),Valid (%)
,093: MNM,1,.0,.0
,101: RLD,9,.1,.1
,124: NTK,0,.0,.0
,600: NDA,2,.0,.0
,900: Independent,1,.0,.0
,901: No party,1,.0,.0
,902: NOTA,2,.0,.0
,998: No response/Can’t say,1608,16.1,17.7
,Total,9064,90.6,100.0
Missing,999: Didn't vote,946,9.4,
Total,,10010,100.0,
