col_0,col_1,N,(%),Valid (%)
Valid,01: Andhra Pradesh,245,1.0,3.8
,02: Arunachal Pradesh,101,.4,1.6
,03: Assam,68,.3,1.0
,04: Bihar,808,3.3,12.5
,05: Goa,14,.1,.2
,06: Gujarat,158,.7,2.4
