col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Fully satisfied,,2263,,,22.6,,
,,02: Somewhat satisfied,,3443,,,34.4,,
,,03: Somewhat dissatisfied,,1856,,,18.5,,
,,04: Fully dissatisfied,,2006,,,20.0,,
,,98: Don‟t know,,450,,,4.5,,
,,Total,,10019,,,100.0,,
