col_0,col_1,N,(%)
,1: Fully satisfied,2678,26.8
,2: Somewhat satisfied,3313,33.1
,3: Somewhat dissatisfied,1594,15.9
,4: Fully dissatisfied,1709,17.1
,8: No response,717,7.2
,Total,10010,100.0
