col_0,col_1,N,(%)
,1: A lot,18,3.2
,2: Somewhat,193,35.2
,3: Very little,124,22.6
,4: Don’t like at all,112,20.5
,7: Can't say,55,10.0
,8: No response,47,8.5
,Total,548,100.0
