col_0,col_1,N,(%)
,001: INC,99,19.9
,002: BJP,317,63.6
,003: BSP,1,.2
,005: CPI,0,.1
,902: NOTA,1,.1
,996: Can't say,57,11.4
,998: No response,23,4.6
,Total,498,100.0
