col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Only a leader from your religion can effectively represent your interests and concerns,,3059,,,30.5,,
,,02: Leaders from other religions can also effectively represent your interests and concerns,,4954,,,49.4,,
,,98: Don‟t know,,2006,,,20.0,,
,,Total,,10019,,,100.0,,
