col_0,col_1,N,(%)
,1: A lot,453,27.2
,2: Somewhat,619,37.1
,3: Very little,259,15.6
,4: Don’t like at all,188,11.3
,7: Can't say,107,6.4
,8: No response,41,2.5
,Total,1667,100.0
