col_0,col_1,N,(%)
,1: Fully satisfied,236,14.2
,2: Somewhat satisfied,292,17.5
,3: Somewhat dissatisfied,243,14.6
,4: Fully dissatisfied,684,41.0
,7: Can't say,141,8.5
,8: No response,71,4.3
,Total,1667,100.0
