col_0,col_1,N,(%)
,1: Fully satisfied,6219,25.7
,2: Somewhat satisfied,9531,39.3
,3: Somewhat dissatisfied,2898,12.0
,4: Fully dissatisfied,4456,18.4
,8: No response,1131,4.7
,Total,24235,100.0
