col_0,col_1,N,(%)
,1: Improved a lot,711,44.1
,2: Improved somewhat,467,29.0
,3: Worsened somewhat,165,10.3
,4: Worsened a lot,26,1.6
,7: Can't say,156,9.7
,8: No response,85,5.3
,Total,1610,100.0
