col_0,col_1,N,(%)
,1: Only for rich,5827,24.0
,2: For all people,12237,50.5
,3: No development at all,3836,15.8
,7: Can't say/Don't know,1764,7.3
,8: No response,571,2.4
,Total,24235,100.0
