col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Growing unemployment,,4547,,,23.1,,
,,02: Increasing poverty,,2209,,,11.2,,
,,03: Communalism/ religious conflicts,,1464,,,7.4,,
,,04: Growing conflict among communities,,343,,,1.7,,
,,05: Falling international reputation of India,,128,,,.7,,
,,06: Price rise/ inflation,,4688,,,23.8,,
,,07: Enacting Citizenship Amendment Act,,191,,,1.0,,
,,08: Increasing corruption,,631,,,3.2,,
