col_0,col_1,N,(%),Valid (%)
Valid,1: Very satisfied,5,.8,12.8
,2: Somewhat satisfied,28,4.4,69.7
,3: Not much satisfied,4,.7,10.3
,8: No response,3,.5,7.2
