col_0,col_1,N,(%),Valid (%)
Valid,001: INC,6,.6,.6
,002: BJP,4,.5,.5
,003: BSP,2,.2,.2
,004: CPI(M),2,.2,.2
,022: TDP,389,41.9,42.5
,023: YSRCP,445,47.9,48.5
,024: Jana Sena,28,3.0,3.1
,902: NOTA,2,.2,.2
,996: Can't say,27,2.9,2.9
,997: Any other party,1,.1,.1
,998: No response,10,1.1,1.1
,Total,916,98.7,100.0
Missing,995: Did not vote,12,1.3,
Total,,929,100.0,
