col_0,col_1,N,(%),Valid (%)
Valid,1: Fully support,22,5.4,7.1
,2: Somewhat support,7,1.8,2.3
,3: Somewhat oppose,31,7.6,10.0
,4: Fully oppose,242,59.1,77.9
,8: No response,8,2.0,2.6
,Total,310,75.9,100.0
Missing,9: N.A.,99,24.1,
Total,,409,100.0,
