col_0,col_1,N,(%)
,1: Many times a day,1523,15.2
,2: Once or twice a day,979,9.8
,3: Some days a week,437,4.4
,4: Some days a month,202,2.0
,5: Very rarely,302,3.0
,6: Never,2276,22.7
,7: No account,3314,33.1
,8: No response,977,9.8
,Total,10010,100.0
