col_0,col_1,col_2,col_3,col_4,N,col_6,col_7,(%),col_9
,,01: Daily,,1197,,,6.1,,
,,02: Weekly,,2017,,,10.3,,
,,03: On festivals,,4866,,,24.7,,
,,04: Very rarely,,6565,,,33.4,,
,,05: Never,,3689,,,18.8,,
,,98: No response,,1329,,,6.8,,
,,Total,,19663,,,100.0,,
