col_0,col_1,N,(%)
,1: Very important,1243,71.8
,2: Somewhat important,313,18.1
,3: Not much important,93,5.3
,4: Not at all important,42,2.4
,7: Can't say,9,.5
,8 8: No response,32,1.8
,Total,1732,100.0
