col_0,col_1,N,(%)
,1: Like a lot,5,1.6
,2: Like somewhat,22,6.9
,3: Like somewhat,10,3.2
,4: Don’t like at all,248,77.8
,8: No response,33,10.5
,Total,318,100.0
