col_0,col_1,N,(%)
,1: Fully satisfied,2734,27.3
,2: Somewhat satisfied,3627,36.2
,3: Somewhat dissatisfied,1514,15.1
,4: Fully dissatisfied,1631,16.3
,8: No response,505,5.0
,Total,10010,100.0
