col_0,col_1,N,(%),Valid (%)
Valid,1: Farmers/cattle owners,321,33.6,54.8
,2: Government,172,18.0,29.3
,3: Cow slaughter ban,29,3.0,4.9
,4: Violence in the name of cow,21,2.2,3.5
,7: Can’t say,29,3.1,5.0
,8: No response,14,1.5,2.4
,Total,585,61.3,100.0
Missing,9: N.A.,369,38.7,
Total,,954,100.0,
